MiscData.pak\TEXT_RequiredEntries.MSBT
GEN_Inventory_Numbers	0123456789
Preload\MPR4\PreloadMP4.pak\Cinematics_FlarePool.MSBT
fp_3010_SC010_JuniorCall_subtitles	Is that...{[0004]}Hello? Come in!{[0004]}Armstrong!{[0004]}Armstrong, do you read me?{[0004]}Sarge! Finally!{[0004]}I was starting to think\nI'd never break through the interference!{[0004]}Well, I can read you loud\nand clear now, Private.{[0004]}Hopefully the signal will hold.{[0004]}Are you alright? Where are you?{[0004]}I'm stuck. Not sure where, but...{[0004]}there's a hologram in here with me.{[0004]}Looks like a cannon?{[0004]}I'm in a compartment on its south side.{[0004]}Are you safe?{[0004]}I should be.{[0004]}For now.{[0004]}Hold tight. We'll find you.{[0004]}Over and out.{[0004]}That doesn't sound good.{[0004]}We need to find Armstrong.\n
fp_3040_SC010_meetSenior_subtitles	Identify yourself.{[0004]}You're Samus?{[0004]}There were dozens \nof higher priority targets back at base.{[0004]}I doubt Fed command would post their \nbest hunter to rescue duty.{[0004]}We are stranded.{[0004]}I've been trying to figure out a \nway out of this room.{[0004]}My problem is that boiler is putting off \nenough heat to turn me into casserole.{[0004]}I got a hunch these consoles are \nconnected to it,{[0004]}but the encryption on them is beyond \nanything I've seen.{[0004]}Something tells me that's not \nan issue for you.{[0004]}Maybe we can turn the boiler off?{[0004]}I'd, uh...appreciate the assist.
fp_3040_sc030_doorOpen_subtitles	Thank you.
fp_3130_SC010_CruiserOutro_subtitles	Cruiser's down!{[0004]}It really messed up that door though.\nWe'll have to find another way inside.{[0004]}It's right there!{[0004]}This is as far as we go, kid.{[0004]}It's up to Samus now.{[0004]}This whole facility is coming down.{[0004]}But we can stabilize it back at the\ncontrol room.{[0004]}Buy you some time.{[0004]}You know what you need to do.{[0004]}Go get that key.{[0004]}And be quick about it, yeah?!{[0004]}Samus!{[0004]}We won't let you down.
fp_3140_SC010_JuniorsLocation_subtitles	Armstrong's on the south side\nof the cannon.{[0004]}She must be in that room, there.{[0004]}Where are you headed?{[0004]}Hm, it's below the cannon.{[0004]}In order to get there,{[0004]}we'll have to open the access gate\nand go in.{[0004]}To open the access gate...{[0004]}Looks like we'll have to switch\nthe facility into maintenance mode.{[0004]}Can you switch it to maintenance mode\nfrom here?{[0004]}It isn't working.{[0004]}Looks like we'll have to do it manually.{[0004]}Let's disable the clamp\nby going there directly.{[0004]}If we can disable both clamps,{[0004]}the facility should go\ninto maintenance mode...{[0004]}And the access gate will open.{[0004]}The device we need\nis right next to Armstrong.{[0004]}Two birds, one stone.\nHow do we get there?{[0004]}Ahh...tram.{[0004]}Nice work!{[0004]}That's where we need to go.{[0004]}Armstrong, we found a way to your location. \nHeaded there now.{[0004]}Copy that, Sarge. I'll be ready.\n
fp_3140_SC015_TakeoffFailure_subtitles	Samus! We need your help.\nWe can't activate the escape pod yet.{[0004]}Must've been damaged at some point.{[0004]}We need to find a way\nto manually override the system.{[0004]}Understood.{[0004]}Lock in, Private.{[0004]}Yes, sir.
fp_3140_SC020_SamusEscapes_subtitles	Samus?{[0004]}Samus, no! No!{[0004]}We can't just leave her!{[0004]}Trust that she'll make it out.
fp_3150_SC010_ActivateCannon_subtitles	That doesn't sound good.{[0004]}Samus, what's going on?!{[0004]}What kind of chemical is that?{[0004]}They're dispersing it into the atmosphere?{[0004]}We better find Armstrong.
fp_3150_SC030_CruiserIntro_subtitles	Almost there.{[0004]}Almost. Still need to—{[0004]}What the—{[0004]}Taking fire!{[0004]}Knuckle up! We got company.{[0004]}Couple more hits like that,\nand this thing will go down!{[0004]}Hang on! I'm punching it!{[0004]}We're crash landing!{[0004]}Brace for impact!{[0004]}\n
fp_3160_SC010_FindJunior_subtitles	Sarge!{[0004]}Armstrong! You alright?{[0004]}I'm good. You?{[0004]}Yes.{[0004]}While I was waiting,\nI was studying this hologram. And I just—{[0004]}Wow.{[0004]}Samus? It's really you. I...{[0004]}I don't even know what to say. Is this...{[0004]}Is this a new suit?{[0004]}Um.{[0004]}It's amazing!\nI love it. I love it so much—{[0004]}Private.{[0004]}Yessir.{[0004]}Right. Sorry, sir.{[0004]}Private First Class Nora Armstrong.{[0004]}It's an honor to meet you, Samus.{[0004]}Thank you.{[0004]}Samus would like to move the clamp here.{[0004]}Seen anything that'll do the trick?{[0004]}Maybe, yes.\nI... I can't decipher the text, but...{[0004]}I think this device here\nis an electromagnetic conduit.{[0004]}And it's connected to the clamp.{[0004]}So we just need to get it spinning\nand build up a charge.{[0004]}Nice work, Armstrong.{[0004]}Thank you, sir.{[0004]}This is where you come in, Samus.{[0004]}But, you know,\nI am here if you need anything—{[0004]}Yeah, Samus can handle it.{[0004]}Yes, sir.{[0004]}I need you with me...{[0004]}patrolling.{[0004]}Yes, sir.{[0004]}We'll canvass the area.{[0004]}Who knows what'll happen\nwhen the clamp disengages.
fp_3170_SC030_OpenElevator_subtitles	OK, kid. You're up.{[0004]}Alright! My turn, Sarge.{[0004]}On three.{[0004]}Three.
fp_3150_SC020_TramConvo	So, Samus...{[0004]}What brought you to this facility anyway?{[0004]}Some super-secret mission?{[0004]}Whoa.{[0004]}What are these? Some kind of keys?{[0004]}Is this how we get home?{[0004]}We'd love to help you find them!{[0004]}We?{[0004]}Private!{[0004]}Sarge...{[0004]}Well...{[0004]}if it's the only way off this rock...{[0004]}Alright. I'm in.{[0004]}Keep your head on a swivel, kid.{[0004]}Who knows what else is out there.{[0004]}Copy that, Sarge.
fp_3065_SC020_BarrierLowered	Nice work, Samus.{[0004]}You did it.{[0004]}Now let's go find Armstrong.
fp_3070_SC020_EnterHangar	What do we have here?{[0004]}They're pouring green liquid \ninto this container...{[0004]}Is this where all that muck was headed?{[0004]}Look's like we're going up.
fp_3070_SC010_SecondFlashback	Samus, what's wrong?{[0004]}They're waking up!{[0004]}C'mon. Let's take 'em down.
Preload\MPR4\PreloadMP4.pak\Cinematics_FuryGreen.MSBT
fg_3030_SC010_lastLamornMemoryFruit_subtitles	Chosen One...{[0004]}Welcome to our temple. This is...{[0004]}the "Temple of Memory."{[0004]}From the beginning...{[0004]}Lamorn priests recorded our history \nin this Sacred Tree by offering prayers...{[0004]}Behold.{[0004]}Our legacy is preserved within.{[0004]}Born from this tree is the Memory Fruit.{[0004]}Legacy compiled within the tree \nwill be inherited to the Memory Fruit.{[0004]}For the Memory Fruit to grow...{[0004]}you must seek the Green Energy Crystals...{[0004]}which have been scattered \nthroughout the planet.{[0004]}Deposit Green Energy Crystals \nupon the Altar of Legacy.{[0004]}We place our faith in you, Chosen One.{[0004]}Please carry the Memory Fruit\nto a new world.
fg_3040_SC030_engineerStays	Man, they did not design these for humans.{[0004]}Oh, whoa!{[0004]}You are sneaky quiet, you know that?{[0004]}Hey, I'm glad you're back.{[0004]}That data you gave me earlier\nis really coming in handy.{[0004]}I've been able to translate the\nLamorn language.{[0004]}This planet, Viewros,\ndoesn't appear on any of the known star charts.{[0004]}Might as well be a ghost.{[0004]}I tried sending out a distress signal,\nbut there is no activity in this sector.{[0004]}It is eerily quiet. We could be anywhere.{[0004]}Or, we could be nowhere.{[0004]}According to these maps,\nwe shouldn't even be here.{[0004]}From what I gather,{[0004]}the only way off this planet\nis to retrieve five teleporter keys.{[0004]}Now I'll do some digging to see if \nthere's any way I can support you.{[0004]}Now that our comms are working,\nwe should be able to share data.{[0004]}I can provide you with intel from here.{[0004]}What do you say?{[0004]}Teammates?{[0004]}Excellent.{[0004]}Hey, stay safe out there, Samus.{[0004]}I'll be here if you need me.
fg_1140_SC010_discoverEngineer_subtitles	Oh wow!{[0004]}Wow, wow, wow, wow, wow.{[0004]}What a mess.{[0004]}You're alone, on a planet,\nwith no hope of survival.{[0004]}But, you're also not sitting next to Phil\nanymore in that cubicle.{[0004]}So...{[0004]}Win?{[0004]}OK.{[0004]}What?{[0004]}What now?{[0004]}Samus?{[0004]}Samus Aran!{[0004]}Hey!{[0004]}Hey, Samus Aran!{[0004]}I'm stuck, help me out—{[0004]}Please get me down.{[0004]}Uh... I'll...{[0004]}I'll just stay right here.{[0004]}And try not to die.
fg_2000_SC010_bridgeEncounter_subttiles	I've never seen anything like this.{[0004]}It's beautiful.{[0004]}Whoa!{[0004]}I'm just gonna stay out of your way.{[0004]}You let me know when it's clear.
fg_3020_SC010_mechIntro_subtitles	No way...{[0004]}A MK-99 mech?{[0004]}I'd recognize that frame anywhere!{[0004]}MK-99 mech,\nthis is Samus Aran, bounty hunter.{[0004]}You know her. She's...she's famous.{[0004]}You look very familiar...{[0004]}BETSY?!{[0004]}What are you doing here?{[0004]}I worked on her back at base.{[0004]}I'll take a few scans...\nMaybe we can come back here and get her.
fg_1140_SC020_grieverReveal_subtitles	What was that?{[0004]}OK, that did not sound friendly.{[0004]}OK! I got it, I got it!{[0004]}Oh—{[0004]}No, no, no, no, no, no, no!{[0004]}
FG_3040_SC010_discoverBasecamp_subtitles	Wait, you can interface with their tech...{[0004]}which means you can understand it...{[0004]}which means\nyou've received translation data,{[0004]}which opens up a world of possibilities.{[0004]}Once I get this working,{[0004]}we can use this tech to our advantage.{[0004]}I just need remote access to your logs.{[0004]}Oh, this data chip...\nyou think it'll work?{[0004]}Wow, that is fascinating!{[0004]}Thank you.{[0004]}We'll put this...here.{[0004]}Let's see...{[0004]}This should do the trick.{[0004]}Alright! Look at that. We've got power!{[0004]}Well...one door is still locked,{[0004]}and the other one is malfunctioning.{[0004]}Ey, but it's progress!{[0004]}OK...{[0004]}All of this is gonna take a while\nto figure out,{[0004]}so, I'm gonna stay here,\nif you wanna scout ahead?{[0004]}It's about to get real nerdy in here...
fg_3040_SC080_MechBuilt_BC_subtitles	You did it, Samus.{[0004]}You found the missing pieces.{[0004]}That was everything I needed to fix Betsy...{[0004]}The mech...{[0004]}She is good to go.{[0004]}Excellent work, Samus.{[0004]}With the mech repaired,\nwe'll be able to destroy the force field{[0004]}around Chrono Tower.{[0004]}Yeah...{[0004]}We're gonna wanna be careful with that...{[0004]}Let's just say I had to get a\nlittle creative with those repairs.{[0004]}I can only guarantee about...\n80 percent functionality.{[0004]}Oh, just 80 percent.\nThat's good, gearhead.{[0004]}We trust you.
fg_3040_SC080_MechBuilt_BC - Has Memory Fruit	We can leave for Chrono Tower...\nwhenever you give the order, Samus.{[0004]}You ready?{[0004]}Once we leave, there's no turning back.\nIf there is anything you need to complete...{[0004]}now is the time.
fg_3040_SC080_MechBuilt_BC - MissingFruit	Before we can leave, \nyou'll need to secure the Memory Fruit.{[0004]}Come back and see me when you're ready.
fg_3040_SC080_MechBuilt_BC_Return With Fruit	Alright. You've secured the Memory Fruit.{[0004]}We can leave for Chrono Tower...\nas soon as you give the order, Samus.{[0004]}You ready?{[0004]}Once we leave, there's no turning back.\nIf there is anything you need to complete...{[0004]}now is the time.
fg_3040_SC090_InitiateEndgame_BC_subtitles	Alright, listen up!{[0004]}We got a lot of ground to cover,\nso check your gear.{[0004]}If it don't punch a hole in something,\nwe don't got a use for it.{[0004]}Our mission...{[0004]}is to guide Samus\nto the Master Teleporter.{[0004]}To do that,{[0004]}we gotta cross Sol Valley{[0004]}and destroy the force field\naround Chrono Tower.{[0004]}Open her up!{[0004]}Force field undamaged.\nI must increase power.{[0004]}No, no, no, no.{[0004]}I told you\nI can only guarantee 80 percent!{[0004]}Recalculating...{[0004]}Warning! Systems critical.{[0004]}We need to abort!\nThe weapon's gonna blow!{[0004]}Oh no...{[0004]}Move soldier!{[0004]}Get down!{[0004]}Force field destroyed...{[0004]}Well done.{[0004]}No, no, no, no...{[0004]}My baby!{[0004]}I'm so, so, sorry...{[0004]}Mac...{[0004]}She did good.{[0004]}She did...{[0004]}She sure did.{[0004]}This is our moment.{[0004]}You comin', Mac?{[0004]}Yessir, Sarge.
fg_3040_Basecamp00_TeleporterPatchAcquire_subtitles	Let's take a look.{[0004]}I wonder what this is...{[0004]}Let's find out.{[0004]}Teleportation technology? No way!{[0004]}You know...{[0004]}we were analyzing something like this\nback at base.{[0004]}I have an idea.{[0004]}Yeah, yeah...{[0004]}A little bit more.{[0004]}Yeah!{[0004]}Let's see...{[0004]}And...there.{[0004]}It worked! I did it!{[0004]}This...is a teleporter patch,{[0004]}and I've entered our coordinates here\nas the destination.{[0004]}Now, if you find any of those\nmissing mech parts,{[0004]}these patches will let you teleport them\ndirectly to Base Camp.{[0004]}I mean, I can't take all the credit.{[0004]}The Lamorn really nailed\nshort-range teleportation, but I...{[0004]}just put my own spin on it.
fg_3040_Basecamp04_IceShotAcquired_subtitles	Alright, let's take a look.{[0004]}OK...{[0004]}And...doot.{[0004]}Hello, friend.{[0004]}OK.{[0004]}Analysis first.{[0004]}Oh, this is fascinating!{[0004]}It looks like this program inverts the energy \nemitted from the device.{[0004]}That means...{[0004]}if I reprogram this\nand set it into your Arm Cannon,{[0004]}you should be able to use a new shot type.{[0004]}Now you can use Ice Shot!{[0004]}It temporarily freezes the target when hit.{[0004]}You can freeze living organisms\nto stop their movement.{[0004]}And you should be able to use it\non high-temperature objects like magma,{[0004]}to freeze it for a short period of time\nby lowering its surface temperature.{[0004]}If you find anything else, bring it in to me.{[0004]}I'm sure I can turn it into something useful.
fg_3040_Basecamp05_FireShotAcquired_subtitles	Alright, what do ya got?{[0004]}It looks like a circuit, \nand it seems like there's a chip inside.{[0004]}OK, let me analyze it.{[0004]}Lamorn tech is really interesting.{[0004]}Oh, this is fascinating!{[0004]}I see!{[0004]}This program converts the energy \nthat the device emits{[0004]}into thermal energy \nand highly amplifies it.{[0004]}If I tweak it \nand integrate it into your Arm Cannon,{[0004]}you should be able to use another new shot type.{[0004]}Ta-da!{[0004]}Give her a try.{[0004]}You can now use the Fire Shot!{[0004]}You can shoot projectiles with \nextremely high temperature,{[0004]}so I bet targets will burn \nor melt when they're shot.{[0004]}If you find anything else, bring it in to me!{[0004]}I'm dying to do more experiments.
fg_3040_Basecamp09_ThunderShotAcquired_subtitles	Let me see what you brought me.{[0004]}This also looks like a circuit with a chip inside.{[0004]}This one's gonna be fun.{[0004]}Just like I thought.{[0004]}With a few tweaks,\nyou'll be able to use a new shot.{[0004]}Sometimes I surprise even myself.{[0004]}This one's a beaut.{[0004]}Presenting the Thunder Shot.{[0004]}Electric shock is effective\nagainst mechanical enemies,{[0004]}and I think you'll\nbe able to provide electricity to devices.{[0004]}Whaddaya think?{[0004]}Alright,{[0004]}let me know if there's anything else\nI can do to help you out.
fg_1140_SC030_EngineerSaved	Oh, oh... We're... Oh, we're good!{[0004]}OK!{[0004]}I'm... I'm coming down.{[0004]}Thank you, Samus.{[0004]}I'm Specialist Myles MacKenzie,\nEngineer Level 4.{[0004]}I have something for you.{[0004]}Hold on. I gotta...{[0004]}manually override this thing.{[0004]}These X7s tend to stick a little.{[0004]}Come on!
fg_3040_SniperArrivesInCaseCamp	Hey, Samus.{[0004]}I was finally able to get here\nafter my leg was fixed up.{[0004]}Hold still!{[0004]}I am.{[0004]}I'm almost done.{[0004]}He's been saying that for an hour.{[0004]}Alright, how's that? Better?{[0004]}I can't see.{[0004]}Huh...{[0004]}What about now?{[0004]}Good.{[0004]}\n
fg_3040_SeniorJuniorReuinted	Holy cow!{[0004]}Samus!{[0004]}I knew you'd make it out of there...{[0004]}because you're Samus Aran.{[0004]}You're not dead.{[0004]}Excellent.{[0004]}Sarge, c'mon...{[0004]}She saved our lives!{[0004]}Yeah... I know.{[0004]}Glad you made it out.{[0004]}Thank you.{[0004]}Anyway...we could use a breather.{[0004]}Let me know if you need anything.{[0004]}Let's go, kid!{[0004]}Glad you're OK.{[0004]}Don't know what we'd do without you.
Preload\MPR4\PreloadMP4.pak\Cinematics_GalFed.MSBT
GameIntro_01	It is Cosmic Year 20X9.\n\nDetermined to defeat Samus and the Galactic Federation,\nSylux and his army of Space Pirates launched a series of\nattacks on Federation research facilities.
GameIntro_02	It is believed the Space Pirates are being controlled by\nMetroids that have the ability to fuse with other life-forms\nand control their minds.
GameIntro_03	Now, on planet Tanamaar in the Desolan System, another\nFederation Research Facility is being attacked.\n\nGalactic Federation HQ received their distress call and\ndispatched Samus, who was on a reconnaissance\nmission nearby...
gf1020_SC010_TrooperExplains_subtitles	We're holding our position, \nbut the artifact is at risk.{[0004]}We need immediate—{[0004]}Samus. You made it.{[0004]}Command needs you\nto secure a sensitive artifact.{[0004]}Uploading coordinates now.{[0004]}When you're ready,\nscan the door and head through.
gf1080_SC010_BossIntro_subtitles	Get that artifact on the bird, now!{[0004]}Careful! I need to secure this thing.{[0004]}We're out of time.{[0004]}Let's go!{[0004]}Protect the artifa—{[0004]}Get down!
Preload\MPR4\PreloadMP4.pak\Cinematics_GreatMine.MSBT
gm_1010_SC010_SecurityLimiters_subtitles	Grievers just kept coming...{[0004]}They're good soldiers.{[0004]}They can hold their own.{[0004]}Why'd we stop?{[0004]}I don't know.{[0004]}Might be stuck.{[0004]}Let's get out of here.{[0004]}Copy that. We can't get down from here.{[0004]}Lead the way, Samus.
gm_1030_SC010_MapUpdated_subtitles	Hm.{[0004]}Doesn't look like there's a way down\nwithout the elevator.{[0004]}Whoa...{[0004]}It's updating in real time.{[0004]}Look at all these natural caverns.{[0004]}We're in luck.{[0004]}Looks like they connect\nto the lower levels of the mine.{[0004]}We can use these\nto reach the teleporter key.{[0004]}Let's look for a way in? 
gm_1050_SC010_PowerDrill_subtitles	Nice work, Samus.{[0004]}Now, let's get this baby into position.{[0004]}Easy does it...{[0004]}That's as high as it'll go...{[0004]}Just need to aim it.{[0004]}Shoot! The hinge is jammed.{[0004]}Samus, you're up.
gm_1050_SC020_HordeGrieverIntro_subtitles	Well, that's one way to do it.{[0004]}OK!{[0004]}Let's start it up.{[0004]}Sarge...{[0004]}Incoming!{[0004]}Hold them off!\nUntil we punch through!
gm_1050_SC030_SeniorHTL_subtitles	We can go down to the next level!{[0004]}Jump into the hole!
gm_1050_SC040_IntoTheDeep_subtitles	Alright, old man. Your turn.{[0004]}Change of plans.{[0004]}You'll be safe!{[0004]}They can't follow you anymore!{[0004]}Wait... No!{[0004]}See you on the other side, kid!{[0004]}C'mon!{[0004]}Sarge...{[0004]}Do you read me?{[0004]}Sarge!{[0004]}Let's go.{[0004]}We've got work to do. 
gm_2015_SC020_JuniorStepsUp_subtitles	No! I've gotta get ahold of myself.{[0004]}Knuckle up.{[0004]}I won't quit.{[0004]}Sarge wouldn't let me.{[0004]}We can do this.
gm_2040_SC010_ExcavationBegins_subtitles	You're a miracle worker, Samus!{[0004]}This will do nicely.{[0004]}We can use it to break through that wall.{[0004]}Come on... You can do it...{[0004]}Thatta girl.{[0004]}There we go. This'll do.{[0004]}Samus! I'll clear the rubble.{[0004]}Just keep 'em off me, OK?
gm_2040_SC020_breakthrough_subtitles	Hang on!{[0004]}There! That's our way out.
gm_2040_SC040_JuniorHTL_subtitles	Yes. We got through!{[0004]}Samus, now's your chance.{[0004]}Go! I'll be right behind you. 
gm_2040_SC050_GoodbyeJunior_subtitles	They'll just keep chasing us down...{[0004]}Find that key, Samus. \nI'll keep 'em occupied!{[0004]}It has been an honor serving with you.
gm_2100_SC010_HeavyIntro_subtitles	It appears you require assistance.
gm_3040_SC010_HeavyDisabled_subtitles	Allow me.{[0004]}My weaponry can remove this material,{[0004]}but it will take time.{[0004]}My sensors indicate a hostile is nearby.
gm_3040_SC020_HeavyFreed_subtitles	It is unfortunate\nI could not be of assistance{[0004]}during that battle. 
gm_3040_SC030_GrieversAppear_subtitles	A large number of hostiles \nare headed this way.{[0004]}It would not be tactically advantageous \nto fight here.{[0004]}I suggest we keep moving. 
gm_3050_SC020_HeavyHTL_subtitles	I will handle things here.{[0004]}I am glad \nI could be of service to you today, Samus.
gm_3070_SC020_ReunitedWithTroopers_subtitles	Hey there, stranger.{[0004]}You didn't think we were dead,\ndid you?{[0004]}Takes more than a couple Grievers\nto bring us down.{[0004]}Try a couple hundred.{[0004]}You did good, kid.{[0004]}All that training paid off.{[0004]}Thank you, sir.{[0004]}V?{[0004]}I thought you were up top.{[0004]}What happened to your arm?{[0004]}Samus required assistance.\nBut I was attacked by Grievers.{[0004]}I regret I could not be more helpful.{[0004]}My body sustained heavy damage.{[0004]}We get what we came for?{[0004]}Alright!{[0004]}We're burning daylight.{[0004]}Let's get a move on.
Preload\MPR4\PreloadMP4.pak\Cinematics_IceBelt.MSBT
IB_1050_SC010_ControlRoomIntro	All clear.{[0004]}I never thought I'd meet\nthe legendary bounty hunter,{[0004]}Samus, in a place like this.{[0004]}Corporal Reger Tokabi,{[0004]}Fed sniper, HERC Unit Delta.{[0004]}It's good to finally cross paths with you,{[0004]}but tell me,{[0004]}where are we?{[0004]}We were deep in gunfire, I lost visuals,{[0004]}then woke with a busted comms unit \nand a leg to match.{[0004]}Now, I tried to access this terminal,{[0004]}but the only thing I could get operational \nwas the gun.{[0004]}That's it. Then I see this here.{[0004]}What do you make of it?
IB_1050_SC020_ControlRoomOutro_subtitles	Oh. You were able to activate this.{[0004]}A map of the facility.{[0004]}But it's corrupted.{[0004]}Ah, you wanna go there.{[0004]}In that case,\nthis elevator is the only way down.{[0004]}But the power's offline. One moment.{[0004]}There. That must be the generator room.\nI think we can bring it back to life.{[0004]}Alright, you have the map.{[0004]}I'm no good with this leg.{[0004]}So I'll have to keep an eye on you\nfrom here.{[0004]}Luck be with you.
IB_1050_SC050_GrieverDefeat_subtitles	Solid work, Samus.{[0004]}Power's back online.{[0004]}Feels like the heat is too.{[0004]}Might be what's drawing \nthose strange creatures...{[0004]}You'll be able to use that elevator now.{[0004]}It'll give you access to the deepest level.{[0004]}I'll hang back...\nand try to open the gate from up here.{[0004]}The rest is up to you.
IB_1050_SC060_SniperOutro_subtitles	Samus.{[0004]}Looks like you got what you came for.{[0004]}A message came through \nthe station radio while you were gone...{[0004]}Somebody named Specialist MacKenzie?{[0004]}He sent over the coordinates for Base Camp.{[0004]}So, I'll be on my way soon.{[0004]}Now...{[0004]}I've been on a lot of missions.{[0004]}This...\nhas always protected me.{[0004]}May Sollan light your path.{[0004]}You go on ahead. \nThere's a healing pod up here,{[0004]}and I'll be as good as new in no time.
ib_1080_sc010_MeetHeavy_001_subtitles	Scanning for hostiles.{[0004]}Greetings, Samus Aran.\nYou have a new suit.{[0004]}I am VUE-995,\nGalactic Federation Golem pilot.{[0004]}Pleasure to make your acquaintance.{[0004]}I am not receiving signals\nfrom the Federation base.{[0004]}Perhaps we are out of range.
IB_1100_sc010_lastLamorn_subtitles	Chosen One...{[0004]}To preserve the essence of our world...{[0004]}we would create a civilization \nwhich does not rely on resources.{[0004]}To obtain this goal,\nwe developed a solution.{[0004]}We would grant Psychic abilities \nto all Lamorn.{[0004]}The discovery of Psychic Crystals \nmade this possible.{[0004]}Throughout history,\nfew Lamorn possessed Psychic abilities.{[0004]}Those who did\nwere born with powerful crystals{[0004]}embedded in their forehead.{[0004]}Those who were not born\nwith these gifts...{[0004]}would learn to manifest them{[0004]}simply by embedding\na Psychic Crystal in their forehead.{[0004]}With this procedure,\nwe brought harmony to our world, Viewros.{[0004]}Though it would not last.{[0004]}Tragedy befell us.{[0004]}In the wake of a Green Energy shower...{[0004]}that fell on the Lamorn\nwith crystals embedded in them...{[0004]}They were lost.{[0004]}This was "The Great Tragedy."
IB_4030_SC010_GrieverOriginReveal_subtitles	Commencing the regenerative treatment\nof Subject 763.{[0004]}We have done everything we can.{[0004]}This will be the final attempt.{[0004]}Genetic adjustments are complete.{[0004]}Initiating injection of refined GE...{[0004]}now!{[0004]}Abnormality with rapid cell proliferation\nhas occurred!{[0004]}Suspend the sequence!{[0004]}No!{[0004]}It...it didn't work again.{[0004]}Treatment of Subject 763{[0004]}has failed.{[0004]}Place the subject in the healing pod.{[0004]}I will inform Chatoya.{[0004]}How unfortunate...
Preload\MPR4\PreloadMP4.pak\Cinematics_SolValley.MSBT
