MiscData.pak\TEXT_RequiredEntries.MSBT
GEN_Inventory_Numbers	0123456789
SyluxFlashbackFull	司令官。{[0004]}你在搞什么？{[0004]}我不是命令你要守住前线吗？{[0004]}我已经确认到海盗有新武器。{[0004]}如果能把那个抢过来……{[0004]}不行，我已经派萨姆斯她们去了。{[0004]}去和她们会合。{[0004]}明白。{[0004]}命令呢？{[0004]}　{[0004]}维持原定计划。{[0004]}去把那件武器拿到手吧。
Preload\MPR4\PreloadMP4.pak\Cinematics_FlarePool.MSBT
fp_3010_SC010_JuniorCall_subtitles	嗯……？{[0004]}喂……有人吗……{[0004]}是阿姆斯壮吗？{[0004]}阿姆斯壮，\n你听得到吗？{[0004]}中士！总算和你联系上了。{[0004]}因为通信受到干扰，\n我差点就要放弃了。{[0004]}现在听得很清楚。{[0004]}希望不会再断线了……{[0004]}你没事吧？\n现在在哪里？{[0004]}我现在进退两难，\n不知道这是什么地方……{[0004]}但是有全息投影。{[0004]}这好像是……加农炮。{[0004]}我在加农炮南边的房间里。{[0004]}你现在安全吗？{[0004]}应该没事。{[0004]}至少目前没问题……{[0004]}好，你待在那里。\n我一定会找到你的。{[0004]}好，那我先结束通信了。{[0004]}感觉情况不太妙。{[0004]}必须赶快找到\n阿姆斯壮才行。
fp_3040_SC010_meetSenior_subtitles	是谁？{[0004]}你是……萨姆斯？{[0004]}基地里高优先度的任务\n都堆成了山，{[0004]}我可不认为联邦军舍得\n把最强猎人派来救援。{[0004]}你也是被留在这里了啊……{[0004]}我在寻找离开这里的方法。{[0004]}可问题是……锅炉会\n释放出难以想象的高温。{[0004]}虽然锅炉就连接在\n这个控制台上……{[0004]}但却被加密了，\n根本看不懂。{[0004]}不过，如果是你的话……{[0004]}应该能让锅炉停止运作吧？{[0004]}希望你能帮忙处理。
fp_3040_sc030_doorOpen_subtitles	得救了。
fp_3130_SC010_CruiserOutro_subtitles	巡空艇坠毁了。{[0004]}门已变得面目全非。\n要想进去……{[0004]}得走那里。{[0004]}我们只能\n到这里了。{[0004]}剩下的就交给萨姆斯吧。{[0004]}这个设施就要坍塌了。{[0004]}但只要能让控制室的\n系统稳定下来……{[0004]}就能争取到一点时间。{[0004]}你知道\n应该做什么吧？{[0004]}赶紧把钥匙拿到手。{[0004]}动作要快。{[0004]}萨姆斯！{[0004]}我们不会让你失望的。
fp_3140_SC010_JuniorsLocation_subtitles	阿姆斯壮在\n加农炮的南侧。{[0004]}恐怕就是这个房间。{[0004]}你要去哪里？{[0004]}去加农炮下方啊。{[0004]}要前往那里{[0004]}必须得打开通道门。{[0004]}那……{[0004]}把设施切换为\n维修模式就行了吧。{[0004]}能从这里切换吗？{[0004]}不行吗。{[0004]}看来只能手动切换了。{[0004]}去这里\n把夹具解开吧。{[0004]}只要打开两边的夹具，{[0004]}这个设施\n就会进入维修模式……{[0004]}通道门应该也会打开。{[0004]}这个装置就在\n阿姆斯壮所在的房间啊，{[0004]}可谓一箭双雕。\n剩下的问题就是要怎么过去了。{[0004]}坐有轨电车？{[0004]}好主意。{[0004]}就坐那个去吧。{[0004]}阿姆斯壮，\n我们弄清路线了，这就去找你。{[0004]}明白了，中士\n我等着你们。
fp_3140_SC015_TakeoffFailure_subtitles	萨姆斯，这下糟了！\n逃生舱无法运作。{[0004]}应该是哪里出现了破损。{[0004]}只能手动解锁系统了。{[0004]}我知道了……{[0004]}一等兵，就位。{[0004]}收到。
fp_3140_SC020_SamusEscapes_subtitles	萨姆斯？{[0004]}不行，萨姆斯！{[0004]}不能丢下她！{[0004]}没问题的，相信她。
fp_3150_SC010_ActivateCannon_subtitles	这是什么声音？{[0004]}发生什么了？{[0004]}是某种化学物质吗？{[0004]}它被释放到大气中了。{[0004]}得快点找到\n阿姆斯壮。
fp_3150_SC030_CruiserIntro_subtitles	就快了。{[0004]}是吗。但……{[0004]}怎么了？{[0004]}我们被攻击了！{[0004]}敌人来了，小心。{[0004]}要是再中几炮，\n我们就完蛋了。{[0004]}抓紧！\n我要加速了！{[0004]}要撞上去了！{[0004]}准备迎接冲击！
fp_3160_SC010_FindJunior_subtitles	中士！{[0004]}阿姆斯壮，\n你没事吧？{[0004]}我没事，中士你呢？{[0004]}没事。{[0004]}在等待的时候，\n我调查了这个全息投影……{[0004]}老天……{[0004]}萨姆斯？！\n真的是你吗？{[0004]}我高兴得都说不出话了……\n那是……{[0004]}新的套装？{[0004]}唔……{[0004]}太棒了!\n好厉害，真是太棒了。{[0004]}喂，一等兵。{[0004]}是，中士。{[0004]}不好意思……{[0004]}我是诺拉·阿姆斯壮，一等兵。{[0004]}很荣幸见到你，萨姆斯。{[0004]}很好。{[0004]}对了，\n萨姆斯想移动夹具，{[0004]}你有好方法吗？{[0004]}虽然无法解读文字，\n但恐怕……{[0004]}这个装置是\n电磁导管。{[0004]}只要让它旋转\n并积蓄电荷……{[0004]}应该就能让\n相连的夹具动起来。{[0004]}干得好，阿姆斯壮。{[0004]}谢谢夸奖。{[0004]}轮到你出场了，萨姆斯。{[0004]}如果有我能帮上忙的地方……{[0004]}交给萨姆斯吧。{[0004]}我知道了。{[0004]}你跟我来。{[0004]}去巡逻。{[0004]}是。{[0004]}我们会调查这个房间。{[0004]}毕竟没人知道\n卸掉夹具后会发生什么。
fp_3170_SC030_OpenElevator_subtitles	轮到你出场了。{[0004]}太好了！\n交给我吧。{[0004]}三、二……{[0004]}一！
fp_3150_SC020_TramConvo	萨姆斯……我问你。{[0004]}你为什么\n要来这所设施？{[0004]}是有什么超级机密的任务吗？{[0004]}哇……{[0004]}这是什么？\n看上去像把钥匙。{[0004]}这就是回家的方法吗？{[0004]}我们也来帮忙寻找吧。{[0004]}我们……？{[0004]}一等兵。{[0004]}是，中士。{[0004]}行吧……{[0004]}如果这是能够从这颗星球\n回去的唯一方法……{[0004]}那我也来帮忙。{[0004]}不要大意，小姑娘。{[0004]}接下来不知道会发生什么。{[0004]}明白，中士。
fp_3065_SC020_BarrierLowered	漂亮，萨姆斯。{[0004]}干得好。{[0004]}好，我们去找\n阿姆斯壮吧。
fp_3070_SC020_EnterHangar	这是什么？{[0004]}绿色液体正\n不断被灌入货柜。{[0004]}那些粘稠的东西\n都到这里来了吗？{[0004]}我们去上边看看吧。
fp_3070_SC010_SecondFlashback	萨姆斯，你怎么了？{[0004]}那些家伙起来了。{[0004]}好，打倒那些家伙吧。
Preload\MPR4\PreloadMP4.pak\Cinematics_FuryGreen.MSBT
fg_3030_SC010_lastLamornMemoryFruit_subtitles	被选中之人，{[0004]}欢迎来到吾等的神殿。{[0004]}这里是“记忆神殿”。{[0004]}自古以来……{[0004]}拉蒙祭司在此处献上祈祷，\n将吾等的历史铭刻于圣树之上。{[0004]}看啊……{[0004]}吾等的遗产就在树中。{[0004]}此树所结之果\n唤作“记忆果实”。{[0004]}而积储于树中的遗产\n皆由记忆果实传承。{[0004]}欲使记忆果实\n结果……{[0004]}则需收集\n绿能量水晶。{[0004]}请收集行星各处的绿能量水晶……{[0004]}并将其献纳至记忆祭坛。{[0004]}被选中之人，\n吾等信任你。{[0004]}请将记忆果实\n送往新的世界吧。
fg_3040_SC030_engineerStays	真头疼。\n这东西对人类来说太难了……{[0004]}呜哇！{[0004]}你什么时候到我后边来的？{[0004]}欢迎回来。{[0004]}你刚才给我的数据\n派上用场了。{[0004]}这下可以\n翻译拉蒙的语言了。{[0004]}这颗叫布洛斯的行星\n没有被记载在任何星图上。{[0004]}是一颗幽灵一般的星球。{[0004]}就算想发送求救信号，\n这个地段也没有半个人，{[0004]}安静到令人毛骨悚然。\n我们到底在哪儿呢……{[0004]}不对……\n可以说我们不在任何地方。{[0004]}总之，我们身处于此\n就是一件很不寻常的事。{[0004]}根据我的调查……{[0004]}要想离开这颗星球\n需要5把传送站钥匙。{[0004]}我会再研究一下，\n尽量多查出一些东西。{[0004]}无线电已经修好，\n我们可以共享数据了。{[0004]}之后我也会把情报发给你的。{[0004]}没错……{[0004]}我们是队友。{[0004]}好！{[0004]}那你多加小心。{[0004]}我就在这里，\n有需要随时来找我。
fg_1140_SC010_discoverEngineer_subtitles	唉……{[0004]}唉，唉，唉！{[0004]}这叫什么事儿啊。{[0004]}一个人被丢到不知名的星球上，\n毫无得救的希望。{[0004]}不过……这样一来，\n我就不用坐在菲尔旁边了。{[0004]}这或许……{[0004]}也算好事一件？{[0004]}嗯，没错。{[0004]}嗯……？{[0004]}又怎么了？{[0004]}萨姆斯……？{[0004]}是萨姆斯·亚兰！{[0004]}喂——！{[0004]}喂——！萨姆斯！{[0004]}我没法从这里下去。{[0004]}能不能想想办法。{[0004]}在你想出办法前……{[0004]}我会老实待在这里……{[0004]}尽可能保住自己的小命。
fg_2000_SC010_bridgeEncounter_subttiles	我还是第一次看到这样的景色。{[0004]}真美啊。{[0004]}呜哇！{[0004]}我会尽量不打扰你的。{[0004]}你解决完了就和我说吧。
fg_3020_SC010_mechIntro_subtitles	不会吧……{[0004]}是MK-99机甲？{[0004]}这个骨架……不会有错。{[0004]}她叫萨姆斯·亚兰，\n是有名的赏金猎人。{[0004]}你肯定认识吧？{[0004]}嗯……感觉好眼熟啊……{[0004]}贝齐？！{[0004]}你怎么在这里？{[0004]}这是我在基地修理过的机器人。{[0004]}先扫描一下好了。\n能晚点再过来接它吗？
fg_1140_SC020_grieverReveal_subtitles	刚才那是？！{[0004]}唔……\n这声音听上去并不友好。{[0004]}唔啊！\n冷……冷静……{[0004]}啊！{[0004]}糟了糟了！
FG_3040_SC010_discoverBasecamp_subtitles	哇哦……\n你能让它动起来？{[0004]}而且还看得懂。{[0004]}也就是说，你有翻译数据吗。{[0004]}那就有更多可能性了。{[0004]}顺利的话……{[0004]}或许我们能\n使用这里的科技。{[0004]}要是能读取你的记录……{[0004]}嗯……？是这个数据晶片吗。\n能成功吗？{[0004]}事情变得有趣起来了。{[0004]}试试看吧。{[0004]}这个用在这里……{[0004]}让我看看……{[0004]}这样应该能成功。{[0004]}太好了！启动了！{[0004]}不过……那扇门\n还是被锁着。{[0004]}另一扇也没有动起来。{[0004]}但我们已经前进了一步！{[0004]}唔……{[0004]}进一步解析\n应该需要花些时间。{[0004]}我留在这里。\n你去侦查一下如何？{[0004]}好了……\n阿宅要拿出真本事了。
fg_3040_SC080_MechBuilt_BC_subtitles	很好，萨姆斯。{[0004]}机甲部件都找齐了。{[0004]}托你的福，\n我修好了贝齐。{[0004]}它已经{[0004]}准备好了。{[0004]}萨姆斯，你真厉害。{[0004]}这下\n就能破坏掉……{[0004]}时光之塔的防护罩了。{[0004]}唔……{[0004]}别对它太粗暴。{[0004]}它没有彻底修好，{[0004]}只能发挥80%的功能。{[0004]}80%已经足够了。\n真不愧是机械阿宅。{[0004]}你很可靠。
fg_3040_SC080_MechBuilt_BC - Has Memory Fruit	我们随时都可以\n前往时光之塔。{[0004]}准备好了吗？{[0004]}离开这里后，就没有回头路了。\n如果还有什么事没做……{[0004]}就趁现在做完吧。
fg_3040_SC080_MechBuilt_BC - MissingFruit	但是，我们要有\n记忆果实才能出发。{[0004]}准备好后\n再过来吧。
fg_3040_SC080_MechBuilt_BC_Return With Fruit	看来你拿到\n记忆果实了。{[0004]}我们随时都能\n前往时光之塔。{[0004]}你准备好了吗？{[0004]}离开这里后，就不能回头了。\n如果还有事情没做……{[0004]}就趁现在吧。
fg_3040_SC090_InitiateEndgame_BC_subtitles	听好了。{[0004]}我们会移动很长一段距离，\n仔细确认好装备。{[0004]}我们不需要\n威力不足的东西。{[0004]}我们的任务是……{[0004]}将萨姆斯带到\n主传送站。{[0004]}接下来……{[0004]}我们要横渡烈阳沙漠，{[0004]}破坏时光之塔的防护罩。{[0004]}好，动手吧！{[0004]}防护罩未受到伤害，\n提升功率。{[0004]}不行！{[0004]}我说过最多只能到80%！{[0004]}重新计算。{[0004]}警告——\n系统严重受损。{[0004]}中止行动！\n加农炮要爆炸了。{[0004]}糟糕……{[0004]}退开！{[0004]}趴下。{[0004]}已破坏防护罩。{[0004]}干得好。{[0004]}不会吧……{[0004]}我的小宝贝居然……{[0004]}对不起……真的很抱歉。{[0004]}麦肯齐……{[0004]}贝齐它很努力了。{[0004]}没错……{[0004]}它做得很好……{[0004]}接下来，轮到我们出马了。{[0004]}麦肯齐，该走了。{[0004]}是，中士。
fg_3040_Basecamp00_TeleporterPatchAcquire_subtitles	给我看看吧。{[0004]}这是什么？{[0004]}我来调查一下。{[0004]}传送科技？\n真的假的！{[0004]}说起来……{[0004]}之前在联邦军基地的时候\n我们也研究过传送来着。{[0004]}我有个好主意。{[0004]}先这样……然后……{[0004]}再调整一下……{[0004]}好了！{[0004]}怎么样……{[0004]}这样……再这样……{[0004]}太好了，成功了！{[0004]}这是传送站贴片。{[0004]}我把目的地设为这里了。{[0004]}今后要是\n找到了机甲部件，{[0004]}就可以用这个贴片\n把部件传送到据点哦。{[0004]}不过……\n这不完全是我制作的。{[0004]}我参考了拉蒙开发的\n短距离传送……{[0004]}然后用我自己的方式改造了一下。
fg_3040_Basecamp04_IceShotAcquired_subtitles	好，我来看看。{[0004]}原来如此……{[0004]}我按……{[0004]}你好啊，朋友。{[0004]}好。{[0004]}我来分析一下。{[0004]}哦！还真是有趣。{[0004]}它可以逆转\n释放的能量相位。{[0004]}也就是说……{[0004]}只要重新编程，\n把它装在手臂加农炮上……{[0004]}就应该又能使用\n全新类型的射击了。{[0004]}这样就能使用冰冻射击了。{[0004]}它能暂时冻住目标。{[0004]}命中生物后能让其停止行动……{[0004]}击中岩浆之类的\n高温物件后，{[0004]}可以降低其表面温度，\n短时间内使其冰冻。{[0004]}要是再找到什么东西，\n就带来给我吧。{[0004]}我会把它做成\n有用的东西的。
fg_3040_Basecamp05_FireShotAcquired_subtitles	你拿到什么了？{[0004]}看上去像某种电路。\n里边装有晶片。{[0004]}我试着分析一下。{[0004]}拉蒙的科技\n实在是有趣。{[0004]}这可太有意思了。{[0004]}原来是这样！{[0004]}这东西似乎会把释放出的能量{[0004]}转换为热能，\n让威力增幅。{[0004]}只要稍稍加工，\n把它加装到你的手臂加农炮里……{[0004]}就能使用\n全新类型的射击了。{[0004]}你看——{[0004]}快试试吧。{[0004]}这下能使用火焰射击了！{[0004]}射出高温弹后……{[0004]}可以让目标\n燃烧或是融化。{[0004]}要是再找到什么东西了就带来给我。{[0004]}我心痒难耐，很想多做些实验呢。
fg_3040_Basecamp09_ThunderShotAcquired_subtitles	我来看看。{[0004]}果然内置了晶片。{[0004]}越来越有意思了。{[0004]}和我想的一样。{[0004]}只要稍加改动，\n应该就能开发出新的射击模式。{[0004]}我也太天才了吧？{[0004]}这东西可厉害了。{[0004]}雷电射击加装完毕。{[0004]}电击对\n机械类敌人有奇效。\n而且还能给装置供电。{[0004]}还满意吗？{[0004]}好了。{[0004]}如果还有需要我帮忙的，\n你尽管说。
fg_1140_SC030_EngineerSaved	好了好了……没事的。{[0004]}好。{[0004]}那我就下去了。{[0004]}谢谢你，萨姆斯。{[0004]}我是拥有4级工程技能的特殊技能兵，\n迈尔斯·麦肯齐。{[0004]}我有东西要给你。{[0004]}稍等，这东西……{[0004]}必须要手动打开。{[0004]}这个X7系列\n总是卡得有点紧。{[0004]}行了，快给我开！
fg_3040_SniperArrivesInCaseCamp	嗨，萨姆斯。{[0004]}我的腿痊愈了，\n就想办法过来了。{[0004]}别乱动！{[0004]}我知道。{[0004]}很快就结束了……{[0004]}已经1个小时了。{[0004]}这样怎么样？可以吗？{[0004]}还不行。{[0004]}什么？{[0004]}这样呢？{[0004]}可以了。
fg_3040_SeniorJuniorReuinted	哇啊！{[0004]}萨姆斯！{[0004]}我一直坚信你能逃出来。{[0004]}因为你可是\n萨姆斯·亚兰啊！{[0004]}看来你活下来了。{[0004]}太棒了。{[0004]}中士，别这样……{[0004]}她可是我们的救命恩人。{[0004]}嗯……我明白。{[0004]}能平安逃出来真是太好了。{[0004]}谢谢你……{[0004]}好了……我们也稍微喘口气吧。{[0004]}有需要随时说。{[0004]}我们走，小姑娘。{[0004]}真的很庆幸你平安无事。{[0004]}要不是有你在，\n我们可能已经凶多吉少了……
Preload\MPR4\PreloadMP4.pak\Cinematics_GalFed.MSBT
GameIntro_01	宇宙历 20X9年——\n\n憎恨萨姆斯和银河联邦，企图打败他们的赛拉克斯\n率领着由宇宙海盗组成的军队，\n开始接连袭击联邦的研究设施。
GameIntro_02	据说海盗们曾被密特罗德所控制。\n这种密特罗德能和对方融合并支配其意识。
GameIntro_03	这天，德索兰星系的行星塔纳玛尔上的设施遭到袭击。\n联邦总部在收到设施发来的救援请求后，\n命令在附近执行调查任务的萨姆斯紧急前往支援——
gf1020_SC010_TrooperExplains_subtitles	文物有危险。{[0004]}赶紧呼叫援军……{[0004]}你来了啊，萨姆斯。{[0004]}我想请你保护文物。{[0004]}我把目的地坐标发给你。{[0004]}你去扫描一下门，\n继续前进吧。
gf1080_SC010_BossIntro_subtitles	搬上运输机，快！{[0004]}注意轻拿轻放！{[0004]}没时间了。{[0004]}要出发了！{[0004]}保护好文物！{[0004]}趴下！
Preload\MPR4\PreloadMP4.pak\Cinematics_GreatMine.MSBT
gm_1010_SC010_SecurityLimiters_subtitles	格利佛没完没了地出现……{[0004]}他们也是很厉害的士兵。{[0004]}会自己想办法的。{[0004]}怎么停下了？{[0004]}不清楚。{[0004]}可能是被什么东西卡住了吧。{[0004]}赶紧离开这里吧。{[0004]}说的也是。\n从这里应该下不去。{[0004]}萨姆斯，麻烦你开路。
gm_1030_SC010_MapUpdated_subtitles	唔……{[0004]}有什么办法可以\n不坐电梯就下去吗？{[0004]}哇……{[0004]}更新了。{[0004]}看啊，\n这是天然的洞窟。{[0004]}太幸运了。{[0004]}这样就能去到最深处了。{[0004]}只要通过这里，\n就能抵达传送站钥匙的所在地了吧。{[0004]}找找洞窟入口吧。
gm_1050_SC010_PowerDrill_subtitles	干得好，萨姆斯。{[0004]}我要把这个装上去了。{[0004]}小心点……{[0004]}没法抬得更高了。{[0004]}接下来要调整朝向……{[0004]}铰链卡住了。{[0004]}萨姆斯，轮到你登场了。
gm_1050_SC020_HordeGrieverIntro_subtitles	唔……\n这也不失为一个办法。{[0004]}那现在，{[0004]}尝试启动吧。{[0004]}中士……{[0004]}那些家伙来了！{[0004]}在打通前必须撑住！
gm_1050_SC030_SeniorHTL_subtitles	准备下去了。{[0004]}跳进洞里！
gm_1050_SC040_IntoTheDeep_subtitles	大叔你也快点。{[0004]}改变方案。{[0004]}你们继续前进。{[0004]}这下它们就不会追过来了。{[0004]}等等……不可以！{[0004]}你先走，小姑娘。{[0004]}来吧！{[0004]}中士……{[0004]}能听到吗？{[0004]}中士！{[0004]}走吧。{[0004]}工作还没结束。
gm_2015_SC020_JuniorStepsUp_subtitles	不能沮丧。{[0004]}我们没时间伤心了。{[0004]}不能就这么完了。{[0004]}这也是为了中士……{[0004]}我们一定能成功。
gm_2040_SC010_ExcavationBegins_subtitles	萨姆斯，你真厉害。{[0004]}很好。{[0004]}这样就能破坏那面墙壁了。{[0004]}来，加油……{[0004]}你可以的……{[0004]}成功了，这样就行了。{[0004]}我想办法处理这个。{[0004]}格利佛就拜托你了。
gm_2040_SC020_breakthrough_subtitles	要走了！{[0004]}那就是出口吧。
gm_2040_SC040_JuniorHTL_subtitles	好，搞定了。{[0004]}萨姆斯，就是现在。{[0004]}你先走！我随后跟上。
gm_2040_SC050_GoodbyeJunior_subtitles	这样下去就没完没了……{[0004]}这里就交给我吧。\n萨姆斯你去找钥匙。{[0004]}很荣幸能和你并肩作战。
gm_2100_SC010_HeavyIntro_subtitles	我也来帮你。
gm_3040_SC010_HeavyDisabled_subtitles	请交给我吧。{[0004]}我可以\n移除这个。{[0004]}但需要花一些时间。{[0004]}感应器检测到敌人。
gm_3040_SC020_HeavyFreed_subtitles	很抱歉，{[0004]}我无法参加战斗。
gm_3040_SC030_GrieversAppear_subtitles	大量敌人正在靠近。{[0004]}在这里战斗对我们十分不利。{[0004]}转移阵地吧。
gm_3050_SC020_HeavyHTL_subtitles	这里交给我来应对。{[0004]}我很高兴\n能帮上忙。
gm_3070_SC020_ReunitedWithTroopers_subtitles	好久不见。{[0004]}怎么了？\n以为我们死了吗？{[0004]}我们可不会被几只格利佛打败。{[0004]}不管来几只都能应付。{[0004]}干得好。{[0004]}看来训练很有效果。{[0004]}谢谢。{[0004]}VUE？{[0004]}我还以为你在上边呢。{[0004]}你的手臂是怎么回事？{[0004]}在掩护萨姆斯的时候\n被格利佛袭击了。{[0004]}这是在那时损坏的。{[0004]}很抱歉没能帮上忙。{[0004]}目的达成了吗？{[0004]}很好。{[0004]}那就赶紧{[0004]}走吧。
Preload\MPR4\PreloadMP4.pak\Cinematics_IceBelt.MSBT
IB_1050_SC010_ControlRoomIntro	全部搞定。{[0004]}没想到在这里居然能见到\n传说中的赏金猎人——{[0004]}萨姆斯。{[0004]}我是里格·托卡毕下士。{[0004]}在联邦军HERCδ中\n担任狙击手。{[0004]}能见到你，\n我不胜荣幸……{[0004]}请告诉我，{[0004]}这是哪里？{[0004]}在交战时我突然\n眼前一片漆黑……{[0004]}等我醒来后，通信器已经损坏，\n腿也骨折了。{[0004]}我尝试了\n访问终端机……{[0004]}可只能操作那把枪。{[0004]}你有办法……\n搞定这个{[0004]}终端机吗？
IB_1050_SC020_ControlRoomOutro_subtitles	哇哦……\n你能让它动起来啊。{[0004]}这是设施的地图吧。{[0004]}虽然缺失了一部分……{[0004]}要去这里吗？{[0004]}那只要乘坐这部电梯\n下去就行了。{[0004]}不过电源处于离线状态。\n我看看啊……{[0004]}这里应该就是发电机室。\n只要启动这个就行。{[0004]}好，你拿到地图了吧。{[0004]}我这条腿只会拖累你，{[0004]}我就在这里守候吧。{[0004]}祝你好运。
IB_1050_SC050_GrieverDefeat_subtitles	干得好，萨姆斯。{[0004]}电力恢复了。{[0004]}暖气好像也打开了。{[0004]}不过，我们似乎也唤醒了\n那些奇异的生物。{[0004]}你现在可以使用\n电梯了。{[0004]}坐上它就能去最下层。{[0004]}我会在这里\n操控门。{[0004]}剩下的就靠你了。
IB_1050_SC060_SniperOutro_subtitles	萨姆斯。{[0004]}你好像已经拿到\n想要的东西了。{[0004]}设施的通信设备\n收到了一则消息。{[0004]}是麦肯齐特殊技能兵发来的。{[0004]}他还传了\n据点的坐标过来。{[0004]}我也会立刻前往。{[0004]}好了……{[0004]}迄今为止\n我完成了许多任务……{[0004]}是它一直\n守护着我。{[0004]}愿索兰之光\n也照亮你的前路。{[0004]}好了，你先走吧。\n这里有治疗容器……{[0004]}我的腿也很快就会好了。
ib_1080_sc010_MeetHeavy_001_subtitles	开始扫描。{[0004]}你好，萨姆斯·亚兰。\n你穿了新套装啊。{[0004]}我是VUE-995。\n是联邦军哥伦的驾驶员。{[0004]}请多关照。{[0004]}无法接收\n来自基地的信号。{[0004]}恐怕我们不在信号覆盖范围内。
IB_1100_sc010_lastLamorn_subtitles	被选中之人啊，{[0004]}吾等为了\n保全这个世界……{[0004]}曾试图创造一个\n不依赖资源的文明。{[0004]}为了实现这一想法，\n吾等找到了一个方法。{[0004]}那就是，赋予所有拉蒙\n念动能力。{[0004]}念动水晶的发现\n使这个想法成为可能。{[0004]}自古以来，拥有能力的拉蒙\n皆为极少数。{[0004]}这些能力者\n生来便与众不同……{[0004]}额头上嵌着强大的水晶。{[0004]}于是，\n对于没有能力的拉蒙……{[0004]}吾等也在其额头上埋入了水晶。{[0004]}让他们获得了念动能力。{[0004]}吾等通过这种方法\n为布洛斯带来了和谐。{[0004]}然而好景不长。{[0004]}悲剧发生了。{[0004]}被埋入水晶的拉蒙……{[0004]}因受到\n绿能量喷淋……{[0004]}落入了无法挽回的境地……{[0004]}这便是所谓的“大悲剧”。
