jpn_kanji_dlp_adventure_note.txt
DLP_adventure_note_001_00	冒険　とは？
DLP_adventure_note_004_02	ポケモンの　分類や　見た目\tタイプや　性別など\tポケモンに　ついての　あらゆる\t情報が　確認　できます。\tまた　分布を　見れば　どこに\t生息して　いるかも　わかります。
DLP_adventure_note_004_03	鳴き声画面では　ポケモンの\t鳴き声が　聞けます。\tジョイコンを　振れば\tこもった　声が　出たり\t同時に　多くの　声が　聞けたり\tするので　ぜひ　試してみてください。
DLP_adventure_note_005_00	ポケモンセンター
DLP_adventure_note_005_01	シンオウ地方の　各地には\t<color=#F01E1EFF>\tポケモンセンター\t</color>\tが　あります。\t傷ついた　ポケモンを　元気に\tしてくれる　ところです。\t赤い　屋根が　目印です。
DLP_adventure_note_005_02	<color=#F01E1EFF>\tポケモンセンター\t</color>\tに　ある\t<color=#F01E1EFF>\tパソコン\t</color>\tの　\t<color=#F01E1EFF>\tボックス\t</color>\tには　自分の\tポケモンを　預けることが　できます。\t預けた　ポケモンは\tどこの　\t<color=#F01E1EFF>\tポケモンセンター\t</color>\tの\t<color=#F01E1EFF>\tパソコン\t</color>\tからでも　引き出せます。
DLP_adventure_note_006_00	ポケモンボックス
DLP_adventure_note_006_01	<color=#F01E1EFF>\tポケモンボックス\t</color>\tを　使うと\t手持ちの　ポケモンと　ポケモンセンターの\tパソコンに　預けた　ポケモンを\t入れ替えることが　できます。\tメニューから　\t<color=#F01E1EFF>\tポケモン\t</color>\tを　選んだあと\t<color=#F01E1EFF>\tＲボタン\t</color>\tを　押すことで　使えます。
DLP_adventure_note_007_00	ポケッチ
DLP_adventure_note_007_01	<color=#F01E1EFF>\tポケッチ\t</color>\tは　ポケモントレーナーの\t冒険を　手助けしてくれる\t便利な　最新型　ガジェットです。\tデジタルどけいや　けいさんきなど\tさまざまな　アプリが　あります。
DLP_adventure_note_007_02	<color=#F01E1EFF>\tポケッチ\t</color>\tを　使うには\tまず　\t<color=#F01E1EFF>\tＲボタン\t</color>\tを　押します。\tさらに　\t<color=#F01E1EFF>\tＲボタン\t</color>\tを　押すと　画面が\t拡大／縮小　します。\t<color=#F01E1EFF>\tＬスティック\t</color>\tで　指カーソルを　動かし\t<color=#F01E1EFF>\tＡボタン\t</color>\tを　押すか\t直接　画面を　タッチして\tアプリを　操作します。\t右端の　\t<color=#F01E1EFF>\t赤いボタン\t</color>\tで\t次の　アプリに　切り替わります。\t画面を　閉じるには　\t<color=#F01E1EFF>\tＲボタン\t</color>\tを\t押しっぱなしに　します。
DLP_adventure_note_007_03	アプリは　シンオウ地方に　いる\t多くの　人と　関わることで\t増えて　いきます。\tなかには　冒険を　進める　上で\t欠かせない　アプリも　あるので\tよく　探してみて　くださいね。
DLP_adventure_note_008_00	秘伝技
DLP_adventure_note_008_01	道にある　木を　切ったり\t岩を　壊したり　町に　戻ったり\tしたいときは　\t<color=#F01E1EFF>\tポケッチ\t</color>\tの　アプリから\t<color=#F01E1EFF>\t秘伝技\t</color>\tを　使いましょう。\t野生の　ポケモンが　力を\t貸して　くれます。
DLP_adventure_note_008_02	<color=#F01E1EFF>\t秘伝技\t</color>\tは　特定の　わざマシンを\t手に　入れると　\t<color=#F01E1EFF>\tポケッチ\t</color>\tの\t「ひでんわざ」に　追加　されます。\tしかし　その　\t<color=#F01E1EFF>\t秘伝技\t</color>\tを　使うには\t各地の　ジムリーダーから　ジムバッジを\tもらう　必要が　あります。
DLP_adventure_note_009_00	つり
DLP_adventure_note_009_01	水面に　向かって　\t<color=#F01E1EFF>\tつりざお\t</color>\tを\t使うと　\t<color=#F01E1EFF>\tつり\t</color>\tを　することが　できます。\tポケモンが　食いついて　「！」が　出たら\t素早く　\t<color=#F01E1EFF>\tＡボタン\t</color>\tで　つりあげます。\tいろいろな　場所で　試して\tいろいろな　ポケモンを　つりましょう！
DLP_adventure_note_010_00	じてんしゃ
DLP_adventure_note_010_01	<color=#F01E1EFF>\tバッグ\t</color>\tの　\t<color=#F01E1EFF>\tたいせつなもの\t</color>\tポケットに\t入っている　\t<color=#F01E1EFF>\tじてんしゃ\t</color>\tを　使うと\t<color=#F01E1EFF>\tじてんしゃ\t</color>\tに　乗ることが　できます。\t乗っているときは　細い丸太を\t渡れますが　背の　高い\t草むらには　入れません。
DLP_adventure_note_010_02	<color=#F01E1EFF>\tじてんしゃ\t</color>\tに　乗っているときに\t<color=#F01E1EFF>\tＢボタン\t</color>\tで　ギアを　切り替えられます。\tギアが　３速だと　操作が　しやすく\t４速だと　移動が　速く　なって\t砂の坂を　越えられます！
DLP_adventure_note_011_00	ポケモンを連れ歩く
DLP_adventure_note_011_01	メニューの　\t<color=#F01E1EFF>\tポケモン\t</color>\tから　自分の\t好きな　ポケモンを　選んで\t<color=#F01E1EFF>\tいっしょにあるく\t</color>\tを　選択すると\tふれあい広場の　外でも　ポケモンが\t後ろを　ついてくるように　なります！
DLP_adventure_note_012_00	ポフィン作り
DLP_adventure_note_012_01	<color=#F01E1EFF>\tポフィン\t</color>\tは　\t<color=#F01E1EFF>\tきのみ\t</color>\tから　作る\tポケモンの　食べ物　です。\t<color=#F01E1EFF>\tヨスガシティ\t</color>\tの　ふれあい広場や\tポフィンハウスで　作れます。
DLP_adventure_note_012_02	最大　４つの　\t<color=#F01E1EFF>\tきのみ\t</color>\tを\t鍋に　入れて　焦がさないように\tこぼさないように　かき混ぜましょう。\t<color=#F01E1EFF>\tきのみ\t</color>\tの　組み合わせや\tかき混ぜ　具合によって\tできあがる　\t<color=#F01E1EFF>\tポフィン\t</color>\tが　変わります！
DLP_adventure_note_012_03	完成した　\t<color=#F01E1EFF>\tポフィン\t</color>\tを　ポケモンに\tあげると　かっこよさや　かわいさなどの\tコンディションが　アップします！\tコンディションを　上げれば\tスーパーコンテストショー！の\t評価も　うなぎのぼり？
DLP_adventure_note_013_00	スーパーコンテストショー！
DLP_adventure_note_013_01	<color=#F01E1EFF>\tスーパーコンテストショー！\t</color>\tは\t<color=#F01E1EFF>\tヨスガシティ\t</color>\tの　\t<color=#F01E1EFF>\tコンテスト会場\t</color>\tで\t参加　できます。\t４匹の　ポケモンが　ビジュアル　ダンス\t技の　３つの　審査で　競い合い\tベストパフォーマーを　目指します！
DLP_adventure_note_013_02	ビジュアル審査　では\t見た目が　評価　されます。\tポケモンに　ポフィンを　あげて\tコンディションを　アップさせたり\tボールカプセルに　シールを　貼ると\t高得点が　狙えます！
DLP_adventure_note_013_03_01	ダンス審査　では\tリズム感が　評価　されます。\t音楽に　乗って　流れてくる\tノーツに　あわせて　\t<color=#F01E1EFF>\tＡボタン\t</color>\t！\tタイミングよく　叩いて　最高\t評価の　Brilliantを　狙いましょう！
DLP_adventure_note_013_03_02	ダンス審査　では\tリズム感が　評価　されます。\t音楽に　乗って　流れてくる\tノーツに　あわせて　\t<color=#F01E1EFF>\tＡボタン\t</color>\t！\tタイミングよく　叩いて　最高\t評価の　Shiningを　狙いましょう！
DLP_adventure_note_013_04	技審査　では\tコンテスト技が　評価　されます。\tさまざまな　効果が　ある　技から\t受付で　１つ　選びましょう。\t審査で　使えるのは　\t<color=#F01E1EFF>\t１回\t</color>\tだけ。\tここぞという　タイミングで　アピール！
DLP_adventure_note_013_05	<color=#F01E1EFF>\tスーパーコンテストショー！\t</color>\tは\tパフォーマー同士　競い合うこと\tだけが　目的では　ありません。\t協力して　ステージを　盛り上げ\tショーの　成功を　目指しましょう！\t成功すれば　会場が　豪華に？
DLP_adventure_note_014_00	着せ替え
DLP_adventure_note_014_01	<color=#F01E1EFF>\tトバリシティ\t</color>\tに　ある\t<color=#F01E1EFF>\tファッションスタイル　ゆびをふる\t</color>\t　では\t服を　買ったり　着替えたり　できます。\t気分に　あわせて　自分だけの\tスタイルを　楽しみましょう！
DLP_adventure_note_015_00	たんけんセット
DLP_adventure_note_015_01	<color=#F01E1EFF>\tたんけんセット\t</color>\tは　地下大洞窟に\t入る　ための　道具です。\t<color=#F01E1EFF>\tバッグ\t</color>\tの　\t<color=#F01E1EFF>\tたいせつなもの\t</color>\tポケットから\t使うことが　できます。\tただし　室内や　ダンジョンなど\t使えない　場所も　あります。
DLP_adventure_note_016_00	地下大洞窟
DLP_adventure_note_016_01	<color=#F01E1EFF>\t地下大洞窟\t</color>\tは　シンオウ地方に\t広がる　広大な　地下空間です。\tいくつかの　エリアに　分かれていて\t<color=#F01E1EFF>\tたんけんセット\t</color>\tを　使う　場所で\t入れる　エリアが　変わります。
DLP_adventure_note_016_02	<color=#F01E1EFF>\t地下大洞窟\t</color>\tには　ポケモンが\t集まっている　場所が　あります。\tこれを　\t<color=#F01E1EFF>\tポケモンの隠れ家\t</color>\tと　呼びます。\t隠れ家の　広さや　地形によって\t現れる　ポケモンが　変わるので\tいろいろな　場所を　探しましょう！
DLP_adventure_note_016_03	通路には　\t<color=#F01E1EFF>\t化石\t</color>\tを　掘り出せる\tポイントが　あります。\t<color=#F01E1EFF>\tＲボタン\t</color>\tを　押すと\t掘り出せる　ポイントが　レーダーに\t反応して　光ります。
DLP_adventure_note_016_04	<color=#F01E1EFF>\t地下大洞窟\t</color>\tでは　自分だけの\t<color=#F01E1EFF>\t秘密基地\t</color>\tを　作れます。\t壁に　向かって　\t<color=#F01E1EFF>\tあなほりドリル\t</color>\tを\t使えば　あっという間に　完成です。\t<color=#F01E1EFF>\t秘密基地\t</color>\tには　石像を　置いたりして\t好きなように　模様替え　しましょう！
DLP_adventure_note_017_00	化石掘り
DLP_adventure_note_017_01	<color=#F01E1EFF>\t化石掘り\t</color>\t　では　化石の　ほか\tいろいろな　道具や　お宝が\t見つかります。\tただし　掘るたびに　壁の　ひび割れは\t大きくなり　最後には　崩れて\tしまうので　慎重に　掘りましょう！
DLP_adventure_note_017_02	うまく　壁を　掘り進める　ために\t道具を　使い分けましょう。\t<color=#F01E1EFF>\tピッケル\t</color>\tは　掘る　範囲は　狭いですが\tひび割れは　小さく　済みます。\t<color=#F01E1EFF>\tハンマー\t</color>\tは　大きな　ひび割れが\tできますが　広い　範囲を　掘れます。
DLP_adventure_note_017_03	壁には　いくつかの\t硬さが　あります。\t硬さは　石の　大きさや\tいろで　見分けられます。\tなかには　それ以上　掘れない\t壁も　あるので　気を　つけましょう。
DLP_adventure_note_017_04	壁の　中からは　石の箱を\t掘り出せることが　あります。\t石の箱には\t石像が　入っていて\t秘密基地に　飾れば\t特別な　効果が　得られます！
DLP_adventure_note_018_00	ポケモンの隠れ家
DLP_adventure_note_018_01	<color=#F01E1EFF>\tポケモンの隠れ家\t</color>\tは\tポケモンたちが　集まる\t居心地のいい　空間です。\t地上とは　違い　姿を\t隠さず　自由に　暮らしています。\tポケモンに　触れると　戦闘　開始！
DLP_adventure_note_018_02	隠れ家には　砂地や　地底湖など\tいろいろな　環境が　あり\t集まる　ポケモンも　変わります。\tまた　広さも　さまざまで\t大きい　ポケモンほど\t広い　隠れ家を　好みます。
DLP_adventure_note_019_00	秘密基地
DLP_adventure_note_019_01	<color=#F01E1EFF>\t秘密基地\t</color>\tでは\t持っている　\t<color=#F01E1EFF>\t石像\t</color>\tを　飾れます。\t<color=#F01E1EFF>\t石像\t</color>\tは　台座に\t乗せることも　できます。
DLP_adventure_note_019_02	<color=#F01E1EFF>\t石像\t</color>\tを　置くと　\t<color=#F01E1EFF>\tポケモンの隠れ家\t</color>\tに\t集まる　ポケモンの　種類や\t数に　変化が　出るようです。\tいろいろな　\t<color=#F01E1EFF>\t石像\t</color>\tを　置いて\tどんな　ポケモンが　集まるか\t試して　みましょう。
DLP_adventure_note_019_03	<color=#F01E1EFF>\t秘密基地\t</color>\tは　広げることが　できます。\t基地が　広くなると　置ける　\t<color=#F01E1EFF>\t石像\t</color>\tの\t数も　増えます。\t広げるには　化石掘りで　掘れる\tさまざまな　\t<color=#F01E1EFF>\tタマ\t</color>\tが　必要です。
DLP_adventure_note_019_04	通信を　してから　\t<color=#F01E1EFF>\t地下大洞窟\t</color>\tに\t入ると　他の　プレイヤーの\t<color=#F01E1EFF>\t秘密基地\t</color>\tを　見かけることが　あります。\t見つけた　基地の　\t<color=#F01E1EFF>\t石像\t</color>\tの　効果は\tその　基地の　\t<color=#F01E1EFF>\tメニュー\t</color>\tから\tオンに　することが　できます！
DLP_adventure_note_020_00	ハマナスパーク
DLP_adventure_note_020_01	<color=#F01E1EFF>\t２２１番道路\t</color>\tの　先に　たたずむ\t<color=#F01E1EFF>\tハマナスパーク\t</color>\tには　全国から\tトレーナーや　ポケモンが　訪れます。\t昔も　今も　咲き乱れる\tハマナスの　花には　強い　者を\tひきつける　力が　あると　言われます。
DLP_adventure_note_020_02	地下大洞窟で　掘り出した\t<color=#F01E1EFF>\tなぞのかけら\t</color>\tを　持っていくと\t<color=#F01E1EFF>\t石板\t</color>\tに　交換できます。\t<color=#F01E1EFF>\t石板\t</color>\tは　\t<color=#F01E1EFF>\tハマナスパーク\t</color>\tの\tあちこちに　ある　部屋で　使います。
DLP_adventure_note_020_03	それぞれの　部屋には　台座が\t置かれていて　台座に　あった\t<color=#F01E1EFF>\t石板\t</color>\tを　使うと\t別の　空間に　導かれます。\tそこでは　伝説の　ポケモンに\t出会うことが　できます！
DLP_adventure_note_021_00	ユニオンルーム
DLP_adventure_note_021_01a	<color=#F01E1EFF>\tユニオンルーム\t</color>\tでは　ローカル通信や\tインターネットを　通して\t他の　プレイヤーと　ポケモンの\t交換や　対戦が　行えます。\t<color=#F01E1EFF>\tポケモンセンター\t</color>\tの\t受付から　入れます。
DLP_adventure_note_021_02	近くに　いる　プレイヤーと　遊ぶには\tローカル通信で　\t<color=#F01E1EFF>\tコミュニティルーム\t</color>\tに\tまた　インターネットに　つないで\t<color=#F01E1EFF>\tグローバルルーム\t</color>\tに　入れば\t世界中の　プレイヤーと　遊べます！
DLP_adventure_note_022_00	GMStation
DLP_adventure_note_022_01	<color=#F01E1EFF>\tコトブキシティ\t</color>\tにある\t<color=#F01E1EFF>\tグローバルミラクルトレードステーション\t</color>\tでは\t世界中の　プレイヤーと\t<color=#F01E1EFF>\tミラクル交換\t</color>\tが　できます。\tどんな　ポケモンが　やってくるかは\t交換　してみての　お楽しみです！
DLP_adventure_note_022_02	交換した　ポケモンは\tジオネットと　呼ばれる　地球儀に\t記録されて　いきます。\t<color=#F01E1EFF>\tミラクル交換\t</color>\tを　繰り返して\t自分だけの　ポケモン分布図を\t作りましょう！
DLP_adventure_note_023_00	大湿原
DLP_adventure_note_023_01	<color=#F01E1EFF>\tノモセシティ\t</color>\tにある　\t<color=#F01E1EFF>\t大湿原\t</color>\tでは\t<color=#F01E1EFF>\tサファリゲーム\t</color>\tが　遊べます。\tここで　出会う　ポケモンは\t<color=#F01E1EFF>\tサファリボール\t</color>\tと　呼ばれる\t専用の　ボールでしか\t捕まえられません。
DLP_adventure_note_023_02	初めに　\t<color=#F01E1EFF>\tサファリボール\t</color>\tを\t<color=#F01E1EFF>\t３０個\t</color>\t　もらえます。\t<color=#F01E1EFF>\tサファリボール\t</color>\tを　使い切るか\t<color=#F01E1EFF>\t５００歩\t</color>\t　歩くと\t<color=#F01E1EFF>\tサファリゲーム\t</color>\tは　終了　します。
DLP_adventure_note_023_03	<color=#F01E1EFF>\t展望台　ゲート\t</color>\tの　２階にある\t望遠鏡を　覗いて　みましょう。\t<color=#F01E1EFF>\t大湿原\t</color>\tの　どこに\tどんな　ポケモンが　いるか　わかります。\tここでしか　会えない　ポケモンが\t見つかる　かも？
DLP_adventure_note_024_00	シールとボールデコ
DLP_adventure_note_024_01	<color=#F01E1EFF>\tシール\t</color>\tを　ボールカプセルに　貼って\t好きな　ポケモンの　モンスターボールを\tデコレーション　しましょう。\tポケモンが　飛び出すとき\t綺麗に　はじけます！
DLP_adventure_note_024_02	<color=#F01E1EFF>\tシール\t</color>\tには　いろんな　種類が　あり\tハートが　飛び出すものや\t紙吹雪が　舞い落ちるもの　など\tその　効果も　さまざま　です。\tまた　\t<color=#F01E1EFF>\tシール\t</color>\tを　貼る　位置に　よって\tはじける　ときの　動きも　変わります。
DLP_adventure_note_024_03	ボールカプセルに　\t<color=#F01E1EFF>\tシール\t</color>\tを　貼るには\tメニューから　\t<color=#F01E1EFF>\tボールデコ\t</color>\tを　選びます。\t２Ｄモード／３Ｄモードを　使い分けて\t好みの　位置に　\t<color=#F01E1EFF>\tシール\t</color>\tを　貼り\tデコレーションした　ボールカプセルを\t好きな　ポケモンに　セット　しましょう。
DLP_adventure_note_uitext_001	\t/\t
DLP_adventure_note_uitext_002	すすむ
DLP_adventure_note_uitext_003	とじる
DLP_adventure_note_002_simplified	冒険に　役立つ　情報が\t書き込まれて　いくよ！\tバッグの　たいせつなものから　確認！
DLP_adventure_note_007_simplified	Ｒボタンで　起動して　タッチで　操作\tＲボタンの　長押しで　しまえるよ！
DLP_adventure_note_008_simplified	ポケッチの　アプリに　入ってるよ！\t秘伝技で　障害物を\t取り除こう！
DLP_adventure_note_010_simplified	バッグの　たいせつなものから\tじてんしゃに　乗ろう！\tＢボタンで　ギアを変えて　スピードアップ！
DLP_adventure_note_015_simplified	バッグの　たいせつなものから\tたんけんセットを　使って\t地下大洞窟へ　行こう！
DLP_adventure_note_021_01b	<color=#F01E1EFF>\tユニオンルーム\t</color>\tでは\tローカル通信を　通して\t近くに　いる　プレイヤーと\tポケモンの　交換が　行えます。\t<color=#F01E1EFF>\tポケモンセンター\t</color>\tの\t受付から　入れます。
DLP_adventure_note_021_simplified	ポケモンセンターから　ユニオンルームへ！\t他の　プレイヤーと　交流　しよう！
DLP_adventure_note_022_simplified	GMStationで　ミラクル交換　して\t自分だけの　地球儀を　作ろう！
DLP_adventure_note_021_01a_patch1	<color=#F01E1EFF>\tユニオンルーム\t</color>\tでは　ローカル通信や\tインターネットを　通して\t他の　プレイヤーと　ポケモンの\t交換が　行えます。\t<color=#F01E1EFF>\tポケモンセンター\t</color>\tの\t受付から　入れます。
jpn_kanji_dlp_contestwaza_info.txt
CONTESTWAZA_INFO_000	―\t―\t―
CONTESTWAZA_INFO_001	追加効果　なし
CONTESTWAZA_INFO_002	\t秒の　間\tノーツ判定が　失敗に　ならない
CONTESTWAZA_INFO_018	この技は　使えません\t思い出すことが　できなくなりますが\t技を　忘れることを　おすすめします
CONTESTWAZA_INFO_005	\t秒の　間\tテンションが　下がらなくなる
CONTESTWAZA_INFO_008	\t秒の　間\tハートゲージが　少し　溜まりやすくなる
CONTESTWAZA_INFO_009	\t秒の　間\tハートゲージが　溜まりやすくなる
CONTESTWAZA_INFO_010	\t秒の　間\tハートゲージが　とても　溜まりやすくなる
CONTESTWAZA_INFO_011	ポケモンの　テンションが　プラスの　場合\tもらえる　ショーポイントが　\t\t増える
CONTESTWAZA_INFO_014	ポケモンの　テンションが　マイナスの　場合\tもらえる　ショーポイントが　\t\t増える
CONTESTWAZA_INFO_017	ポケモンの　テンション　によって\tショーポイントが　１～５　もらえる
jpn_kanji_dlp_gmstation.txt
DLP_GMStation_001	GMStationを　ご利用　いただくには\tNintendo Switch Onlineへの\t加入が　必要です\t恐れ入りますが\tNintendo Switch Onlineに\tご加入　いただいた　あと\t再度　お試しください
DLP_GMStation_002	通信　環境を\tお確かめ　ください
DLP_GMStation_003	GMStationを　終了　しますか？
DLP_GMStation_004	このマークを　削除　します\tよろしいですか？
DLP_GMStation_006	レポートを　書いて　ミラクル交換を\t始めても　よろしいですか？
DLP_GMStation_007	交換できる　人を\t探しています……
DLP_GMStation_008	この　ポイントには\tすでに　別の　ポケモンが\tマーク　されています\tこの　ポイントに　マークする\tポケモンを　決めてください
DLP_GMStation_009	新しい　ポケモンが\tマーク　されました
DLP_GMStation_010	ポケモンの　マークを\tそのままに　しました
DLP_GMStation_011	詳しく　みる
DLP_GMStation_012	削除する
DLP_GMStation_013	この　ポイントに　マークされている\tポケモンを　変更　します\tよろしいですか？
DLP_GMStation_014	新たな　ポケモンを　マークしました
DLP_GMStation_015	マークを　削除　しました
DLP_GMStation_016	GMStation
DLP_GMStation_017	New
DLP_GMStation_018	ポイント\t
DLP_GMStation_019	記録
DLP_GMStation_020	
DLP_GMStation_021	♀
DLP_GMStation_022	♂
DLP_GMStation_023	Lv.\t
DLP_GMStation_024	No.\t
DLP_GMStation_025	No.\t
DLP_GMStation_026	
DLP_GMStation_027	JPN
DLP_GMStation_028	ENG
DLP_GMStation_029	SPA
DLP_GMStation_030	FRA
DLP_GMStation_031	GER
DLP_GMStation_032	ITA
DLP_GMStation_033	KOR
DLP_GMStation_034	CHT
DLP_GMStation_035	CHS
DLP_GMStation_036	\t/\t\t/\t
DLP_GMStation_037	\t/\t
DLP_GMStation_038	回転
DLP_GMStation_039	拡大
DLP_GMStation_040	縮小
DLP_GMStation_041	GMStationを　使う
DLP_GMStation_042	説明を　聞く
DLP_GMStation_043	やめる
DLP_GMStation_044	交換する
DLP_GMStation_045	地球儀を　みる
DLP_GMStation_046	選ぶ
DLP_GMStation_047	つよさを　みる
DLP_GMStation_048	はい
DLP_GMStation_049	いいえ
DLP_GMStation_050	やめる
DLP_GMStation_051	交換を　キャンセル　しました
DLP_GMStation_052	相手が　見つかりませんでした
DLP_GMStation_053	交換する　相手が　見つかりました！\t交換を　開始します
DLP_GMStation_054	ポケモンの　記録が　いっぱいです\t入れ替える　ポケモンを　選んでください
DLP_GMStation_055	ポケモンの　記録を　入れ替えますか？
DLP_GMStation_056	ポケモンの　記録を　入れ替えました
DLP_GMStation_057	ポケモンの　記録を　そのままに　しますか？
DLP_GMStation_058	ポケモンの　記録を　そのままに　しました
DLP_GMStation_059	ポケモンの　マークを　そのままに　しますか？
DLP_GMStation_060	\tポイント　マーク達成！
DLP_GMStation_061	すべての　マークを　コンプリート！
DLP_GMStation_062	ーーーーー
DLP_GMStation_063	ニックネーム
DLP_GMStation_064	図鑑No.
DLP_GMStation_065	名前
DLP_GMStation_066	タイプ
DLP_GMStation_067	親
DLP_GMStation_068	
DLP_GMStation_069	
DLP_GMStation_070	マーク中
DLP_GMStation_071	----/--/--
DLP_GMStation_072	マークする
DLP_GMStation_073	ポケモンの　記録を　削除　しました
DLP_GMStation_074	ポケモンを\t交換　してみよう！
DLP_GMStation_075	決定
DLP_GMStation_076	戻る
DLP_GMStation_077	ミラクル交換を　続けますか？
DLP_GMStation_078	ポイントを　選んで　ください
DLP_GMStation_079	ポケモンの　記録を　削除します\tよろしいですか？
DLP_GMStation_083	GMStationでは　インターネットを\t通して　世界中の　人と\tポケモンの　ミラクル交換が\tできます\tミラクル交換が　成立　すると\t地球儀に　ポケモンが\tマークされます\tマークされた　ポイントの　数が\t増えていけば\t記念品も　差し上げますよ！\tミラクル交換を　繰り返して\tあなただけの　地球儀を\t完成　させてください！
DLP_GMStation_084	ミラクル交換　するときは\tまず　交換に　出したい\tポケモンを　選びます\tただし　交換に　出せない\tポケモンも　一部　います\t次に　地球儀の\t好きな　ポイントを　選びます\tたとえば　そのポケモンが\t住んでいそうな　ポイントを\t選んでみて　ください\tミラクル交換が　成立　すると\t自分の　地球儀に\t相手の　ポケモンが\tマーク　されます\t同じように　相手の　地球儀にも\tあなたの　ポケモンが\tマーク　されます\tどんなポケモンと　交換　されるかは\tポケモンを　受け取るまで　わかりません\tなんだか　ドキドキ　しますね！
DLP_GMStation_085	ミラクル交換を　繰り返して\t作り上げた　自分の　地球儀と\tポイントを　見ることが　できます\tマークされた　ポイント　１か所には\tポケモンが　最大　５匹　まで\t記録　されます\tまた　記録の　中から\tマークする　ポケモンを　変更したり\t記録の　削除も　できます\t他にも　地球儀を　回したり\t拡大や　縮小も　できるので\tいろいろ　試してみて　くださいね
DLP_GMStation_080	GMStationとは
DLP_GMStation_081	ミラクル交換
DLP_GMStation_082	地球儀を　みる
DLP_GMStation_086	やめる
DLP_GMStation_087	マーク達成の　記念品　として\tふしぎなアメ　\t\tコを　もらった！
DLP_GMStation_088	鳴き声
DLP_GMStation_089	加速
jpn_kanji_dlp_halloffame_demo.txt
DLP_halloffame_demo_014	
DLP_halloffame_demo_015	Lv.\t
DLP_halloffame_demo_013	\t　ID\t\t　プレイ時間\t\t:\t
jpn_kanji_dlp_net_union_room.txt
DLP_net_union_room_001	お互いに　トレーナーカードを\t見ることが　できます\t相手が　どんな　冒険を\tして　きたのか\t気に　なりますね！
DLP_net_union_room_002	ここには　いろんな　方が\tいらっしゃいます\tせっかく　ですので\tどんどん　話しかけて\tどんどん　対戦して\tトレーナーの　腕を\t磨いて　くださいね！
DLP_net_union_room_003	交換　するときは\t相手が　喜ぶような\tポケモンを　選んで　あげると\t交換が　成立\tしやすく　なりますよ！
DLP_net_union_room_004	レコード通信　では\tみなさんの　いろんな　レコードを\tまぜまぜ　することで\tうれしいことが　起きる　らしいですよ！
DLP_net_union_room_005	通信の　調子が\t悪い　みたいです\tまた　話しかけて　くださいね！
DLP_net_union_room_006	通信　切り替え
DLP_net_union_room_007	……　あら？\tお客さまは\tNintendo Switch Onlineに\t加入　されて　いませんね\tグローバルクラブの　ご利用には\tNintendo Switch Onlineへの\t加入が　必要です\tNintendo Switch Onlineに\t加入　してから　お越しください
DLP_net_union_room_008	お客さまは　今\tなにを　したい　気分　ですか？
DLP_net_union_room_009	なんでも　したい
DLP_net_union_room_010	対戦　したい
DLP_net_union_room_011	交換　したい
DLP_net_union_room_012	どうぞ　お入りください
DLP_net_union_room_013	ユニオンルームを　利用　しますか？
DLP_net_union_room_014	コミュニティルームに　入る
DLP_net_union_room_015	グローバルルームに　入る
