trad_chinese_dlp_adventure_note.txt
DLP_adventure_note_001_00	什麼是冒險？
DLP_adventure_note_007_01	<color=#F01E1EFF>\t寶可錶\t</color>\t能為寶可夢訓練家\t提供許多冒險上的幫助，\t是相當方便的最新型器具。\t內有數位錶、計算機等\t各種不同的應用程式。
DLP_adventure_note_007_02	要使用\t<color=#F01E1EFF>\t寶可錶\t</color>\t的話，請先按下\t<color=#F01E1EFF>\tＲ鍵\t</color>\t。\t繼續按\t<color=#F01E1EFF>\tＲ鍵\t</color>\t的話，畫面將放大／縮小。\t用\t<color=#F01E1EFF>\tＬ操控搖桿\t</color>\t移動手指游標，\t再按下\t<color=#F01E1EFF>\tＡ鍵\t</color>\t或直接點觸畫面\t來操作應用程式。\t按下右端的\t<color=#F01E1EFF>\t紅色按鈕\t</color>\t\t會切換至下一個應用程式。\t要關閉畫面的話，請長按\t<color=#F01E1EFF>\tＲ鍵\t</color>\t。
DLP_adventure_note_007_03	跟神奧地區裡許許多多的人交流，\t會讓應用程式的數量逐漸增加。\t其中有些是冒險途中不可或缺的應用程式，\t所以請仔細地把它們找出來。
DLP_adventure_note_008_00	秘傳招式
DLP_adventure_note_008_01	想清除擋在路上的樹木及岩石，\t或返回某個城鎮等等的時候，\t就從\t<color=#F01E1EFF>\t寶可錶\t</color>\t的應用程式裡使用\t<color=#F01E1EFF>\t秘傳招式\t</color>\t。\t野生的寶可夢會助你一臂之力。
DLP_adventure_note_008_02	訓練家獲得特定的招式學習器後，\t<color=#F01E1EFF>\t秘傳招式\t</color>\t會被新增至\t<color=#F01E1EFF>\t寶可錶\t</color>\t的「秘傳招式」。\t不過，想使用這些\t<color=#F01E1EFF>\t秘傳招式\t</color>\t的話，\t必須先向各地的道館館主取得道館徽章。
DLP_adventure_note_009_00	垂釣
DLP_adventure_note_009_01	面向水面使用\t<color=#F01E1EFF>\t釣竿\t</color>\t就可以\t<color=#F01E1EFF>\t垂釣\t</color>\t。\t當有寶可夢上鉤，而出現「！」時，\t迅速按下\t<color=#F01E1EFF>\tＡ鍵\t</color>\t就能把牠釣上來。\t多到不同的地方試試看，\t釣出各式各樣的寶可夢吧！
DLP_adventure_note_010_00	自行車
DLP_adventure_note_010_01	在\t<color=#F01E1EFF>\t包包\t</color>\t的\t<color=#F01E1EFF>\t重要物品\t</color>\t口袋裡\t使用\t<color=#F01E1EFF>\t自行車\t</color>\t，就能騎上\t<color=#F01E1EFF>\t自行車\t</color>\t。\t騎乘自行車可以渡過細長的獨木橋，\t但是無法進入高草叢。
DLP_adventure_note_010_02	騎乘\t<color=#F01E1EFF>\t自行車\t</color>\t時，可以按\t<color=#F01E1EFF>\tＢ鍵\t</color>\t換檔。\t３檔容易控制，４檔則是能飛快地奔馳，\t還可以越過沙坡喔！
DLP_adventure_note_011_00	帶著寶可夢一起走
DLP_adventure_note_011_01	從選單的\t<color=#F01E1EFF>\t寶可夢\t</color>\t裡挑選自己喜歡的寶可夢，\t再選擇「\t<color=#F01E1EFF>\t一起走\t</color>\t」的話，就算不在互動廣場，\t寶可夢也會跟在你的後面一起行動！
DLP_adventure_note_012_00	製作寶芬
DLP_adventure_note_012_01	<color=#F01E1EFF>\t寶芬\t</color>\t是寶可夢的食物，由\t<color=#F01E1EFF>\t樹果\t</color>\t所做成。\t在\t<color=#F01E1EFF>\t家緣市\t</color>\t的互動廣場\t以及寶芬料理廚房可以製作寶芬。
DLP_adventure_note_012_02	將最多４個\t<color=#F01E1EFF>\t樹果\t</color>\t放入鍋裡攪拌，\t小心不要燒焦或灑出去。\t隨著\t<color=#F01E1EFF>\t樹果\t</color>\t的組合以及攪拌的情況不同，\t最後做出來的\t<color=#F01E1EFF>\t寶芬\t</color>\t也會不一樣！
DLP_adventure_note_012_03	讓寶可夢吃做好的\t<color=#F01E1EFF>\t寶芬\t</color>\t，可以提升\t牠的帥氣、可愛等各種狀態！\t狀態提升後，牠在超級華麗大賽上的評價\t說不定會水漲船高？
DLP_adventure_note_013_00	超級華麗大賽
DLP_adventure_note_013_01	<color=#F01E1EFF>\t超級華麗大賽\t</color>\t可以從\t<color=#F01E1EFF>\t家緣市\t</color>\t的\t<color=#F01E1EFF>\t華麗大賽會場\t</color>\t報名參加。\t參賽的４隻寶可夢將在視覺、\t舞蹈、招式等３種評審中彼此較量，\t以成為最佳表演者為目標！
DLP_adventure_note_013_02	視覺評審是從外表進行評價。\t用寶芬提升寶可夢的狀態，\t或是用貼紙裝飾球殼等方式\t有助於獲得高分！
DLP_adventure_note_013_03_01	舞蹈評審是從節奏感進行評價。\t配合隨著音樂流過來的音符\t準確地按下\t<color=#F01E1EFF>\tＡ鍵\t</color>\t！\t以最高評價「Brilliant」為目標吧！
DLP_adventure_note_013_03_02	舞蹈評審是從節奏感進行評價。\t配合隨著音樂流過來的音符\t準確地按下\t<color=#F01E1EFF>\tＡ鍵\t</color>\t！\t以最高評價「Shining」為目標吧！
DLP_adventure_note_013_04	招式評審是從華麗大賽招式進行評價。\t在櫃台處從擁有各種效果的\t招式中挑選１個吧。\t在評審期間只能使用\t<color=#F01E1EFF>\t１次\t</color>\t，\t所以請看準最佳時機，好好地表現吧！
DLP_adventure_note_013_05	<color=#F01E1EFF>\t超級華麗大賽\t</color>\t並非只是\t以表演者間的競爭為目的。\t跟大家合力炒熱舞台的氣氛，\t來完成一場成功的表演吧！\t成功表演的話，\t會場或許會變得更豪華？
DLP_adventure_note_014_00	換裝
DLP_adventure_note_014_01	在\t<color=#F01E1EFF>\t帷幕市\t</color>\t的\t<color=#F01E1EFF>\t揮指時尚精品館\t</color>\t\t能購買和替換服飾。\t依照當下的心情，\t穿出屬於自己的風格吧！
DLP_adventure_note_015_00	探險組合
DLP_adventure_note_015_01	<color=#F01E1EFF>\t探險組合\t</color>\t是進入地下大洞窟用的道具，\t可以從\t<color=#F01E1EFF>\t包包\t</color>\t的\t<color=#F01E1EFF>\t重要物品\t</color>\t口袋裡使用。\t不過，也有些地方無法使用探險組合。\t例如室內、迷宮內等等。
DLP_adventure_note_016_00	地下大洞窟
DLP_adventure_note_016_01	<color=#F01E1EFF>\t地下大洞窟\t</color>\t是存在於神奧地區的\t廣闊地下空間，其中分成好幾個區域。\t隨著使用\t<color=#F01E1EFF>\t探險組合\t</color>\t的場所不同，\t進入的區域也不一樣。
DLP_adventure_note_016_02	<color=#F01E1EFF>\t地下大洞窟\t</color>\t裡有些地方聚集著寶可夢。\t這種地方稱為「\t<color=#F01E1EFF>\t寶可夢秘巢\t</color>\t」。\t隨著秘巢的面積和地形不同，\t出現的寶可夢也不一樣，\t所以多去各種地方尋找看看吧！
DLP_adventure_note_016_03	在通道中的一些地點能挖掘出\t<color=#F01E1EFF>\t化石\t</color>\t。\t按下\t<color=#F01E1EFF>\tＲ鍵\t</color>\t的話，\t能夠挖掘化石的地點就會在\t雷達上出現發光反應。
DLP_adventure_note_016_04	在\t<color=#F01E1EFF>\t地下大洞窟\t</color>\t裡能建造個人專屬的\t<color=#F01E1EFF>\t秘密基地\t</color>\t。\t只要面向牆壁使用\t<color=#F01E1EFF>\t挖洞鑽\t</color>\t，就能立刻完成。\t建造好\t<color=#F01E1EFF>\t秘密基地\t</color>\t後，在裡面擺放石像，\t並且把擺設改變成喜歡的樣子吧！
DLP_adventure_note_017_00	挖掘化石
DLP_adventure_note_017_01	在\t<color=#F01E1EFF>\t挖掘化石\t</color>\t時，除了化石之外，\t也會發現各式各樣的道具和寶物。\t但是在每次挖掘時，牆壁的裂縫會越來越大，\t最後導致崩塌，所以挖掘時要小心謹慎！
DLP_adventure_note_017_02	為了順利開挖牆壁，\t最好靈活地使用道具。\t<color=#F01E1EFF>\t鎬子\t</color>\t的挖掘範圍小，\t造成的裂縫也小。\t<color=#F01E1EFF>\t鎚子\t</color>\t會造成較大的裂縫，\t但挖掘範圍也比較大。
DLP_adventure_note_017_03	牆壁有不同的堅硬度。從牆上岩石的\t大小和顏色能區分它堅硬的程度。\t其中也存在無法繼續挖掘的牆壁，\t所以請多加留意。
DLP_adventure_note_017_04	有時候能從牆壁中挖出石盒，\t石盒裡裝著石像。\t把石像裝飾在秘密基地的話，\t將會得到特別的效果！
DLP_adventure_note_018_00	寶可夢秘巢
DLP_adventure_note_018_01	<color=#F01E1EFF>\t寶可夢秘巢\t</color>\t是會聚集寶可夢的舒適空間。\t這裡和地表上不同，寶可夢們不會躲藏，\t而是自由自在地生活著。\t只要觸碰到牠們，就會開始戰鬥喔！
DLP_adventure_note_018_02	秘巢裡有沙地、地底湖等許多不同的環境，\t聚集在各個環境的寶可夢也有所不同。\t此外，秘巢的面積也大小各異，\t體型越大的寶可夢越喜歡寬廣的秘巢。
DLP_adventure_note_019_00	秘密基地
DLP_adventure_note_019_01	在\t<color=#F01E1EFF>\t秘密基地\t</color>\t裡能裝飾擁有的\t<color=#F01E1EFF>\t石像\t</color>\t。\t<color=#F01E1EFF>\t石像\t</color>\t也可以擺放在台座上。
DLP_adventure_note_019_02	擺放\t<color=#F01E1EFF>\t石像\t</color>\t後，在\t<color=#F01E1EFF>\t寶可夢秘巢\t</color>\t聚集的\t寶可夢種類和數量似乎會發生變化。\t不妨試著擺放各種不同的\t<color=#F01E1EFF>\t石像\t</color>\t，\t看看會有什麼樣的寶可夢聚集。
DLP_adventure_note_019_03	<color=#F01E1EFF>\t秘密基地\t</color>\t的空間可以擴大。\t基地擴大後，能擺放的\t<color=#F01E1EFF>\t石像\t</color>\t數也會增加。\t若要擴大基地，必須使用在挖掘化石的\t過程中得到的各種\t<color=#F01E1EFF>\t玉\t</color>\t。
DLP_adventure_note_019_04	先進行連線再進入\t<color=#F01E1EFF>\t地下大洞窟\t</color>\t的話，\t將有機會發現其他玩家的\t<color=#F01E1EFF>\t秘密基地\t</color>\t。\t發現到的秘密基地內的\t<color=#F01E1EFF>\t石像\t</color>\t\t能透過那個基地的\t<color=#F01E1EFF>\t選單\t</color>\t開啟效果！
DLP_adventure_note_020_00	玫瑰公園
DLP_adventure_note_020_01	座落在\t<color=#F01E1EFF>\t２２１號道路\t</color>\t盡頭的\t<color=#F01E1EFF>\t玫瑰公園\t</color>\t\t是全國的訓練家和寶可夢都會造訪的地方。\t不論是過去還是現在，綻放的玫瑰\t都被說是帶有吸引強者前來的力量。
DLP_adventure_note_020_02	在地下大洞窟內挖出的\t<color=#F01E1EFF>\t謎之碎片\t</color>\t\t可以在\t<color=#F01E1EFF>\t玫瑰公園\t</color>\t交換成\t<color=#F01E1EFF>\t石板\t</color>\t。\t<color=#F01E1EFF>\t石板\t</color>\t會在\t<color=#F01E1EFF>\t玫瑰公園\t</color>\t內各處的房間使用到。
DLP_adventure_note_020_03	各個房間裡擺放著台座。\t若使用跟台座吻合的\t<color=#F01E1EFF>\t石板\t</color>\t，\t你將被引導至別的空間。\t在那個空間裡，能遇見傳說的寶可夢！
DLP_adventure_note_021_00	聯盟交誼廳
DLP_adventure_note_021_01a	在\t<color=#F01E1EFF>\t聯盟交誼廳\t</color>\t裡，能透過鄰近主機通訊\t和網路跟其他的玩家交換寶可夢或對戰。\t從\t<color=#F01E1EFF>\t寶可夢中心\t</color>\t的櫃台\t可以進入聯盟交誼廳。
DLP_adventure_note_021_02	若要和身邊的玩家一起玩，\t就用鄰近主機通訊進入\t<color=#F01E1EFF>\t社群交誼廳\t</color>\t。\t連上網路進入\t<color=#F01E1EFF>\t全球交誼廳\t</color>\t的話，\t可以跟全世界的玩家一起遊玩！
DLP_adventure_note_022_00	GMStation
DLP_adventure_note_022_01	在\t<color=#F01E1EFF>\t祝慶市\t</color>\t的\t<color=#F01E1EFF>\t全球奇跡交換中心\t</color>\t\t能跟全世界的玩家\t<color=#F01E1EFF>\t奇跡交換\t</color>\t。\t在交換完成之前，你不會知道\t自己將換到什麼寶可夢！
DLP_adventure_note_022_02	交換來的寶可夢會被記錄到\t名為「寰宇網」的地球儀上。\t不斷地跟其他人\t<color=#F01E1EFF>\t奇跡交換\t</color>\t，\t製作出你專屬的寶可夢分佈圖吧！
DLP_adventure_note_023_00	大濕地
DLP_adventure_note_023_01	在\t<color=#F01E1EFF>\t野原市\t</color>\t的\t<color=#F01E1EFF>\t大濕地\t</color>\t能參加\t<color=#F01E1EFF>\t狩獵遊戲\t</color>\t。\t在狩獵遊戲中遇見的寶可夢\t只能用專用的「\t<color=#F01E1EFF>\t狩獵球\t</color>\t」來捕捉。
DLP_adventure_note_023_02	遊戲開始時，你擁有\t<color=#F01E1EFF>\t３０個狩獵球\t</color>\t。\t當用完所有\t<color=#F01E1EFF>\t狩獵球\t</color>\t，或走滿\t<color=#F01E1EFF>\t５００步\t</color>\t時，\t<color=#F01E1EFF>\t狩獵遊戲\t</color>\t就會結束。
DLP_adventure_note_023_03	去\t<color=#F01E1EFF>\t展望台入口\t</color>\t的２樓，用望遠鏡眺望看看。\t這樣一來，就能知道\t<color=#F01E1EFF>\t大濕地\t</color>\t的什麼地方\t有什麼樣的寶可夢。說不定還有機會發現\t只能在這裡遇到的寶可夢喔？
DLP_adventure_note_024_00	貼紙與球殼裝飾
DLP_adventure_note_024_01	在球殼上貼上\t<color=#F01E1EFF>\t貼紙\t</color>\t，\t為喜歡的寶可夢裝飾牠的精靈球吧。\t寶可夢從精靈球裡出來時，\t會迸出亮麗的特效！
DLP_adventure_note_024_02	<color=#F01E1EFF>\t貼紙\t</color>\t分成各式各樣的種類，\t各個種類會產生不同的特效。\t例如迸出愛心，飄下紙片雨……等等。\t而且，將\t<color=#F01E1EFF>\t貼紙\t</color>\t貼在不同位置的話，\t迸出特效的方式也會改變。
DLP_adventure_note_024_03	從選單裡選擇\t<color=#F01E1EFF>\t球殼裝飾\t</color>\t，就能為球殼貼\t<color=#F01E1EFF>\t貼紙\t</color>\t。\t視需要來切換２Ｄ模式／３Ｄ模式，\t依照喜好裝飾好\t<color=#F01E1EFF>\t貼紙\t</color>\t後，\t設定給你喜歡的寶可夢使用吧！
DLP_adventure_note_uitext_001	\t/\t
DLP_adventure_note_uitext_002	繼續
DLP_adventure_note_uitext_003	關閉
DLP_adventure_note_002_simplified	會在冒險中派上用場的資訊\t將一一地被記錄下來喔！\t從包包的重要物品裡確認吧！
DLP_adventure_note_007_simplified	按下Ｒ鍵來啟動，用點觸來操作。\t長按Ｒ鍵就能收回去喔！
DLP_adventure_note_008_simplified	秘傳招式就在寶可錶的應用程式裡！\t用秘傳招式來清除障礙物吧！
DLP_adventure_note_010_simplified	從包包的重要物品裡\t選擇自行車來騎乘吧！\t按Ｂ鍵可換檔，使速度更快！
DLP_adventure_note_015_simplified	從包包的重要物品裡\t使用探險組合，\t前往地下大洞窟吧！
DLP_adventure_note_021_01b	在\t<color=#F01E1EFF>\t聯盟交誼廳\t</color>\t裡可透過鄰近主機通訊\t和附近的玩家交換寶可夢。\t聯盟交誼廳可從\t<color=#F01E1EFF>\t寶可夢中心\t</color>\t的櫃台進入。
DLP_adventure_note_021_simplified	從寶可夢中心進入聯盟交誼廳！\t跟其他玩家交流吧！
DLP_adventure_note_022_simplified	在GMStation進行奇跡交換，\t製作專屬於自己的地球儀吧！
DLP_adventure_note_021_01a_patch1	在\t<color=#F01E1EFF>\t聯盟交誼廳\t</color>\t裡，能透過鄰近主機通訊\t和網路跟其他的玩家交換寶可夢。\t從\t<color=#F01E1EFF>\t寶可夢中心\t</color>\t的櫃台\t可以進入聯盟交誼廳。
trad_chinese_dlp_contestwaza_info.txt
CONTESTWAZA_INFO_000	―\t―\t―
CONTESTWAZA_INFO_001	沒有追加效果。
CONTESTWAZA_INFO_002	\t秒之內，\t音符不會被判定為失敗。
CONTESTWAZA_INFO_018	無法使用此招式。\t雖然忘記後將無法再想起來，\t但還是建議忘記此招式。
CONTESTWAZA_INFO_005	\t秒之內，\tHIGH度不會降低。
CONTESTWAZA_INFO_008	\t秒之內，\t愛心計量槽變得稍微容易增加。
CONTESTWAZA_INFO_009	\t秒之內，\t愛心計量槽變得容易增加。
CONTESTWAZA_INFO_010	\t秒之內，\t愛心計量槽變得非常容易增加。
CONTESTWAZA_INFO_011	若寶可夢的HIGH度為提高的狀態，\t可獲得的華麗點數將增加\t\t。
CONTESTWAZA_INFO_014	若寶可夢的HIGH度為降低的狀態，\t可獲得的華麗點數將增加\t\t。
CONTESTWAZA_INFO_017	依照寶可夢的HIGH度，\t獲得１～５華麗點數。
trad_chinese_dlp_gmstation.txt
DLP_GMStation_001	若要使用GMStation，\t需加入Nintendo Switch Online。\t非常抱歉，\t請加入Nintendo Switch Online後\t再試一次。
DLP_GMStation_002	請確認連線環境。
DLP_GMStation_003	要結束GMStation嗎？
DLP_GMStation_004	確定要刪除這個標記嗎？
DLP_GMStation_006	確定要在寫入紀錄後\t開始奇跡交換嗎？
DLP_GMStation_007	正在尋找可以交換的對象……
DLP_GMStation_008	這個地點上已標記了\t其他的寶可夢。\t請決定要標記在這個\t地點上的寶可夢。
DLP_GMStation_009	已標記\t新的寶可夢。
DLP_GMStation_010	已維持寶可夢的標記。
DLP_GMStation_011	查看詳情
DLP_GMStation_012	刪除
DLP_GMStation_013	將變更標記在這個\t地點的寶可夢。\t確定要繼續嗎？
DLP_GMStation_014	已標記新的寶可夢。
DLP_GMStation_015	已刪除標記。
DLP_GMStation_016	GMStation
DLP_GMStation_017	New
DLP_GMStation_018	地點\t
DLP_GMStation_019	紀錄
DLP_GMStation_020	
DLP_GMStation_021	♀
DLP_GMStation_022	♂
DLP_GMStation_023	Lv.\t
DLP_GMStation_024	No.\t
DLP_GMStation_025	No.\t
DLP_GMStation_026	
DLP_GMStation_027	JPN
DLP_GMStation_028	ENG
DLP_GMStation_029	SPA
DLP_GMStation_030	FRA
DLP_GMStation_031	GER
DLP_GMStation_032	ITA
DLP_GMStation_033	KOR
DLP_GMStation_034	CHT
DLP_GMStation_035	CHS
DLP_GMStation_036	\t/\t\t/\t
DLP_GMStation_037	\t/\t
DLP_GMStation_038	旋轉
DLP_GMStation_039	放大
DLP_GMStation_040	縮小
DLP_GMStation_041	使用GMStation
DLP_GMStation_042	聽說明
DLP_GMStation_043	取消
DLP_GMStation_044	交換
DLP_GMStation_045	查看地球儀
DLP_GMStation_046	選擇
DLP_GMStation_047	查看能力
DLP_GMStation_048	是
DLP_GMStation_049	否
DLP_GMStation_050	取消
DLP_GMStation_051	已取消交換。
DLP_GMStation_052	沒有找到對象。
DLP_GMStation_053	已找到交換對象！\t開始交換。
DLP_GMStation_054	寶可夢的紀錄已滿。\t請選擇要替換的寶可夢。
DLP_GMStation_055	要替換寶可夢的紀錄嗎？
DLP_GMStation_056	已替換寶可夢的紀錄。
DLP_GMStation_057	要維持寶可夢的紀錄嗎？
DLP_GMStation_058	已維持寶可夢的紀錄。
DLP_GMStation_059	要維持寶可夢的標記嗎？
DLP_GMStation_060	達成標記\t\t個地點！
DLP_GMStation_061	完成標記所有地點！
DLP_GMStation_062	ーーーーー
DLP_GMStation_063	暱稱
DLP_GMStation_064	圖鑑No.
DLP_GMStation_065	名字
DLP_GMStation_066	屬性
DLP_GMStation_067	初訓家
DLP_GMStation_068	
DLP_GMStation_069	
DLP_GMStation_070	標記中
DLP_GMStation_071	----/--/--
DLP_GMStation_072	標記
DLP_GMStation_073	已刪除寶可夢的紀錄。
DLP_GMStation_074	交換看看寶可夢吧！
DLP_GMStation_075	確定
DLP_GMStation_076	返回
DLP_GMStation_077	要繼續奇跡交換嗎？
DLP_GMStation_078	請選擇地點。
DLP_GMStation_079	將刪除寶可夢的紀錄。\t確定要繼續嗎？
DLP_GMStation_083	在GMStation，\t可以透過網路與世界各地的人們\t進行寶可夢的奇跡交換。\t當奇跡交換成立時，\t寶可夢會被標記在地球儀上。\t標記的地點數量變多了之後，\t我們將贈送您紀念品喔！\t反覆進行奇跡交換，\t完成屬於您的地球儀吧！
DLP_GMStation_084	進行奇跡交換時，\t首先要選擇想用來交換的寶可夢。\t但有一部分的寶可夢\t是不能用來交換的。\t接著選擇地球儀上您喜歡的地點。\t比如可以選擇看看\t您所選的寶可夢\t可能會居住的地點。\t當奇跡交換成立時，\t對方的寶可夢會被標記在\t您的地球儀上。\t相同地，您的寶可夢\t也會被標記在對方的地球儀上。\t在接收寶可夢之前，\t無法知道會交換到哪一種寶可夢。\t總覺得真叫人興奮呢！
DLP_GMStation_085	可以查看反覆進行奇跡交換\t所打造出屬於您自己的\t地球儀與地點。\t在１個被標記的地點上，\t最多可記錄５隻寶可夢。\t此外，從紀錄當中\t可變更標記的寶可夢，\t也可以刪除紀錄。\t其他還可以轉動或\t放大縮小地球儀。\t請嘗試看看各種操作喔。
DLP_GMStation_080	什麼是GMStation
DLP_GMStation_081	奇跡交換
DLP_GMStation_082	查看地球儀
DLP_GMStation_086	取消
DLP_GMStation_087	作為達成標記的紀念品，\t獲得了\t\t個神奇糖果！
DLP_GMStation_088	叫聲
DLP_GMStation_089	加速
trad_chinese_dlp_halloffame_demo.txt
DLP_halloffame_demo_014	
DLP_halloffame_demo_015	Lv.\t
DLP_halloffame_demo_013	\t　ID\t\t　遊戲時間\t\t:\t
trad_chinese_dlp_net_union_room.txt
DLP_net_union_room_001	在這裡可以查看\t彼此的訓練家卡。\t對方經歷過什麼樣的冒險，\t總是很讓人好奇對吧！
DLP_net_union_room_002	這裡有許許多多的人，\t所以是個很好的機會。\t請積極地向他們搭話，\t並且進行寶可夢對戰，\t增進您身為訓練家的本領吧！
DLP_net_union_room_003	交換寶可夢時，\t如果選擇能讓對方高興的寶可夢，\t交換成立的機會將會提高喔！
DLP_net_union_room_004	使用紀錄混合把大家的紀錄\t都混合在一起的話，\t似乎會有令人開心的事情發生喔！
DLP_net_union_room_005	連線的狀況好像不太好。\t請下次再來找我吧！
DLP_net_union_room_006	切換連線
DLP_net_union_room_007	……哎呀？\t這位客人，您沒有加入\tNintendo Switch Online呢。\t若要使用全球俱樂部，\t需加入Nintendo Switch Online。\t請在加入Nintendo Switch Online後\t再次蒞臨。
DLP_net_union_room_008	這位客人，您現在的心情\t是想做些什麼呢？
DLP_net_union_room_009	什麼都想做
DLP_net_union_room_010	我想對戰
DLP_net_union_room_011	我想交換
DLP_net_union_room_012	來，請進。
DLP_net_union_room_013	要使用聯盟交誼廳嗎？
DLP_net_union_room_014	進入社群交誼廳
DLP_net_union_room_015	進入全球交誼廳
DLP_net_union_room_016	退出
DLP_net_union_room_017	即將離開社群交誼廳。\t確定要繼續嗎？
DLP_net_union_room_018	即將離開全球交誼廳。\t確定要繼續嗎？
DLP_net_union_room_019	已經離開社群交誼廳。
DLP_net_union_room_020	已經離開全球交誼廳。
DLP_net_union_room_021	辛苦了。那麼，請下次再來。
DLP_net_union_room_022	要設定密碼嗎？
DLP_net_union_room_023	密碼錯誤。
DLP_net_union_room_024	正在募集成員。
DLP_net_union_room_025	未招募到足夠的成員。
DLP_net_union_room_026	正在進行分組。
DLP_net_union_room_027	要參加多人對戰嗎？
DLP_net_union_room_028	抱歉啊，名額已經滿了。\t請下次再來喔。
DLP_net_union_room_114	已貼上現有的貼紙！
DLP_net_union_room_030	您好。初次見面！
DLP_net_union_room_031	即將取消對戰。\t確定要繼續嗎？
DLP_net_union_room_032	現在將移動到全球交誼廳。
DLP_net_union_room_033	現在將移動到社群交誼廳。
DLP_net_union_room_034	已經移動到全球交誼廳。
DLP_net_union_room_035	已經移動到社群交誼廳。
DLP_net_union_room_036	我明白了。\t您現在是想對戰的心情吧。\t我會盡量為您尋找相同心情的朋友。
DLP_net_union_room_037	我明白了。\t您現在是想交換的心情吧。\t我會盡量為您尋找相同心情的朋友。
DLP_net_union_room_038	我明白了。\t您現在是什麼都想做的心情吧。\t我會盡量為您尋找相同心情的朋友。
DLP_net_union_room_039	要以這個規則進行對戰嗎？
DLP_net_union_room_040	紀錄混合
DLP_net_union_room_041	請選擇對戰隊伍。
DLP_net_union_room_042	由２位玩家參加。\t雙方各派出１隻寶可夢\t上場進行對戰。\t對戰開始前，雙方的寶可夢\t會在混合後被重新分配。
DLP_net_union_room_043	歡迎光臨寶可夢社群俱樂部的\t社群交誼廳！\t請問有什麼需要幫忙的？
DLP_net_union_room_044	開始
DLP_net_union_room_045	和群組一起開始
DLP_net_union_room_046	用密語開始
DLP_net_union_room_047	退出
DLP_net_union_room_048	只能與同一個群組內的人連線。
