simp_chinese_dlp_adventure_note.txt
DLP_adventure_note_001_00	什么是冒险？
DLP_adventure_note_007_02	要使用\t<color=#F01E1EFF>\t宝可表\t</color>\t，请先按下\t<color=#F01E1EFF>\tＲ键\t</color>\t。\t继续按下\t<color=#F01E1EFF>\tＲ键\t</color>\t可以放大／缩小画面。\t用\t<color=#F01E1EFF>\tL摇杆\t</color>\t移动手指光标，\t再按下\t<color=#F01E1EFF>\tＡ键\t</color>\t或是直接点触画面来操作应用。\t按右侧的\t<color=#F01E1EFF>\t红色按钮\t</color>\t可以切换至下一个应用。\t要关闭画面的话，请长按\t<color=#F01E1EFF>\tＲ键\t</color>\t。
DLP_adventure_note_007_03	应用会通过与神奥地区的\t人们接触交流而逐渐增加。\t其中有些应用\t是冒险过程中必不可少的。\t请尝试仔细寻找吧。
DLP_adventure_note_008_00	秘传招式
DLP_adventure_note_008_01	如想清除挡路的树木、岩石，\t又或是想返回城镇的时候，\t就从\t<color=#F01E1EFF>\t宝可表\t</color>\t的应用里使用\t<color=#F01E1EFF>\t秘传招式\t</color>\t吧。\t野生的宝可梦会助你一臂之力的。
DLP_adventure_note_008_02	<color=#F01E1EFF>\t秘传招式\t</color>\t会在你获得特定的招式学习器后，\t被添加到\t<color=#F01E1EFF>\t宝可表\t</color>\t的“秘传招式”中。\t不过你需要从各地的\t道馆馆主那里获得道馆徽章，\t才能使用那些\t<color=#F01E1EFF>\t秘传招式\t</color>\t。
DLP_adventure_note_009_00	垂钓
DLP_adventure_note_009_01	朝水面使用\t<color=#F01E1EFF>\t钓竿\t</color>\t，就能够\t<color=#F01E1EFF>\t垂钓\t</color>\t了。\t在宝可梦上钩时出现“！”后，\t只要快速按下\t<color=#F01E1EFF>\tＡ键\t</color>\t就能把它钓上来。\t尝试在各种地方垂钓各类宝可梦吧！
DLP_adventure_note_010_00	自行车
DLP_adventure_note_010_01	使用在\t<color=#F01E1EFF>\t包包\t</color>\t的\t<color=#F01E1EFF>\t重要物品\t</color>\t口袋里的\t<color=#F01E1EFF>\t自行车\t</color>\t，\t就能骑上\t<color=#F01E1EFF>\t自行车\t</color>\t。\t骑车时你可以骑过细窄的独木桥，\t但是骑不进那些高草丛。
DLP_adventure_note_010_02	骑着\t<color=#F01E1EFF>\t自行车\t</color>\t时可以利用\t<color=#F01E1EFF>\tＢ键\t</color>\t换挡，\t３挡容易操纵。\t４挡速度更快，还能越过沙坡。
DLP_adventure_note_011_00	带着宝可梦一起走
DLP_adventure_note_011_01	从菜单的\t<color=#F01E1EFF>\t宝可梦\t</color>\t中选择自己喜欢的宝可梦，\t并选择\t<color=#F01E1EFF>\t结伴同行\t</color>\t，宝可梦就能在\t互动广场以外的地方跟在你身后了！
DLP_adventure_note_012_00	烹饪宝芬
DLP_adventure_note_012_01	<color=#F01E1EFF>\t宝芬\t</color>\t是由\t<color=#F01E1EFF>\t树果\t</color>\t烹饪而来的\t宝可梦的食物。\t可以在\t<color=#F01E1EFF>\t家缘市\t</color>\t的\t<color=#F01E1EFF>\t互动广场\t</color>\t或\t<color=#F01E1EFF>\t宝芬料理厨房\t</color>\t制作烹饪。
DLP_adventure_note_012_02	最多将４个\t<color=#F01E1EFF>\t树果\t</color>\t放入锅中，\t注意不要烧焦或洒出锅，细心搅拌。\t做出的\t<color=#F01E1EFF>\t宝芬\t</color>\t会根据\t<color=#F01E1EFF>\t树果\t</color>\t的搭配，以及搅拌力道而不同！
DLP_adventure_note_012_03	把烹饪好的\t<color=#F01E1EFF>\t宝芬\t</color>\t喂给宝可梦，\t会提升它们的帅气、可爱等状态！\t状态提升后，它们在超级华丽大赛的\t评价也会飞速上涨吧？
DLP_adventure_note_013_00	超级华丽大赛
DLP_adventure_note_013_01	<color=#F01E1EFF>\t超级华丽大赛\t</color>\t可以从\t<color=#F01E1EFF>\t家缘市\t</color>\t的\t<color=#F01E1EFF>\t华丽大赛会场\t</color>\t报名参加。\t参赛的４只宝可梦将通过视觉、舞蹈、\t招式，这３种评审来竞争最佳表演者！
DLP_adventure_note_013_02	视觉评审\t将会评价宝可梦的外表。\t你可以喂宝可梦吃宝芬来提升状态，\t也可以通过为球壳贴上贴纸等方式\t来狙击高分！
DLP_adventure_note_013_03_01	舞蹈评审\t将会评价宝可梦的节奏感。\t随着播放的音乐，\t结合音符按下\t<color=#F01E1EFF>\tＡ键\t</color>\t吧！\t看准演奏时机，\t狙击最高评价Brilliant吧！
DLP_adventure_note_013_03_02	舞蹈评审\t将会评价宝可梦的节奏感。\t随着播放的音乐，\t结合音符按下\t<color=#F01E1EFF>\tＡ键\t</color>\t吧！\t看准演奏时机，\t狙击最高评价Shining吧！
DLP_adventure_note_013_04	招式评审将会评价宝可梦的华丽大赛招式。\t请在报名时从拥有各种效果的\t招式中选出１个吧。\t招式在评审过程中只能使用\t<color=#F01E1EFF>\t１次\t</color>\t。\t选好绝佳时机好好表现吧！
DLP_adventure_note_013_05	<color=#F01E1EFF>\t超级华丽大赛\t</color>\t的主旨\t不仅是表演者间的竞争。\t通过表演者间的合作来活跃舞台气氛，\t来一场最华丽的表演吧！\t表演成功后\t难道会场也会变得豪华吗？
DLP_adventure_note_014_00	换装
DLP_adventure_note_014_01	在\t<color=#F01E1EFF>\t帷幕市\t</color>\t的\t<color=#F01E1EFF>\t挥指时尚精品馆\t</color>\t里，\t你可以购买，或是更换服装。\t根据心情，随心搭配\t只属于你的风格吧。
DLP_adventure_note_015_00	探险套装
DLP_adventure_note_015_01	<color=#F01E1EFF>\t探险套装\t</color>\t是专门为了探索\t地下大洞窟而准备的道具。\t可以从\t<color=#F01E1EFF>\t包包\t</color>\t的\t<color=#F01E1EFF>\t重要物品\t</color>\t口袋中使用。\t但它在室内或是迷宫等地\t无法使用。
DLP_adventure_note_016_00	地下大洞窟
DLP_adventure_note_016_01	<color=#F01E1EFF>\t地下大洞窟\t</color>\t是延伸在神奥地区的\t浩瀚的地下空间。\t它分为多个区域，\t根据使用\t<color=#F01E1EFF>\t探险套装\t</color>\t的地点，\t能够进入的区域也会有所不同。
DLP_adventure_note_016_02	<color=#F01E1EFF>\t地下大洞窟\t</color>\t里有些地方聚集着宝可梦。\t这种地方被称之为\t<color=#F01E1EFF>\t宝可梦秘巢\t</color>\t。\t根据秘巢的大小与地形的不同，\t出现的宝可梦也会有所不同，\t快去各种地方找找看吧！
DLP_adventure_note_016_03	通道里有些地点可以挖掘出\t<color=#F01E1EFF>\t化石\t</color>\t。\t只要按下\t<color=#F01E1EFF>\tＲ键\t</color>\t，\t能够挖掘的地点就会在雷达中闪烁。
DLP_adventure_note_016_04	在\t<color=#F01E1EFF>\t地下大洞窟\t</color>\t你可以建造\t属于自己的\t<color=#F01E1EFF>\t秘密基地\t</color>\t。\t只要对着墙壁使用\t<color=#F01E1EFF>\t挖洞钻\t</color>\t马上就能建好。\t在\t<color=#F01E1EFF>\t秘密基地\t</color>\t你可以摆放石像等，\t把它装扮成自己喜欢的样子吧！
DLP_adventure_note_017_00	挖掘化石
DLP_adventure_note_017_01	<color=#F01E1EFF>\t挖掘化石\t</color>\t时不仅能挖到化石，\t还能发现各种道具以及宝物。\t不过每挖一下，墙壁的裂纹就会蔓延，\t最后会导致墙壁崩塌，\t挖的时候小心点吧！
DLP_adventure_note_017_02	灵活分配使用道具\t是顺利挖掘前进的关键。\t<color=#F01E1EFF>\t鹤嘴锄\t</color>\t的挖掘范围窄，\t但挖掘时造成的裂纹也小。\t<color=#F01E1EFF>\t榔头\t</color>\t虽然会造成较大的裂纹，\t但可以大范围挖掘。
DLP_adventure_note_017_03	墙壁有各种不同的硬度。\t硬度可以根据石头的大小\t以及颜色来区分。\t要小心，\t其中还有无法深挖的墙壁。
DLP_adventure_note_017_04	有时还能从墙壁中挖出石盒。\t石盒里面装着石像，装饰在秘密基地中\t就会产生特别的效果！
DLP_adventure_note_018_00	宝可梦秘巢
DLP_adventure_note_018_01	<color=#F01E1EFF>\t宝可梦秘巢\t</color>\t是会聚集宝可梦的舒适空间。\t这里和地表不同，宝可梦们不用掩藏\t自由地生活。\t触碰宝可梦就会开始战斗！
DLP_adventure_note_018_02	秘巢拥有着沙地，\t以及地底湖等各种环境，\t因此聚集的宝可梦也会有所不同。\t另外，秘巢的空间大小不一，\t宝可梦越大，就越喜欢宽广的秘巢。
DLP_adventure_note_019_00	秘密基地
DLP_adventure_note_019_01	自己拥有的\t<color=#F01E1EFF>\t石像\t</color>\t\t可以装饰在\t<color=#F01E1EFF>\t秘密基地\t</color>\t里。\t<color=#F01E1EFF>\t石像\t</color>\t还可以摆放在台座上。
DLP_adventure_note_019_02	摆放\t<color=#F01E1EFF>\t石像\t</color>\t好像会使\t聚集在\t<color=#F01E1EFF>\t宝可梦秘巢\t</color>\t的宝可梦的\t种类以及数量发生改变。\t尝试摆放各种\t<color=#F01E1EFF>\t石像\t</color>\t，\t看看都会聚集来什么宝可梦吧。
DLP_adventure_note_019_03	<color=#F01E1EFF>\t秘密基地\t</color>\t可以扩建。\t扩建基地能够增加\t可摆放的\t<color=#F01E1EFF>\t石像\t</color>\t的数量。\t扩建时需要使用\t挖化石时所挖出的各种\t<color=#F01E1EFF>\t玉\t</color>\t。
DLP_adventure_note_019_04	联机后进入\t<color=#F01E1EFF>\t地下大洞窟\t</color>\t就能发现其他玩家的\t<color=#F01E1EFF>\t秘密基地\t</color>\t。\t你可以通过那个基地的\t<color=#F01E1EFF>\t菜单\t</color>\t打开那里的\t<color=#F01E1EFF>\t石像\t</color>\t的效果！
DLP_adventure_note_020_00	玫瑰公园
DLP_adventure_note_020_01	坐落在\t<color=#F01E1EFF>\t２２１号道路\t</color>\t尽头的\t<color=#F01E1EFF>\t玫瑰公园\t</color>\t，\t汇集了来自全国各地的训练家与宝可梦。\t据说从古至今，绚丽绽放的玫瑰花都有着\t吸引强者的力量。
DLP_adventure_note_020_02	将地下大洞窟中挖到的\t<color=#F01E1EFF>\t谜之碎片\t</color>\t带去那里，就可以交换\t<color=#F01E1EFF>\t石板\t</color>\t。\t<color=#F01E1EFF>\t石板\t</color>\t可以在遍布于\t<color=#F01E1EFF>\t玫瑰公园\t</color>\t各处的\t大厅中使用。
DLP_adventure_note_020_03	这些大厅中分别安置了台座，\t使用与台座相符的\t<color=#F01E1EFF>\t石板\t</color>\t后，\t你就会被引至其他空间。\t在那里你能够遇到传说的宝可梦！
DLP_adventure_note_021_00	联盟交谊厅
DLP_adventure_note_021_01a	在\t<color=#F01E1EFF>\t联盟交谊厅\t</color>\t可以使用本地联机，\t或是通过互联网与其他玩家\t交换宝可梦以及对战。\t可以通过\t<color=#F01E1EFF>\t宝可梦中心\t</color>\t的前台前往。
DLP_adventure_note_021_02	想与在附近的玩家一起游玩，\t你只需透过本地联机进入\t<color=#F01E1EFF>\t社群交谊厅\t</color>\t，\t又或是连上互联网进入\t<color=#F01E1EFF>\t全球交谊厅\t</color>\t，\t这样就能和全世界的玩家一起游玩了！
DLP_adventure_note_022_00	GMStation
DLP_adventure_note_022_01	在\t<color=#F01E1EFF>\t祝庆市\t</color>\t的\t<color=#F01E1EFF>\t全球奇迹交换中心\t</color>\t你可以和全世界的玩家\t<color=#F01E1EFF>\t奇迹交换\t</color>\t。\t它的乐趣就在于，尝试交换后\t才会知道换来的宝可梦是谁！
DLP_adventure_note_022_02	交换来的宝可梦会被记载到\t名叫地理网的地球仪上。\t反复尝试\t<color=#F01E1EFF>\t奇迹交换\t</color>\t，\t制作只属于你的宝可梦分布图吧！
DLP_adventure_note_023_00	大湿地
DLP_adventure_note_023_01	在\t<color=#F01E1EFF>\t野原市\t</color>\t的\t<color=#F01E1EFF>\t大湿地\t</color>\t可以游玩\t<color=#F01E1EFF>\t狩猎游戏\t</color>\t。\t只有名叫\t<color=#F01E1EFF>\t狩猎球\t</color>\t的专用的精灵球，\t才能捕捉在这里遇到的宝可梦。
DLP_adventure_note_023_02	游戏开始前你会得到\t<color=#F01E1EFF>\t３０个狩猎球\t</color>\t。\t用完\t<color=#F01E1EFF>\t狩猎球\t</color>\t或者行走超过\t<color=#F01E1EFF>\t５００步\t</color>\t后\t<color=#F01E1EFF>\t狩猎游戏\t</color>\t就会结束。
DLP_adventure_note_023_03	去瞧瞧\t<color=#F01E1EFF>\t展望台入口\t</color>\t２层的望远镜吧。\t这样就能了解到\t<color=#F01E1EFF>\t大湿地\t</color>\t的什么地方\t栖息着哪些宝可梦了。\t说不定还能发现\t只有在这里才能遇到的宝可梦呢？
DLP_adventure_note_024_00	贴纸与球壳装饰
DLP_adventure_note_024_01	将球壳贴上\t<color=#F01E1EFF>\t贴纸\t</color>\t，\t把你喜欢的宝可梦的精灵球\t装饰起来吧。\t这样宝可梦从精灵球中跳出来时，\t就会绽放出奇光异彩！
DLP_adventure_note_024_02	<color=#F01E1EFF>\t贴纸\t</color>\t拥有很多种类，\t有会飞散出爱心，\t又或是翩翩落下纸屑之类的，\t各种各样的特效。\t另外根据\t<color=#F01E1EFF>\t贴纸\t</color>\t的位置不同，\t精灵球弹开的方式也会不一样。
DLP_adventure_note_024_03	选择菜单中的\t<color=#F01E1EFF>\t球壳装饰\t</color>\t就能为球壳贴上\t<color=#F01E1EFF>\t贴纸\t</color>\t啦。\t分别在２Ｄ模式／３Ｄ模式\t这两种不同的模式中，\t将\t<color=#F01E1EFF>\t贴纸\t</color>\t贴在你喜欢的位置上，\t为你喜欢的宝可梦配上装饰好的球壳吧。
DLP_adventure_note_uitext_001	\t/\t
DLP_adventure_note_uitext_002	继续
DLP_adventure_note_uitext_003	关闭
DLP_adventure_note_002_simplified	有助于冒险的各种信息\t会一一被记录下来。\t从包包的重要物品里确认吧！
DLP_adventure_note_007_simplified	按下Ｒ键来启动，用点触来操作。\t长按Ｒ键就能收起来！
DLP_adventure_note_008_simplified	秘传招式就在宝可表的应用里！\t用秘传招式来清除障碍物吧！
DLP_adventure_note_010_simplified	从包包的重要物品里\t选择自行车来骑乘吧！\t按Ｂ键可换挡，使速度更快！
DLP_adventure_note_015_simplified	从包包的重要物品里\t使用探险套装，\t前往地下大洞窟吧！
DLP_adventure_note_021_01b	在\t<color=#F01E1EFF>\t联盟交谊厅\t</color>\t里可透过本地联机\t与附近的玩家交换宝可梦。\t联盟交谊厅可从\t<color=#F01E1EFF>\t宝可梦中心\t</color>\t的前台前往。
DLP_adventure_note_021_simplified	从宝可梦中心进入联盟交谊厅！\t与其他玩家交流吧！
DLP_adventure_note_022_simplified	在GMStation进行奇迹交换，\t制作只属于你的地球仪吧！
DLP_adventure_note_021_01a_patch1	在\t<color=#F01E1EFF>\t联盟交谊厅\t</color>\t可以使用本地联机，\t或是通过网络与其他玩家交换宝可梦。\t可以通过\t<color=#F01E1EFF>\t宝可梦中心\t</color>\t的前台前往。
simp_chinese_dlp_contestwaza_info.txt
CONTESTWAZA_INFO_000	―\t―\t―
CONTESTWAZA_INFO_001	没有追加效果。
CONTESTWAZA_INFO_002	\t秒之内，\t音符不会被判定为失败。
CONTESTWAZA_INFO_018	无法使用这个招式。\t虽然忘记之后就再也想不起来了，\t但还是建议忘记这个招式。
CONTESTWAZA_INFO_005	\t秒之内，\tHIGH度不会下降。
CONTESTWAZA_INFO_008	\t秒之内，\t比较容易累积爱心计量槽。
CONTESTWAZA_INFO_009	\t秒之内，\t更加容易累积爱心计量槽。
CONTESTWAZA_INFO_010	\t秒之内，\t非常容易累积爱心计量槽。
CONTESTWAZA_INFO_011	当宝可梦处于HIGH度提高的状态时，\t可获得的华丽点数将增加\t\t。
CONTESTWAZA_INFO_014	当宝可梦处于HIGH度下降的状态时，\t可获得的华丽点数将增加\t\t。
CONTESTWAZA_INFO_017	根据宝可梦HIGH度的不同，\t可以获得１～５的华丽点数。
simp_chinese_dlp_gmstation.txt
DLP_GMStation_001	想要利用GMStation，\t需要加入Nintendo Switch Online。\t请在加入Nintendo Switch Online后\t再来尝试。
DLP_GMStation_002	请确认连接环境。
DLP_GMStation_003	要结束GMStation吗？
DLP_GMStation_004	确定要删除这个标记吗？
DLP_GMStation_006	要在写入记录后开始奇迹交换吗？
DLP_GMStation_007	正在搜寻可以交换的对象……
DLP_GMStation_008	这个地点上已经标记了别的宝可梦。\t请决定要标记在这个地点上的宝可梦。
DLP_GMStation_009	新的宝可梦被标记下来了。
DLP_GMStation_010	已维持宝可梦的标记。
DLP_GMStation_011	查看详情
DLP_GMStation_012	删除
DLP_GMStation_013	将更改这个地点\t所标记的宝可梦。\t确定要继续吗？
DLP_GMStation_014	标记了新的宝可梦。
DLP_GMStation_015	已删除标记。
DLP_GMStation_016	GMStation
DLP_GMStation_017	New
DLP_GMStation_018	地点\t
DLP_GMStation_019	记录
DLP_GMStation_020	
DLP_GMStation_021	♀
DLP_GMStation_022	♂
DLP_GMStation_023	Lv.\t
DLP_GMStation_024	No.\t
DLP_GMStation_025	No.\t
DLP_GMStation_026	
DLP_GMStation_027	JPN
DLP_GMStation_028	ENG
DLP_GMStation_029	SPA
DLP_GMStation_030	FRA
DLP_GMStation_031	GER
DLP_GMStation_032	ITA
DLP_GMStation_033	KOR
DLP_GMStation_034	CHT
DLP_GMStation_035	CHS
DLP_GMStation_036	\t/\t\t/\t
DLP_GMStation_037	\t/\t
DLP_GMStation_038	旋转
DLP_GMStation_039	放大
DLP_GMStation_040	缩小
DLP_GMStation_041	利用GMStation
DLP_GMStation_042	听说明
DLP_GMStation_043	退出
DLP_GMStation_044	交换
DLP_GMStation_045	查看地球仪
DLP_GMStation_046	选择
DLP_GMStation_047	查看能力
DLP_GMStation_048	是
DLP_GMStation_049	否
DLP_GMStation_050	取消
DLP_GMStation_051	已取消交换。
DLP_GMStation_052	没有找到对象。
DLP_GMStation_053	已找到交换对象！\t开始交换。
DLP_GMStation_054	宝可梦的记录已满，\t请选择想要替换的宝可梦。
DLP_GMStation_055	要替换宝可梦的记录吗？
DLP_GMStation_056	已替换宝可梦的记录。
DLP_GMStation_057	要维持宝可梦的记录吗？
DLP_GMStation_058	已维持宝可梦的记录。
DLP_GMStation_059	要维持宝可梦的标记吗？
DLP_GMStation_060	达成标记\t\t个地点！
DLP_GMStation_061	完成标记所有地点！
DLP_GMStation_062	ーーーーー
DLP_GMStation_063	昵称
DLP_GMStation_064	图鉴No.
DLP_GMStation_065	名字
DLP_GMStation_066	属性
DLP_GMStation_067	初训家
DLP_GMStation_068	
DLP_GMStation_069	
DLP_GMStation_070	标记中
DLP_GMStation_071	----/--/--
DLP_GMStation_072	标记
DLP_GMStation_073	已删除宝可梦的记录。
DLP_GMStation_074	来交换宝可梦吧！
DLP_GMStation_075	确定
DLP_GMStation_076	返回
DLP_GMStation_077	要继续奇迹交换吗？
DLP_GMStation_078	请选择地点。
DLP_GMStation_079	即将删除宝可梦的记录。\t确定要继续吗？
DLP_GMStation_083	在GMStation中，可以通过\t互联网与全世界的人\t进行宝可梦的奇迹交换。\t当奇迹交换成立时，\t宝可梦会被标记在地球仪上。\t标记的地点数量增加的话，\t我们就会送您纪念品哦！\t反复进行奇迹交换，\t完成只属于您的地球仪吧！
DLP_GMStation_084	进行奇迹交换的时候，\t请先选择想要换出的宝可梦。\t不过，也有一部分宝可梦\t是无法进行交换的。\t接下来，选择地球仪上\t您喜欢的地点。\t比如，可以选择那只宝可梦\t有可能会栖息的地点。\t奇迹交换成立时，\t对方的宝可梦会被\t标记在您的地球仪上。\t同样，您的宝可梦也会被\t标记在对方的地球仪上。\t在接收到宝可梦之前，\t您不会知道换到的是什么宝可梦。\t总觉得让人心跳加速呢！
DLP_GMStation_085	可以查看反复进行奇迹交换\t所完成的属于自己的\t地球仪和地点。\t被标记的１个地点中\t最多可以记录５只宝可梦。\t另外，从记录中也可以\t更改标记的宝可梦，\t或是删除记录。\t并且还可以旋转或是\t放大缩小地球仪。\t请多多尝试吧。
DLP_GMStation_080	什么是GMStation
DLP_GMStation_081	奇迹交换
DLP_GMStation_082	查看地球仪
DLP_GMStation_086	取消
DLP_GMStation_087	作为达成标记的纪念品，\t获得了\t\t个神奇糖果！
DLP_GMStation_088	叫声
DLP_GMStation_089	加速
simp_chinese_dlp_halloffame_demo.txt
DLP_halloffame_demo_014	
DLP_halloffame_demo_015	Lv.\t
DLP_halloffame_demo_013	\t　ID\t\t　游戏时间\t\t:\t
simp_chinese_dlp_net_union_room.txt
DLP_net_union_room_001	大家可以查看彼此的训练家卡。\t对方到底经历了哪些冒险呢？\t您也很好奇吧！
DLP_net_union_room_002	这里有着形形色色的人，\t是难得的好机会。\t请多和他们搭搭话对对战，\t来磨炼自己身为训练家的技术吧！
DLP_net_union_room_003	交换宝可梦时\t如果选择能让对方高兴的宝可梦，\t交换就会比较容易成立哦！
DLP_net_union_room_004	只要通过记录混合\t来混合大家的各种记录，\t好像就会有好事发生哦！
DLP_net_union_room_005	连接的状况好像不太好，\t请您下次再来找我吧！
DLP_net_union_room_006	切换连接
DLP_net_union_room_007	……哎呀？\t这位客人，您没有加入\tNintendo Switch Online啊。\t要使用全球俱乐部，\t您就需要加入Nintendo Switch Online。\t请您在加入\tNintendo Switch Online后再来吧。
DLP_net_union_room_008	这位客人，您现在的心情\t是想做点什么呢？
DLP_net_union_room_009	什么都想做
DLP_net_union_room_010	我想对战
DLP_net_union_room_011	我想交换
DLP_net_union_room_012	来，请进。
DLP_net_union_room_013	要使用联盟交谊厅吗？
DLP_net_union_room_014	进入社群交谊厅
DLP_net_union_room_015	进入全球交谊厅
DLP_net_union_room_016	退出
DLP_net_union_room_017	即将离开社群交谊厅，\t确定要继续吗？
DLP_net_union_room_018	即将离开全球交谊厅，\t确定要继续吗？
DLP_net_union_room_019	离开了社群交谊厅。
DLP_net_union_room_020	离开了全球交谊厅。
DLP_net_union_room_021	辛苦了。那么，请下次再来。
DLP_net_union_room_022	要设置密码吗？
DLP_net_union_room_023	密码错误。
DLP_net_union_room_024	正在募集成员。
DLP_net_union_room_025	未募集到足够的成员。
DLP_net_union_room_026	正在分组。
DLP_net_union_room_027	要参加多人对战吗？
DLP_net_union_room_028	抱歉啊，名额已经满了。\t请下次再来吧。
DLP_net_union_room_114	仅贴上了现有的贴纸！
DLP_net_union_room_030	初次见面！
DLP_net_union_room_031	即将取消对战，\t确定要继续吗？
DLP_net_union_room_032	移动至全球交谊厅。
DLP_net_union_room_033	移动至社群交谊厅。
DLP_net_union_room_034	已移动至全球交谊厅。
DLP_net_union_room_035	已移动至社群交谊厅。
DLP_net_union_room_036	明白了，\t您现在是想对战的心情吧？\t我会尽量为您匹配\t相同心情的朋友的。
DLP_net_union_room_037	明白了，\t您现在是想交换的心情吧？\t我会尽量为您匹配\t相同心情的朋友的。
DLP_net_union_room_038	明白了，\t您现在是什么都想做的心情吧？\t我会尽量为您匹配\t相同心情的朋友的。
DLP_net_union_room_039	要用这个规则来对战吗？
DLP_net_union_room_040	记录混合
DLP_net_union_room_041	请选择对战队伍。
DLP_net_union_room_042	由２名玩家参加。\t双方各派出１只宝可梦上场，\t与对方进行对战。\t对战开始前，双方的宝可梦\t会被混合后重新分配。
DLP_net_union_room_043	欢迎光临宝可梦社群俱乐部的\t社群交谊厅！\t请问您需要帮助吗？
DLP_net_union_room_044	开始
DLP_net_union_room_045	和群组一起开始
DLP_net_union_room_046	用密语开始
DLP_net_union_room_047	退出
DLP_net_union_room_048	只能与同一个群组内的人连接。
DLP_net_union_room_049	哎呀？您好像还没加入群组呢。\t请先加入群组再使用本功能。
DLP_net_union_room_050	设定密语后，只有设定了\t相同密语的人可以与您连接。
DLP_net_union_room_051	这位客人，这边请！
DLP_net_union_room_053	您要使用全球交谊厅吗？
DLP_net_union_room_054	您要使用社群交谊厅吗？
DLP_net_union_room_055	即将重新进入社群交谊厅。
DLP_net_union_room_056	即将离开社群交谊厅。\t确定要继续吗？
DLP_net_union_room_057	即将离开全球交谊厅。\t确定要继续吗？
DLP_net_union_room_061	训练家们可以复制彼此的球壳装饰。\t把自己想展示的球壳装饰\t放到列表的最前面吧！\t对方的球壳装饰会自动\t复制到自己的列表里，\t请随意试试看吧！\t另外，若复制所需的贴纸数量不足，\t仍然能将现有的贴纸贴上球壳。
