english_dlp_adventure_note.txt
DLP_adventure_note_001_00	Your Adventure Begins
DLP_adventure_note_008_01	If you need to cut down a tree blocking your path,\tsmash a rock in your way, or fly to a familiar town,\tuse \t<color=#F01E1EFF>\thidden moves\t</color>\t from an app on your \t<color=#F01E1EFF>\tPokétch\t</color>\t.\tA wild Pokémon will come lend a helping wing or paw!
DLP_adventure_note_008_02	New hidden moves are added to the \t<color=#F01E1EFF>\tHidden\tMoves \t</color>\tapp on your \t<color=#F01E1EFF>\tPokétch \t</color>\twhen you obtain\tcertain TMs.\tIn order to use a \t<color=#F01E1EFF>\thidden move\t</color>\t outside of battle,\tyou’ll have to earn its corresponding Gym Badge\tfrom the various Gym Leaders across the region.
DLP_adventure_note_009_00	Fishing
DLP_adventure_note_009_01	By facing a body of water and using your \t<color=#F01E1EFF>\tfishing\trod\t</color>\t, you can go \t<color=#F01E1EFF>\tfishing\t</color>\t. When a Pokémon bites\tand “\t<color=#F01E1EFF>\t!\t</color>\t” appears, hurry and press the \t<color=#F01E1EFF>\tA Button\t</color>\tto reel it in.\tTry fishing in different areas to catch a wider\tvariety of Pokémon!
DLP_adventure_note_010_00	Bike Riding
DLP_adventure_note_010_01	Get on your \t<color=#F01E1EFF>\tbike \t</color>\tby selecting it from the \t<color=#F01E1EFF>\tKey\tItems \t</color>\tpocket of your Bag or by using a\t<color=#F01E1EFF>\tbike stand\t</color>\t.\tWhile riding your bike, you can ride over narrow\tlogs, but you can’t move through patches of\textra tall grass.
DLP_adventure_note_010_02	Press the \t<color=#F01E1EFF>\tB Button\t</color>\t while on your \t<color=#F01E1EFF>\tbike \t</color>\tto change gears.\tYour bike is easier to control in \t<color=#F01E1EFF>\tthird gear\t</color>\t, but in\t<color=#F01E1EFF>\tfourth gear\t</color>\t, it will gain speed and can even climb\tup steep, sandy slopes!
DLP_adventure_note_011_00	Walking with Pokémon
DLP_adventure_note_011_01	Even outside of Amity Square, you can take your\tPokémon on a walk—it’ll follow right behind you!\tJust select \t<color=#F01E1EFF>\tPokémon \t</color>\tfrom the menu, choose one\tof the Pokémon in your party, and select\t<color=#F01E1EFF>\tWalk together\t</color>\t.
DLP_adventure_note_012_00	Making Poffins
DLP_adventure_note_012_01	<color=#F01E1EFF>\tPoffins \t</color>\tare a kind of Pokémon food made from\t<color=#F01E1EFF>\tBerries\t</color>\t. You can make Poffins at Hearthome City’s\t<color=#F01E1EFF>\tAmity Square \t</color>\tor inside the \t<color=#F01E1EFF>\tPoffin House\t</color>\t.
DLP_adventure_note_012_02	To make a \t<color=#F01E1EFF>\tPoffin\t</color>\t, put up to four \t<color=#F01E1EFF>\tBerries \t</color>\tinto the\tpot and stir them up, taking care not to spill\tor scorch.\tYou’ll create different Poffins depending on which\tBerries you used and how well you stirred them.
DLP_adventure_note_012_03	You can raise a Pokémon’s \t<color=#F01E1EFF>\tconditions\t</color>\t, such as\tCoolness or Cuteness, by feeding it \t<color=#F01E1EFF>\tPoffins\t</color>\t.\tRaising a Pokémon’s conditions may give it a\tbetter shot at wowing the audience in Super\tContest Shows!
DLP_adventure_note_013_00	Super Contest Shows
DLP_adventure_note_013_01	You can participate in a \t<color=#F01E1EFF>\tSuper Contest Show\t</color>\t at\tthe \t<color=#F01E1EFF>\tContest Hall\t</color>\t in Hearthome City.\tFour Pokémon will compete—with the three\tevaluation criteria of \t<color=#F01E1EFF>\tVisual\t</color>\t, \t<color=#F01E1EFF>\tDancing\t</color>\t, and\t<color=#F01E1EFF>\tMoves\t</color>\t—to be named Star of the Show!
DLP_adventure_note_013_02	The \t<color=#F01E1EFF>\tVisual Evaluation\t</color>\t is based on a\tPokémon’s style.\tYou can earn a higher score by feeding your\tPokémon Poffins to raise its conditions and by\tusing Stickers to decorate its Ball Capsule.
DLP_adventure_note_013_03_01	The \t<color=#F01E1EFF>\tDance Evaluation\t</color>\t tests your sense of rhythm.\tPress the \t<color=#F01E1EFF>\tA Button\t</color>\t to match the \t<color=#F01E1EFF>\tnotes\t</color>\t that flow\tacross the screen in time with the music, and try\tto earn the best possible score: \t<color=#F01E1EFF>\tBrilliant\t</color>\t!
DLP_adventure_note_013_03_02	The \t<color=#F01E1EFF>\tDance Evaluation\t</color>\t tests your sense of rhythm.\tPress the \t<color=#F01E1EFF>\tA Button\t</color>\t to match the \t<color=#F01E1EFF>\tnotes\t</color>\t that flow\tacross the screen in time with the music, and\ttry to earn the best possible score: \t<color=#F01E1EFF>\tShining\t</color>\t!
DLP_adventure_note_013_04	The \t<color=#F01E1EFF>\tMove Evaluation\t</color>\t  is based on your \t<color=#F01E1EFF>\tContest\tMove\t</color>\t. Choose one of your Pokémon’s moves,\tnoting their various effects. You can only score\twith this move \t<color=#F01E1EFF>\tonce per contest show\t</color>\t—when the\tmoment feels right, that’s when it’s time to use it!
DLP_adventure_note_013_05	<color=#F01E1EFF>\tSuper Contest Shows\t</color>\t aren’t just about competing\twith the other contestants. You’ll want to work\ttogether to put on a successful show that really\texcites the crowd!\tIf you really go above and beyond, the stage itself\tmight have a stunning surprise in store...
DLP_adventure_note_014_00	Changing Clothes
DLP_adventure_note_014_01	Pay a visit to the \t<color=#F01E1EFF>\tMetronome Style Shop\t</color>\t located in\t<color=#F01E1EFF>\tVeilstone City\t</color>\t to buy clothes and change your outfit.\tWhy don’t you pick out a style all your own? Then\tyou can change your look whenever the mood\tstrikes you!
DLP_adventure_note_015_00	The Explorer Kit
DLP_adventure_note_015_01	The \t<color=#F01E1EFF>\tExplorer Kit\t</color>\t contains tools you need to enter\tthe \t<color=#F01E1EFF>\tGrand Underground\t</color>\t. You can find it in the\t<color=#F01E1EFF>\tKey Items \t</color>\tpocket of your \t<color=#F01E1EFF>\tBag\t</color>\t. Note that there are\tsome places, such as inside buildings, where you\tcan’t use it.
DLP_adventure_note_016_00	The Grand Underground
DLP_adventure_note_016_01	The \t<color=#F01E1EFF>\tGrand Underground\t</color>\t is a cavernous expanse\tlying just beneath the Sinnoh region’s surface.\tThe Underground is divided into several zones.\tWhich zone you enter depends on your location\twhen you use the \t<color=#F01E1EFF>\tExplorer Kit \t</color>\tfrom the surface.
DLP_adventure_note_016_02	There are certain areas within the \t<color=#F01E1EFF>\tGrand\tUnderground \t</color>\twhere Pokémon gather known as\t<color=#F01E1EFF>\tPokémon Hideaways\t</color>\t.\tDifferent Pokémon appear based on a hideaway’s\tsize and terrain, so keep searching and exploring!
DLP_adventure_note_016_03	There are certain points in the\tGrand Underground’s tunnels where you can try\tdigging for \t<color=#F01E1EFF>\tFossils\t</color>\t.\tThese spots will light up on your radar when you\tpress the \t<color=#F01E1EFF>\tR Button\t</color>\t.
DLP_adventure_note_016_04	In the \t<color=#F01E1EFF>\tGrand Underground\t</color>\t, you can set up your\tvery own \t<color=#F01E1EFF>\tSecret Base\t</color>\t. Just face a wall and use\tthe \t<color=#F01E1EFF>\tDigger Drill \t</color>\tto build it instantly! Feel free to\tplace \t<color=#F01E1EFF>\tstatues \t</color>\tin your Secret Base and decorate\tit however you like.
DLP_adventure_note_017_00	Digging for Fossils
DLP_adventure_note_017_01	While \t<color=#F01E1EFF>\tdigging for Fossils\t</color>\t, you can also find a\tvariety of other items and treasures. But each\ttime you dig, the cracks in the walls will grow\tlarger and larger, until the wall eventually\tcollapses. Dig carefully!
DLP_adventure_note_017_02	Use different tools to dig in the walls.\tThe \t<color=#F01E1EFF>\tpickax \t</color>\tonly covers a narrow area,\tbut the cracks it forms are smaller as\ta result. The \t<color=#F01E1EFF>\thammer \t</color>\tforms large\tcracks, but it can cover a broader area.
DLP_adventure_note_017_03	Some walls are harder than others. You can tell\thow hard a given wall is by the size and color of\tits stones.\tTake care—there are some parts of the walls that\tyou cannot dig through any further.
DLP_adventure_note_017_04	Sometimes, you may dig a \t<color=#F01E1EFF>\tstone box\t</color>\t out of the wall.\tThese stone boxes contain statues, which you can\tplace in your Secret Base to gain special effects!
DLP_adventure_note_018_00	Pokémon Hideaways
DLP_adventure_note_018_01	<color=#F01E1EFF>\tPokémon Hideaways \t</color>\tare subterranean areas where\tPokémon feel comfortable gathering in the open.\tPokémon in the \t<color=#F01E1EFF>\tUnderground \t</color>\taren’t hidden by tall\tgrass. If you come into contact with a Pokémon in its\thideaway, your battle will begin!
DLP_adventure_note_018_02	<color=#F01E1EFF>\tPokémon Hideaways\t</color>\t range from dusty caves to\tstill-water caverns, attracting different Pokémon.\tThese hideaways can be found in differing sizes,\ttoo. Naturally, larger Pokémon prefer\tbigger spaces.
DLP_adventure_note_019_00	Your Secret Base
DLP_adventure_note_019_01	You can place any \t<color=#F01E1EFF>\tstatues \t</color>\tyou have acquired in\tyour \t<color=#F01E1EFF>\tSecret Base\t</color>\t.\tYou can even place your \t<color=#F01E1EFF>\tstatues \t</color>\ton pedestals.
DLP_adventure_note_019_02	Placing a \t<color=#F01E1EFF>\tstatue \t</color>\tin your \t<color=#F01E1EFF>\tSecret Base\t</color>\t seems to\taffect the number and kinds of Pokémon that\tappear within \t<color=#F01E1EFF>\tPokémon Hideaways\t</color>\t.\tTry displaying various different statues to learn\twhat sorts of Pokémon they attract.
DLP_adventure_note_019_03	If you upgrade your \t<color=#F01E1EFF>\tSecret Base\t</color>\t by increasing its\tsize, you’ll get more room to display \t<color=#F01E1EFF>\tstatues\t</color>\t.\tTo get a bigger base, you’ll need a variety of\t<color=#F01E1EFF>\tspheres\t</color>\t, which can be found while digging\tfor \t<color=#F01E1EFF>\tFossils\t</color>\t.
DLP_adventure_note_019_04	If you go down to the \t<color=#F01E1EFF>\tGrand Underground\t</color>\t while\tcommunications are activated, you might spot\tanother player’s \t<color=#F01E1EFF>\tSecret Base\t</color>\t. Try looking inside!\tYou can even use the \t<color=#F01E1EFF>\tmenu \t</color>\tin another player’s\tSecret Base to activate the effect of its \t<color=#F01E1EFF>\tstatues\t</color>\tfor your own journey!
DLP_adventure_note_020_00	Ramanas Park
DLP_adventure_note_020_01	Lying at the end of \t<color=#F01E1EFF>\tRoute 221\t</color>\t, \t<color=#F01E1EFF>\tRamanas Park\t</color>\t is\tvisited by Trainers and Pokémon from all over.\tIt is said that Ramanas Park’s abundance of\tblooming roses attracts those with great strength,\tas it has since the Sinnoh region’s bygone days.
DLP_adventure_note_020_02	<color=#F01E1EFF>\tMysterious Shards\t</color>\t that you dig up while in the\tGrand Underground can be traded for \t<color=#F01E1EFF>\tslates\t</color>\t.\tYou can then use these slates in various rooms\tat \t<color=#F01E1EFF>\tRamanas Park\t</color>\t.
DLP_adventure_note_020_03	Each room at \t<color=#F01E1EFF>\tRamanas Park \t</color>\tholds a \t<color=#F01E1EFF>\tpedestal\t</color>\t.\tIf you use the \t<color=#F01E1EFF>\tslate \t</color>\tthat matches a given pedestal,\tyou may find yourself in a mysterious new space.\tIn these spaces, you can encounter\t<color=#F01E1EFF>\tLegendary Pokémon\t</color>\t!
DLP_adventure_note_021_00	The Union Room
DLP_adventure_note_021_01a	In the \t<color=#F01E1EFF>\tUnion Room\t</color>\t, you can use local\tcommunication or the internet to trade Pokémon\tand battle with other Trainers. You can enter from\ta \t<color=#F01E1EFF>\tPokémon Center\t</color>\t.
DLP_adventure_note_021_02	Visit the \t<color=#F01E1EFF>\tLocal Room\t</color>\t to connect with other\tplayers nearby, or enter the \t<color=#F01E1EFF>\tGlobal Room\t</color>\t\tto connect over the internet with players\tfrom all around the world!
DLP_adventure_note_022_00	The Global Wonder Station
DLP_adventure_note_022_01	At the \t<color=#F01E1EFF>\tGlobal Wonder Station\t</color>\t (GWS) in \t<color=#F01E1EFF>\tJubilife\tCity\t</color>\t, you can make \t<color=#F01E1EFF>\tWonder Trades\t</color>\t with players\tworldwide. You never know what Pokémon you\tmight receive in a Wonder Trade until it arrives!
DLP_adventure_note_022_02	Pokémon you receive at the \t<color=#F01E1EFF>\tGWS\t</color>\t are recorded on\ta globe called the \t<color=#F01E1EFF>\tGeonet\t</color>\t. Make \t<color=#F01E1EFF>\tWonder Trades\t</color>\tuntil you fill up your very own Pokémon\tdistribution map!
DLP_adventure_note_023_00	The Great Marsh
DLP_adventure_note_023_01	At the \t<color=#F01E1EFF>\tGreat Marsh\t</color>\t in \t<color=#F01E1EFF>\tPastoria City\t</color>\t, you can play\tthe \t<color=#F01E1EFF>\tSafari Game\t</color>\t. To catch any Pokémon there,\tyou’ll have use a special item called the \t<color=#F01E1EFF>\tSafari Ball\t</color>\t.
DLP_adventure_note_023_02	When you start the \t<color=#F01E1EFF>\tSafari Game\t</color>\t, you’ll be given\t<color=#F01E1EFF>\t30 Safari Balls\t</color>\t. After you have taken \t<color=#F01E1EFF>\t500 steps\t</color>\t,\tor run out of Safari Balls, the Safari Game will\tofficially end.
DLP_adventure_note_023_03	Before starting the \t<color=#F01E1EFF>\tSafari Game\t</color>\t, use the\t<color=#F01E1EFF>\tObservatory Gate\t</color>\t’s second floor telescope.\tYou may see which Pokémon are in the\t<color=#F01E1EFF>\tGreat Marsh\t</color>\t and spot a Pokémon that\tyou can’t find anywhere else in the region!
DLP_adventure_note_024_00	Stickers & Capsule Decoration
DLP_adventure_note_024_01	Place \t<color=#F01E1EFF>\tStickers \t</color>\ton Ball Capsules to decorate your\tfavorite Pokémon’s Poké Balls. They’ll burst open\tbeautifully when your Pokémon jumps out!
DLP_adventure_note_024_02	From bursting heart shapes to showers of confetti,\tthere are many different kinds of \t<color=#F01E1EFF>\tStickers\t</color>\tfeaturing all sorts of exciting \t<color=#F01E1EFF>\teffects\t</color>\t.\tJust remember that the motion a \t<color=#F01E1EFF>\tBall Capsule\t</color>\tmakes when it opens depends on the exact\tposition of any Stickers you placed.
DLP_adventure_note_024_03	Select \t<color=#F01E1EFF>\tCapsule Decoration\t</color>\t from the menu to place\t<color=#F01E1EFF>\tStickers \t</color>\ton a \t<color=#F01E1EFF>\tBall Capsule\t</color>\t. You can use both 2D\tmode and 3D mode to apply your Stickers.\tWhen you’re finished, you can assign a Ball\tCapsule to your favorite Pokémon for extra flair!
DLP_adventure_note_uitext_001	\t/\t
DLP_adventure_note_uitext_002	 Next
DLP_adventure_note_uitext_003	 Close
DLP_adventure_note_002_simplified	Useful information for your adventure will be\tadded to this Guidebook. You can check it in\tyour Bag’s Key Items pocket!
DLP_adventure_note_007_simplified	Press the R Button to open your Pokétch,\tcontrol it by using the touch screen,\tand hold down the R Button to close it!
DLP_adventure_note_008_simplified	Use hidden moves from the Hidden Moves\tPokétch app to remove or bypass obstacles!
DLP_adventure_note_010_simplified	Ride your bike from your Bag’s Key Items pocket.\tPress the B Button to speed up or improve control!
DLP_adventure_note_015_simplified	Use the Explorer Kit from your Bag’s Key Items\tpocket to visit the Grand Underground!
DLP_adventure_note_021_01b	In the \t<color=#F01E1EFF>\tUnion Room\t</color>\t, you can use local communication\tto trade Pokémon with players nearby. You can enter\tfrom a \t<color=#F01E1EFF>\tPokémon Center\t</color>\t.
DLP_adventure_note_021_simplified	You can interact with other players by visiting\tthe Union Room inside any Pokémon Center!
DLP_adventure_note_022_simplified	Customize your personal globe by making\tWonder Trades in the GWS!
DLP_adventure_note_021_01a_patch1	In the \t<color=#F01E1EFF>\tUnion Room\t</color>\t, you can use local\tcommunication or the internet to trade Pokémon\twith other Trainers. You can enter from\ta \t<color=#F01E1EFF>\tPokémon Center\t</color>\t.
english_dlp_contestwaza_info.txt
CONTESTWAZA_INFO_000	
CONTESTWAZA_INFO_001	This move has no additional effects.
CONTESTWAZA_INFO_002	For \t\t seconds, missed notes will not be judged.
CONTESTWAZA_INFO_018	This move can’t be used.\tIt’s recommended that this move is forgotten.\tOnce forgotten, this move can’t be remembered.
CONTESTWAZA_INFO_005	Groove will not drop for \t\t seconds.
CONTESTWAZA_INFO_008	For \t\t seconds, it will be a bit easier to fill up the\tHeart Gauge.
CONTESTWAZA_INFO_009	For \t\t seconds, it will be easier to fill up the\tHeart Gauge.
CONTESTWAZA_INFO_010	For \t\t seconds, it will be much easier to fill up the\tHeart Gauge.
CONTESTWAZA_INFO_011	Hype Points gained will increase by \t\t if groove\tis positive.
CONTESTWAZA_INFO_014	Hype Points gained will increase by \t\t if groove\tis negative.
CONTESTWAZA_INFO_017	You will receive 1−5 Hype Points, depending on the\tPokémon’s groove.
english_dlp_gmstation.txt
DLP_GMStation_001	A paid Nintendo Switch Online membership is\trequired to use the Global Wonder Station.\tPlease try to access GWS features again if you\tbecome a Nintendo Switch Online member.
DLP_GMStation_002	Please check your connection.
DLP_GMStation_003	Are you finished using the GWS?
DLP_GMStation_004	This icon will be deleted. Is that OK?
DLP_GMStation_006	Would you like to save your progress and start\ta Wonder Trade?
DLP_GMStation_007	Searching for a Trainer to trade with...
DLP_GMStation_008	This point already has a Pokémon’s icon on it.\tPlease choose which Pokémon’s icon to display.
DLP_GMStation_009	The new Pokémon’s icon has been set.
DLP_GMStation_010	The Pokémon icon has been left as it was.
DLP_GMStation_011	See details
DLP_GMStation_012	Delete
DLP_GMStation_013	Would you like to change the Pokémon icon\tdisplayed on this point?
DLP_GMStation_014	A new Pokémon icon has been set on the Globe.
DLP_GMStation_015	The icon has been deleted.
DLP_GMStation_016	Global Wonder Station
DLP_GMStation_017	New
DLP_GMStation_018	Point \t
DLP_GMStation_019	Records
DLP_GMStation_020	
DLP_GMStation_021	♀
DLP_GMStation_022	♂
DLP_GMStation_023	Lv. \t
DLP_GMStation_024	No. \t
DLP_GMStation_025	No. \t
DLP_GMStation_026	
DLP_GMStation_027	JPN
DLP_GMStation_028	ENG
DLP_GMStation_029	SPA
DLP_GMStation_030	FRA
DLP_GMStation_031	GER
DLP_GMStation_032	ITA
DLP_GMStation_033	KOR
DLP_GMStation_034	CHT
DLP_GMStation_035	CHS
DLP_GMStation_036	\t/\t\t/\t
DLP_GMStation_037	\t/\t
DLP_GMStation_038	 Rotate
DLP_GMStation_039	 Zoom In
DLP_GMStation_040	 Zoom Out
DLP_GMStation_041	Use the GWS
DLP_GMStation_042	Tell me more
DLP_GMStation_043	No, thanks
DLP_GMStation_044	Trade
DLP_GMStation_045	View globe
DLP_GMStation_046	Select
DLP_GMStation_047	Check summary
DLP_GMStation_048	Yes
DLP_GMStation_049	No
DLP_GMStation_050	 Quit
DLP_GMStation_051	The trade has been canceled.
DLP_GMStation_052	No trade partner was found.
DLP_GMStation_053	A trade partner has been found for you!\tBeginning trade...
DLP_GMStation_054	Your Pokémon records are full. Please select a\tPokémon to replace.
DLP_GMStation_055	Would you like to replace this Pokémon record?
DLP_GMStation_056	The Pokémon record has been replaced.
DLP_GMStation_057	Would you like to leave the Pokémon records as\tthey are?
DLP_GMStation_058	The Pokémon records have been left as is.
DLP_GMStation_059	Would you like to leave the Pokémon icon as is?
DLP_GMStation_060	You’ve successfully marked \t\t points!
DLP_GMStation_061	You’ve collected all marks!
DLP_GMStation_062	—
DLP_GMStation_063	Nickname
DLP_GMStation_064	Pokédex No.
DLP_GMStation_065	Name
DLP_GMStation_066	Type
DLP_GMStation_067	Original Trainer
DLP_GMStation_068	
DLP_GMStation_069	
DLP_GMStation_070	Currently marked
DLP_GMStation_071	--/--/----
DLP_GMStation_072	Mark
DLP_GMStation_073	The Pokémon’s records have been deleted.
DLP_GMStation_074	Try trading Pokémon!
DLP_GMStation_075	 Confirm
DLP_GMStation_076	 Back
DLP_GMStation_077	Would you like to continue the Wonder Trade?
DLP_GMStation_078	Please select a point.
DLP_GMStation_079	The Pokémon’s records will be deleted.\tIs that OK?
DLP_GMStation_083	At the GWS, you can connect with people all\tover the world through the internet to conduct\tPokémon Wonder Trades.\tWhen a Wonder Trade is complete, an icon of a\tPokémon will appear on the globe.\tYou’ll collect rewards as you fill more points on\tthe globe with icons!\tKeep making Wonder Trades to complete your\tvery own globe!
DLP_GMStation_084	To make a Wonder Trade, first select a Pokémon\tyou want to trade.\tBe warned that there are some Pokémon you\tcan’t trade, though.\tNext, choose any point you like on the globe.\tFor example, it could be a place where you think\tyour chosen Pokémon might live.\tWhen the Wonder Trade is complete, an icon of\tyour trade partner’s Pokémon will appear on\tyour globe.\tLikewise, your Pokémon’s icon will appear on\tyour trade partner’s globe.\tYou won’t know what Pokémon you’ll receive\tuntil it arrives.\tI think that’s pretty exciting!
DLP_GMStation_085	As you make more Wonder Trades, you can view\tthe points on the globe you’re filling in.\tEach point marked on the globe can hold records\tof up to five Pokémon.\tYou can change the Pokémon icon shown or\tdelete records.\tYou can also spin the globe, or enlarge or shrink\tit, so go ahead and try it out!
DLP_GMStation_080	The GWS
DLP_GMStation_081	Wonder Trades
DLP_GMStation_082	Viewing the globe
DLP_GMStation_086	Quit
DLP_GMStation_087	You received \t\t Rare \t\t as a reward for\tfilling in your globe!
DLP_GMStation_088	 Cry
DLP_GMStation_089	Speed Up
english_dlp_halloffame_demo.txt
DLP_halloffame_demo_014	
DLP_halloffame_demo_015	Lv. \t
DLP_halloffame_demo_013	\t ID: \t\t Time: \t\t:\t
english_dlp_net_union_room.txt
DLP_net_union_room_001	You can view each other’s Trainer Cards.\tDon’t you wonder what sort of adventures other\tplayers are having?
DLP_net_union_room_002	Many different people come here.\tIt’s a great opportunity to talk to everyone,\tbattle them, and improve your skills as a Trainer!
DLP_net_union_room_003	You’re much more likely to have a successful\ttrade if you choose a Pokémon that you think\tyour trade partner would be happy to receive!
DLP_net_union_room_004	As for record mixing, I hear that something good\tmay happen if you mix your records with others’!
DLP_net_union_room_005	It looks like your connection is unstable.\tPlease talk to me again later!
DLP_net_union_room_006	Toggle connection
DLP_net_union_room_007	It appears that you are not currently a\tNintendo Switch Online member.\tA paid Nintendo Switch Online membership is\trequired to use the Global Club.\tPlease try to access the Global Club again if you\tbecome a Nintendo Switch Online member.
DLP_net_union_room_008	What would you like to do right now?
DLP_net_union_room_009	No preference!
DLP_net_union_room_010	I’d like to battle!
DLP_net_union_room_011	I’d like to trade!
DLP_net_union_room_012	Please, come on in.
DLP_net_union_room_013	Would you like to use the Union Room?
DLP_net_union_room_014	Enter the Local Room
DLP_net_union_room_015	Enter the Global Room
DLP_net_union_room_016	Never mind
DLP_net_union_room_017	You will leave the Local Room. Is that OK?
DLP_net_union_room_018	You will leave the Global Room. Is that OK?
DLP_net_union_room_019	You have left the Local Room.
DLP_net_union_room_020	You have left the Global Room.
DLP_net_union_room_021	Thank you. Please come again.
DLP_net_union_room_022	Would you like to set a password?
DLP_net_union_room_023	The password is incorrect.
DLP_net_union_room_024	Searching for members...
DLP_net_union_room_025	Failed to find enough members.
DLP_net_union_room_026	Dividing into teams...
DLP_net_union_room_027	Would you like to join a Multi Battle?
DLP_net_union_room_028	Sorry. We already have enough members.\tMaybe next time!
DLP_net_union_room_114	Only the Stickers you own have been attached!
DLP_net_union_room_030	Nice to meet you!
DLP_net_union_room_031	Do you want to cancel the battle?
DLP_net_union_room_032	Taking you to the Global Room...
DLP_net_union_room_033	Taking you to the Local Room...
DLP_net_union_room_034	You’re now in the Global Room.
DLP_net_union_room_035	You’re now in the Local Room.
DLP_net_union_room_036	Oh, you’re in the mood to battle, are you?\tI’ll try to find friends who want to do the same.
DLP_net_union_room_037	Oh, you’re in the mood to trade, are you?\tI’ll try to find friends who want to do the same.
