another_name.tbl
msg_another_name_00	カロスチャンピオン　[VAR 0102(0000)]
msg_another_name_36	ワールドチャンピオン　[VAR 0102(0000)]
msg_another_name_37	きらめくおもいでの　[VAR 0102(0000)]
msg_another_name_38	あついおもいでの　[VAR 0102(0000)]
msg_another_name_39	ホウエンチャンピオン　[VAR 0102(0000)]
msg_another_name_40	でんせつてきスターの　[VAR 0102(0000)]
msg_another_name_41	かつてスターの　[VAR 0102(0000)]
msg_another_name_42	とうじきれいだった　[VAR 0102(0000)]
msg_another_name_43	かつてアイドルの　[VAR 0102(0000)]
msg_another_name_44	てんさいとよばれた　[VAR 0102(0000)]
msg_another_name_45	むかしはムキムキの　[VAR 0102(0000)]
msg_another_name_46	アローラチャンピオン　[VAR 0102(0000)]
msg_another_name_47	ロイヤルマスター　[VAR 0102(0000)]
msg_another_name_48	ツリーウィナー　[VAR 0102(0000)]
msg_another_name_49	ツリーマスター　[VAR 0102(0000)]
msg_another_name_50	ガラルチャンピオン　[VAR 0102(0000)]
msg_another_name_51	タワーマスター　[VAR 0102(0000)]
msg_another_name_52	ランクマスター　[VAR 0102(0000)]
msg_another_name_53	はらペコの　[VAR 0102(0000)]
msg_another_name_54	おねむな　[VAR 0102(0000)]
msg_another_name_55	そろそろねむい　[VAR 0102(0000)]
msg_another_name_56	はやくにめざめた　[VAR 0102(0000)]
msg_another_name_57	くもをみつめる　[VAR 0102(0000)]
msg_another_name_58	あめにむせぶ　[VAR 0102(0000)]
msg_another_name_59	かみなりにさわぐ　[VAR 0102(0000)]
msg_another_name_60	ゆきにころがる　[VAR 0102(0000)]
msg_another_name_61	こごえふるえる　[VAR 0102(0000)]
msg_another_name_62	のどカラカラの　[VAR 0102(0000)]
msg_another_name_63	すなにまみれる　[VAR 0102(0000)]
msg_another_name_64	きりにとまどう　[VAR 0102(0000)]
msg_another_name_65	うんめいかんじる　[VAR 0102(0000)]
msg_another_name_66	つりたてピチピチの　[VAR 0102(0000)]
msg_another_name_67	カレーずきな　[VAR 0102(0000)]
msg_another_name_68	ひとになれてる　[VAR 0102(0000)]
msg_another_name_69	ひとをしらない　[VAR 0102(0000)]
msg_another_name_70	あばれんぼうの　[VAR 0102(0000)]
msg_another_name_71	なにもかんがえてない　[VAR 0102(0000)]
msg_another_name_72	ドキドキしてる　[VAR 0102(0000)]
msg_another_name_73	ワクワクしてる　[VAR 0102(0000)]
msg_another_name_74	オーラをかんじる　[VAR 0102(0000)]
msg_another_name_75	クールな　[VAR 0102(0000)]
msg_another_name_76	アグレッシブな　[VAR 0102(0000)]
msg_another_name_77	ボーっとしてる　[VAR 0102(0000)]
msg_another_name_78	しあわせそうな　[VAR 0102(0000)]
msg_another_name_79	プンプンおこる　[VAR 0102(0000)]
msg_another_name_80	ニコニコわらう　[VAR 0102(0000)]
msg_another_name_81	メソメソなく　[VAR 0102(0000)]
msg_another_name_82	ごきげんな　[VAR 0102(0000)]
msg_another_name_83	ふきげんな　[VAR 0102(0000)]
msg_another_name_84	ちてきな　[VAR 0102(0000)]
msg_another_name_85	あれくるう　[VAR 0102(0000)]
msg_another_name_86	スキをねらう　[VAR 0102(0000)]
msg_another_name_87	いかつい　[VAR 0102(0000)]
msg_another_name_88	やさしげな　[VAR 0102(0000)]
msg_another_name_89	あわてんぼうの　[VAR 0102(0000)]
msg_another_name_90	やるきまんまんの　[VAR 0102(0000)]
msg_another_name_91	やるきゼロの　[VAR 0102(0000)]
msg_another_name_92	ふんぞりかえった　[VAR 0102(0000)]
msg_another_name_93	じしんのない　[VAR 0102(0000)]
msg_another_name_94	そぼくな　[VAR 0102(0000)]
msg_another_name_95	きどっている　[VAR 0102(0000)]
msg_another_name_96	げんきいっぱいの　[VAR 0102(0000)]
msg_another_name_97	どこかくたびれた　[VAR 0102(0000)]
msg_another_name_98	とおいむかしの　[VAR 0102(0000)]
msg_another_name_99	トゥインクルスター　[VAR 0102(0000)]
msg_another_name_100	パルデアチャンピオン　[VAR 0102(0000)]
msg_another_name_101	でっかい　[VAR 0102(0000)]
msg_another_name_102	ちっちゃい　[VAR 0102(0000)]
msg_another_name_103	トレジャーハンター　[VAR 0102(0000)]
msg_another_name_104	たよれるあいぼう　[VAR 0102(0000)]
msg_another_name_105	グルメな　[VAR 0102(0000)]
msg_another_name_106	せんざいいちぐうの　[VAR 0102(0000)]
msg_another_name_107	オヤブンだった　[VAR 0102(0000)]
msg_another_name_108	さいきょう　[VAR 0102(0000)]
msg_another_name_109	ヌシだった　[VAR 0102(0000)]
appli_header.tbl
appli_header_00_00	[~ 43]
appli_header_00_01	バッグ
appli_header_00_02	わざマシンマシン
appli_header_00_03	N/A
appli_header_00_04	髪型の設定
appli_header_00_05	服装
appli_header_00_06	プレビュー
appli_header_00_07	顔
appli_header_00_08	ユニオンサークル
appli_header_00_09	ポケポータル
appli_header_00_10	[VAR 01D2(0000)] / 買う
appli_header_00_11	[VAR 01D2(0000)] / 売る
appli_header_00_12	ステータス
appli_header_00_13	わざマシンマシン / ＬＰ交換
appli_header_00_14	テラレイドバトル検索
appli_header_00_15	設定
appli_header_restaurant01	まいど・さんど
appli_header_restaurant02	バル・キバル
appli_header_restaurant03	レストラン　鮮度一番！
appli_header_restaurant04	ローリングドリーマー
appli_header_restaurant05	ローリングドリーマー
appli_header_restaurant06	来来来軒
appli_header_restaurant07	ガストロノミー　ファミリア
appli_header_restaurant08	ファミリーレストラン　バラト
appli_header_restaurant09	喫茶室なぎさ
appli_header_restaurant10	学生食堂
appli_header_restaurant11	宝食堂
appli_header_restaurant12	ハイダイ倶楽部
appli_header_restaurant13	チュロスにチュ！
appli_header_restaurant14	串のトリコ
appli_header_restaurant15	カントークレープ
appli_header_restaurant16	あまいやつめたいや
appli_header_restaurant18	あまいやつめたいや
appli_header_boutique_bag	CEOOU
appli_header_boutique_eye	メガネの里
appli_header_boutique_foot	パルデア靴センター
appli_header_boutique_head	キャ・ブール
appli_header_boutique_leg	あしのとも
appli_header_boutique_high_price	ベルダー
appli_header_boutique_low_price	R＆T
appli_header_boutique_ride	セグーロ
appli_header_hairsalon	ヘアメイクサロン　リボーン
appli_header_dlc	追加コンテンツ
app_common.tbl
msg_common_18_keywait	[~ 64]
msg_common_28_keywait	[~ 64]
msg_common_30_keywait	[~ 64]
msg_common_01	[~ 64]
msg_common_02	[~ 64]
msg_common_03	[~ 64]
msg_common_04	[~ 64]
msg_common_05	[~ 64]
msg_common_06	[~ 64]
msg_common_07	[~ 64]
msg_common_08	[~ 64]
msg_common_08_02	[~ 64]
msg_common_09	[~ 64]
msg_common_10	[~ 64]
msg_common_11	[~ 64]
msg_common_11_02	[~ 64]
msg_common_12	[~ 64]
msg_common_12_02	[~ 64]
msg_common_12_03	[~ 64]
msg_common_12_08	[~ 64]
msg_common_13	[~ 64]
msg_common_13_09	[~ 64]
msg_common_14	[~ 64]
msg_common_14_02	[~ 64]
msg_common_14_03	[~ 64]
msg_common_14_08	[~ 64]
msg_common_15	[~ 64]
msg_common_15_04	[~ 64]
msg_common_16	[~ 64]
msg_common_16_04	[~ 64]
msg_common_16_05	[~ 64]
msg_common_16_07	[~ 64]
msg_common_18	[~ 64]
msg_common_18_02	[~ 64]
msg_common_18_03	[~ 64]
msg_common_18_04	[~ 64]
msg_common_18_05	[~ 64]
msg_common_18_07	[~ 64]
msg_common_18_10	[~ 64]
msg_common_18_11	[~ 64]
msg_common_20	[~ 64]
msg_common_20_05	[~ 64]
msg_common_20_11	[~ 64]
msg_common_21_03	[~ 64]
msg_common_22	[~ 64]
msg_common_22_02	[~ 64]
msg_common_22_03	[~ 64]
msg_common_23	[~ 64]
msg_common_23_02	[~ 64]
msg_common_24	[~ 64]
msg_common_S_01	[~ 64]
msg_common_S_02	[~ 64]
msg_common_S_03	[~ 64]
msg_common_S_04	[~ 64]
msg_common_S_05	[~ 64]
msg_common_S_06	[~ 64]
msg_common_S_07	[~ 64]
msg_common_S_08	[~ 64]
msg_common_S_09	[~ 64]
msg_common_S_10	[~ 64]
msg_common_S_12	[~ 64]
msg_common_S_14	[~ 64]
msg_common_S_16	[~ 64]
msg_common_num_Lv	[~ 64]
bag.tbl
msg_ui_bag_okodukai_00	[~ 390]
msg_ui_bag_okodukai_01	[VAR 0206(0000,0000)]円
msg_ui_bag_category	[VAR 0112(0000)]
msg_ui_bag_category_00	[~ 390]
msg_ui_bag_itemname	[VAR 0109(0000)]
msg_ui_bag_itemdescription	[~ 390]
msg_ui_bag_lv_00	Lv.[VAR 0202(0000)]
msg_ui_bag_pokename	[VAR 0102(0000)]
msg_ui_bag_hp_00	HP
msg_ui_bag_hp_01	/
msg_ui_bag_hp_02	[VAR 0203(0000,0000)]
msg_ui_bag_hp_03	[VAR 0203(0000,0000)]
msg_ui_bag_wazamachine_type	タイプ
msg_ui_bag_wazamachine_classification	ぶんるい
msg_ui_bag_wazamachine_power	いりょく
msg_ui_bag_wazamachine_power_00	[VAR 0202(0000)]
msg_ui_bag_wazamachine_hit	めいちゅう
msg_ui_bag_wazamachine_power_01	[VAR 0202(0000)]
msg_ui_bag_wazamachine_nodata	-
msg_ui_bag_wazamachine_pp	PP
msg_ui_bag_wazamachine_pp_00	[VAR 0201(0000)]
xxx_msg_ui_bag_wazamachine_id	[~ 390]
msg_ui_bag_wazamachine_id	[VAR 0202(0000)]
msg_ui_bag_pp_00	[VAR 0201(0000)]/[VAR 0201(0001)]
msg_ui_bag_pp_01	[~ 390]
msg_ui_bag_pp_02	[~ 390]
msg_ui_bag_new_count	[~ 390]
msg_ui_bag_itemname_list	[VAR 0109(0000)]
msg_ui_bag_new	[~ 390]
msg_ui_bag_itemcount_00	×
msg_ui_bag_itemcount_01	[VAR 0202(0000)]
msg_ui_bag_option_decision	決定
msg_ui_bag_option_return	もどる
msg_ui_bag_option_favorite	お気に入り
msg_ui_bag_option_sort	ならべかえ
msg_ui_bag_noitem	ありません
msg_ui_bag_wazamashine_msg_00	どの　ポケモンに　[VAR FF01(0001,0002,4F7F,3064,304B)]使いますか？
msg_ui_bag_wazamashine_msg_01	[VAR 0102(0000)]と　[VAR 0107(0001)]は\n[VAR FF01(0002,0005,76F8,6027,3042,3044,3057,3087,3046)]相性が　[VAR FF01(0001,0002,60AA,308F,308B)]悪かった！\c\n[VAR 0107(0001)]は\n[VAR FF01(0001,0002,899A,304A,307C)]覚えられない！\c
msg_ui_bag_wazamashine_msg_02	[VAR 0102(0000)]は　すでに\n[VAR 0107(0001)]を　[VAR FF01(0001,0002,899A,304A,307C)]覚えています\c
msg_ui_bag_wazamashine_msg_05	わざマシンを　[VAR FF01(0002,0003,8D77,52D5,304D,3069,3046)]起動した！\c
msg_ui_bag_wazamashine_msg_06	[VAR 0102(0000)]は\n[VAR 0107(0001)]を　[VAR FF01(0001,0002,899A,304A,307C)]覚えた！[VAR BE05(0004)][VAR BE05(0001)]\c
msg_ui_bag_wazamashine_msg_07	[VAR 0102(0000)]は　[VAR FF01(0001,0003,65B0,3042,305F,3089)]新しく\n[VAR 0107(0001)]を　[VAR FF01(0001,0002,899A,304A,307C)]覚えたい……\c\n[VAR 0107(0001)]の　かわりに\nほかの[VAR FF01(0001,0002,6280,308F,3056)]技を　[VAR FF01(0001,0002,5FD8,308F,3059)]忘れさせますか？
msg_ui_bag_wazamashine_msg_08	１[WAIT 10]　２の[WAIT 10]　…[WAIT 10]…[WAIT 20]　ポカン！[VAR BE05(0003)][VAR BE05(0005)]\c\n[VAR 0102(0000)]は\n[VAR 0107(0001)]を　[VAR FF01(0001,0002,5FD8,308F,3059)]忘れて\r\n[VAR BE05(0006)][VAR 0107(0002)]を　[VAR FF01(0001,0002,899A,304A,307C)]覚えた！[VAR BE05(0004)]\c
msg_ui_bag_wazamashine_msg_09	[VAR 0102(0000)]は　[VAR 0107(0001)]を\n[VAR FF01(0001,0002,899A,304A,307C)]覚えずに　[VAR FF01(0001,0001,7D42,304A)]終わった！\c
msg_ui_bag_wazamashine_msg_10	[VAR 0107(0000)]の　かわりに\n[VAR FF01(0001,0002,5FD8,308F,3059)]忘れる[VAR FF01(0001,0002,6280,308F,3056)]技を　[VAR FF01(0001,0002,9078,3048,3089)]選んでください！\c
msg_ui_bag_wazamashine_msg_11	[~ 390]
msg_ui_bag_wazamashine_msg_12	[~ 390]
msg_ui_bag_wazamashine_msg_13	[~ 390]
msg_ui_bag_wazamashine_msg_14	[~ 390]
msg_ui_bag_wazamashine_msg_15	はい
msg_ui_bag_wazamashine_msg_16	いいえ
msg_ui_bag_wazamashine_memory_00	覚える！
msg_ui_bag_wazamashine_memory_01	覚えない
xxx_msg_ui_bag_wazamashine_memory_00	[~ 390]
xxx_msg_ui_bag_wazamashine_memory_01	[~ 390]
msg_ui_bag_wazamashine_memory_02	覚えている
msg_ui_bag_tokuseicapsule_00	使える！
msg_ui_bag_tokuseicapsule_01	使えない
msg_ui_bag_registration_00	[~ 390]
msg_ui_bag_registration_01	[~ 390]
msg_ui_bag_registration_02	[~ 390]
msg_ui_bag_konseki_00	[~ 390]
msg_ui_bag_konseki_01	[~ 390]
msg_ui_bag_konseki_02	[~ 390]
msg_ui_bag_konseki_03	[~ 390]
msg_ui_bag_konseki_04	[~ 390]
msg_ui_bag_konseki_05	[~ 390]
msg_ui_bag_shop_00	N/A
msg_ui_bag_shop_01	[VAR 0202(0000)]
msg_ui_bag_shop_02	×
msg_ui_bag_shop_03	[VAR 0207(0000,0000)]円
msg_ui_bag_shop_04	買いとり価格
msg_ui_bag_shop_05	それなら　[VAR 0207(0000,0000)][VAR FF01(0001,0002,5186,3048,3093)]円で\nお[VAR FF01(0001,0001,5F15,3072)]引きとり　しましょうか？
msg_ui_bag_shop_06	はい
msg_ui_bag_shop_07	いいえ
msg_ui_bag_shop_08	---
msg_ui_bag_shop_09	[VAR 0109(0000)]を\nいくつ　[VAR FF01(0001,0001,58F2,3046)]売りますか？
msg_ui_bag_shop_10	[VAR 0109(0000)]を\n[VAR FF01(0001,0001,8CB7,304B)]買い[VAR FF01(0001,0001,53D6,3068)]取ることは　できません\c
msg_ui_bag_shop_11	[VAR 0109(0000)]を　[VAR FF01(0001,0002,6E21,308F,305F)]渡して\n[VAR 0207(0001,0000)][VAR FF01(0001,0002,5186,3048,3093)]円を　[VAR FF01(0001,0001,53D7,3046)]受けとった\c
msg_ui_bag_shop_11_s	[VAR 0109(0000)]を　[VAR FF01(0001,0002,6E21,308F,305F)]渡して\n[VAR 0207(0001,0000)][VAR FF01(0001,0002,5186,3048,3093)]円を　[VAR FF01(0001,0001,53D7,3046)]受けとった\c
msg_ui_bag_sort_01	種類順
msg_ui_bag_sort_02	名前順
msg_ui_bag_sort_04	NEW
msg_ui_bag_sort_03	番号順
msg_ui_bag_sort_05	お気に入り
msg_ui_bag_sort_06	やめる
msg_ui_bag_sort_msg_00	どのならびに　かえますか？
msg_ui_bag_sort_msg_01	[VAR FF01(0003,0007,7A2E,985E,9806,3057,3085,308B,3044,3058,3085,3093)]種類順に\n[VAR FF01(0001,0001,6301,3082)]持ち[VAR FF01(0001,0002,7269,3082,306E)]物を　[VAR FF01(0002,0003,6574,7406,305B,3044,308A)]整理しました！\c
msg_ui_bag_sort_msg_02	[VAR FF01(0003,0006,540D,524D,9806,306A,307E,3048,3058,3085,3093)]名前順に\n[VAR FF01(0001,0001,6301,3082)]持ち[VAR FF01(0001,0002,7269,3082,306E)]物を　[VAR FF01(0002,0003,6574,7406,305B,3044,308A)]整理しました！\c
msg_ui_bag_sort_msg_03	[VAR FF01(0003,0007,756A,53F7,9806,3070,3093,3054,3046,3058,3085,3093)]番号順に\n[VAR FF01(0001,0001,6301,3082)]持ち[VAR FF01(0001,0002,7269,3082,306E)]物を　[VAR FF01(0002,0003,6574,7406,305B,3044,308A)]整理しました！\c
msg_ui_bag_sort_msg_05	お[VAR FF01(0001,0001,6C17,304D)]気に[VAR FF01(0001,0001,5165,3044)]入りの　[VAR FF01(0001,0001,6301,3082)]持ち[VAR FF01(0001,0002,7269,3082,306E)]物を\n[VAR FF01(0002,0003,6574,7406,305B,3044,308A)]整理しました！\c
msg_ui_bag_sort_msg_04	[VAR FF01(0001,0003,65B0,3042,305F,3089)]新しく　[VAR FF01(0001,0001,624B,3066)]手に[VAR FF01(0001,0001,5165,3044)]入れた\n[VAR FF01(0001,0001,6301,3082)]持ち[VAR FF01(0001,0002,7269,3082,306E)]物を　[VAR FF01(0002,0003,6574,7406,305B,3044,308A)]整理しました！\c
msg_ui_bag_use	つかう
msg_ui_bag_have	もたせる
msg_ui_bag_freespace	[~ 390]
msg_ui_bag_evert	[~ 390]
msg_ui_bag_registration	[~ 390]
msg_ui_bag_gakushusouchi_00	オン
msg_ui_bag_gakushusouchi_01	オフ
msg_ui_bag_leave	やめる
msg_ui_bag_use_msg_00	[VAR 0109(0000)]を　どうしますか？
msg_ui_bag_use_msg_01	[VAR 0102(0000)]の　[VAR FF01(0002,0005,4F53,529B,305F,3044,308A,3087,304F)]体力が\n[VAR 0202(0001)]　[VAR FF01(0002,0004,56DE,5FA9,304B,3044,3075,304F)]回復した！\c
msg_ui_bag_use_msg_02	[VAR 0102(0000)]は\n[VAR FF01(0002,0003,5143,6C17,3052,3093,304D)]元気を　とりもどした！\c
msg_ui_bag_use_msg_03	[VAR 0102(0000)]の　どくは\nきれい　さっぱり　なくなった！\c
msg_ui_bag_use_msg_04	[VAR 0102(0000)]の\n[VAR FF01(0001,0003,4F53,304B,3089,3060)]体の　しびれが　とれた！\c
msg_ui_bag_use_msg_05	[VAR 0102(0000)]の\nやけどが　なおった！\c
msg_ui_bag_use_msg_06	[VAR 0102(0000)]の\n[VAR FF01(0001,0003,4F53,304B,3089,3060)]体の　こおりが　とけた！\c
msg_ui_bag_use_msg_08	[VAR 0102(0000)]は\n[VAR FF01(0001,0001,76EE,3081)]目を　[VAR FF01(0001,0001,899A,3055)]覚ました！\c
msg_ui_bag_use_msg_09	[VAR 0102(0000)]は\n[VAR FF01(0002,0004,5065,5EB7,3051,3093,3053,3046)]健康に　なった！\c
msg_ui_bag_use_msg_10	[VAR 0102(0000)]は　[VAR 010D(0001)]の\n[VAR FF01(0002,0002,57FA,790E,304D,305D)]基礎ポイントが　あがった！\c
msg_ui_bag_use_msg_11	[VAR 0102(0000)]は\nちょっと　なついた！\c\n[VAR 010D(0001)]の\n[VAR FF01(0002,0002,57FA,790E,304D,305D)]基礎ポイントが　さがった！\c
msg_ui_bag_use_msg_12	[VAR 0102(0000)]は\n[VAR FF01(0002,0004,6700,9AD8,3055,3044,3053,3046)]最高に　なついている！\c\n[VAR 010D(0001)]の\n[VAR FF01(0002,0002,57FA,790E,304D,305D)]基礎ポイントが　さがった！\c
msg_ui_bag_use_msg_13	[VAR 0102(0000)]は\nちょっと　なついた！\c\n[VAR 010D(0001)]の\n[VAR FF01(0002,0002,57FA,790E,304D,305D)]基礎ポイントは　もうさがらない！\c
msg_ui_bag_use_msg_14	[VAR 0100(0000)]は\n[VAR 0109(0001)]を　[VAR FF01(0001,0002,4F7F,3064,304B)]使った！\c
msg_ui_bag_use_msg_15	まだ[VAR FF01(0001,0002,524D,307E,3048)]前に　[VAR FF01(0001,0002,4F7F,3064,304B)]使った\nスプレーの　[VAR FF01(0002,0003,52B9,679C,3053,3046,304B)]効果が　[VAR FF01(0001,0002,6B8B,306E,3053)]残ってます！\c
msg_ui_bag_use_msg_16	[VAR 0109(0000)]を　[VAR FF01(0001,0001,6301,3082)]持たせた！\c
msg_ui_bag_use_msg_17	[VAR 0109(0000)]を　[VAR FF01(0001,0002,9810,3042,305A)]預かって\n[VAR 0109(0001)]を　[VAR FF01(0001,0001,6301,3082)]持たせた！\c
msg_ui_bag_use_msg_18	[VAR 0109(0000)]を\n[VAR FF01(0001,0001,6301,3082)]持たせることは　できません！\c
msg_ui_bag_use_msg_19	[VAR FF01(0001,0002,4F7F,3064,304B)]使っても　[VAR FF01(0002,0003,52B9,679C,3053,3046,304B)]効果がないよ\c
msg_ui_bag_use_msg_20	[VAR FF01(0004,0009,6821,9577,5148,751F,3053,3046,3061,3087,3046,305B,3093,305B,3044)]校長先生の　[VAR FF01(0002,0003,8A00,8449,3053,3068,3070)]言葉……\n[VAR 0100(0000)]さん！　[VAR FF01(0002,0003,9053,5177,3069,3046,3050)]道具には\r\n[VAR FF01(0001,0002,4F7F,3064,304B)]使いどきが　ありますよ\c
msg_ui_bag_use_msg_21	ポケモンが　いませんよ！\c
msg_ui_bag_use_msg_22	どの　ポケモンに　[VAR FF01(0001,0002,4F7F,3064,304B)]使いますか？
msg_ui_bag_use_msg_23	どの　ポケモンに　[VAR FF01(0001,0001,6301,3082)]持たせますか？
msg_ui_bag_use_msg_24	タマゴには　[VAR FF01(0001,0001,6301,3082)]持たせられません\c
msg_ui_bag_use_msg_25	パワーポイントが　[VAR FF01(0002,0004,56DE,5FA9,304B,3044,3075,304F)]回復した！\c
msg_ui_bag_use_msg_26	[VAR 0109(0000)]と\n[VAR 0109(0001)]を　とりかえますか？
msg_ui_bag_use_msg_27	どの[VAR FF01(0001,0002,6280,308F,3056)]技を　[VAR FF01(0002,0004,56DE,5FA9,304B,3044,3075,304F)]回復する？
msg_ui_bag_use_msg_28	どの[VAR FF01(0001,0002,6280,308F,3056)]技を　[VAR FF01(0001,0001,5897,3075)]増やす？
msg_ui_bag_use_msg_29	[VAR 0107(0000)]の\nパワーポイントが　[VAR FF01(0001,0001,5897,3075)]増えた！\c
msg_ui_bag_use_msg_30	バッグが　[VAR FF01(0002,0004,4E00,676F,3044,3063,3071,3044)]一杯で\n[VAR FF01(0002,0003,9053,5177,3069,3046,3050)]道具を　[VAR FF01(0001,0001,53D7,3046)]受け[VAR FF01(0001,0001,53D6,3068)]取れません！\c
msg_ui_bag_use_msg_31	タマゴには　[VAR FF01(0001,0001,6301,3082)]持たせられません\c
msg_ui_bag_use_msg_32	パワーポイントが　[VAR FF01(0002,0004,56DE,5FA9,304B,3044,3075,304F)]回復した！\c
msg_ui_bag_use_msg_37	[VAR BE05(0005)][VAR 0102(0000)]は\nレベル[VAR 0202(0001)]　に　あがった！\c
msg_ui_bag_use_msg_39	ひんしの　ポケモンには\n[VAR FF01(0001,0002,4F7F,3064,304B)]使えません\c
msg_ui_bag_use_msg_43	[VAR FF01(0002,0002,624B,6301,3066,3082)]手持ちが　いっぱい　なので\n[VAR FF01(0002,0003,5206,96E2,3076,3093,308A)]分離できません\c
msg_ui_bag_use_msg_43b	[VAR FF01(0002,0002,624B,6301,3066,3082)]手持ちが　いっぱい　なので\n[VAR FF01(0002,0003,5206,96E2,3076,3093,308A)]分離できません\c
msg_ui_bag_use_msg_45	がくしゅうそうちを　オンに　しました\c
msg_ui_bag_use_msg_46	がくしゅうそうちを　オフに　しました\c
msg_ui_bag_use_msg_47	[VAR 0107(0001)]の　[VAR FF01(0002,0003,52B9,679C,3053,3046,304B)]効果で\n[VAR 0102(0000)]には　[VAR FF01(0001,0002,4F7F,3064,304B)]使えません！\c
msg_ui_bag_use_msg_67	お[VAR FF01(0001,0001,6C17,304D)]気に[VAR FF01(0001,0001,5165,3044)]入りの　ピクニック[VAR FF01(0002,0004,7528,54C1,3088,3046,3072,3093)]用品！\n……ピクニックで　[VAR FF01(0001,0002,4F7F,3064,304B)]使おう！\c
msg_ui_bag_use_msg_68	わざマシンマシンで　[VAR FF01(0001,0002,4F7F,3064,304B)]使える\nポケモンの　おとしものだ！\c
msg_ui_bag_use_msg_69	[~ 390]
msg_ui_bag_use_msg_70	ペパーから　[VAR FF01(0002,0003,624B,6E21,3066,308F,305F)]手渡された\nスカーレットブックだ！\c\n[VAR FF01(0002,0005,5927,6614,304A,304A,3080,304B,3057)]大昔の[VAR FF01(0001,0002,4EBA,3072,3068)]人が　エリアゼロを　[VAR FF01(0002,0004,63A2,691C,305F,3093,3051,3093)]探検した\n[VAR FF01(0002,0003,8A18,9332,304D,308D,304F)]記録が　[VAR FF01(0002,0003,633F,7D75,3055,3057,3048)]挿絵とともに　[VAR FF01(0001,0002,63CF,3048,304C)]描かれている！\c
msg_ui_bag_use_msg_71	ペパーから　[VAR FF01(0002,0003,624B,6E21,3066,308F,305F)]手渡された\nバイオレットブックだ！\c\n[VAR FF01(0002,0005,5927,6614,304A,304A,3080,304B,3057)]大昔の[VAR FF01(0001,0002,4EBA,3072,3068)]人が　エリアゼロを　[VAR FF01(0002,0004,63A2,691C,305F,3093,3051,3093)]探検した\n[VAR FF01(0002,0003,8A18,9332,304D,308D,304F)]記録が　[VAR FF01(0002,0003,633F,7D75,3055,3057,3048)]挿絵とともに　[VAR FF01(0001,0002,63CF,3048,304C)]描かれている！\c
msg_ui_bag_waza_00	[VAR 0107(0000)]
msg_ui_bag_waza_05	PP
msg_ui_bag_waza_01	[~ 390]
msg_ui_bag_waza_02	[~ 390]
msg_ui_bag_waza_03	[~ 390]
msg_ui_bag_waza_04	[~ 390]
msg_ui_bag_bicycle_00	[~ 390]
msg_ui_bag_bicycle_01	[~ 390]
msg_ui_bag_use_union_msg_00	ひんしの　ポケモンとは\n[VAR FF01(0002,0004,5408,4F53,304C,3063,305F,3044)]合体できません\c
msg_ui_bag_use_union_msg_00b	ひんしの　ポケモンとは\n[VAR FF01(0002,0004,5408,4F53,304C,3063,305F,3044)]合体できません\c
msg_ui_bag_use_union_msg_01	その　ポケモンとは\n[VAR FF01(0002,0004,5408,4F53,304C,3063,305F,3044)]合体できません\c
