01_Opening.wmbt
Movie_Opening_01_Announcer	Long ago...
Movie_Orbulon_Title_Orbulon	Sweet Dreams, Sweeter Fruit
Movie_Orbulon_Prologue_01_Orbulon	Ahhh! Earth fruit is so tasty!
Movie_Orbulon_Prologue_09_Orbulon	Waaaaaah!
Movie_Orbulon_Prologue_10_Orbulon	Guh?!
Movie_Orbulon_Prologue_11_Orbulon	Yaaaaaah!
Movie_Orbulon_Prologue_12_Orbulon	Where am I? Unknown.\r\nWho am I?! Also unknown...
Movie_Orbulon_Prologue_13_Orbulon	Awesome! I am a god! Keep worshipping me!
Movie_Orbulon_Epilogue_04_Orbulon	Orbulon is sorry! How could he\r\npossibly forget— Oof!
Movie_Orbulon_Epilogue_05_Orbulon	Where am I? Unknown.\r\nWho am I?! Also unknown...
07_Remix1.wmbt
Movie_Remix1_Title_Lulu	Not-So-Relaxing Rapids
Movie_Remix1_Prologue_06_Mona	Oh no!
Movie_Remix1_Prologue_08_Penny	This isn't good!
Movie_Remix1_Prologue_09_Red	Waterfall straight ahead!
Movie_Remix1_Prologue_10_Mona	Aaah!
Movie_Remix1_Prologue_13_Mona	Huh? We landed on a...
Movie_Remix1_Prologue_14_Mona	Tour bus!
Movie_Remix1_Prologue_15_Mona	Hooraaay!
Movie_Remix1_Epilogue_00_Spot	King Caresaway the First
08_Cricket.wmbt
Movie_Cricket_Title_Cricket	Battle on Flashfreeze Cape!
Movie_Cricket_Prologue_00_Spot	Flashfreeze Cape
Movie_Cricket_Prologue_02_Cricket	Hyah!
Movie_Cricket_Prologue_04_Cricket	Master!
Movie_Cricket_Prologue_05_Cricket	Will this do?
Movie_Cricket_Prologue_06_Mantis	We shall know soon enough...
Movie_Cricket_Prologue_07_Cricket	Understood.
Movie_Cricket_Prologue_09_Cricket	Where did this snow come from?
Movie_Cricket_Prologue_10_Mantis	Hmm...
Movie_Cricket_Prologue_12_Penguin	You're pretty quick on your feet\r\nto have dodged that.
Movie_Cricket_Prologue_14_Penguin	I challenge you to microcombat!
Movie_Cricket_Prologue_15_Cricket	Challenge accepted!
Movie_Cricket_Epilogue_01_Penguin	I...I'm impressed.
Movie_Cricket_Epilogue_03_KungfuGirl	Guess you got me!
Movie_Cricket_Epilogue_04_KungfuGirl	Just like a fellow disciple should.
Movie_Cricket_Epilogue_07_KungfuGirl	I'll just have to train harder now.
Movie_Cricket_Epilogue_08_KungfuGirl	Till next time!
Movie_Cricket_Epilogue_09_Cricket	Who WAS that?
Movie_Cricket_Epilogue_10_Mantis	It will come to me...
09_Kat.wmbt
Movie_Kat_Title_Kat	The Grand Parfait Adventure
Movie_Kat_Prologue_02_Kat	A Caresaway Parfait!
Movie_Kat_Prologue_05_Leo	Thanks for the map, guys!
Movie_Kat_Prologue_06_Leo	See ya!
Movie_Kat_Prologue_07_Kat	Wait!
Movie_Kat_Prologue_08_Ana	Where'd he go?
Movie_Kat_Prologue_09_Kat	Up there!
Movie_Kat_Prologue_10_Leo	Lay off, will ya?
Movie_Kat_Prologue_12_Kat	Oh no!
Movie_Kat_Prologue_14_Kat	Let's go!
Movie_Kat_Epilogue_01_Kat	Hyah!
Movie_Kat_Epilogue_02_Ana	Yay, it worked!
Movie_Kat_Epilogue_03_Kat	No time to waste!
Movie_Kat_Epilogue_05_Waiter	Here you are, ladies!
Movie_Kat_Epilogue_06_Waiter	One Caresaway Parfait!
Movie_Kat_Epilogue_08_Kat	Time for sweets!
Movie_Kat_Epilogue_08_Ana	Time for sweets!
Movie_Kat_Epilogue_09_Leo	But I'm still salty!
10_Jimmy.wmbt
Movie_Jimmy_Title_Jimmy	Surfin' Surprise
Movie_Jimmy_Prologue_01_Jimmy	Oooh.
Movie_Jimmy_Prologue_06_Jimmy	Whoa... This board BITES!
Movie_Jimmy_Prologue_11_BeachGirlA	Comin' through!
Movie_Jimmy_Epilogue_01_Jimmy	Groovy.
11_Dribble.wmbt
Movie_Dribble_Title_Dribble	Makin' Waves
Movie_Dribble_Prologue_01_Spitz	Ahhh, this is the life, Dribble, my friend...
Movie_Dribble_Prologue_03_Spitz	Wake up, buddy! We've got trouble!
Movie_Dribble_Prologue_04_Dribble	Ungh?
Movie_Dribble_Prologue_05_Spitz	Look at where we are!
Movie_Dribble_Prologue_06_Ken	Great!
Movie_Dribble_Prologue_07_Ken	With this final entry, we're ready to race!
Movie_Dribble_Prologue_08_Dribble	How'd we even get in here?!
Movie_Dribble_Prologue_09_Ken	And now, the Caresaway Grand Prix...\r\nis about to begin!
Movie_Dribble_Prologue_10_Spitz	I...I guess we're racing now?!
Movie_Dribble_Prologue_11_Dribble	I'm on it!
Movie_Dribble_Prologue_12_Ken	Three...
Movie_Dribble_Prologue_13_Ken	Two...
Movie_Dribble_Prologue_14_Ken	One...
Movie_Dribble_Prologue_15_Ken	GOOO!
Movie_Dribble_Epilogue_01_Spitz	Left!
Movie_Dribble_Epilogue_02_Spitz	Nah, your other left, Dribble!
Movie_Dribble_Epilogue_03_Dribble	Copy that, Spitz!
Movie_Dribble_Epilogue_04_Ken	What a FINISH!
Movie_Dribble_Epilogue_05_Ken	The winner of the Caresaway Grand Prix is...
Movie_Dribble_Epilogue_06_Ken	The power-paddlin', turbo-tubin'...\r\nHigh-Octane Hippo!
Movie_Dribble_Epilogue_07_Dribble	GRRRAAAH!
Movie_Dribble_Epilogue_08_Dribble	Any minute now! I can smell that finish line!
12_Ninevolt.wmbt
Movie_Ninevolt_Title_Ninevolt	Quest in the Dark
Movie_Ninevolt_Prologue_00_Spot	Pack-'Em-In Plaza
Movie_Ninevolt_Prologue_01_Fivevolt	OK, everyone! I'll see you back\r\nhere at five o'clock sharp.
Movie_Ninevolt_Prologue_02_Eighteenvolt	Yo, 9-Volt! Come on, man!
Movie_Ninevolt_Prologue_03_Ninevolt	Just gotta save real quick!
Movie_Ninevolt_Prologue_04_Eighteenvolt	Good call, but hurry it up!
Movie_Ninevolt_Prologue_06_Fivevolt	AAAAAAH!
Movie_Ninevolt_Prologue_08_Eighteenvolt	AAAAAAH!
Movie_Ninevolt_Prologue_08_Thirteenamp	AAAAAAH!
Movie_Ninevolt_Prologue_09_Ninevolt	Hey, guys! Where'd ya go?
Movie_Ninevolt_Prologue_10_Ninevolt	Wait a sec! That's 18-Volt's...
Movie_Ninevolt_Prologue_11_Ninevolt	He's not...in THERE, is he?
Movie_Ninevolt_Epilogue_04_Ninevolt	It's OK! I'm here to save everyone!
Movie_Ninevolt_Epilogue_05_Ninevolt	AAAAAAH!
Movie_Ninevolt_Epilogue_07_Manager	Welcome to my shop!
Movie_Ninevolt_Epilogue_08_Ninevolt	Look at all these video games!
Movie_Ninevolt_Epilogue_09_Manager	Are you gonna buy anything? Or just...
13_Remix2.wmbt
Movie_Remix2_Title_Fivevolt	Pool-Party Panic
Movie_Remix2_Prologue_02_Kat	Haaa!
Movie_Remix2_Prologue_04_Kat	The ball's stuck...
Movie_Remix2_Prologue_05_Fivevolt	Maybe if we all pull together!
Movie_Remix2_Prologue_06_Dribble	I'm on it!
Movie_Remix2_Prologue_07_Ninevolt	And...pull! And...pull!
Movie_Remix2_Prologue_08_Spitz	Hnnngh!
Movie_Remix2_Prologue_09_Spitz	Gah!
Movie_Remix2_Prologue_10_Octopus	Ouchopuuus!
Movie_Remix2_Prologue_11_Jimmy	Harsh vibes, man!
Movie_Remix2_Prologue_17_Cricket	What a stroke of luck!
Movie_Remix2_Prologue_18_Cricket	We landed on a tour bus!
Movie_Remix2_Prologue_19_Cricket	Let's gooo!
Movie_Remix2_Prologue_20_Cricket	Yeaaah!
Movie_Remix2_Epilogue_01_Ninevolt	That was awesome, Poolopus!
Movie_Remix2_Epilogue_02_Ana	Can you throw us all again?!
14_WarioDx.wmbt
Movie_WarioDx_Title_Wario	Lava at First Sight
Movie_WarioDx_Prologue_00_Spot	Perspiration Peak Volcano
Movie_WarioDx_Prologue_01_Wario	Wahaha!
Movie_WarioDx_Prologue_02_Wario	I knew it!
Movie_WarioDx_Prologue_03_Wario	Gimme all the gold right now!\r\nGimme, gimme, gimme!
Movie_WarioDx_Prologue_04_Wario	I'll just start with the biggest one...FIRST...
Movie_WarioDx_Prologue_06_Wario	AAAH!
Movie_WarioDx_Prologue_07_Wario	What's happeniiing?!
Movie_WarioDx_Prologue_08_Wario	WAH!
Movie_WarioDx_Prologue_10_Elder	So...the seal has been broken.
Movie_WarioDx_Prologue_11_Crowd	Elder!
Movie_WarioDx_Prologue_12_Elder	{[0106|CD03]}To lift the curse and calm the\r\nmountain...we must all...{[0105|8800CD13]}{[0104]}{[0106|CD04]}{[0106|CD05]}dance.
Movie_WarioDx_Prologue_13_Mona	Did you say..."dance"?
Movie_WarioDx_Prologue_14_Jimmy	Jimmy's gotcha covered on the\r\nmovin' and groovin'!
Movie_WarioDx_Prologue_15_Kat	Let's help him out!
Movie_WarioDx_Prologue_16_Ana	Yeah, this'll be great, everyone!
Movie_WarioDx_Prologue_17_Jimmy	Let's...
Movie_WarioDx_Prologue_18_Jimmy	dance!
Movie_WarioDx_Epilogue_02_Wario	Wahahaaa!
Movie_WarioDx_Epilogue_05_Wario	Hrrrngh...
Movie_WarioDx_Epilogue_06_Wario	Huh?!
Movie_WarioDx_Epilogue_07_Wario	Who are you?
Movie_WarioDx_Epilogue_08_Wario	What's all this?!
Movie_WarioDx_Epilogue_10_Wario	HRRRGH!
Movie_WarioDx_Epilogue_11_Wario	I'm trapped! Heeelp! I'm trapped! Hnnngh!
Movie_WarioDx_Epilogue_12_Announcer	With the curse lifted and the mountain\r\nappeased...all lived on happily ever after!
Movie_WarioDx_Epilogue_13_Wario	Waaah! Not ME! Worst vacation ever!
15_CastRoll.wmbt
Movie_CastRoll_Title	{face[0014]}CAST{face[FFFF]}
Movie_CastRoll_Wario	Wario
Movie_CastRoll_Jimmy	Jimmy T
Movie_CastRoll_Mona	Mona
Movie_CastRoll_Dribble	Dribble
Movie_CastRoll_Spitz	Spitz
Movie_CastRoll_Kat	Kat
Movie_CastRoll_Ana	Ana
Movie_CastRoll_Crygor	Dr. Crygor
Movie_CastRoll_Mike	Mike
Movie_CastRoll_Penny	Penny
Movie_CastRoll_Orbulon	Orbulon
Movie_CastRoll_Ashley	Ashley
Movie_CastRoll_Red	Red
Movie_CastRoll_Ninevolt	9-Volt
Movie_CastRoll_Eighteenvolt	18-Volt
Movie_CastRoll_Fivevolt	5-Volt
Movie_CastRoll_Cricket	Young Cricket
Movie_CastRoll_Mantis	Master Mantis
Movie_CastRoll_Lulu	Lulu
Movie_CastRoll_Leo	Leo
Movie_CastRoll_Joe	Joe
Movie_CastRoll_Thirteenamp	13-Amp
Movie_CastRoll_Cicada	Cicada
Movie_CastRoll_Oinker	Oinker
Movie_CastRoll_PapaOrb	Papa Orb
Movie_CastRoll_Friend	Omni Nom
Movie_CastRoll_Artist	Caresawayan
Movie_CastRoll_Fuyu	Winnie
Movie_CastRoll_Haru	Summer
Movie_CastRoll_Crocotus	Cractus
Movie_CastRoll_Hippo	High-Octane Hippo
Movie_CastRoll_Ken	Ken
Movie_CastRoll_Polar	Shopkeeper Polario
Movie_CastRoll_Octopus	Poolopus
Movie_CastRoll_Forest	Woods Watchers
Movie_CastRoll_Congratulation	Thank you for calming the mountain!\r\nStay and enjoy more of our resort!
CommonName.wmbt
CommonName_Title	WarioWare: Move It!
CommonName_Player1	P1
CommonName_Player2	P2
CommonName_Player3	P3
CommonName_Player4	P4
CommonName_Menu_Look	???
CommonName_Menu_Form	Form
CommonName_Menu_Grip	Grip Hold
CommonName_Menu_Stone	Form Stone
CommonName_Menu_Right	Right-Handed
CommonName_Menu_Left	Left-Handed
CommonName_Menu_GodPose	Sacred Pose
CommonName_Menu_JoyCon	Joy-Con
CommonName_Stage_Title	Stage
CommonName_Menu_Button	Button
CommonName_Menu_Drop	Trust Tether
CommonName_Menu_Duo	Co-op
CommonName_Menu_Button_Play	Buttons
CommonName_Menu_Assort	Multiform
CommonName_Menu_IrCamera_Form	Gesture Window
CommonName_Menu_IrCamera	Gesture Window
CommonName_Menu_Training_Unit	Muscle
CommonName_Story	Story
CommonName_Party	Party
CommonName_Collection	Museum
CommonName_Theater	Theater
CommonName_Mirror	Copycat Mirror
CommonName_Cast	Cast
CommonName_Crygor_Title	Crygor, Penny & Mike
CommonName_Crygor_Stage	Crygor,\r\nPenny & Mike
CommonName_Ashley_Title	Ashley & Red
CommonName_Ashley_Stage	Ashley &\r\nRed
CommonName_Kat_Stage	Kat & Ana
CommonName_Cricket_Title	Cricket & Mantis
CommonName_Cricket_Stage	Cricket &\r\nMantis
CommonName_Dribble_Title	Dribble & Spitz
CommonName_Dribble_Stage	Dribble &\r\nSpitz
CommonName_Remix1	Remix 1
CommonName_Remix2	Remix 2
CommonName_WarioDx	Volcano Wario
CommonName_WarioDx_Stage	Volcano\r\nWario
CommonName_Staff	Credits
CommonName_Training_Title	Megagame Muscles
CommonName_Training	Megagame\r\nMuscles
CommonName_AllMix	All Mixed Up
CommonName_HighSpeed	Super Hard
CommonName_DeadOrAlive	Thrill Ride
CommonName_DuoPlay_Title	Double Act
CommonName_DuoPlay	Double Act
CommonName_Generator	Switching Gears
CommonName_BattleTwo	Showdown
CommonName_DualWield	Dirty Job
CommonName_Bird	Pyoro W
CommonName_Wario	Wario
CommonName_Mona	Mona
CommonName_Ashley	Ashley
CommonName_Red	Red
CommonName_Crygor	Crygor
CommonName_Crygor_Formal	Dr. Crygor
CommonName_Orbulon	Orbulon
CommonName_Cricket	Cricket
CommonName_Cricket_Formal	Young Cricket
CommonName_Mantis	Mantis
CommonName_Mantis_Formal	Master Mantis
CommonName_Kat	Kat
CommonName_Ana	Ana
CommonName_Jimmy	Jimmy
CommonName_Jimmy_Formal	Jimmy T
CommonName_Dribble	Dribble
CommonName_Spitz	Spitz
CommonName_Ninevolt	9-Volt
CommonName_Lulu	Lulu
CommonName_Mike	Mike
CommonName_Penny	Penny
CommonName_Eighteenvolt	18-Volt
CommonName_Fivevolt	5-Volt
CommonName_Thirteenamp	13-Amp
CommonName_Leo	Leo
CommonName_Joe	Joe
CommonName_Cicada	Cicada
CommonName_Oinker	Oinker
CommonName_PapaOrb	Papa Orb
CommonName_Friend	Omni Nom
CommonName_Artist	Caresawayan
CommonName_Fuyu	Winnie
CommonName_Haru	Summer
CommonName_Crocotus	Cractus
CommonName_Hippo	High-Octane Hippo
CommonName_Ken	Ken
CommonName_Polar	Shopkeeper Polario
CommonName_Octopus	Poolopus
CommonName_Forest	Woods Watchers
CommonName_King	King Caresaway the First
CommonName_Pyoro	Pyoro
CommonName_Place_Island	Caresaway Island
CommonName_Place_Volcano	Perspiration Peak Volcano
CommonName_Place_Remains	Underarm Jungle
CommonName_Place_Beach	Sandboxer Beach
CommonName_Place_Cape	Flashfreeze Cape
CommonName_Place_Street	Pack-'Em-In Plaza
CommonName_Form_Locomotive	Choo Choo
CommonName_Form_HandsUp	Sky Stretch
CommonName_Form_RopeClimb	Knight
CommonName_Form_Balance	Scales
CommonName_Form_TugWar	Tug-of-War
CommonName_Form_RideBike	Massage
CommonName_Form_PowerPose	Big Cheese
CommonName_Form_Defense	Lifter
CommonName_Form_OpenPalms	Gift Giver
CommonName_Form_Rooster	Ba-KAW
CommonName_Form_Crocodile	Crocodile
CommonName_Form_Squat	Squat
CommonName_Form_Upright	At Attention
CommonName_Form_Ninja	Fashionista
CommonName_Form_Ir	Hand Model
CommonName_Form_Archer	Archer
CommonName_Form_HoldCheeks	Lovestruck
CommonName_Form_Figurine	Pounce
Doubt_Team1_00	Lettuce Team
Doubt_Team2_00	Cabbage Team
Doubt_Team1_01	Fabulous Team
Doubt_Team2_01	Marvelous Team
Doubt_Team1_02	Nostril Team
Doubt_Team2_02	Earhole Team
Doubt_Team1_03	Dessert Spoon Team
Doubt_Team2_03	Salad Fork Team
Doubt_Team1_04	Good Team
Doubt_Team2_04	Nice Team
Doubt_Team1_05	Fluffy Team
Doubt_Team2_05	Furry Team
Doubt_Team1_06	Arf Team
Doubt_Team2_06	Meow Team
Doubt_Team1_07	Incisor Team
Doubt_Team2_07	Molar Team
Doubt_Team1_08	Head Team
Doubt_Team2_08	Rear Team
Doubt_Team1_09	Hooray Team
Doubt_Team2_09	Hurrah Team
Dialog.wmbt
Btn_OK	OK
Btn_Yes	Yes
Btn_No	No
Main_Back	Return to the title screen?
HighScore_PlayerNum_1	1
HighScore_PlayerNum_2	2
Party_Character_Back_Menu	Cancel character selection?
Party_Character_Back	Set a new dominant hand?
Party_Pause_Back	Quit this minigame?
Doubt_Vibration	Rumble is currently OFF. This minigame\r\ncannot be played without rumble.\r\n\r\nWould you like to turn rumble ON for now?
Mirror_Player	{[0200|2D2DF000]}{color[#29DFFF08]}P2 {/color}won't need to hold anything to play. Place\r\nyour Joy-Con controllers somewhere safe.
Manual_Next	Next
Manual_Previous	Back
Manual_Close	Close
Disconnect_Back	Returning to the main menu.
Disconnect_Back_Story	Returning to the story menu.
Disconnect_Back_Title	Returning to the menu.
IncorrectData	Your save data was corrupted and has\r\nbeen deleted.
Open_Staff	{color[#5000FF06]}Credits{/color} unlocked!
Open_Training	{color[#5000FF06]}Megagame Muscles{/color} unlocked!
Open_AllMix	{color[#5000FF06]}All Mixed Up{/color} unlocked!
Open_HighSpeed	{color[#5000FF06]}Super Hard{/color} unlocked!
Open_DeadOrAlive	{color[#5000FF06]}Thrill Ride{/color} unlocked!
Open_DualWield	{color[#5000FF06]}Dirty Job{/color} unlocked!
Open_Duo	The two-player games {color[#5000FF06]}Double Act{/color},{color[#5000FF06]}\r\nSwitching Gears{/color}, and {color[#5000FF06]}Showdown{/color}\r\nhave been unlocked!
Open_Bird	{[0200|2D2DF000]}{color[#5000FF06]}Pyoro W{/color} unlocked!
Open_Collection	{color[#5000FF06]}Museum{/color} unlocked!
Open_Theater	{color[#5000FF06]}Theater{/color} unlocked!
Open_Mirror	{color[#5000FF06]}Copycat Mirror{/color} unlocked!
Explanation.wmbt
BattleTwo1	Both players will play the same microgames at the same time.\r\nWhoever runs out of {color[#1DFFFF00]}stock{/color} first loses.\r\n\r\nThe maximum {color[#1DFFFF00]}stock {/color}is either four or eight. You can adjust each\r\nplayer's stock within that limit as a handicap if needed.
BattleTwo2_Title	Mode Differences
BattleTwo2	{color[#1DFFFF00]}First to Win {/color}is a quick match. As soon as one player finishes\r\na microgame, it counts as a failure for the other player.
DualWield1	Use the {color[#1DFFFF00]}Mona Soaker {/color}to clean the dirty dishes advancing on\r\nyour position.\r\n\r\nA tough boss awaits you at the end of each stage. See if you\r\ncan clear all five stages!
DualWield2_Title	Using the Mona Soaker
DualWield2_00	Press the button with your index finger to\r\nshoot water. Hold it down for {color[#1DFFFF00]}rapid fire{/color}.
DualWield2_01	You can charge by bringing your hands\r\ntogether without pressing a button.\r\nWhen you're fully charged, you can\r\nfire a piercing {color[#1DFFFF00]}Water Wipe{/color}.
DualWield2_Balloon_00	
DualWield2_Balloon_01	
DualWield3_Duo	Have {color[#6C02FFD1]}P1{/color}'s right hand and {color[#29DFFF08]}P2{/color}'s left hand face each other to\r\ncharge a shot between the two of you. When one player\r\npresses the fire button, you can shoot a {color[#1DFFFF00]}Super Water Wipe{/color}.
DualWield4	If the {color[#1DFFFF00]}Mona Soaker{/color}'s alignment drifts, adopt the Scales Form\r\nand press + to reset its alignment.
DualWield4_Balloon_00	 
DualWield4_Balloon_01	
Bird1_Title	How to Hold the Joy-Con Controllers
Bird1_Arrow	Straight!
Bird2_Solo	The islands will tilt as you tilt the\r\nleft and right Joy-Con controllers.\r\n\r\nTilt the Joy-Con controllers to roll\r\n{color[#14EDFF80]}Pyoro {/color}on the islands.
Bird2_Pyoro	Pyoro
Bird2_Duo	The islands will tilt as you tilt the\r\nleft and right Joy-Con controllers.\r\n\r\nTilt the Joy-Con controllers to roll\r\n{color[#14EDFF80]}Pyoro {/color}on the islands.\r\n\r\n{color[#6C02FFD1]}P1 {/color}controls the nearer islands while\r\n{color[#29DFFF08]}P2 {/color}controls the farther islands.
Bird2_Duo_Player1	P1
Bird2_Duo_Player2	P2
Bird3_Column_00	Seed
Bird3_Note_00	{color[#14EDFF80]}Pyoro{/color}'s favorite food. Eating these\r\nmakes {color[#14EDFF80]}Pyoro{/color} bigger.
Bird3_Column_01	Enemy
Bird3_Note_01	They are after the flowers! Flatten\r\nthem with {color[#14EDFF80]}Pyoro{/color}.
Bird3_Column_02	Spring
Bird3_Note_02	Roll {color[#14EDFF80]}Pyoro {/color}onto these to move\r\nfrom one island to another.
Bird3_Column_03	Flower
Bird3_Note_03	If all the flowers wilt, then the game\r\nwill end.
Bird4	Eating {color[#1DFFFF00]}seeds {/color}not only increases {color[#14EDFF80]}Pyoro{/color}'s size, making {color[#14EDFF80]}Pyoro{/color}\r\nbounce around less, but also increases your score multiplier\r\nwhen defeating {color[#1DFFFF00]}enemies{/color}.
Bird6_Duo	The two-player mode has two\r\n{color[#1DFFFF00]}special features{/color}.\r\n\r\nOne {color[#1DFFFF00]}feature {/color}lets you push a switch\r\nto make bamboo spears come out\r\nfrom the top and bottom islands.\r\n\r\nAnother {color[#1DFFFF00]}feature{/color} launches bombs\r\nonto the opposite island.\r\n\r\nUse these well, and you can defeat\r\nenemies, but they will also hit your\r\n{color[#14EDFF80]}Pyoro {/color}teammate, so be careful.
Form.wmbt
Form_Right	Right-Handed
Form_Left	Left-Handed
Form_Window	{[0200|32320A00]}Gesture Window
Form_PoseRighty	For the Right-Handed
Form_PoseLefty	For the Left-Handed
Form_Drop	Trust Tether Sign
