LayoutMsg\Common_CinemaScope_00.msbt
SubjectMiiName	{[c800|0502010d]}
FirstTreasureGoods_Tutorial	「{color[0000]}お{r2[たから]}宝{/r2}{color[ffff]}」をもらいました！{[0004]}{r2[なに]}何{/r2}に{r2[つか]}使{/r2}うのかって？\n\nそうですね…{[0004]}Miiにプレゼントしたら、\n{r2[よろこ]}喜{/r2}んでくれるかもしれませんよ！
MiiAdd_CannotAdd_MiiNumLimit	これ{r2[いじょう]}以上{/r2}Miiを{r2[ついか]}追加{/r2}できません\n\nメニューの「{r2[じゅうにん]}住人{/r2}リスト」から\nMiiを{r2[えら]}選{/r2}んで{r2[しょうきょ]}消去{/r2}すると\n{r2[ついか]}追加{/r2}できるようになります
MiiAdd_HouseCreate	{[c800|0502000d]}の{r2[いえ]}家{/r2}を{r2[た]}建{/r2}てましょう！\n\n{r2[ばしょ]}場所{/r2}を{r2[き]}決{/r2}めてください
MiiAdd_HouseCreateFirst	{[c800|0502000d]}の{r2[いえ]}家{/r2}を{r2[た]}建{/r2}てるのですが…\n\n{r2[こんかい]}今回{/r2}からは\nあなたの{r2[す]}好{/r2}きな{r2[ばしょ]}場所{/r2}に{r2[た]}建{/r2}てられます{[0004]}{[c800|0502000d]}の\n{r2[いえ]}家{/r2}の{r2[ばしょ]}場所{/r2}を{r2[き]}決{/r2}めてください
MiiAdd_HouseCreateLocalNetwork	ローカル{r2[つうしん]}通信{/r2}で{r2[う]}受{/r2}け{r2[と]}取{/r2}った\nMiiの{r2[いえ]}家{/r2}を{r2[た]}建{/r2}てましょう！\n\n{r2[いえ]}家{/r2}を{r2[た]}建{/r2}てるMiiを{r2[えら]}選{/r2}んでください
MiiAdd_HouseCreateLocalNetworkContinue	ローカル{r2[つうしん]}通信{/r2}で{r2[う]}受{/r2}け{r2[と]}取{/r2}った\n{r2[のこ]}残{/r2}りのMiiの{r2[いえ]}家{/r2}を{r2[た]}建{/r2}てましょう！\n\n{r2[いえ]}家{/r2}を{r2[た]}建{/r2}てるMiiを{r2[えら]}選{/r2}んでください
MiiAdd_HouseCreateLocalNetworkCancel	{r2[のこ]}残{/r2}りのMiiの{r2[いえ]}家{/r2}は{r2[しま]}島{/r2}に{r2[はいち]}配置{/r2}されず、\nMiiは{r2[しょうきょ]}消去{/r2}されます\n\nよろしいですか？
MiiAdd_HouseCreateLocalNetworkCancel_Yes	OK
MiiAdd_HouseCreateLocalNetworkCancel_No	ダメ！
LiveTogether_NewHouse	{[c800|0502000d]}たちの\n{r2[いえ]}家{/r2}を{r2[た]}建{/r2}てましょう！\n\n{r2[ばしょ]}場所{/r2}を{r2[き]}決{/r2}めてください
LiveTogether_LeaveHome_Alone	{[c800|0502000d]}の\n{r2[あたら]}新{/r2}しい{r2[いえ]}家{/r2}を{r2[た]}建{/r2}てましょう！\n\n{r2[ばしょ]}場所{/r2}を{r2[き]}決{/r2}めてください
Propo_SelectDisableChildren	{[c800|0502000d]}の{r2[いえ]}家{/r2}には\n{r2[どうきょ]}同居{/r2}できる{r2[あ]}空{/r2}き{r2[べや]}部屋{/r2}がありません
LiveTogether_NoSpaceCouple	{[c800|0502000d]}は{r2[けっこん]}結婚{/r2}していますが、\n{r2[けっこんあいて]}結婚相手{/r2}を{r2[つ]}連{/r2}れて{r2[い]}行{/r2}ける{r2[あ]}空{/r2}き{r2[べや]}部屋{/r2}がありません\n\n{r2[つ]}連{/r2}れて{r2[い]}行{/r2}くMiiを{r2[へ]}減{/r2}らして、\nもう{r2[いちどせんたく]}一度選択{/r2}してください
LiveTogether_NoSpaceCouple_OK	OK
Fountain_Common_InsufficientRight	{r2[いま]}今{/r2}は{r2[ねが]}願{/r2}いを{r2[かな]}叶{/r2}えられません…\n\n{r2[きも]}気持{/r2}ち{r2[だま]}玉{/r2}をもっと{r2[あつ]}集{/r2}めて{r2[き]}来{/r2}てください
Fountain_SomethingNew	{r2[あたら]}新{/r2}しい{r2[ねが]}願{/r2}いが{r2[かな]}叶{/r2}えられるようになりました！
Fountain_RenovationNew_01	「リフォーム{r2[や]}屋{/r2}さん」の{r2[ねが]}願{/r2}いでは\nお{r2[みせ]}店{/r2}で{r2[う]}売{/r2}られるインテリアセットを{r2[ふ]}増{/r2}やせます
Fountain_RenovationNew_02	{r2[ねが]}願{/r2}いを{r2[かな]}叶{/r2}えると、\n{r2[あたら]}新{/r2}しいインテリアセットを\nひとつプレゼントしてもらえますよ！
Fountain_Building	「{r2[しまづく]}島作{/r2}り{r2[や]}屋{/r2}さん」の{r2[ねが]}願{/r2}いでは\nお{r2[みせ]}店{/r2}で{r2[う]}売{/r2}られる{r2[しょうひん]}商品{/r2}を{r2[ふ]}増{/r2}やせます{[0004]}{r2[ねが]}願{/r2}いを{r2[かな]}叶{/r2}えると、\n{r2[しんしょうひん]}新商品{/r2}をひとつプレゼントしてもらえますよ！
Fountain_Laying	「{[060a|0a0057307e3065304f308a30]}{r2[しまづく]}島作{/r2}り\x0f\x06\n」の{r2[ねが]}願{/r2}いでは\n{[060a|0a0057307e3065304f308a30]}{r2[しまづく]}島作{/r2}り\x0f\x06\nで{r2[つか]}使{/r2}える{r2[じめん]}地面{/r2}の{r2[しゅるい]}種類{/r2}を{r2[ふ]}増{/r2}やせます
Fountain_Atelier	「アイテム{r2[こうぼう]}工房{/r2}」の{r2[ねが]}願{/r2}いでは\nアイテム{r2[こうぼう]}工房{/r2}で{r2[つく]}作{/r2}れるものを{r2[ふ]}増{/r2}やせます
IslandEdit_Reset_00	{r2[へんしゅう]}編集{/r2}した{r2[しま]}島{/r2}を{r2[もと]}元{/r2}にもどします\n\nよろしいですか？
IslandEdit_Reset_01	リセットしています…
IslandEdit_Reset_02	リセットしました
IslandEdit_TutorialObject_01	「{color[0000]}{[060a|0a0057307e3065304f308a30]}{r2[しまづく]}島作{/r2}り\x0f\x06\n{color[ffff]}」では\n{r2[たてもの]}建物{/r2}やオブジェを{r2[じゆう]}自由{/r2}に{r2[けんせつ]}建設{/r2}できます
IslandEdit_TutorialObject_01_Next	{r2[つぎ]}次{/r2}へ
IslandEdit_TutorialObject_02	{color[0000]} {r2[けんせつ]}建設{/r2} {color[ffff]}を{r2[お]}押{/r2}して、\n{color[0000]}ベンチ{color[ffff]}を{r2[えら]}選{/r2}んでみましょう
IslandEdit_TutorialObject_03_2	{r2[こんかい]}今回{/r2}は{color[0000]}ベンチ{color[ffff]}を{r2[えら]}選{/r2}んでください
IslandEdit_TutorialObject_04	ベンチを{color[0000]}{r2[てんめつ]}点滅{/r2}している{r2[わく]}枠{/r2}の{r2[なか]}中{/r2}{color[ffff]}の\n{r2[す]}好{/r2}きなところに{r2[お]}置{/r2}いてみましょう
IslandEdit_TutorialObject_05	{r2[こんかい]}今回{/r2}は{color[0000]}{r2[てんめつ]}点滅{/r2}している{r2[わく]}枠{/r2}の{r2[なか]}中{/r2}{color[ffff]}に{r2[お]}置{/r2}いてください
IslandEdit_TutorialObject_06	いい{r2[かん]}感{/r2}じです！\n\n{r2[いち]}位置{/r2}や{r2[む]}向{/r2}きはあとから{r2[へんこう]}変更{/r2}できますよ
IslandEdit_TutorialObject_08	 {color[0000]}{color[ffff]} を{r2[お]}押{/r2}して、{r2[しまづく]}島作{/r2}りを{r2[お]}終{/r2}わらせてください
IslandEdit_TutorialFloor_02	{r2[こんかい]}今回{/r2}は{color[0000]}{r2[しばふ]}芝生{/r2}{color[ffff]}を{r2[えら]}選{/r2}んでください\n\n{r2[ほか]}他{/r2}の{r2[じめん]}地面{/r2}を{r2[つか]}使{/r2}いたいときは\nあとで{r2[き]}来{/r2}てみてください
IslandEdit_TutorialFloor_03	{r2[こんかい]}今回{/r2}は{r2[はじ]}初{/r2}めてなので、{r2[ばしょ]}場所{/r2}を{r2[き]}決{/r2}めておきます\n\n{color[0000]}{r2[てんめつ]}点滅{/r2}している{r2[わく]}枠{/r2}の{r2[なか]}中{/r2}{color[ffff]}に{r2[しばふ]}芝生{/r2}を{r2[お]}置{/r2}いて、\n{r2[じめん]}地面{/r2}をつなげましょう
IslandEdit_TutorialFloor_04	{r2[すば]}素晴{/r2}らしい！\n\n{r2[じめん]}地面{/r2}がつながりました
IslandEdit_TutorialFloor_06	 {color[0000]}{color[ffff]} を{r2[お]}押{/r2}して、{r2[しまづく]}島作{/r2}りを{r2[お]}終{/r2}わらせてください
IslandEdit_TutorialObjGauge_01	オブジェがいっぱいの{r2[たの]}楽{/r2}しそうな{r2[しま]}島{/r2}ですね！
IslandEdit_TutorialObjGauge_02	オブジェは\nこのゲージがいっぱいになるまで{r2[お]}置{/r2}けます{[0004]}まだまだ{r2[お]}置{/r2}けますね…\n\nこの{r2[ちょうし]}調子{/r2}で{[021b|00cd]}\nを{r2[はってん]}発展{/r2}させましょう！
UGCEditor_UgcFinish	フェイスペイントを{r2[へんこう]}変更{/r2}せずにもどります\n\nよろしいですか？
UGCEditor_UgcEditCancel	{[0208|00cd]}を\n{r2[つく]}作{/r2}らずにもどります\n\nよろしいですか？
UGCEditor_UgcReEditCancel	{r2[へんしゅう]}編集{/r2}をやめると\n{r2[へんしゅうまえ]}編集前{/r2}のデザインにもどります\n\nよろしいですか？
UGCEditor_UgcEditCancel_Cancel	ダメ！
UGCEditor_UgcEditCancel_OK	OK
UGCEditor_SaveSuspendData	{r2[つく]}作{/r2}りかけの「{[0208|00cd]}」を\n{r2[いちじほぞん]}一時保存{/r2}しますか？
UGCEditor_SaveSuspendData_Cancel	{r2[ほぞん]}保存{/r2}しない
UGCEditor_SaveSuspendData_OK	{r2[ほぞん]}保存{/r2}する
UGCEditor_UgcNoDraw	{r2[なに]}何{/r2}も{r2[か]}描{/r2}かれていないため、{r2[ほぞん]}保存{/r2}できません
UGCEditor_UgcNoDraw_OK	OK
UGCEditor_UgcFeatureEdit_00	{r2[へんしゅう]}編集{/r2}をやめると\nこの{r2[へんこう]}変更{/r2}は{r2[はんえい]}反映{/r2}されません\n\nよろしいですか？
UGCEditor_UgcFeatureEdit_Cancel	ダメ！
UGCEditor_UgcFeatureEdit_OK	OK
UGCEditor_UgcMax	「{color[0000]}{[0208|00cd]}{color[ffff]}」は\nこれ{r2[いじょうつく]}以上作{/r2}れません\n\n「{r2[つく]}作{/r2}ったもの{r2[いちらん]}一覧{/r2}」で{r2[さくじょ]}削除{/r2}すると\n{r2[つく]}作{/r2}れるようになります
UGCEditor_UgcMax_OK	OK
MiiEditor_ExitConfirm_00	Miiを{r2[つく]}作{/r2}らずにもどります\n\nよろしいですか？
MiiEditor_ExitConfirm_00_Continue	ダメ！
MiiEditor_ExitConfirm_00_OK	OK
MiiEditor_ExitConfirm_01	{r2[つく]}作{/r2}りかけのMiiを{r2[いちじほぞん]}一時保存{/r2}しますか？\n\n※あとで{r2[つづ]}続{/r2}きから{r2[つく]}作{/r2}れます
MiiEditor_ExitConfirm_01_Discard	{r2[ほぞん]}保存{/r2}しない
MiiEditor_ExitConfirm_01_Save	{r2[ほぞん]}保存{/r2}する
MiiEditor_ExitConfirmEasy_00	Miiを{r2[つく]}作{/r2}らずに{r2[さいしょ]}最初{/r2}の{r2[がめん]}画面{/r2}にもどります\n\nよろしいですか？
MiiEditor_ExitConfirmEasy_00_Continue	ダメ！
MiiEditor_ExitConfirmEasy_00_OK	OK
MiiEditor_ChangeNormalEditor	「{color[0000]}パーツで{r2[さくせい]}作成{/r2}{color[ffff]}」に{r2[き]}切{/r2}り{r2[か]}替{/r2}えて{r2[ちょうせい]}調整{/r2}しますか？\n（「{color[0000]}{r2[しつもん]}質問{/r2}で{r2[さくせい]}作成{/r2}{color[ffff]}」にはもどれません）\n\nよろしいですか？
MiiEditor_ChangeNormalEditor_Cancel	ダメ！
MiiEditor_ChangeNormalEditor_OK	OK
UGCEditor_AtelierUgcDelete_00	{r2[ほんとう]}本当{/r2}に{r2[さくじょ]}削除{/r2}してよろしいですか？\n\n{size[4b00]}※{r2[さくじょ]}削除{/r2}すると、これまでに{r2[か]}買{/r2}ったものも{r2[しま]}島{/r2}から{r2[き]}消{/r2}えます{size[6400]}
UGCEditor_AtelierUgcDelete_01	{r2[ほんとう]}本当{/r2}に{r2[さくじょ]}削除{/r2}してよろしいですか？\n\n{size[4b00]}※{r2[さくじょ]}削除{/r2}すると、これまでに{r2[か]}買{/r2}ったものも{r2[しま]}島{/r2}から{r2[き]}消{/r2}えます\n※{r2[かんれん]}関連{/r2}したMiiニュースは{r2[ほご]}保護{/r2}しても{r2[き]}消{/r2}えることがあります{size[6400]}
UGCEditor_AtelierUgcDelete_02	{r2[ほんとう]}本当{/r2}に{r2[さくじょ]}削除{/r2}してよろしいですか？\n\n{size[4b00]}※{r2[さくじょ]}削除{/r2}すると、この{r2[じめん]}地面{/r2}を{r2[お]}置{/r2}いた{r2[ばしょ]}場所{/r2}は{r2[しばふ]}芝生{/r2}になります{size[6400]}
UGCEditor_AtelierUgcDelete_Cancel	ダメ！
UGCEditor_AtelierUgcDelete_OK	{r2[さくじょ]}削除{/r2}する
UGCEditor_AtelierUgcDelete_Finish	{r2[さくじょ]}削除{/r2}しました
UGCEditor_AtelierUgcDelete_Finish_OK	OK
UGCEditor_AtelierUgcDelete_House	Miiの{r2[いえ]}家{/r2}に{r2[せってい]}設定{/r2}されているため、\n{r2[さくじょ]}削除{/r2}できません
UGCEditor_AtelierUgcDelete_House_OK	OK
UGCEditor_ContinueUgcDelete_00	{r2[ほんとう]}本当{/r2}に{r2[け]}消{/r2}してしまいます\n\nよろしいですか？
UGCEditor_ContinueUgcDelete_Cancel	ダメ！
UGCEditor_ContinueUgcDelete_OK	OK
MiiEditor_BloodRelation_ExitConfirm	{r2[かんけい]}関係{/r2}を{r2[へんこう]}変更{/r2}しないでもどります\n\nよろしいですか？
MiiEditor_BloodRelation_ExitConfirm_Cancel	ダメ！
MiiEditor_BloodRelation_ExitConfirm_OK	OK
MiiEditor_Profile_ExitConfirm	Miiを{r2[へんこう]}変更{/r2}しないでもどります\n\nよろしいですか？
MiiEditor_Profile_ExitConfirm_Cancel	ダメ！
MiiEditor_Profile_ExitConfirm_OK	OK
MiiEditor_ProfileCancel_ExitConfirm	{r2[せってい]}設定{/r2}を{r2[へんこう]}変更{/r2}しないでもどります\n\nよろしいですか？
MiiEditor_ProfileCancel_ExitConfirm_Cancel	ダメ！
MiiEditor_ProfileCancel_ExitConfirm_OK	OK
MiiEditor_LostLove	{r2[れんあい]}恋愛{/r2}に{r2[えいきょう]}影響{/r2}がある{r2[へんこう]}変更{/r2}です\n{r2[へんこう]}変更{/r2}すると、{[c800|0502000d]}に{r2[かん]}関{/r2}する\n{r2[かたおも]}片思{/r2}い / {r2[こいびと]}恋人{/r2} / {r2[けっこんかんけい]}結婚関係{/r2}が{r2[かいしょう]}解消{/r2}されます\n\n{r2[へんこう]}変更{/r2}してもよろしいですか？
MiiEditor_LostLove_Cancel	ダメ！
MiiEditor_LostLove_OK	{r2[へんこう]}変更{/r2}する
MiiEditor_PartnerOther	{r2[せんたく]}選択{/r2}したMiiには、すでに\n{r2[げんじつせかい]}現実世界{/r2}での{r2[けっこんあいて]}結婚相手{/r2}が{r2[せってい]}設定{/r2}されています\n\n{r2[せってい]}設定{/r2}を{r2[うわが]}上書{/r2}きしますか？
MiiEditor_PartnerOther_Cancel	やめる
MiiEditor_PartnerOther_OK	{r2[うわが]}上書{/r2}きする
MiiEditor_Delete_Confirm_00	Miiの{r2[しょうきょ]}消去{/r2}には\n{r2[ひっこ]}引越{/r2}し{r2[だい]}代{/r2}として、{color[0000]}{[640e|000100cd]}{color[ffff]} {r2[ひつよう]}必要{/r2}です\n\nよろしいですか？
MiiEditor_Delete_Confirm_01	{[c800|0502000d]}に{r2[あ]}会{/r2}えなくなります\n{r2[ほんとう]}本当{/r2}に{r2[しょうきょ]}消去{/r2}してよろしいですか？\n{size[4b00]}※Miiの{r2[も]}持{/r2}ち{r2[もの]}物{/r2}はなくなります\n※{r2[しゅつえん]}出演{/r2}したMiiニュースは{r2[ほご]}保護{/r2}しても{r2[き]}消{/r2}えることがあります{size[6400]}
MiiEditor_Delete_Decision	{[c800|0502000d]}は\nどこかに{r2[ひっこ]}引越{/r2}していきました…
MiiEditor_Delete_NoMoney	お{r2[かね]}金{/r2}が{r2[た]}足{/r2}りません…
MiiEditor_Delete_Confirm_Cancel	ダメ！
MiiEditor_Delete_Confirm_Delete	{r2[しょうきょ]}消去{/r2}する
MiiEditor_Delete_Confirm_OK	OK
MiiEditor_Delete_Childcare	{r2[こそだ]}子育{/r2}て{r2[ちゅう]}中{/r2}のため、{r2[しょうきょ]}消去{/r2}できません
MiiEditor_Delete_Childcare_OK	OK
MiiEditor_ChangeCancel_Trouble	{r2[げんざい]}現在{/r2}、{r2[へんこう]}変更{/r2}できません\n\nMiiの{r2[なや]}悩{/r2}みを{r2[かいけつ]}解決{/r2}したら、またお{r2[ため]}試{/r2}しください
MiiEditor_ChangeCancel_Trouble_OK	OK
MiiEditor_ChangeCancel_BolldRelation	{[c801|0502000d]}と{[c801|0602000d]}は\nすでに{[0214|01cd]}なので{r2[へんこう]}変更{/r2}できません
MiiEditor_ChangeCancel_BolldRelation_OK	OK
MiiEditor_ChangeCancel_Childcare	{r2[こそだ]}子育{/r2}て{r2[ちゅう]}中{/r2}のため、{r2[へんこう]}変更{/r2}できません
MiiEditor_ChangeCancel_Childcare_OK	OK
MiiEditor_FacePaintDelete_00	このMiiのフェイスペイントを{r2[さくじょ]}削除{/r2}します\n\nよろしいですか？
MiiEditor_FacePaintDelete_Cancel	ダメ！
MiiEditor_FacePaintDelete_OK	{r2[さくじょ]}削除{/r2}する
MiiEditor_FacePaintCopy_00	このMiiのフェイスペイントが{r2[うわが]}上書{/r2}きされます\n\nよろしいですか？
MiiEditor_FacePaintCopy_Cancel	ダメ！
MiiEditor_FacePaintCopy_OK	OK
MiiEditor_NoGrown_00	{r2[ねんれい]}年齢{/r2}を{r2[せってい]}設定{/r2}しているため、{r2[へんこう]}変更{/r2}できません
MiiEditor_NoGrown_OK	OK
MiiEditor_NoGrownSpray_00	{r2[こども]}子供{/r2}スプレー{r2[しようちゅう]}使用中{/r2}のため、{r2[へんこう]}変更{/r2}できません\n\n{r2[おとな]}大人{/r2}スプレーで{r2[おとな]}大人{/r2}にもどしてください
MiiEditor_NoGrownSpray_01	{r2[おとな]}大人{/r2}スプレー{r2[しようちゅう]}使用中{/r2}のため、{r2[へんこう]}変更{/r2}できません\n\n{r2[こども]}子供{/r2}スプレーで{r2[こども]}子供{/r2}にもどしてください
MiiEditor_EasyCompareReset_00	{r2[へんこう]}変更{/r2}をリセットして、{r2[へんこうまえ]}変更前{/r2}の{r2[かお]}顔{/r2}にもどします\n\nよろしいですか？
MiiEditor_EasyCompareReset_Cancel	ダメ！
MiiEditor_EasyCompareReset_OK	OK
MiiEditor_ContinueUgcDelete_00	{r2[ほんとう]}本当{/r2}に{r2[け]}消{/r2}してしまいます\n\nよろしいですか？
MiiEditor_ContinueUgcDelete_Cancel	ダメ！
MiiEditor_ContinueUgcDelete_OK	OK
MiiEditor_PartsTutorial_00	では、さっそく{r2[つく]}作{/r2}ってみましょう！
MiiEditor_Child_00	{[c801|0502000d]}を{r2[じゅうにん]}住人{/r2}として{r2[とうろく]}登録{/r2}する{r2[まえ]}前{/r2}に\n{r2[へんしゅう]}編集{/r2}が{r2[かのう]}可能{/r2}です
MiiEditor_Child_OK	OK
IslandWord_Delete_00	{r2[せんたく]}選択{/r2}された「ことば」は{r2[き]}消{/r2}えてしまいます\n\nよろしいですか？
IslandWord_Delete_Cancel_00	ダメ！
IslandWord_Delete_OK_00	OK
ChildGrowth_Full_00	{[021a|0000]}を{r2[しま]}島{/r2}の{r2[じゅうにん]}住人{/r2}にするには\n{r2[げんざい]}現在{/r2}、{r2[しま]}島{/r2}に{r2[す]}住{/r2}んでいる{r2[だれ]}誰{/r2}かを\n{r2[ひ]}引{/r2}っ{r2[こ]}越{/r2}しさせる{r2[ひつよう]}必要{/r2}があります{[0004]}メニューの「{r2[じゅうにん]}住人{/r2}リスト」から\n{r2[ひ]}引{/r2}っ{r2[こ]}越{/r2}しさせるMiiを{r2[えら]}選{/r2}んで、\n{r2[しょうきょ]}消去{/r2}してください
ChildGrowth_Bye_00	{r2[しま]}島{/r2}の{r2[そと]}外{/r2}で{r2[く]}暮{/r2}らすと、\nこの{r2[しま]}島{/r2}にはもどってこなくなります\n\nよろしいですか？
ChildGrowth_Bye_OK_00	OK
ChildGrowth_Bye_Cancel_00	ダメ！
ChildGrowth_Call_00	おや？ {r2[だれ]}誰{/r2}かがあなたを{r2[よ]}呼{/r2}んでいるようです
GroupName_ExitConfirm	{r2[よ]}呼{/r2}び{r2[な]}名{/r2}を{r2[へんこう]}変更{/r2}しないでもどります\n\nよろしいですか？
GroupName_ExitConfirm_Cancel	ダメ！
GroupName_ExitConfirm_OK	OK
Option_ExitConfirm	{r2[せってい]}設定{/r2}を{r2[へんこう]}変更{/r2}しないでもどります\n\nよろしいですか？
Option_ExitConfirm_Cancel	ダメ！
Option_ExitConfirm_OK	OK
SetAllMii_Waiting	Miiたちが{r2[しゅうごうちゅう]}集合中{/r2}…
Swap_ExitConfirm	Miiの{r2[いち]}位置{/r2}を{r2[い]}入{/r2}れ{r2[か]}替{/r2}えないでもどります\n\nよろしいですか？
Swap_ExitConfirm_Cancel	ダメ！
Swap_ExitConfirm_OK	OK
Expression_AllMii	Miiたちが{r2[ひょうじょう]}表情{/r2}を{r2[へんこうちゅう]}変更中{/r2}…
Expression_ExitConfirm	{r2[ひょうじょう]}表情{/r2}を{r2[へんこう]}変更{/r2}しないでもどります\n\nよろしいですか？
Expression_ExitConfirm_Cancel	ダメ！
Expression_ExitConfirm_OK	OK
SelectAll_Explain	Miiをまとめて{r2[せんたく]}選択{/r2}しますか？\n\n※{r2[あ]}空{/r2}いているところに{r2[じゅんばん]}順番{/r2}に{r2[う]}埋{/r2}まります
SelectAll_Explain_Cancel	やめる
SelectAll_Explain_OK	OK
SelectAll_ExitConfirm	まとめて{r2[せんたく]}選択{/r2}したMiiをはずします\n\nよろしいですか？
SelectAll_ExitConfirm_Cancel	ダメ！
SelectAll_ExitConfirm_OK	OK
PhotoSaveError_StorageFull	{r2[しゃしん]}写真{/r2}を{r2[ただ]}正{/r2}しく{r2[ほぞん]}保存{/r2}できませんでした\n\n{r2[ほんたい]}本体{/r2}{r2[ほぞん]}保存{/r2}メモリーの{r2[あ]}空{/r2}き{r2[ようりょう]}容量{/r2}を{r2[かくにん]}確認{/r2}してください
PhotoSaveError_StorageFull_Plural	{r2[しゃしん]}写真{/r2}を{r2[ただ]}正{/r2}しく{r2[ほぞん]}保存{/r2}できませんでした\n\n{r2[ほんたい]}本体{/r2}{r2[ほぞん]}保存{/r2}メモリーの{r2[あ]}空{/r2}き{r2[ようりょう]}容量{/r2}を{r2[かくにん]}確認{/r2}してください
PhotoSaveError_FileCountLimit	{r2[しゃしん]}写真{/r2}を{r2[ただ]}正{/r2}しく{r2[ほぞん]}保存{/r2}できませんでした\n\nアルバムの{r2[ほぞんすう]}保存数{/r2}を{r2[かくにん]}確認{/r2}してください
PhotoSaveError_FileCountLimit_Plural	{r2[しゃしん]}写真{/r2}を{r2[ただ]}正{/r2}しく{r2[ほぞん]}保存{/r2}できませんでした\n\nアルバムの{r2[ほぞんすう]}保存数{/r2}を{r2[かくにん]}確認{/r2}してください
PhotoSaveError_Others	{r2[しゃしん]}写真{/r2}を{r2[ただ]}正{/r2}しく{r2[ほぞん]}保存{/r2}できませんでした\n\nアルバムの{r2[ほぞんすう]}保存数{/r2}や\n{r2[ほんたい]}本体{/r2}{r2[ほぞん]}保存{/r2}メモリーの{r2[あ]}空{/r2}き{r2[ようりょう]}容量{/r2}を{r2[かくにん]}確認{/r2}してください
