MESS_ARCHIVE_水門内部_C


Message Name: Message


MID_ADV_C_デューテ: $Sbs1000|$t3$Wmデューテ|3$w0|$Wsデューテ|$Wa$SvpV_SC_3_27_ADV1_DYUTE_00|啊，\n魯特哥哥！$k\n$SbpBGM_EVT_DAILY|0|$Wmリュート|7$w0|$Wsリュート|$Wa$E笑,|$SvpV_SC_3_27_ADV1_DYUTE_01|啊，迪優特！\n妳恢復正常了。$k\n$Wsデューテ|$Wa$SvpV_SC_3_27_ADV1_DYUTE_02|$E驚,|嗯？\n我恢復正常？什麼意思？$k$p$SvpV_SC_3_27_ADV1_DYUTE_03|$E苦,|哥哥你又說些\n莫名其妙的話了……$k$p………………\n………………$k$p$SvpV_SC_3_27_ADV1_DYUTE_05|$E驚,|什麼！？\n我被塔塔拉控制心靈？$k$p$SvpV_SC_3_27_ADV1_DYUTE_06|$E悲,|原來是那樣……\n對不起，給大家添麻煩了。$k$p$SvpV_SC_3_27_ADV1_DYUTE_07|我什麼都記不得了……$k\n$Wsリュート|$Wa$E笑,|$SvpV_SC_3_27_ADV1_DYUTE_08|沒關係。\n都過了，迪優特。$k$p$SvpV_SC_3_27_ADV1_DYUTE_09|只要妳平安回來，\n那就……$k\n$Wsデューテ|$Wa$E通常,|$SvpV_SC_3_27_ADV1_DYUTE_10|哥哥……\n對不起，讓你擔心了。$k$p$SvpV_SC_3_27_ADV1_DYUTE_11|$E笑,|解放軍的各位，也謝謝你們！$k$p$SvpV_SC_3_27_ADV1_DYUTE_12|$E通常,|哥哥要和大家一起去吧。$k$p$SvpV_SC_3_27_ADV1_DYUTE_13|$Eキメ,|欸，我也可以一起去嗎？\n我還蠻強的喔！$k\n$Sbs1000|
MID_SUB10_1_確認0: 要聽他說嗎？
MID_SUB10_1_1: $Z$t1$Wmおじさん|5$VF隠|$w0|$Wsおじさん|$Wa$VNMPID_水門番|你知道魔物骷髏嗎？\n就是頭燒起來的那個傢伙。$k$p那個火焰就是因為\n堆積在它頭上的油燃燒的緣故。$k$p用那個油潤滑機器，\n機器會跑得非常順喔。$k$p用過一次『骷髏油』，\n就沒辦法再用其他的油了。$k$p怎麼樣，你願不願意打倒那些魔物，\n幫我採集一些『骷髏油』過來呢？$k
MID_SUB10_2_1: $Z$t1$Wmおじさん|5$VF隠|$w0|$Wsおじさん|$Wa$VNMPID_水門番|你得到『骷髏油』了嗎？$k
MID_SUB10_2_確認1: 要給他『骷髏油』嗎？
MID_SUB10_2_2: $Z$t1$Wmおじさん|5$VF隠|$w0|$Wsおじさん|$Wa$VNMPID_水門番|喔喔，這正是\n『骷髏油』！$k$p這樣一來，這道水閘\n也能像新的一樣亮晶晶了！$k$p謝謝你啦，這是謝禮。$k
MID_SUB10_2_確認2: 你接受了『銀幣10枚』。
MID_SUB10_2_3: $Z$t1$Wmおじさん|5$VF隠|$w0|$Wsおじさん|$Wa$VNMPID_水門番|畢竟這水閘真是太巨大了。$k$p有多少『骷髏油』都不夠用啊。$k$p如果你下次又得到，\n一定要拿來給我。$k
MID_SUB10_2_確認3: 你接受了『生命樹果』。
MID_SUB10_2_確認4: 你接受了『龍的鱗片』。
MID_SUB10_2_4: $Z$t1$Wmおじさん|5$VF隠|$w0|$Wsおじさん|$Wa$VNMPID_水門番|怎麼，現在才要說覺得可惜嗎？$k
