MESS_ARCHIVE_ソフィアの港_C


Message Name: Message


MID_ADV_C_パオラ_a: $t3$Wmパオラ|5$w0|$Wmセリカ|h$w0|$Wsパオラ|$Wa$SvpV_SC_3_19_ADV1_PAOLA_A_00|$E通常,|啊啊，太好了！$k$p$SvpV_SC_3_19_ADV1_PAOLA_A_01|我一直在找你們呢。$k$p$SvpV_SC_3_19_ADV1_PAOLA_A_02|$E笑,|謝謝你們在\n索菲亞海岸幫了我的忙。$k$p$SvpV_SC_3_19_ADV1_PAOLA_A_03|$E通常,|然後呢，我們也\n到處調查了一下。$k$p$SvpV_SC_3_19_ADV1_PAOLA_A_04|我妹妹愛絲特，似乎被抓到\n名為吉斯這個盜賊的堡壘。$k$p$SvpV_SC_3_19_ADV1_PAOLA_A_05|你們非常地可靠……$k$p$SvpV_SC_3_19_ADV1_PAOLA_A_06|如果你們要去吉斯堡壘，\n我可以跟著一起去嗎？$k
MID_SUB36_1_1: $Z$t1$Wm男性|5$VF隠|$w0|$Ws男性|$Wa$VNMPID_腕の良い漁師|咦？你就是那時候的那個人！\n在海的祠堂受到你照顧了呢。$k$p有事找我嗎？\n你是我的救命恩人，不要客氣儘管開口吧。$k$p……………………\n……………………$k$p哈哈，原來如此。\n『達剛魚片』呀……$k$p達剛的外型像龍一樣，\n是很可怕的魚。$k$p雖然外表恐怖，\n但非常美味唷。$k$p只是那傢伙的眼力很好，\n所以用普通的釣魚線可是會被看穿的。$k$p如果說，\n有透明且強韌像線一樣的東西，$k$p說不定可以做成不容易被達剛發現，\n又足夠強韌的釣魚線……$k$p總之，要是找到像那種的東西，\n就拿到我這裡來吧。$k
MID_SUB36_1_確認1: 要給他『透明鬚』嗎？
MID_SUB36_1_2: $Z$t1$Wm男性|5$VF隠|$w0|$Ws男性|$Wa$VNMPID_腕の良い漁師|這、這太厲害了！\n世上竟然有這種東西……$k$p有這個就能做出不被達剛\n發現、看見的釣魚線了！$k$p好！我趕緊用這個\n來去釣達剛囉。$k$p你過幾天再來找我吧！$k
MID_SUB36_1_3: $Z$t1$Wm男性|5$VF隠|$w0|$Ws男性|$Wa$VNMPID_腕の良い漁師|到底怎麼了？\n這樣吊人胃口……$k
MID_SUB36_2_1: $Z$t1$Wm男性|5$VF隠|$w0|$Ws男性|$Wa$VNMPID_腕の良い漁師|如果有透明強韌像線一樣的東西，\n拿到我這裡來吧。$k$p那樣應該就能做出\n可以釣起達剛的釣魚線喔。 $k
MID_SUB36_3_1: $Z$t1$Wm男性|5$VF隠|$w0|$Ws男性|$Wa$VNMPID_腕の良い漁師|嘿！\n你們看看這個。$k$p成功釣起達剛了！\n那個線真的太棒了！！$k$p來，這是給你的部分。\n收下吧。$k
MID_SUB36_3_確認1: 你接受了『達剛魚片』。
MID_SUB36_4_1: $Z$t1$Wm男性|5$VF隠|$w0|$Ws男性|$Wa$VNMPID_腕の良い漁師|嘿！\n我又釣到達剛囉。$k$p這是給你的分。\n拿去吧。$k
MID_SUB40_1_1: $Z$t1$Wm貴族の老人|5$VF隠|$w0|$Ws貴族の老人|$Wa$VNMPID_異国の商人|我是來自瓦倫西亞陸地的東方，\n阿卡奈亞陸地的商人。$k$p我在這裡的生意結束了，\n想回阿卡奈亞……$k$p但海盜們似乎又開始作亂，\n所以我正在尋找有好身手的護衛。$k$p你們意下如何呢？\n可以當我的護衛嗎？$k
MID_SUB40_1_確認1: 要接下護衛的任務嗎？
MID_SUB40_1_2: $Z$t1$Wm貴族の老人|5$VF隠|$w0|$Ws貴族の老人|$Wa$VNMPID_異国の商人|喔喔，太感謝了。$k$p出了這個港口，\n向東邊直走便是往阿卡奈亞的航路。$k$p我隨時都可以出發，\n就麻煩你們了。$k
MID_SUB40_1_確認2: 阿卡奈亞航路開啟了。
MID_SUB40_1_確認3: 出了索菲亞港之後往東走，\n便可前往阿卡奈亞陸地。
MID_SUB40_1_3: $Z$t1$Wm貴族の老人|5$VF隠|$w0|$Ws貴族の老人|$Wa$VNMPID_異国の商人|這樣呀。\n真是頭痛呢……$k$p我暫時會留在這裡，\n你如果改變心意的話請告訴我。$k
MID_SUB40_2_1: $Z$t1$Wm貴族の老人|5$VF隠|$w0|$Ws貴族の老人|$Wa$VNMPID_異国の商人|你可以成為護衛，\n送我到阿卡奈亞陸地嗎？$k
MID_SUB24_1_6: $Z$t1$Wmソルジャー|5$VF隠|$w0|$Wsソルジャー|$Wa『利昂家之盾』嗎？\n不，我沒有看過。$k$p聽說多哲掠奪的寶物，\n有一部分轉手賣給吉斯了。$k
MID_SUB711_0_確認1: 一名服飾華麗的男人，\n出現在索菲亞港。
MID_SUB711_1_1: $Z$t1$Wm派手な服の男|5$VF隠|$w0|$Ws派手な服の男|$Wa啊，我找你好久了！$k$p某位大人囑咐我交給你這個東西。$k$p請收下。$k
MID_SUB711_1_確認1: 你接受了七星之劍！
MID_SUB711_1_確認2: 你接受了十一神盾！
MID_SUB711_1_確認3: $a你接受了$a0！
MID_SUB711_1_2: $Z$t1$Wm派手な服の男|5$VF隠|$w0|$Ws派手な服の男|$Wa那麼，我就告辭了。$k
MID_SUB711_1_確認4: 服飾華麗的男人離開了。
MID_SUB711_2_確認1: 沒有發生任何事。
