Bonus.wmbt
Coin_Player_1P	{key[Bonus_Coin_1P|Half]}
Culture_06	Wario's House
Culture_07	Souvenirs!
Culture_08	For all my friends!
Culture_09	I see your sights!
Culture_10	I absorb your culture!
Opening_00	Diamond City
Opening_01	Hit game "Super Pyoro"\ntakes flight!
Opening_02	WarioWare, Inc.
Opening_03	My game! It's finished!
Opening_04	Ooh, it's all done?
Opening_05	All our hard work!
Opening_06	Yo, hurry up and show us!
Opening_07	Yes! This is it!\nMy best one yet!
Opening_08	Huh?!
Opening_09	What's wrong with it?
Opening_10	Gaaah!
Ending_00	We're back!
Ending_01	Hmm, I wonder...
Ending_02	Where did all those bugs\ncome from?
Ending_03	We make games! I make money!\nALL THE MONEY!
Ending_05	Huh? What's going on?
Ending_06	Eh-hehe...oops.
Ending_07	Get back here!
Ending_08	Unbelievable! Every single time!
Ending_09	Bad Wario!
Ending_10	Eh?!
Ending_11	Look! Someone's missing.\nTHREE someones!
Ending_12	   
Ending_13	OH NO!
Ending_14	Yes! We must rescue them!
Ending_15	Meh. Why?
Ending_16	HEY!
Ending_17	OK. OK. But this better\nbe worth it!
Penny_00	Penny's Lab
Penny_01	Finished at last!
Penny_02	I give you...Jet Tank One!
Penny_03	Grandpa?! Hi!
Penny_04	Yeah... Uh-huh...
Penny_05	Sure! I'll be right there!
Penny_06	Here goes!
CastRoll_00	Wario
CastRoll_02	Mona
CastRoll_03	Mona's Elephant
CastRoll_04	Mona's Pig
CastRoll_05	Mona's Monkey
CastRoll_06	Dr. Crygor
CastRoll_07	Mike
CastRoll_08	Doris 1
CastRoll_09	Dribble
CastRoll_10	Spitz
CastRoll_11	9-Volt
CastRoll_12	Fronk
CastRoll_13	5-Volt
CastRoll_14	18-Volt
CastRoll_15	13-Amp
CastRoll_16	Kat
CastRoll_17	Ana
CastRoll_18	Leo
CastRoll_19	Farmer
CastRoll_20	Young Woman
CastRoll_21	Powerful Landowner
CastRoll_22	Traveler
CastRoll_23	Ashley
CastRoll_24	Red
CastRoll_25	Jimmy T
CastRoll_26	Young Cricket
CastRoll_27	Master Mantis
CastRoll_28	Lulu
CastRoll_29	Joe
CastRoll_30	Club Goers
CastRoll_31	Orbulon
CastRoll_32	Ms. Munchly
CastRoll_33	Ruffington
CastRoll_34	Penny
CastRoll_35	Alien Bunnies
CastRoll_36	The Supreme Developer
CastRoll_37	Game Bugs
CastRoll_38	Mega Bug
CastRoll_39	Pyoro
CastRoll_41	CAST
CastRoll_42	Richard
CastRoll_43	Chuck
CastRoll_44	Thomas
CastRoll_45	Furukawa
CastRoll_46	Doc
CastRoll_47	Adam
CastRoll_48	Zach
CastRoll_49	Kevin
CastRoll_50	The story has come to an end...
CastRoll_51	But the game has just begun!
Skit.wmbt
Speaker_Wario	Wario
Speaker_Cricket	Cricket
Speaker_Eighteenvolt	18-Volt
Speaker_Mona	Mona
Speaker_Dribble	Dribble
Speaker_Spitz	Spitz
Speaker_Crygor	Crygor
Speaker_Ninevolt	9-Volt
Speaker_Mike	Mike
Speaker_Kat	Kat
Speaker_Ana	Ana
Speaker_Jimmy	Jimmy
Speaker_Ashley	Ashley
Speaker_Orbulon	Orbulon
Speaker_Fivewatt	5-Volt
Speaker_Red	Red
Speaker_Mantis	Mantis
Speaker_Lulu	Lulu
Speaker_Penny	Penny
Speaker_Unknown	???
Cutin_Skip	Next
Cutin_Player_1	{[0201|CD00]}I'm {color[#8C00FFAA]}P1{/color}!
Cutin_Player_2	{[0201|CD00]}I'm {color[#20FFFF35]}P2{/color}!
Hologram_Genre_Wario	Intro Games
Hologram_Name_Wario	Wario
Hologram_Genre_Seikatsu	That's Life
Hologram_Name_Seikatsu	Mona
Hologram_Genre_Fantasy	Fantasy
Hologram_Name_Fantasy	Dribble & Spitz
Hologram_Genre_Technology	High Tech
Hologram_Name_Technology	Dr. Crygor
Hologram_Genre_Nintendo	Nintendo Classics
Hologram_Name_Nintendo	9-Volt
Hologram_Genre_Ikimono	Nature
Hologram_Name_Ikimono	Kat & Ana
Hologram_Genre_Sport	Sports
Hologram_Name_Sport	Jimmy T
Hologram_Genre_Tabemono	Food
Hologram_Name_Tabemono	Ashley
Hologram_Genre_Culture	Culture
Hologram_Name_Culture	Orbulon
Hologram_Genre_WarioDX	Anything Goes
Hologram_Name_WarioDX_Bug	Wario Bug
Hologram_Name_WarioDX	Wario
Cutin_Name_Wario	Wario
Cutin_Explain_Wario	This video-game maker\nloves treasure, money,\nand garlic. And money.\nWhat could possibly go\nwrong?
Cutin_Name_Cricket	Young\n  Cricket
Cutin_Explain_Cricket	This devoted student\nof the martial arts\ndiligently trains under\nMaster Mantis. He likes\nmeat dumplings. A lot.
Cutin_Name_Eighteenvolt	18-Volt
Cutin_Explain_Eighteenvolt	This overgrown school\nkid has mad rapping\nand retro-gaming skills.\nHe loves to play with\nhis pint-size pal 9-Volt.
Cutin_Name_Mona	Mona
Cutin_Explain_Mona	Work, school, and pets\nkeep this high-school\nstudent busy. She's\nalso a big fan of Wario.\nWhy? Who can say?
Cutin_Name_DribbleSpitz	   Dribble &\n        Spitz
Cutin_Explain_DribbleSpitz	This taxi-drivin' duo is\nhappy to take you from\nyour front door to the\nfar reaches of space.\nThe fare is always fair!
Cutin_Name_Crygor	Dr. Crygor
Cutin_Explain_Crygor	This genius scientist\nis so good at making\nmechanical marvels,\nhe made a cyborg out\nof himself!
Cutin_Name_Ninevolt	9-Volt
Cutin_Explain_Ninevolt	This skateboarding\nschool kid is obsessed\nwith Nintendo games\nand has some serious\nDJing and yo-yo skills.
Cutin_Name_Mike	Mike
Cutin_Explain_Mike	Invented by Dr. Crygor,\nthis karaoke robot has\na great love of singing.\nHe does not have great\nskills at singing.
Cutin_Name_KatAna	Kat & Ana
Cutin_Explain_KatAna	These kindergartners\nare not only twins...\nthey're ninjas too!\nKat is a tiny bit older\nthan Ana, obviously.
Cutin_Name_Jimmy	Jimmy T
Cutin_Explain_Jimmy	Whether he's hitting\nthe dance floor or the\ngym, this sports-lovin'\ndisco king has all the\nright moves.
Cutin_Name_Ashley	Ashley
Cutin_Explain_Ashley	Dislikes: Cute stuff,\nexpressing emotions,\nunnecessary chitchat.\nLikes: Casting spells,\nfood, her pal Red.
Cutin_Name_Orbulon	Orbulon
Cutin_Explain_Orbulon	This alien insists he'll\ninvade Earth...one day.\nHe's lived here long\nenough to know a lot\nabout our culture.
Cutin_Name_Fivewatt	5-Volt
Cutin_Explain_Fivewatt	Mother to 9-Volt, she's\nas sweet as can be...\nuntil she gets mad.\nHer out-of-body anger\nis positively shocking!
Cutin_Name_Red	Red
Cutin_Explain_Red	Sometimes he seems\nto be more scaredy-cat\nthan demon. Still, Red\ntakes good care of his\nfave witch, Ashley.
Cutin_Name_Mantis	   Master\n     Mantis
Cutin_Explain_Mantis	A master of martial arts\nand Cricket's teacher,\nhe is said to be very\nstrong...though no one\nhas seen him fight.
Cutin_Name_Lulu	Lulu
Cutin_Explain_Lulu	This Luxeville kid is as\npesky as she is plucky.\nShe's an adoring fan of\nCricket (whether he\nlikes it or not).
Cutin_Name_Penny	Penny
Cutin_Explain_Penny	This budding scientist\nand granddaughter to\nDr. Crygor loves two\nthings: inventing stuff\nand singing pop songs!
Cutin_Name_Pyoro	Pyoro
Cutin_Explain_Pyoro	The beak! The tongue!\nThe legend! The star of\nDiamond City's hottest\ngame couldn't resist\nWario's game, it seems.
Wario_OP0_00	Huh? What's this?
Wario_OP0_01	No wonder I feel like I'm flying.\nI AM flying!
Wario_OP0_02	Is it because I'm inside the game?\nBah, who cares! This is going to come in handy!
Wario_OP1_00	Is this...\nIt is! It's the level I made!
Wario_OP1_01	Huh?
Wario_OP1_02	Eh?!
Wario_OP1_03	That thing! It messed up\neverything it touched!
Wario_OP1_04	This is bad. It's going to ruin my level!
Wario_OP1_05	GAH! WAIT!
Wario_OP2_00	Mr. Wario! There you are!
Wario_OP3_00	Check it! I'm here too!
Wario_OP3_01	And get this... I can throw this disc\non my head as many times as I want!
Wario_OP3_02	And know what's even better?\nI don't have to move!
Wario_OP4_00	Time to join forces. It's the only way!\nC'mon, let's tag team our foe!
Wario_ED0_00	There you are! You can't hide\nfrom Wario!
Wario_ED0_02	Whoa! The corruption...\nit's disappearing!
Wario_ED0_03	Hmm... I bet that was a {color[#60FFFF06]}game bug{/color}.\nThey make games act all glitchy.
Wario_ED0_04	I see. So, if we get rid of the bugs...\neverything will go back to normal?
Wario_ED0_05	OK! Time to smash some bugs!
Seikatsu_OP0_00	Get a load of this place. The bugs\nreally did a number on it, eh?
Seikatsu_OP0_01	Hello! Wario, is that you?
Seikatsu_OP0_02	AHHHH! My scooter! It won't stop!
Seikatsu_OP1_00	This is no time to rest.\nWe must keep going!
Seikatsu_OP1_01	What a mess! My level looks awful!
Seikatsu_OP1_02	Bugs...inside the game...did THIS?\nUnacceptable! Let's go!
Seikatsu_ED0_01	All tidied up. Good work, everyone!
Fantasy_OP0_00	Look at all of this corruption.\nIt's just awful.
Fantasy_OP0_01	Meh. I'm starting to think\nit isn't so bad after all.
Fantasy_OP0_02	Ugh! Wario! How could you\nsay that?
Fantasy_OP0_03	Wario! We've been lookin' for you!
Fantasy_OP1_00	We took a look around. There are\nmesses like this all over the place!
Fantasy_OP1_01	The game bugs must have\ncorrupted the entire game.
Fantasy_OP1_02	Let's go exterminate some bugs then!
Fantasy_ED0_01	Ha HA! Now that's more like it!
Technology_OP0_00	Hrmm...am I swimming? Am I flying?\nPaddle, paddle, paddle! Look at my flippers go!
Technology_OP0_01	Hello! Dr. Crygor!
Technology_OP0_02	Indeed, what the gallium is going on around here?
Technology_OP0_03	Gah! Dr. Crygor! Down here!
Technology_OP0_04	I don't recall my level looking like this at all.
Technology_OP0_05	Hey! Crygor!
Technology_OP0_06	Ah! You're here too? Extraordinary!
Technology_OP1_00	My part of the game...something's\ngone awry! Do you know what it might be?
Technology_OP1_01	Yes! Game bugs have taken over.\nThey're causing these...glitches.
Technology_OP1_02	Game bugs? Glitches? Wonderful!\nI shall be sure to study them in my laboratory!
Technology_OP1_03	I think this guy has some glitches\nof his own, if you know what I mean.
Technology_ED0_01	You see! I AM a genius!
Nintendo_OP0_00	Hey, I could get used to this!
Nintendo_OP0_01	All of this pushing IS good for my\ntraining, but can't you walk just a little bit?
Nintendo_OP0_02	HEEEELP!
Nintendo_OP0_03	Yikes! 9-Volt?!
Nintendo_OP0_04	My skateboard...it's...
Nintendo_OP0_05	SKATING ON ITS OWN!
Nintendo_OP1_00	Rad! Did you see that? That was\nso scary...and SO AWESOME!
Nintendo_OP1_01	Huh?! What's wrong with my level?\nIs it broken?
Nintendo_OP1_02	Totally! There's these bugs in the\ngame, and they're chewing it all up!
Nintendo_OP1_03	OK then, let's go get 'em.\nNobody messes with my games!
Nintendo_ED0_01	Haha! Talk about a KO!
Remix1_OP0_00	A mine cart! That's more like it.
Remix1_OP0_01	We can cover a lot of ground\nin that.
Remix1_OP0_02	La-la-la-laaa! The acoustics in\nthere are perfect for karaoke.
Remix1_OP1_00	Mike! There you are! I'm not letting\nyou out of my sight again. You're coming with us.
Remix1_OP1_01	Fine. If I must.
Remix1_OP1_02	Too bad. There goes my\nsolo career.
Remix1_ED1_01	Good. We survived.
Remix1_ED1_02	Sing it!
Ikimono_OP0_00	Hyaaa! Hyaaa!
Ikimono_OP0_01	Hey! We found you!
Ikimono_OP0_02	What's with all the bouncing?\nYou look like a couple of tiny kangaroos!
Ikimono_OP0_03	We can't help it! Our legs\nwon't stop jumping!
Ikimono_OP0_04	Ha! It's probably just our suuuuper\nawesome ninja powers!
Ikimono_OP1_00	Listen up! Something really weird\njumped into our level!
Ikimono_OP1_01	You can help us take it down...\nif you're not too scared.
Ikimono_ED0_01	We did it! Mission complete!
Sport_OP0_00	What's with this place?\nIt's so dark and boring.
Sport_OP0_01	It is rather s-s-spooky!
Sport_OP0_02	Ha. Ha. Dr. Crygor is afraid\nof the dark.
Sport_OP0_03	I am not! My superior intellect\nis incapable of such an irrational fear.
Sport_OP0_04	Hello? Is anyone there?
Sport_OP0_05	WAAAAAH!!!
Sport_OP0_06	Good grief. Your superior intellect\nis a scaredy-cat.
Sport_OP0_07	Oh YEAH!
Sport_OP1_00	Aw, my dance floor...
Sport_OP1_01	We can fix it, but we gotta take\nout those rotten game bugs!
Sport_OP1_02	Alright! Game bugs don't stand a\nchance against my dance moves.
Sport_ED0_01	Ha HA! That was groovy!
Tabemono_OP0_00	I say! The corruption is particularly\npervasive here.
Tabemono_OP0_01	Aha! Ashley! I should have known.
Tabemono_OP0_02	Oh joy. And here I was\nfinally having some fun.
Tabemono_OP1_00	It's time to stomp some game bugs.\nAnd you! You're gonna help us!
Tabemono_OP1_01	Why should I?
Tabemono_OP1_02	Because I said so! And because...\nBah! Fine! We don't need you anyway!
Tabemono_OP1_03	Please. Of course you do.
Tabemono_ED0_01	Whatever.
Culture_OP0_00	What's that weird sound?
Culture_OP0_01	Oooh, I'm scared!
Culture_OP0_02	Wah! You nincompoop!\nWhat are you doing?!
Culture_OP0_03	Oops! The bad is mine.
Culture_OP1_00	My beam of tractoring...\nIt does not work on this glitchy yuck!
Culture_OP1_01	This stuff won't go away until we\ntake out those mean ol' game bugs.
Culture_OP1_02	I see! Then Orbulon will dispose of\nthese bugs...with style!
Culture_ED0_01	First I conquer the game bugs!\nThen I conquer THE WORLD!
Remix2_OP0_00	Ah-ha, another mine cart!\nI call driver's seat!
Remix2_OP0_01	Huh? Is something in there?
Remix2_OP0_03	Uh, I have a bad feeling about this.\nForget the mine cart. Let's go this way instead.
Remix2_OP0_04	Grrrr! 9-Volt!
Remix2_OP0_05	Aaaah! Mom!
Remix2_OP0_06	Unacceptable! You know better than\nto wander off by yourself! It's not safe!
Remix2_OP0_07	Oh my...getting upset...\nmakes me so...sleepy...
Remix2_OP0_08	So, like, what's up with your mom...\nand, uh, your other mom?
Remix2_OP0_09	She has these...out-of-body\nexperiences, I guess.
Remix2_OP0_10	Your mom's got spooky moves, eh?\nThat's weird. I dig it!
Remix2_OP1_00	Onwards and upwards!\nThere's no time to lose!
Remix2_ED0_00	My, my, wasn't that fun!
WarioDX_OP0_00	OK! Now we're getting somewhere.\nThis is the last level I made!
WarioDX_OP0_01	Oh no! There is much corruption\nhere. A great amount of much!
WarioDX_OP0_02	Eh?! What is THAT?!
WarioDX_OP0_03	WAAAH!
WarioDX_OP0_04	It's taking over my game!\nWe've got to stop it!
WarioDX_OP0_05	That didn't look like any ordinary\ngame bug, ya dig? Stay on your toes!
WarioDX_ED0_00	OK! We've got you now!
WarioDX_ED0_02	Oh yeah! The glitches are\nfadin' away!
WarioDX_ED0_03	Hey! What on earth are we going\nto do with this giant bug?
WarioDX_ED0_04	Hmmm...I say we leave it alone.
WarioDX_ED0_05	It's grimy and stinky and messed\neverything up. Which makes it perfect for my level!
WarioDX_ED0_06	Ziiip zooorp!\n(Thank you!)
WarioDX_ED0_07	Yerg! Orbulon has feelings of\nconfusion and excitement!
WarioDX_ED0_08	I am the Supreme Developer.\nI watch over this game, you might say. 
WarioDX_ED0_09	I am the one who brought you here.\nYes, that was all me.
WarioDX_ED0_10	What?! Supreme who?! C'mon!\nEveryone knows Wario is number one!
WarioDX_ED0_11	The game bugs arrived, quite uninvited.\nI knew not what to do. So I brought you here. To help.
WarioDX_ED0_12	I thank you for tidying up their mess.\nDifficult work, I'm sure. Now, your home is right this way.
WarioDX_ED0_13	Haha! Time to shuffle on outta here!
WarioDX_ED0_14	Please, come back and play anytime.
WarioDX_ED0_15	OK, let's get outta here before I, uh,\nremember something I'm forgetting.
AllMix_OP0_00	You have returned. And so soon.\nWelcome.
AllMix_OP0_01	It seems some of our friends are\nstill stuck inside the game.
AllMix_OP0_02	THREE of our friends!\nYou gotta help us!
AllMix_OP0_03	Yes. Of course. I shall check...
AllMix_OP0_04	Mm, yes, strange. It appears they\nhave been captured by...something.
AllMix_OP0_05	Aw, c'mon! I thought we took\ncare of all the game bugs!
AllMix_OP0_06	This is not the work of a game bug.\nWait... Oh dear...
AllMix_OP0_07	One of your friends is nearby.
AllMix_OP0_08	Alright! Somethin' tells me they're\nin this tower. Time to boogie!
AllMix_OP1_00	SOMEONE! ANYONE!\nHEEEEELP!
AllMix_OP1_01	Red, what have you done now?
AllMix_OP1_02	Ashley! I knew you'd come\nto rescue little ol' me!
AllMix_OP2_00	Oh boy, am I glad to see you!\nThis big...thing...locked me up in here.
AllMix_OP2_01	Did you see where this\nbig thing went?
AllMix_OP2_02	OK, so... I'm pretty sure it took this\nelevator up to Floor {key[AllMix|Half]}.
