Bonus.wmbt
Coin_Player_1P	{key[Bonus_Coin_1P|Half]}
Seikatsu_02	莫娜迴力鏢
Seikatsu_03	隔天
Seikatsu_04	「我出門了～」
Seikatsu_05	「哇！」
Seikatsu_06	「我出門了～」
Fantasy_00	德利博與斯皮茨的一飛沖天行星旅行
Technology_00	克萊格博士的秘密工廠
Technology_01	讚讚機器人
Technology_02	「全部重做！」
Technology_03	「為、為什麼！？」
Nintendo_00	九伏特的家
Nintendo_01	好玩的AR遊戲
Nintendo_02	「噓——！」
Nintendo_03	「媽媽要進來了！！」
Ikimono_00	鄉巴村
Ikimono_01	「忍術」
Ikimono_02	「操控之術！」
Ikimono_03	「忍術‧化解之術！」
Ikimono_04	雙胞胎手裡劍
Ikimono_05	「忍術」
Ikimono_06	「幻影之術！」
Ikimono_07	「要上囉，安娜！」
Ikimono_08	「知道了，姊姊！」
Sport_00	肌肉力多俱樂部
Sport_01	「Music Start！」
Tabemono_00	鬼屋
Tabemono_01	「小紅魔，要上了喔」
Tabemono_02	「好！」
Culture_00	奧布倫時間
Culture_01	「哈囉～！」
Culture_02	「我要開始來侵略地球了！」
Culture_03	哥洛沙漠
Culture_04	竹取城市
Culture_05	奧卡拉島
Culture_06	瓦利歐的家
Culture_07	「各位！」
Culture_08	「請用我收集到的東西來玩吧！」
Culture_09	「不錯喔，不錯喔！」
Culture_10	「再加把勁，再加把勁！」
Opening_00	鑽石城市
Opening_01	《蹦羅》大受歡迎！
Opening_02	瓦利歐的公司
Opening_03	「本大爺的遊戲完成啦！」
Opening_04	「終於完成了呀～」
Opening_05	「畢竟大家都那麼努力了嘛～」
Opening_06	「快點讓我們看看YO！」
Opening_07	「好啊，就讓你們看看吧！」
Opening_08	「咦？」
Opening_09	「不能玩嗎？」
Opening_10	「氣死我啦～！」
Ending_00	「總算能回來啦～！」
Ending_01	「但是……」
Ending_02	「為什麼臭蟲會變多呢？」
Ending_03	「製作遊戲來大賺一筆啦～！」
Ending_05	「嗯？怎麼搞的～？」
Ending_06	「難道說，是因為那個……」
Ending_07	「瓦利歐～！別跑～！」
Ending_08	「你怎麼老是這樣～！」
Ending_09	「這次不會再讓你逃走了！」
Ending_10	「啊～～～～！？」
Ending_11	「還少了幾個人喔！」
Ending_12	「！」
Ending_13	「啊～～～～！」
Ending_14	「快去救他們吧！」
Ending_15	「……有夠麻煩的～」
Ending_16	「喂！」
Ending_17	「真拿你們沒辦法，走吧！」
Penny_00	佩尼的實驗室
Penny_01	「總算是完成了！」
Penny_02	「噴射水罐１號！」
Penny_03	「啊！是爺爺啊？」
Penny_04	「……嗯……嗯！」
Penny_05	「知道了！我馬上過去！」
Penny_06	「佩尼要出馬囉！」
CastRoll_00	瓦利歐
CastRoll_02	莫娜
CastRoll_03	莫娜茲１號
CastRoll_04	莫娜茲２號
CastRoll_05	莫娜茲３號
CastRoll_06	克萊格博士
CastRoll_07	麥克
CastRoll_08	庫莉娜
CastRoll_09	德利博
CastRoll_10	斯皮茨
CastRoll_11	九伏特
CastRoll_12	毛茸茸
CastRoll_13	五瓦特
CastRoll_14	十八伏特
CastRoll_15	十三安培
CastRoll_16	卡特
CastRoll_17	安娜
CastRoll_18	里歐
CastRoll_19	農民
CastRoll_20	小女孩
CastRoll_21	殿下
CastRoll_22	旅行者
CastRoll_23	艾希莉
CastRoll_24	小紅魔
CastRoll_25	吉米T.
CastRoll_26	少年庫利凱特
CastRoll_27	曼提斯大師
CastRoll_28	露露
CastRoll_29	喬
CastRoll_30	俱樂部客人
CastRoll_31	奧布倫
CastRoll_32	阿壽
CastRoll_33	小汪
CastRoll_34	佩尼
CastRoll_35	宇宙兔
CastRoll_36	遊戲掌控者
CastRoll_37	遊戲臭蟲
CastRoll_38	皇帝臭蟲
CastRoll_39	蹦羅
CastRoll_41	CAST
CastRoll_42	理察
CastRoll_43	查克
CastRoll_44	湯瑪士
CastRoll_45	古川
CastRoll_46	多庫
CastRoll_47	亞當
CastRoll_48	扎克
CastRoll_49	凱文
CastRoll_50	恭喜你將故事過關了！
CastRoll_51	遊戲現在才要真正開始喔！
Skit.wmbt
Speaker_Wario	瓦利歐
Speaker_Cricket	庫利凱特
Speaker_Eighteenvolt	十八伏特
Speaker_Mona	莫娜
Speaker_Dribble	德利博
Speaker_Spitz	斯皮茨
Speaker_Crygor	克萊格
Speaker_Ninevolt	九伏特
Speaker_Mike	麥克
Speaker_Kat	卡特
Speaker_Ana	安娜
Speaker_Jimmy	吉米
Speaker_Ashley	艾希莉
Speaker_Orbulon	奧布倫
Speaker_Fivewatt	五瓦特
Speaker_Red	小紅魔
Speaker_Mantis	曼提斯
Speaker_Lulu	露露
Speaker_Penny	佩尼
Speaker_Unknown	？？？
Cutin_Skip	下一頁
Cutin_Player_1	{[0201|CD00]}{color[#8C00FFAA]}1P{/color}\n專用
Cutin_Player_2	{[0201|CD00]}{color[#20FFFF35]}2P{/color}\n專用
Hologram_Genre_Wario	牛刀小試
Hologram_Name_Wario	瓦利歐
Hologram_Genre_Seikatsu	生活
Hologram_Name_Seikatsu	莫娜
Hologram_Genre_Fantasy	奇幻
Hologram_Name_Fantasy	德利博＆斯皮茨
Hologram_Genre_Technology	科技
Hologram_Name_Technology	克萊格博士
Hologram_Genre_Nintendo	任天堂
Hologram_Name_Nintendo	九伏特
Hologram_Genre_Ikimono	生物
Hologram_Name_Ikimono	卡特＆安娜
Hologram_Genre_Sport	運動
Hologram_Name_Sport	吉米T.
Hologram_Genre_Tabemono	食物
Hologram_Name_Tabemono	艾希莉
Hologram_Genre_Culture	文化
Hologram_Name_Culture	奧布倫
Hologram_Genre_WarioDX	天馬行空
Hologram_Name_WarioDX_Bug	臭蟲瓦利歐
Hologram_Name_WarioDX	瓦利歐
Cutin_Name_Wario	瓦利歐
Cutin_Explain_Wario	為了賺大錢會到處尋寶，\n或是製作遊戲。\n最喜歡吃蒜頭，\n所以身上總是有點臭臭的。
Cutin_Name_Cricket	　少年\n　　庫利凱特
Cutin_Explain_Cricket	為了追尋力量，\n正跟在曼提斯身邊修行。\n個性認真又率直。\n非常喜歡肉包。
Cutin_Name_Eighteenvolt	　十八\n　　伏特
Cutin_Explain_Eighteenvolt	很會唱饒舌歌曲的小學生。\n有時候會被\n誤認為是大人。\n喜歡復古風格的遊戲。
Cutin_Name_Mona	莫娜
Cutin_Explain_Mona	每天都忙著\n打工和社團活動的\n女高中生。\n夢想是成為冒險家，\n非常仰慕瓦利歐。
Cutin_Name_DribbleSpitz	　德利博＆\n　　斯皮茨
Cutin_Explain_DribbleSpitz	鑽石城市的計程車司機。\n不管是只隔一條街\n還是宇宙的盡頭，\n只要有人呼叫\n就會隨傳隨到。
Cutin_Name_Crygor	克萊格博士
Cutin_Explain_Crygor	超會發明東西的\n天才科學家。\n聽說甚至改造起了\n自己的身體。\n常常吃壞肚子。
Cutin_Name_Ninevolt	九伏特
Cutin_Explain_Ninevolt	每天都踩著滑板\n上下學的小學生，\n是個任天堂愛好者。\n特技是DJ。
Cutin_Name_Mike	麥克
Cutin_Explain_Mike	克萊格製造的\n卡拉OK機器人。\n雖然喜歡唱歌，\n卻走音得很嚴重。\n很會做料理。
Cutin_Name_KatAna	卡特＆安娜
Cutin_Explain_KatAna	還在上幼稚園的\n忍者小女生。\n卡特是姊姊，\n安娜是妹妹。\n感情一直都很好。
Cutin_Name_Jimmy	吉米T.
Cutin_Explain_Jimmy	個性既熱情又酷酷的\n一流舞者。\n除了跳舞之外，\n也擅長各種運動。\n興趣是查看郵件。
Cutin_Name_Ashley	艾希莉
Cutin_Explain_Ashley	現在在當\n見習魔女的女孩子。\n話不多，性格彆扭，\n討厭可愛的東西。\n食量很大。
Cutin_Name_Orbulon	奧布倫
Cutin_Explain_Orbulon	想要侵略地球的外星人。\n在地球上住了很久，\n非常了解地球的文化。
Cutin_Name_Fivewatt	五瓦特
Cutin_Explain_Fivewatt	九伏特的媽媽。\n雖然平常很溫柔，\n但生起氣來超可怕。\n很會玩遊戲。
Cutin_Name_Red	小紅魔
Cutin_Explain_Red	艾希莉的夥伴。\n明明是魔物，\n卻膽小又愛哭。\n說話有口音，\n講起方言莫名流利。
Cutin_Name_Mantis	　曼提斯\n　　　大師
Cutin_Explain_Mantis	拳法達人，\n庫利凱特的師傅。\n看起來非常強，\n但沒有人看過\n他戰鬥的樣子。
Cutin_Name_Lulu	露露
Cutin_Explain_Lulu	住在拉克斯村的女孩子。\n心裡偷偷暗戀著\n庫利凱特。
Cutin_Name_Penny	佩尼
Cutin_Explain_Penny	喜歡發明的\n實習科學家。\n克萊格的孫女。\n還很喜歡唱歌，\n夢想是成為偶像歌手。
Cutin_Name_Pyoro	蹦羅
Cutin_Explain_Pyoro	鑽石城市超受歡迎的遊戲\n《Pyoro》裡頭的主角。\n來到瓦利歐的遊戲裡串場，\n小玩一下。
Wario_OP0_00	嗯？\n奇怪？
Wario_OP0_01	總覺得身體好輕，\n原來是我浮在空中啊！
Wario_OP0_02	是因為在遊戲裡的關係嗎？\n算了，反正方便就好啦！
Wario_OP1_00	這個是……\n本大爺製作的關卡！
Wario_OP1_01	嗯？
Wario_OP1_02	啊！！
Wario_OP1_03	那傢伙經過的地方\n都變髒了！
Wario_OP1_04	糟了！這樣本大爺的關卡\n都會髒掉的！
Wario_OP1_05	給我站住——！！
Wario_OP2_00	瓦利歐，\n你在這裡啊！
Wario_OP3_00	十八伏特也在喔～！
Wario_OP3_01	來到這裡之後，\n頭上的光碟怎麼丟都丟不完啦！
Wario_OP3_02	這樣的話就可以不用動啦。
Wario_OP4_00	由我們三人\n輪流上場戰鬥吧！
Wario_ED0_00	啊！\n找到了！！
Wario_ED0_02	喔喔！\n髒污正在消失！
Wario_ED0_03	那個大概就是\n讓遊戲變不正常的{color[#60FFFF06]}遊戲臭蟲{/color}啦。
Wario_ED0_04	把全部的遊戲臭蟲都打倒後，\n好像就能離開這裡了！
Wario_ED0_05	很好！\n那我們就前進吧！
Seikatsu_OP0_00	這裡也很髒啊～
Seikatsu_OP0_01	瓦利歐叔！\n各位！
Seikatsu_OP0_02	哇哇哇……\n這台機車停不下來耶！
Seikatsu_OP1_00	總之先前進看看吧！
Seikatsu_OP1_01	太過分了！\n我製作的關卡也被弄髒了！
Seikatsu_OP1_02	是遊戲臭蟲害的吧？\n可惡～不可原諒！
Seikatsu_ED0_01	打掃乾淨後心情也變好了呢！
Fantasy_OP0_00	這裡也很髒耶～
Fantasy_OP0_01	本大爺倒覺得這樣子剛剛好。
Fantasy_OP0_02	咦～不衛生！
Fantasy_OP0_03	瓦利歐！
Fantasy_OP1_00	我們剛剛到處去看了一下，\n每個地方都髒得要命啊。
Fantasy_OP1_01	遊戲臭蟲已經擴散到\n整個遊戲裡了呢。
Fantasy_OP1_02	既然都跑進我們的關卡了，\n趕快把它們清理掉吧！
Fantasy_ED0_01	這樣就恢復原狀了吧！
Technology_OP0_00	嗯……\n到底發生什麼事了？
Technology_OP0_01	克萊格博士！
Technology_OP0_02	難道說……不過……
Technology_OP0_03	你有聽到嗎？\n克萊格‧博‧士！
Technology_OP0_04	還是說……也不對……
Technology_OP0_05	喂！克萊格！！！
Technology_OP0_06	喔喔，各位都來啦！
Technology_OP1_00	我的關卡變得好奇怪，\n你們知道些什麼嗎？
Technology_OP1_01	好像是因為\n遊戲臭蟲在搗亂！
Technology_OP1_02	……呵呵呵，遊戲臭蟲啊。\n我最喜歡遊戲臭蟲了，呵呵呵……
Technology_OP1_03	……這傢伙該不會也被臭蟲影響了吧？
Technology_ED0_01	只要我出馬，兩三下就解決了。
Nintendo_OP0_00	哼哼哼～♪\n真是輕鬆啦～！
Nintendo_OP0_01	十八伏特，\n你自己走啦……
Nintendo_OP0_02	快停下啊～！
Nintendo_OP0_03	嗯？\n九伏特？
Nintendo_OP0_04	滑板它……
Nintendo_OP0_05	停　不　下　來　啊～！
Nintendo_OP1_00	呼～這樣就可以放心了。\n謝謝你們！
Nintendo_OP1_01	咦？\n我製作的關卡好像要壞掉了！
Nintendo_OP1_02	是遊戲臭蟲搞的鬼啦！
Nintendo_OP1_03	感覺挺有趣的喔～！\n好～！那就來處理一下吧！
Nintendo_ED0_01	嘿嘿！\n不怎麼樣嘛！
Remix1_OP0_00	是採礦車！
Remix1_OP0_01	用這個的話好像就能繼續往前了呢！
Remix1_OP0_02	這裡聽得到回音，\n最適合唱卡拉OK了！
Remix1_OP1_00	喔，這不是麥克嗎！\n跟我們一起走吧。
Remix1_OP1_01	好的，克萊格。
Remix1_OP1_02	……嘖，\n我還想再繼續唱歌的說。
Remix1_ED1_01	我們到了！
Remix1_ED1_02	保持這個氣勢繼續前進吧！
Ikimono_OP0_00	喝！呀！
Ikimono_OP0_01	啊！\n各位！
Ikimono_OP0_02	你們一直這樣蹦蹦跳，\n看得我脖子好酸啊。
Ikimono_OP0_03	雙腳自己跳來跳去……
Ikimono_OP0_04	不過這樣才像是忍者吧！
Ikimono_OP1_00	剛才有個奇怪的傢伙\n跑進關卡裡了！
Ikimono_OP1_01	幫我們一起解決掉吧！
Ikimono_ED0_01	任務完成！\n太好了！
Sport_OP0_00	這裡是怎麼回事？\n昏暗得讓人不舒服啊。
Sport_OP0_01	嗯，\n感覺有點詭異。
Sport_OP0_02	克萊格，\n你會怕嗎？
Sport_OP0_03	怎麼可能！\n我完全不怕喔。
Sport_OP0_04	喂～！\n有人在嗎～？
Sport_OP0_05	哇～～～～～！！！！！
Sport_OP0_06	果然很怕嘛。
Sport_OP0_07	Oh YEAH～♪
Sport_OP1_00	Ah，我的舞廳被……
Sport_OP1_01	只要把遊戲臭蟲解決掉就會恢復了喔！
Sport_OP1_02	OK！\n區區的遊戲臭蟲，看我用舞蹈輕鬆解決它！
Sport_ED0_01	HAHAHAHA！\n太COOL啦！
Tabemono_OP0_00	這裡怎麼特別髒啊……
Tabemono_OP0_01	喔，是艾希莉！
Tabemono_OP0_02	……
Tabemono_OP1_00	走吧，去收拾遊戲臭蟲了！
Tabemono_OP1_01	……艾希莉不去。
Tabemono_OP1_02	啊～！！\n現在不是說那種話的時候啦！
Tabemono_OP1_03	……嘖。
Tabemono_ED0_01	……
Culture_OP0_00	這是什麼聲音？
Culture_OP0_01	……我好怕喔！
Culture_OP0_02	唔哇！\n搞什麼東西！？
Culture_OP0_03	哎呀，搞錯了，\n對不起。
Culture_OP1_00	這個髒汙\n完全吸不起來呢。
Culture_OP1_01	不解決掉遊戲臭蟲的話，\n好像就不會消失喔！
Culture_OP1_02	原來是這樣啊！\n我不會讓自己的關卡遭到侵略的！
Culture_ED0_01	距離征服地球\n又更加邁進一步了。
Remix2_OP0_00	又是採礦車！\n快點搭上去吧。
Remix2_OP0_01	……嗯？
Remix2_OP0_03	……總覺得有股不好的預感，\n我們要不要找別條路？
Remix2_OP0_04	等一下！九伏特！
Remix2_OP0_05	媽媽！？
Remix2_OP0_06	不可以說那種任性的話，\n會讓大家感到困擾喔。
Remix2_OP0_07	……呼啊，\n生氣過後就覺得好想睡喔……
Remix2_OP0_08	五瓦特小姐……\n到底怎麼了YO！
Remix2_OP0_09	……媽媽很擅長\n靈魂出竅喔！
Remix2_OP0_10	是喔……！？
Remix2_OP1_00	好了！\n我們繼續前進吧！
Remix2_ED0_00	到囉！
WarioDX_OP0_00	這裡就是本大爺製作的\n最後關卡！
WarioDX_OP0_01	這裡比之前的關卡還要髒呢。
WarioDX_OP0_02	啊！？
WarioDX_OP0_03	啊～～～～～！！
WarioDX_OP0_04	它占領我的遊戲啦！\n快阻止那傢伙——！
WarioDX_OP0_05	看起來和之前都不一樣，\n要小心一點YO！
WarioDX_ED0_00	逮到你了！
WarioDX_ED0_02	Oh！\n慢慢恢復了YO！
WarioDX_ED0_03	這孩子該怎麼辦？
WarioDX_ED0_04	就讓那傢伙留下來吧。
WarioDX_ED0_05	……畢竟本大爺的關卡\n也稍微變得有趣點了嘛。
WarioDX_ED0_06	嗶嗶……\n（謝謝你們。）
WarioDX_ED0_07	那是什麼？
WarioDX_ED0_08	我是……\n這個遊戲的掌控者……
WarioDX_ED0_09	將你們吸進遊戲裡的……\n就是我……
WarioDX_ED0_10	啥！？
WarioDX_ED0_11	因為突然出現了很多遊戲臭蟲……\n我處理不來，所以就請你們進來了……
WarioDX_ED0_12	謝謝你們幫忙清理這些臭蟲……\n走這裡就可以回去了……
WarioDX_ED0_13	YEAH！\n這樣事情就告一個段落了！
WarioDX_ED0_14	隨時歡迎你們再來玩……
WarioDX_ED0_15	好耶，要回去囉！\n不過總覺得好像忘了什麼……
AllMix_OP0_00	你們回來啦……
