Bonus.wmbt
Coin_Player_1P	{key[Bonus_Coin_1P|Half]}
Opening_03	“本大爷的游戏完成了！”
Opening_04	“终于结束了！”
Opening_05	“大家都很努力呢。”
Opening_06	“快给我们看看哟！”
Opening_07	“好，给你们看看吧！”
Opening_08	“咦？”
Opening_09	“不能玩吗？”
Opening_10	“哇啊！”
Ending_00	“我们回来了！”
Ending_01	“虽然是这样……”
Ending_02	“为什么臭虫变多了？”
Ending_03	“让我们制作游戏，赚更多钱！”
Ending_05	“什、什么？”
Ending_06	“难道那是……”
Ending_07	“等等！瓦力欧！”
Ending_08	“简直了，每次都是！”
Ending_09	“不能再让你逃走了！”
Ending_10	“啊～～～！？”
Ending_11	“还少了几个人！”
Ending_12	“！”
Ending_13	“啊——！”
Ending_14	“去救他们吧！”
Ending_15	“……好麻烦啊！”
Ending_16	“喂！”
Ending_17	“算了算了，走吧！”
Penny_00	佩尼的实验室
Penny_01	“终于完成了！”
Penny_02	“喷射水罐1号！”
Penny_03	“啊！爷爷？”
Penny_04	“嗯……嗯……”
Penny_05	“明白了！我马上去！”
Penny_06	“佩尼，出发！”
CastRoll_00	瓦力欧
CastRoll_02	莫娜
CastRoll_03	莫娜兹1号
CastRoll_04	莫娜兹2号
CastRoll_05	莫娜兹3号
CastRoll_06	克莱格博士
CastRoll_07	麦克
CastRoll_08	库莉娜
CastRoll_09	德利博
CastRoll_10	斯皮茨
CastRoll_11	九伏特
CastRoll_12	毛茸茸
CastRoll_13	五瓦特
CastRoll_14	十八伏特
CastRoll_15	十三安培
CastRoll_16	卡特
CastRoll_17	安娜
CastRoll_18	里欧
CastRoll_19	农民
CastRoll_20	小女孩
CastRoll_21	殿下
CastRoll_22	旅行者
CastRoll_23	艾希莉
CastRoll_24	小红魔
CastRoll_25	吉米T.
CastRoll_26	少年库利凯特
CastRoll_27	曼提斯大师
CastRoll_28	露露
CastRoll_29	乔
CastRoll_30	俱乐部客人
CastRoll_31	奥布伦
CastRoll_32	阿寿
CastRoll_33	小汪
CastRoll_34	佩尼
CastRoll_35	宇宙兔
CastRoll_36	游戏掌控者
CastRoll_37	游戏臭虫
CastRoll_38	皇帝臭虫
CastRoll_39	蹦罗
CastRoll_41	CAST
CastRoll_42	理察
CastRoll_43	查克
CastRoll_44	汤玛士
CastRoll_45	古川
CastRoll_46	多库
CastRoll_47	亚当
CastRoll_48	扎克
CastRoll_49	凯文
CastRoll_50	祝贺你故事模式过关！
CastRoll_51	游戏现在正式开始！
Skit.wmbt
Speaker_Wario	瓦力欧
Speaker_Cricket	库利凯特
Speaker_Eighteenvolt	十八伏特
Speaker_Mona	莫娜
Speaker_Dribble	德利博
Speaker_Spitz	斯皮茨
Speaker_Crygor	克莱格
Speaker_Ninevolt	九伏特
Speaker_Mike	麦克
Speaker_Kat	卡特
Speaker_Ana	安娜
Speaker_Jimmy	吉米
Speaker_Ashley	艾希莉
Speaker_Orbulon	奥布伦
Speaker_Fivewatt	五瓦特
Speaker_Red	小红魔
Speaker_Mantis	曼提斯
Speaker_Lulu	露露
Speaker_Penny	佩尼
Speaker_Unknown	？？？
Cutin_Skip	下一个
Cutin_Player_1	{[0201|CD00]}{color[#8C00FFAA]}1P{/color}\n专用
Cutin_Player_2	{[0201|CD00]}{color[#20FFFF35]}2P{/color}\n专用
Hologram_Genre_Wario	牛刀小试
Hologram_Name_Wario	瓦力欧
Hologram_Genre_Seikatsu	生活
Hologram_Name_Seikatsu	莫娜
Hologram_Genre_Fantasy	奇幻
Hologram_Name_Fantasy	德利博&斯皮茨
Hologram_Genre_Technology	科技
Hologram_Name_Technology	克莱格博士
Hologram_Genre_Nintendo	任天堂
Hologram_Name_Nintendo	九伏特
Hologram_Genre_Ikimono	生物
Hologram_Name_Ikimono	卡特&安娜
Hologram_Genre_Sport	运动
Hologram_Name_Sport	吉米T.
Hologram_Genre_Tabemono	食物
Hologram_Name_Tabemono	艾希莉
Hologram_Genre_Culture	文化
Hologram_Name_Culture	奥布伦
Hologram_Genre_WarioDX	天马行空
Hologram_Name_WarioDX_Bug	臭虫瓦力欧
Hologram_Name_WarioDX	瓦力欧
Cutin_Name_Wario	瓦力欧
Cutin_Explain_Wario	为了赚大钱会到处寻宝，\n或是制作游戏。\n最喜欢吃蒜头，\n所以身上总是有点臭臭的。
Cutin_Name_Cricket	　少年\n　　库利凯特
Cutin_Explain_Cricket	为了追寻力量，\n正跟在曼提斯身边修行。\n个性认真又率直，\n非常喜欢肉包子。
Cutin_Name_Eighteenvolt	十八伏特
Cutin_Explain_Eighteenvolt	很会唱饶舌歌曲的小学生。\n有时候会被\n误认为是大人。\n喜欢复古风格的游戏。
Cutin_Name_Mona	莫娜
Cutin_Explain_Mona	每天都忙着\n打工和社团活动的\n女高中生。\n梦想是成为冒险家，\n非常仰慕瓦力欧。
Cutin_Name_DribbleSpitz	   德利博&\n        斯皮茨
Cutin_Explain_DribbleSpitz	钻石城市的出租车司机。\n不管是只隔着一条街\n还是宇宙的尽头，\n只要有人呼叫，\n就会随叫随到。
Cutin_Name_Crygor	克莱格博士
Cutin_Explain_Crygor	非常会发明东西的\n天才科学家。\n听说甚至改造起了\n自己的身体。\n常常吃坏肚子。
Cutin_Name_Ninevolt	九伏特
Cutin_Explain_Ninevolt	每天都踩着滑板\n上学放学的小学生。\n是个任天堂爱好者。\n特技是DJ。
Cutin_Name_Mike	麦克
Cutin_Explain_Mike	克莱格制造的\n卡拉OK机器人。\n虽然很爱唱歌，\n但却走调很严重。\n很会做菜。
Cutin_Name_KatAna	卡特&安娜
Cutin_Explain_KatAna	还在上幼儿园的\n双胞胎忍者。\n卡特是姐姐，\n安娜是妹妹。\n感情一直都很好。
Cutin_Name_Jimmy	吉米T.
Cutin_Explain_Jimmy	个性热情又酷酷的\n一流舞者。\n除了跳舞之外，\n也擅长各种运动。\n兴趣是查看邮件。
Cutin_Name_Ashley	艾希莉
Cutin_Explain_Ashley	正在当见习魔女的\n女孩子。\n话不多，性格别扭，\n讨厌可爱的东西。\n吃得很多。
Cutin_Name_Orbulon	奥布伦
Cutin_Explain_Orbulon	想要侵略地球的外星人。\n在地球上住了很久，\n非常了解地球的文化。
Cutin_Name_Fivewatt	五瓦特
Cutin_Explain_Fivewatt	九伏特的妈妈。\n平常很温柔，\n但生气起来很可怕。\n很会玩游戏。
Cutin_Name_Red	小红魔
Cutin_Explain_Red	艾希莉的伙伴。\n明明是魔物，\n但很胆小又爱哭。\n说话有口音，\n讲起方言莫名流利。
Cutin_Name_Mantis	　曼提斯\n　　　大师
Cutin_Explain_Mantis	拳法高手，\n库利凯特的师父。\n看起来非常强大，\n但没有人见过\n他战斗的样子。
Cutin_Name_Lulu	露露
Cutin_Explain_Lulu	住在兰克斯村的\n女孩子。\n心里偷偷喜欢着\n库利凯特。
Cutin_Name_Penny	佩尼
Cutin_Explain_Penny	喜爱发明的\n实习科学家。\n克莱格的孙女。\n还很喜爱唱歌，\n梦想是成为偶像歌手。
Cutin_Name_Pyoro	蹦罗
Cutin_Explain_Pyoro	钻石城市超受欢迎的游戏\n《Pyoro》里的主角。\n来到瓦力欧的游戏\n小玩一下。
Wario_OP0_00	嗯？\n奇怪？
Wario_OP0_01	总觉得身体好轻，\n原来是浮在空中的缘故啊！
Wario_OP0_02	是因为在游戏里的关系吗？\n算了，反正方便就好啦！
Wario_OP1_00	这里是……\n本大爷所制作的关卡！
Wario_OP1_01	嗯？
Wario_OP1_02	啊！！
Wario_OP1_03	那家伙经过的地方\n都变脏了！
Wario_OP1_04	糟了！\n这样本大爷的关卡都会脏掉的！
Wario_OP1_05	给我站住！！！
Wario_OP2_00	瓦力欧，\n你在这里啊！
Wario_OP3_00	十八伏特也在哦！
Wario_OP3_01	来到这里之后，\n头上的光碟怎么丢都丢不完！
Wario_OP3_02	这样的话，就可以不用动啦。
Wario_OP4_00	让我们三个人\n轮流上场战斗吧！
Wario_ED0_00	啊！\n找到了！！
Wario_ED0_02	哦哦！\n脏污正在消失！
Wario_ED0_03	那个大概就是\n让游戏变得不正常的{color[#60FFFF06]}游戏臭虫 {/color}。
Wario_ED0_04	把游戏臭虫都打倒后，\n好像就能离开这里了！
Wario_ED0_05	好耶！\n那我们就前进吧！
Seikatsu_OP0_00	这里也很脏啊～
Seikatsu_OP0_01	瓦力欧大叔！\n各位！
Seikatsu_OP0_02	哇哇哇……\n这辆摩托车停不下来！
Seikatsu_OP1_00	总之，先前进看看吧！
Seikatsu_OP1_01	太过分了！\n我制作的关卡也被弄脏了！
Seikatsu_OP1_02	是游戏臭虫害的吧。\n不可原谅！
Seikatsu_ED0_01	打扫干净后，心情也变好了呢！
Fantasy_OP0_00	这里也很脏耶～
Fantasy_OP0_01	本大爷倒是觉得这样子刚刚好。
Fantasy_OP0_02	咦，不卫生！
Fantasy_OP0_03	瓦力欧！
Fantasy_OP1_00	我们刚刚到处去看了一下，\n每个地方都脏得要命啊。
Fantasy_OP1_01	游戏臭虫已经扩散到\n整个游戏了呢。
Fantasy_OP1_02	既然都跑到我们的关卡了，\n那就赶快都清理掉吧！
Fantasy_ED0_01	这样就恢复原状了吧！
Technology_OP0_00	嗯……\n到底发生什么事了？
Technology_OP0_01	克莱格博士！
Technology_OP0_02	难道说……不过……
Technology_OP0_03	你听到了吗？\n克莱格博士！
Technology_OP0_04	还是说……也不对……
Technology_OP0_05	喂！克莱格！！！
Technology_OP0_06	哦哦，各位都来啦！
Technology_OP1_00	我的关卡变得好奇怪啊，\n你们知道些什么吗？
Technology_OP1_01	好像是因为\n游戏臭虫在捣乱！
Technology_OP1_02	……呵呵呵，游戏臭虫啊。\n我最喜欢游戏臭虫了，呵呵呵……
Technology_OP1_03	……这家伙该不会也被臭虫影响了吧？
Technology_ED0_01	只要我出马，三两下就解决了。
Nintendo_OP0_00	哼哼哼♪\n真是轻松啦！
Nintendo_OP0_01	十八伏特，\n你自己走啦……
Nintendo_OP0_02	快停下！
Nintendo_OP0_03	嗯？\n九伏特？
Nintendo_OP0_04	滑板……
Nintendo_OP0_05	停　不　下　来　啊！
Nintendo_OP1_00	呼～这样就放心了。\n谢谢你们！
Nintendo_OP1_01	奇怪？\n我制作的关卡好像要坏掉了！
Nintendo_OP1_02	是游戏臭虫搞的鬼啦！
Nintendo_OP1_03	似乎很有趣哦！\n好吧！那就来处理一下吧！
Nintendo_ED0_01	嘿嘿！\n不怎么样嘛！
Remix1_OP0_00	是采矿车！
Remix1_OP0_01	用这个的话，好像就能继续往前了呢！
Remix1_OP0_02	这里听得到回音，\n最适合唱卡拉OK了！
Remix1_OP1_00	哦，这不是麦克吗！\n跟我们一起走吧。
Remix1_OP1_01	好的，克莱格。
Remix1_OP1_02	……啧。\n我还想再继续唱歌呢。
Remix1_ED1_01	我们到了！
Remix1_ED1_02	保持这个气势继续前进吧！
Ikimono_OP0_00	喝！呀！
Ikimono_OP0_01	啊！\n各位！
Ikimono_OP0_02	你们一直这样蹦蹦跳，\n看得我脖子好酸啊。
Ikimono_OP0_03	双脚自己跳来跳去……
Ikimono_OP0_04	不过这样才是忍者吧！
Ikimono_OP1_00	刚才有奇怪的家伙\n跑进关卡里了！
Ikimono_OP1_01	帮我们解决掉他们吧！
Ikimono_ED0_01	任务完成！\n太好了！
Sport_OP0_00	这里是怎么回事？\n昏暗得让人不舒服啊。
Sport_OP0_01	嗯。\n感觉有点诡异。
Sport_OP0_02	克莱格，\n你会怕吗？
Sport_OP0_03	怎么可能！\n我完全不怕哦。
Sport_OP0_04	喂！\n有人在吗？
Sport_OP0_05	哇——！！！！！
Sport_OP0_06	果然很怕嘛。
Sport_OP0_07	哦耶～♪
Sport_OP1_00	啊，我的舞厅被……
Sport_OP1_01	只要把游戏臭虫解决掉就能恢复了哦！
Sport_OP1_02	好的！\n区区游戏臭虫，看我用舞蹈来轻松解决！
Sport_ED0_01	哈哈哈！\n太酷啦！
Tabemono_OP0_00	这里特别脏啊……
Tabemono_OP0_01	哦，艾希莉！
Tabemono_OP0_02	……
Tabemono_OP1_00	走吧，去收拾游戏臭虫了！
Tabemono_OP1_01	……艾希莉不去。
Tabemono_OP1_02	啊！！\n现在不是说那种话的时候啦！
Tabemono_OP1_03	……啧。
Tabemono_ED0_01	……
Culture_OP0_00	这是什么声音？
Culture_OP0_01	……我好怕哦！
Culture_OP0_02	哇！\n搞什么东西！？
Culture_OP0_03	哎呀，搞错了。\n对不起。
Culture_OP1_00	这个脏污\n完全吸不起来呢。
Culture_OP1_01	不解决掉游戏臭虫的话，\n好像就不会消失哦！
Culture_OP1_02	原来是这样啊！\n我可不会让自己的关卡遭到侵略的！
Culture_ED0_01	离征服地球\n又更加迈进一步了。
Remix2_OP0_00	又是采矿车！\n快点乘上去吧。
Remix2_OP0_01	……嗯？
Remix2_OP0_03	……总有种不好的预感。\n我们要不要找找别的路？
Remix2_OP0_04	等一下！九伏特！
Remix2_OP0_05	妈妈！？
Remix2_OP0_06	不可以说那种任性的话，\n会让大家感到困扰哦。
Remix2_OP0_07	……呼啊！\n生完气就好想睡觉……
Remix2_OP0_08	五瓦特……\n到底怎么了哟？
Remix2_OP0_09	……妈妈她\n擅长灵魂出窍！
Remix2_OP0_10	是哦……！？
Remix2_OP1_00	好了！\n我们继续前进吧！
Remix2_ED0_00	到啦！
WarioDX_OP0_00	这里是本大爷所制作的\n最后关卡！
WarioDX_OP0_01	脏得要命呢。
WarioDX_OP0_02	啊！？
WarioDX_OP0_03	啊——！！
WarioDX_OP0_04	他附身在游戏上面了！\n阻止那家伙！
WarioDX_OP0_05	看起来和之前都不一样，\n要小心一点哟！
WarioDX_ED0_00	逮到你了！
WarioDX_ED0_02	哦！\n开始变回来了哟！
WarioDX_ED0_03	这孩子该怎么办？
WarioDX_ED0_04	那家伙就让他留下来吧。
WarioDX_ED0_05	……毕竟本大爷的关卡\n也稍微变得有趣些了。
WarioDX_ED0_06	哔哔……\n（谢谢你们。）
WarioDX_ED0_07	那是什么？
WarioDX_ED0_08	我是……\n掌管这个游戏的神……
WarioDX_ED0_09	将你们吸进游戏里的……\n就是我……
WarioDX_ED0_10	啥！？
WarioDX_ED0_11	因为突然出现了很多游戏臭虫……\n我处理不过来，就请你们进来了……
WarioDX_ED0_12	谢谢你们帮我清理这些臭虫……\n从这里就可以回去了……
WarioDX_ED0_13	耶！\n这样事情就告一个段落了！
WarioDX_ED0_14	欢迎你们随时再来玩……
WarioDX_ED0_15	好耶，要回去喽！\n虽然感觉好像忘了什么……
AllMix_OP0_00	你们回来啦……
AllMix_OP0_01	我们好像还有朋友\n留在游戏里。
AllMix_OP0_02	还少了3个人！
AllMix_OP0_03	我查查看吧……
AllMix_OP0_04	原来如此……\n他们似乎被什么东西抓住了呢……
AllMix_OP0_05	游戏臭虫不是已经\n全部都清理掉了吗？
AllMix_OP0_06	看起来似乎不是游戏臭虫……\n哎呀……
AllMix_OP0_07	你们其中一名同伴……\n就在这附近……
AllMix_OP0_08	难道说是在这栋大楼里吗？\n进去看看哟！
AllMix_OP1_00	有人吗！！\n谁来救救我！！
AllMix_OP1_01	……啊，小红魔。
AllMix_OP1_02	艾……艾希莉～～！！\n你来救我了吗！
AllMix_OP2_00	哎呀～得救啦。\n我被一个大家伙给抓起来了。
AllMix_OP2_01	那个大家伙在哪里呢？
AllMix_OP2_02	他乘这座电梯\n去{key[AllMix|Full]}楼了。
AllMix_OP2_03	快点追上去吧！
AllMix_ED0_00	站住！
AllMix_ED0_01	这里可是大楼的{key[AllMix|Full]}楼啊！？
AllMix_ED0_02	他好像掉了什么。
AllMix_ED0_03	{[0201|CD00]}获得了{color[#1DFFFF00]}黄金蜂巢{/color}！
AllMix_ED0_04	哦吼！！\n是　宝　物　耶！！
AllMix_ED0_05	快去救出被那家伙抓住的\n另外两个人吧！
AllMix_ED0_06	他说不定还有别的宝物！\n追上去吧！
AllMix_ED0_07	好耶！\n前往下一个关卡吧！
HighSpeed_OP0_00	师父！！
HighSpeed_OP0_01	都被抓住了还这么冷静……\n真不愧是师父！
HighSpeed_OP0_02	只是等得累了所以睡着了而已吧。
HighSpeed_OP1_00	得救了。
HighSpeed_OP1_01	喂！那个大家伙跑去哪了？\n他有带着宝物吗？
HighSpeed_OP1_02	嗯……\n我感受到敌人的气息就在{key[HighSpeed|Full]}楼。
HighSpeed_OP1_03	{key[HighSpeed|Full]}楼是吧！！
HighSpeed_OP1_04	真有干劲啊……
HighSpeed_ED0_00	有啦有啦！
HighSpeed_ED0_01	{[0201|CD00]}获得了{color[#1DFFFF00]}黄金卫生纸筒{/color}！
HighSpeed_ED0_02	还真是留下了奇怪的东西耶。
