Bonus.wmbt
Coin_Player_1P	{key[Bonus_Coin_1P|Half]}
WC_Ranking_02_00	{[0201|CD00]}{color[#1DFFFF00]}{/color} けっかはっぴょう
WC_Ranking_02_01	・ランキングの チャレンジきかんが おわると\n　さいしゅうけっかが みられるぞ。\n　インターネットに つないで\n　けっかと ごほうびを うけとろう。\n\n・はっぴょうから いっしゅうかんを すぎると\n　さいしゅうけっかが みられなくなるぞ。\n　わすれずに チェックしておこう。
Present_00	さしいれショップが オープンしました。\n\nはんばいちゅう の ものを かったり\nガチャコロンを まわしたりして\nさしいれを あつめましょう。
Present_01_00	キャラクターに さしいれを あげよう
Present_01_01	キャラルームで\nさしいれを あげると\nやくしょくポイントが たまるぞ。\n\nそのポイントによって\nキャラクターの\nやくしょくが あがる！
Present_01_02	レアな さしいれや\nキャラクターが　\nスキな さしいれ ほど\nもらえるポイントが ふえるぞ！
Present_02_00	やくしょくが あがると…？
Present_02_01	やくしょくが あがると いいことが もりだくさん！
Present_02_02	・キャラクターの カラーリングが ふえる\n・とくべつな イラストが もらえる\n・ワリオカップで スコアが あがりやすくなる\n
Present_02_03	どんどん さしいれを あげてみよう。
Movie.wmbt
Wario_00	「ゲームスタート！！！」
Seikatsu_00	モナのいえ
Seikatsu_01	モナーズ
Seikatsu_02	モナブーメラン
Seikatsu_03	つぎのひ
Seikatsu_04	「いってきまーす」
Seikatsu_05	「うわぁ！」
Seikatsu_06	「いってきまーす」
Fantasy_00	ドリブルとスピッツの ぶっとび わくせいツアー
Technology_00	{[0200|2828C400]}{[0102|0001]}Dr.{[0000|000830C930AF30BF30FC]}クライゴアの ひみつこうじょう
Technology_01	ホメホメロボット
Technology_02	「つくりなおしだ！」
Technology_03	「な、なぜだ！？」
Nintendo_00	ナインボルトのいえ
Nintendo_01	{[0200|2828C400]}おもしろ{[0102|0001]}AR{[0000|000A30A830FC30A230FC30EB]}ゲーム
Nintendo_02	「しーっ！」
Nintendo_03	「おかあさんが くるっ！！」
Ikimono_00	イナカドむら
Ikimono_01	「にんぽう」
Ikimono_02	「あやつりの じゅつ！」
Ikimono_03	「にんぽう とりけしの じゅつ！」
Ikimono_04	ふたご しゅりけん
Ikimono_05	「にんぽう」
Ikimono_06	「まぼろしの じゅつ！」
Ikimono_07	「いくよ アナ！」
Ikimono_08	「はい おねえちゃん！」
Sport_00	クラブ マッスルニトー
Sport_01	「ミュージック スタート！」
Tabemono_00	ホラーハウス
Tabemono_01	「レッド いくわよ」
Tabemono_02	「おう！」
Culture_00	オービュロンタイム
Culture_01	「ハロー！」
Culture_02	「チキューしんりゃく はじめマス！」
Culture_03	ゴロさばく
Culture_04	タケチコシティ
Culture_05	オカーラじま
Culture_06	ワリオのいえ
Culture_07	「みなサン」
Culture_08	「あつメタものデ あそんでくだサイ！」
Culture_09	「イーかんじ イーかんじ」
Culture_10	「もーチョット もーチョット」
Opening_00	ダイヤモンドシティ
Opening_01	{[0200|2828C400]}『{[0102|0001]}Pyoro{[0000|000630D430E730ED]}』 だいヒットちゅう！
Opening_02	ワリオのかいしゃ
Opening_03	「オレさまの ゲームが できたぞ！」
Opening_04	「やっとできたんだ～」
Opening_05	「みんなで がんばったもんねー」
Opening_06	{[0200|2828C400]}「はやく みせて{[0102|0001]}YO{[0000|000430E830FC]}！」
Opening_07	「よし みせてやろう！」
Opening_08	「あれ？」
Opening_09	「あそべないの？」
Opening_10	「むが～っ！」
Ending_00	「もどって こられたー！」
Ending_01	「それにしても」
Ending_02	「どうして バグが ふえたんだろ？」
Ending_03	「ゲームを つくって おおもうけだぜ～！」
Ending_05	「な、ナンだ～？」
Ending_06	「まさか アレが･･･」
Ending_07	「まてー！ ワリオー！」
Ending_08	「まったく いつもいつもー！」
Ending_09	「もう にげられないよ！」
Ending_10	「あ～～～っ！？」
Ending_11	「なんにんか たりないぞ！」
Ending_12	「！」
Ending_13	「あーーーっ！」
Ending_14	「たすけに いきましょう！」
Ending_15	「･･･めんどうだな～」
Ending_16	「コラー！」
Ending_17	「しかたない いくか！」
Penny_00	ペニーのけんきゅうじょ
Penny_01	「ついに できましたっ！」
Penny_02	「ジェットタンク１ごう！」
Penny_03	「あっ！ おじいちゃん？」
Penny_04	「･･･うん、･･･うん」
Penny_05	「わかった！ すぐいくね！」
Penny_06	「ペニー、いきますっ！」
CastRoll_00	ワリオ
CastRoll_02	モナ
CastRoll_03	モナーズ１ごう
CastRoll_04	モナーズ２ごう
CastRoll_05	モナーズ３ごう
CastRoll_06	Dr.クライゴア
CastRoll_07	マイク
CastRoll_08	クリナ
CastRoll_09	ドリブル
CastRoll_10	スピッツ
CastRoll_11	ナインボルト
CastRoll_12	しゃぎぃ
CastRoll_13	ファイブワット
CastRoll_14	エイティーンボルト
CastRoll_15	サーティーンアンプ
CastRoll_16	カット
CastRoll_17	アナ
CastRoll_18	レオ
CastRoll_19	のうみん
CastRoll_20	むすめさん
CastRoll_21	とのさま
CastRoll_22	たびびと
CastRoll_23	アシュリー
CastRoll_24	レッド
CastRoll_25	ジミーT.
CastRoll_26	ヤング クリケット
CastRoll_27	マスター マンティス
CastRoll_28	ルールー
CastRoll_29	ジョー
CastRoll_30	クラブのおきゃくさん
CastRoll_31	オービュロン
CastRoll_32	コトブキさん
CastRoll_33	ワンのすけ
CastRoll_34	ペニー
CastRoll_35	ウチューうさぎ
CastRoll_36	ゲームをつかさどるもの
CastRoll_37	ゲームバグ
CastRoll_38	キングバグ
CastRoll_39	ピョロ
CastRoll_41	CAST
CastRoll_42	リチャード
CastRoll_43	チャンク
CastRoll_44	トーマス
CastRoll_45	ふるかわ
CastRoll_46	ドク
CastRoll_47	アダム
CastRoll_48	ザック
CastRoll_49	ケビン
CastRoll_50	ストーリー クリア おめでとう！
CastRoll_51	ゲームは ここからが ほんばんだ！
Skit.wmbt
Speaker_Wario	ワリオ
Speaker_Cricket	クリケット
Speaker_Eighteenvolt	{[0206|00460064]}エイティーンボルト{/0206}
Speaker_Mona	モナ
Speaker_Dribble	ドリブル
Speaker_Spitz	スピッツ
Speaker_Crygor	クライゴア
Speaker_Ninevolt	ナインボルト
Speaker_Mike	マイク
Speaker_Kat	カット
Speaker_Ana	アナ
Speaker_Jimmy	ジミー
Speaker_Ashley	アシュリー
Speaker_Orbulon	オービュロン
Speaker_Fivewatt	{[0206|00500064]}ファイブワット{/0206}
Speaker_Red	レッド
Speaker_Mantis	マンティス
Speaker_Lulu	ルールー
Speaker_Penny	ペニー
Speaker_Unknown	？？？
Cutin_Skip	つぎへ
Cutin_Player_1	{[0201|CD00]}{color[#8C00FFAA]}１P{/color}\nせんよう
Cutin_Player_2	{[0201|CD00]}{color[#20FFFF35]}２P{/color}\nせんよう
Hologram_Genre_Wario	テハジメ
Hologram_Name_Wario	ワリオ
Hologram_Genre_Seikatsu	せいかつ
Hologram_Name_Seikatsu	モナ
Hologram_Genre_Fantasy	ファンタジー
Hologram_Name_Fantasy	ドリブル&スピッツ
Hologram_Genre_Technology	テクノロジー
Hologram_Name_Technology	Dr.クライゴア
Hologram_Genre_Nintendo	ニンテンドー
Hologram_Name_Nintendo	ナインボルト
Hologram_Genre_Ikimono	いきもの
Hologram_Name_Ikimono	カット&アナ
Hologram_Genre_Sport	スポーツ
Hologram_Name_Sport	ジミーT.
Hologram_Genre_Tabemono	たべもの
Hologram_Name_Tabemono	アシュリー
Hologram_Genre_Culture	カルチャー
Hologram_Name_Culture	オービュロン
Hologram_Genre_WarioDX	ナンデモアリ
Hologram_Name_WarioDX_Bug	バグワリオ
Hologram_Name_WarioDX	ワリオ
Cutin_Name_Wario	ワリオ
Cutin_Explain_Wario	カネもうけのために\nおたからを さがしたり\nゲームを つくったり。\nニンニクが だいすきで\nいつも ちょっと クサイ。
Cutin_Name_Cricket	   ヤング\n     クリケット
Cutin_Explain_Cricket	つよさを もとめて\nマンティスの\nもとで しゅぎょうちゅう。\nマジメで すなお。\nにくまんが すき。
Cutin_Name_Eighteenvolt	  エイティーン\n          ボルト
Cutin_Explain_Eighteenvolt	ラップが とくいな\nしょうがくせい。\nたまに おとなと\nまちがわれることがある。\nレトロゲームが すき。
Cutin_Name_Mona	モナ
Cutin_Explain_Mona	バイトや ぶかつで\nまいにち いそがしい\nじょしこうせい。\nゆめは ぼうけんかで、\nワリオに あこがれている。
Cutin_Name_DribbleSpitz	   ドリブル&\n        スピッツ
Cutin_Explain_DribbleSpitz	ダイヤモンドシティの\nタクシードライバー。\nごきんじょから\nうちゅうのはてまで\nどこにでも かけつける。
Cutin_Name_Crygor	Dr.クライゴア
Cutin_Explain_Crygor	はつめいが とくいな\nてんさい かがくしゃ。\nじぶんの からだまで\nかいぞうしているらしい。\nよく おなかを こわす。
Cutin_Name_Ninevolt	ナインボルト
Cutin_Explain_Ninevolt	ニンテンドーマニアな\nしょうがくせい。\nスケボーに のって\nつうがくしている。\nとくぎはDJ。
Cutin_Name_Mike	マイク
Cutin_Explain_Mike	クライゴアが つくった\nカラオケロボット。\nうたうのは すきだが\nとんでもなく オンチ。\nりょうりが じょうず。
Cutin_Name_KatAna	カット&アナ
Cutin_Explain_KatAna	ようちえんに かよう\nふたごの にんじゃ。\nカットが おねえさんで\nアナが いもうと。\nいつも なかよし。
Cutin_Name_Jimmy	ジミーT.
Cutin_Explain_Jimmy	ホットで クールな\nいちりゅう ダンサー。\nおどりだけでなく\nスポーツもばんのう。\nしゅみは メールチェック。
Cutin_Name_Ashley	アシュリー
Cutin_Explain_Ashley	まじょ みならいの\nおんなのこ。\nむくちな ひねくれやで、\nかわいいものが キライ。\nかなりの おおぐい。
Cutin_Name_Orbulon	オービュロン
Cutin_Explain_Orbulon	ちきゅうしんりゃくを\nたくらむ うちゅうじん。\nながく すんでいるので\nちきゅうの カルチャーに\nとても くわしい。
Cutin_Name_Fivewatt	ファイブワット
Cutin_Explain_Fivewatt	ナインボルトの\nおかあさん。\nいつもは やさしいが\nおこると こわい。\nゲームが うまい。
Cutin_Name_Red	レッド
Cutin_Explain_Red	アシュリーの あいぼう。\nまものなのに\nこわがりで なきむし。\nなぜか かんさいべんを\nつかいこなす。
Cutin_Name_Mantis	   マスター\n     マンティス
Cutin_Explain_Mantis	けんぽうの たつじん。\nクリケットの ししょう。\nとても つよいらしいが\nたたかっているところを\nみたものは いない。
Cutin_Name_Lulu	ルールー
Cutin_Explain_Lulu	ラックスむらに すむ\nおんなのこ。\nクリケットに\nひそかな こいごころを\nいだいている。
Cutin_Name_Penny	ペニー
Cutin_Explain_Penny	はつめいずきな\nかがくしゃのタマゴ。\nクライゴアの まご。\nうたも だいすきで\nゆめは アイドルかしゅ。
Cutin_Name_Pyoro	ピョロ
Cutin_Explain_Pyoro	ダイヤモンドシティで\nだいヒットしているゲーム{[0205|0000000A]}\n『{[0102|0001]}Pyoro{[0000|000630D430E730ED]}』の しゅやく。\nワリオの ゲームに\nちょっと あそびにきた。
Wario_OP0_00	ん？\nあれ？
Wario_OP0_01	からだが かるいと おもったら\nちゅうに ういてるじゃないか！
Wario_OP0_02	ゲームのなか だからかな？\nまあ ベンリなので よしとする！
Wario_OP1_00	これは…\nオレさまが つくった ステージ！
Wario_OP1_01	ん？
Wario_OP1_02	あっ！！
Wario_OP1_03	アイツの とおったあとが\nきたなく なってるぞ！
Wario_OP1_04	まずい！\nオレさまの ステージも よごれてしまう！
Wario_OP1_05	コラまてー！！！
Wario_OP2_00	ワリオさん、\nココに いたんですね！
Wario_OP3_00	エイティーンボルトも おるとよー！
Wario_OP3_01	ココにきてから、あたまの ディスクが\nいくらでも なげられるように なったばい！
Wario_OP3_02	これなら うごかんでも よかね。
Wario_OP4_00	３にんで こうたいしながら\nたたかいましょう！
Wario_ED0_00	あっ！\nいたぞ！！
Wario_ED0_02	おお！\nヨゴレが きえていく！
Wario_ED0_03	たぶん アレは ゲームを おかしくする\n{color[#60FFFF06]}ゲームバグ {/color}たい。
Wario_ED0_04	ゲームバグを ぜんぶ たいじしたら\nココから でられそうですね！
Wario_ED0_05	よし！\nさきへ すすむぜ！
Seikatsu_OP0_00	ココも きたないな～。
Seikatsu_OP0_01	ワリオおじさま！\nみんな！
Seikatsu_OP0_02	わわわ…\nこのバイク とまらないの！
Seikatsu_OP1_00	とりあえず すすんでみましょう！
Seikatsu_OP1_01	ひどーい！\nあたしのつくった ステージも ちょっと よごれてる！
Seikatsu_OP1_02	ゲームバグの せいね。\nもーゆるさない！
Seikatsu_ED0_01	きれいになって スッキリね！
Fantasy_OP0_00	ココも ひどい ヨゴレねー。
Fantasy_OP0_01	オレさまは これぐらいの ほうが おちつくぜ。
Fantasy_OP0_02	えー ふけつ！
Fantasy_OP0_03	ワリオはん！
Fantasy_OP1_00	あちこち みてまわったけど\nどこもかしこも めちゃくちゃですわ。
Fantasy_OP1_01	ゲームバグが ゲームぜんたいに\nひろがっちゃってるのね。
Fantasy_OP1_02	ほな わてらのステージに はいって\nさっさと たいじしましょ！
Fantasy_ED0_01	これで もとどおりやな！
Technology_OP0_00	…うーむ\nいったい なにが おきているのだ。
Technology_OP0_01	クライゴアはかせ！
Technology_OP0_02	ぶつぶつ…ぶつぶつ…。
Technology_OP0_03	ねぇ！\nクライゴア は・か・せ！
Technology_OP0_04	ぶつぶつ…ぶつぶつ…。
Technology_OP0_05	おい！クライゴア！！！
Technology_OP0_06	おぉ しょくんも きておったのか！
Technology_OP1_00	わたしの ステージが おかしいのだが\nなにか しっているかね？
Technology_OP1_01	ゲームバグが\nわるさを しているようです！
Technology_OP1_02	…フフフ、ゲームバグか。\nゲームバグは だいすきだよ、フフフ…。
Technology_OP1_03	…コイツも バグってるんじゃないか？
Technology_ED0_01	わたしに かかれば こんなものだ。
Nintendo_OP0_00	フンフンフンー♪\nらくちんたーい！
Nintendo_OP0_01	エイティーンボルトくん、\nじぶんで あるいてよ…。
Nintendo_OP0_02	とめてー！
Nintendo_OP0_03	ん？\nナインボルト？
Nintendo_OP0_04	スケボーが…
Nintendo_OP0_05	と　ま　ら　な　い　よ　ー！
Nintendo_OP1_00	ふ～、これなら あんしん。\nありがとう！
Nintendo_OP1_01	あれ？\nぼくのつくったステージが こわれちゃいそう！
Nintendo_OP1_02	ゲームバグの しわざたい！
Nintendo_OP1_03	よーし じゃあ やっつけにいこう！\nちょっと おもしろそー！
Nintendo_ED0_01	へへ！\nどんなもんだい！
Remix1_OP0_00	トロッコだ！
Remix1_OP0_01	これをつかえば さきに すすめそうだね！
Remix1_OP0_02	ココハ エコーガ キイテルカラ\nカラオケニ ピッタリデ、アリマス！
Remix1_OP1_00	お、マイクではないか！\nわれわれと いっしょに くるのだ。
Remix1_OP1_01	ハイ、クライゴア。
Remix1_OP1_02	…チッ。\nモット ウタイタカッタノニ。
Remix1_ED1_01	トウチャクデ、アリマス！
Remix1_ED1_02	コノチョウシデ ゴーゴー！
Ikimono_OP0_00	エイ！ ヤァ！
Ikimono_OP0_01	あ！\nみんな！
Ikimono_OP0_02	そんなに ピョンピョンされると\nくびが つかれるぞ。
Ikimono_OP0_03	あしが かってに はねちゃうの…。
Ikimono_OP0_04	でも にんじゃ らちいでしょ！
Ikimono_OP1_00	さっき ステージに\nあやちい やつが はいっていったよ！
Ikimono_OP1_01	やっつけるの てつだって！
Ikimono_ED0_01	にんむかんりょう！\nやったね！
Sport_OP0_00	なんだ ココ？\nくらくて しんきくせーなー。
Sport_OP0_01	うむ。\nすこし きみが わるいな。
Sport_OP0_02	クライゴア。\nコワガリ デスネ。
Sport_OP0_03	まさか！\nこわくなどないぞ。
Sport_OP0_04	おーい！\nだれか いるかー？
Sport_OP0_05	わーーーーー！！！！！
Sport_OP0_06	ヤッパリ コワガリ。
Sport_OP0_07	{[0200|2828EC00]}{[0102|0001]}Oh{[0000|000430AA30FC]} {[0102|0001]}YEAH～{[0000|000630A430A730FC]}♪
Sport_OP1_00	{[0200|2828EC00]}{[0102|0001]}Ah{[0000|000430A230FC]}、ボクの ダンスフロアが…。
Sport_OP1_01	ゲームバグを やっつければ なおるよ！
Sport_OP1_02	オーケイ！\nゲームバグなんて ボクの ダンスで イチコロさ！
Sport_ED0_01	{[0200|2828EC00]}{[0102|0001]}HA{[0000|000230CF]} {[0102|0001]}HA{[0000|000230CF]} {[0102|0001]}HA{[0000|000230CF]} {[0102|0001]}HA{[0000|000230CF]}！\nクールだゼ！
Tabemono_OP0_00	ココは とくに ヨゴレが ひどいな…。
Tabemono_OP0_01	お、アシュリー！
Tabemono_OP0_02	…。
Tabemono_OP1_00	さあ、ゲームバグたいじに いくぞ！
Tabemono_OP1_01	…いかない。
Tabemono_OP1_02	だーっ！！\nそんなこと いってる ばあいじゃねぇ！
