another_name.txt
msg_another_name_00	カロスチャンピオン　[VAR 0102(0000)]
msg_another_name_36	ワールドチャンピオン　[VAR 0102(0000)]
msg_another_name_37	きらめくおもいでの　[VAR 0102(0000)]
msg_another_name_38	あついおもいでの　[VAR 0102(0000)]
msg_another_name_39	ホウエンチャンピオン　[VAR 0102(0000)]
msg_another_name_40	でんせつてきスターの　[VAR 0102(0000)]
msg_another_name_41	かつてスターの　[VAR 0102(0000)]
msg_another_name_42	とうじきれいだった　[VAR 0102(0000)]
msg_another_name_43	かつてアイドルの　[VAR 0102(0000)]
msg_another_name_44	てんさいとよばれた　[VAR 0102(0000)]
msg_another_name_45	むかしはムキムキの　[VAR 0102(0000)]
msg_another_name_46	アローラチャンピオン　[VAR 0102(0000)]
msg_another_name_47	ロイヤルマスター　[VAR 0102(0000)]
msg_another_name_48	ツリーウィナー　[VAR 0102(0000)]
msg_another_name_49	ツリーマスター　[VAR 0102(0000)]
msg_another_name_50	ガラルチャンピオン　[VAR 0102(0000)]
msg_another_name_51	タワーマスター　[VAR 0102(0000)]
msg_another_name_52	ランクマスター　[VAR 0102(0000)]
msg_another_name_53	はらペコの　[VAR 0102(0000)]
msg_another_name_54	おねむな　[VAR 0102(0000)]
msg_another_name_55	そろそろねむい　[VAR 0102(0000)]
msg_another_name_56	はやくにめざめた　[VAR 0102(0000)]
msg_another_name_57	くもをみつめる　[VAR 0102(0000)]
msg_another_name_58	あめにむせぶ　[VAR 0102(0000)]
msg_another_name_59	かみなりにさわぐ　[VAR 0102(0000)]
msg_another_name_60	ゆきにころがる　[VAR 0102(0000)]
msg_another_name_61	こごえふるえる　[VAR 0102(0000)]
msg_another_name_62	のどカラカラの　[VAR 0102(0000)]
msg_another_name_63	すなにまみれる　[VAR 0102(0000)]
msg_another_name_64	きりにとまどう　[VAR 0102(0000)]
msg_another_name_65	うんめいかんじる　[VAR 0102(0000)]
msg_another_name_66	つりたてピチピチの　[VAR 0102(0000)]
msg_another_name_67	カレーずきな　[VAR 0102(0000)]
msg_another_name_68	ひとになれてる　[VAR 0102(0000)]
msg_another_name_69	ひとをしらない　[VAR 0102(0000)]
msg_another_name_70	あばれんぼうの　[VAR 0102(0000)]
msg_another_name_71	なにもかんがえてない　[VAR 0102(0000)]
msg_another_name_72	ドキドキしてる　[VAR 0102(0000)]
msg_another_name_73	ワクワクしてる　[VAR 0102(0000)]
msg_another_name_74	オーラをかんじる　[VAR 0102(0000)]
msg_another_name_75	クールな　[VAR 0102(0000)]
msg_another_name_76	アグレッシブな　[VAR 0102(0000)]
msg_another_name_77	ボーっとしてる　[VAR 0102(0000)]
msg_another_name_78	しあわせそうな　[VAR 0102(0000)]
msg_another_name_79	プンプンおこる　[VAR 0102(0000)]
msg_another_name_80	ニコニコわらう　[VAR 0102(0000)]
msg_another_name_81	メソメソなく　[VAR 0102(0000)]
msg_another_name_82	ごきげんな　[VAR 0102(0000)]
msg_another_name_83	ふきげんな　[VAR 0102(0000)]
msg_another_name_84	ちてきな　[VAR 0102(0000)]
msg_another_name_85	あれくるう　[VAR 0102(0000)]
msg_another_name_86	スキをねらう　[VAR 0102(0000)]
msg_another_name_87	いかつい　[VAR 0102(0000)]
msg_another_name_88	やさしげな　[VAR 0102(0000)]
msg_another_name_89	あわてんぼうの　[VAR 0102(0000)]
msg_another_name_90	やるきまんまんの　[VAR 0102(0000)]
msg_another_name_91	やるきゼロの　[VAR 0102(0000)]
msg_another_name_92	ふんぞりかえった　[VAR 0102(0000)]
msg_another_name_93	じしんのない　[VAR 0102(0000)]
msg_another_name_94	そぼくな　[VAR 0102(0000)]
msg_another_name_95	きどっている　[VAR 0102(0000)]
msg_another_name_96	げんきいっぱいの　[VAR 0102(0000)]
msg_another_name_97	どこかくたびれた　[VAR 0102(0000)]
msg_another_name_98	とおいむかしの　[VAR 0102(0000)]
msg_another_name_99	トゥインクルスター　[VAR 0102(0000)]
msg_another_name_100	パルデアチャンピオン　[VAR 0102(0000)]
msg_another_name_101	でっかい　[VAR 0102(0000)]
msg_another_name_102	ちっちゃい　[VAR 0102(0000)]
msg_another_name_103	トレジャーハンター　[VAR 0102(0000)]
msg_another_name_104	たよれるあいぼう　[VAR 0102(0000)]
msg_another_name_105	グルメな　[VAR 0102(0000)]
msg_another_name_106	せんざいいちぐうの　[VAR 0102(0000)]
msg_another_name_107	オヤブンだった　[VAR 0102(0000)]
msg_another_name_108	さいきょう　[VAR 0102(0000)]
msg_another_name_109	ヌシだった　[VAR 0102(0000)]
msg_another_name_110	[VAR 0100(0001)]の　[VAR 0102(0000)]
app_common.txt
msg_common_18_keywait	ダミー
msg_common_28_keywait	ダミー
msg_common_30_keywait	ダミー
msg_common_01	ダミー
msg_common_02	ダミー
msg_common_03	ダミー
msg_common_04	ダミー
msg_common_05	ダミー
msg_common_06	ダミー
msg_common_07	ダミー
msg_common_08	ダミー
msg_common_08_02	ダミー
msg_common_09	ダミー
msg_common_10	ダミー
msg_common_10_03	ダミー
msg_common_11	ダミー
msg_common_11_02	ダミー
msg_common_12	ダミー
msg_common_12_02	ダミー
msg_common_12_03	ダミー
msg_common_12_08	ダミー
msg_common_13	ダミー
msg_common_13_09	ダミー
msg_common_14	ダミー
msg_common_14_02	ダミー
msg_common_14_03	ダミー
msg_common_14_08	ダミー
msg_common_15	ダミー
msg_common_15_03	ダミー
msg_common_15_04	ダミー
msg_common_16	ダミー
msg_common_16_ruby	ダミー
msg_common_16_02	ダミー
msg_common_16_03	ダミー
msg_common_16_04	ダミー
msg_common_16_05	ダミー
msg_common_16_07	ダミー
msg_common_17	ダミー
msg_common_18	ダミー
msg_common_18_02	ダミー
msg_common_18_03	ダミー
msg_common_18_ruby_03	ダミー
msg_common_18_04	ダミー
msg_common_18_05	ダミー
msg_common_18_07	ダミー
msg_common_18_10	ダミー
msg_common_20	ダミー
msg_common_20_02	ダミー
msg_common_20_05	ダミー
msg_common_20_ruby_05	ダミー
msg_common_20_07	ダミー
msg_common_20_ruby_07	ダミー
msg_common_20_11	ダミー
msg_common_21_03	ダミー
msg_common_22	ダミー
msg_common_22_02	ダミー
msg_common_22_03	ダミー
msg_common_23	ダミー
msg_common_23_02	ダミー
msg_common_24	ダミー
msg_common_25	ダミー
msg_common_26	ダミー
msg_common_27	ダミー
msg_common_27_02	ダミー
msg_common_37	ダミー
msg_common_S_01	ダミー
msg_common_S_02	ダミー
msg_common_S_03	ダミー
msg_common_S_04	ダミー
msg_common_S_05	ダミー
msg_common_S_06	ダミー
msg_common_S_07	ダミー
msg_common_S_08	ダミー
msg_common_S_09	ダミー
msg_common_S_10	ダミー
msg_common_S_11	ダミー
msg_common_S_12	ダミー
msg_common_S_14	ダミー
msg_common_S_16	ダミー
appli_header.txt
appli_header_00_01	バッグ
appli_header_00_04	髪型の設定
appli_header_00_05	服装
appli_header_00_06	プレビュー
appli_header_00_07	顔
appli_header_00_10	[VAR 01D2(0000)] / 買う
appli_header_00_11	[VAR 01D2(0000)] / 売る
appli_header_00_12	ステータス
appli_header_00_15	設定
appli_header_restaurant04	ローリングドリーマー
appli_header_restaurant05	ローリングドリーマー
bag.txt
msg_ui_bag_okodukai_01	[VAR 0206(0000,0000)]円
msg_ui_bag_category	[VAR 0112(0000)]
msg_ui_bag_itemname	[VAR 0109(0000)]
msg_ui_bag_lv_00	Lv.[VAR 0202(0000)]
msg_ui_bag_lv_01	Next
msg_ui_bag_lv_02	[VAR 0206(0000,0000)]
msg_ui_bag_lv_03	/
msg_ui_bag_lv_04	-
msg_ui_bag_exp_01	EXP
msg_ui_bag_pokename	[VAR 0102(0000)]
msg_ui_bag_wazaname	[VAR 0107(0000)]
msg_ui_bag_hp_00	HP
msg_ui_bag_hp_04	[VAR 0202(0000)]/[VAR 0202(0001)]
msg_ui_bag_wazamachine_type	タイプ
msg_ui_bag_wazamachine_classification	ぶんるい
msg_ui_bag_wazamachine_power	いりょく
msg_ui_bag_wazamachine_power_00	[VAR 0202(0000)]
msg_5a68952e1cb67a3ea2d73d340fecdd45	[~ 17]
msg_0a1d5f615595c4fc8e02f7de19a035cc	[~ 18]
msg_ui_bag_wazamachine_nodata	-
msg_ui_bag_wazamachine_kaifuku_01	はつどうじかん
msg_ui_bag_wazamachine_kaifuku_02	[VAR 0202(0000)]
msg_145c485c8b3a19927c44c44923bfb09c	[~ 22]
msg_a46feb6f904a316fd3a7a2f7cb879eaa	[~ 23]
msg_35679e6b9ed1e50bc97b901ea084010b	[~ 24]
msg_ui_bag_wazamachine_id	[VAR 0202(0000)]
msg_ui_bag_itemcount_01	[VAR 0202(0000)]
msg_ui_bag_05_01	もどる
msg_ui_bag_05_02	もどる
msg_ui_bag_05_03	お気に入り
msg_ui_bag_05_04	並び順
msg_ui_bag_05_06	つよさをみる
msg_ui_bag_05_07	つかう
msg_ui_bag_05_08	いれかえ
msg_ui_bag_05_09	ポーチにしまう
msg_ui_bag_05_10	もちものいれかえ
msg_ui_bag_noitem	ありません
msg_354870092a4377ad90971b50fba0e803	[~ 37]
msg_ui_bag_wazamashine_msg_01	[VAR 0102(0000)]と　[VAR 0107(0001)]は\n{相性|あいしょう}が{悪|わる}かった！\c\n[VAR 0107(0001)]は\n{覚|おぼ}えられない！\c
msg_ui_bag_wazamashine_msg_02	[VAR 0102(0000)]は　すでに\n[VAR 0107(0001)]を{覚|おぼ}えています\c
msg_ui_bag_wazamashine_msg_05	わざマシンを{起動|きどう}した！\c
msg_ui_bag_wazamashine_msg_06	[VAR 0102(0000)]は\n[VAR 0107(0001)]を{覚|おぼ}えた！[VAR BE05(0004)][VAR BE05(0001)]\c
msg_bcb16d034d7c4129980d88266cffc5fd	[~ 42]
msg_bf0dc9cd92f3083a3388a4bbf1682a34	[~ 43]
msg_d60d372d01587aab42f7a6759b82c67c	[~ 44]
msg_ui_bag_wazamashine_msg_10	[VAR 0107(0000)]のかわりに\n{忘|わす}れる{技|わざ}を{選|えら}んでください！\c
msg_9d642a260101ba8a14cc43ee0f7af1c0	[~ 46]
msg_ba8b41af65786629f13b86712321d466	[~ 47]
msg_60d6105c403bc733cba80f2d136caf9b	[~ 48]
msg_8e5f7c8c6099f2fbb66aff842faa31fd	[~ 49]
msg_710c13a6a2d37f7be415e0c2d02639b6	[~ 50]
msg_ui_bag_wazamashine_msg_15	はい
msg_ui_bag_wazamashine_msg_16	いいえ
msg_97f44595ff2455070d605aa60b495c23	[~ 53]
msg_205d458b975f9e2087a48db0d4aa3749	[~ 54]
msg_5c29f07b16062efbd9f0918cc8aae96c	[~ 55]
msg_ead34a2bda64a8d1e70e13403cd251c7	[~ 56]
msg_e085ddadffcd69c96d5234ef38d044ea	[~ 57]
msg_ui_bag_wazamashine_memory_02	覚えている
msg_affd1e1499311ab8818e624a9855982e	[~ 59]
msg_b0ec2d585c5ba456b046462fe19df279	[~ 60]
msg_ui_bag_shop_01	[VAR 0202(0000)]
msg_ui_bag_shop_02	×
msg_ui_bag_shop_03	[VAR 0207(0000,0000)]円
msg_7f56431edb9b0b68b999e40c2b817db7	[~ 64]
msg_ui_bag_shop_05	それなら　[VAR 0207(0000,0000)]{円|えん}で\nお{引|ひ}きとり　しましょうか？
msg_ui_bag_shop_06	はい
msg_ui_bag_shop_07	いいえ
msg_ui_bag_shop_08	---
msg_feb861b4a60617945419595e1a72cbf6	[~ 69]
msg_ui_bag_shop_10	[VAR 0109(0000)]を\n{買|か}い{取|と}ることはできません\c
msg_ui_bag_shop_11	[VAR 0109(0000)]を{渡|わた}して\n[VAR 0207(0001,0000)]{円|えん}を{受|う}けとった\c
msg_ui_bag_shop_11_s	[VAR 0109(0000)]を{渡|わた}して\n[VAR 0207(0001,0000)]{円|えん}を{受|う}けとった\c
msg_ui_bag_sort_01	種類順
msg_ui_bag_sort_02	名前順
msg_ui_bag_sort_04	NEW
msg_ui_bag_sort_03	番号順
msg_ui_bag_sort_05	お気に入り
msg_ui_bag_sort_06	やめる
msg_60edd0f1bb83f23e34b8691e931ae42e	[~ 79]
msg_9197af65cd294ed94eb149e09ac5169d	[~ 80]
msg_ui_bag_sort_msg_01	{種類順|しゅるいじゅん}に\n{持|も}ち{物|もの}を{整理|せいり}しました！\c
msg_ui_bag_sort_msg_02	{名前順|なまえじゅん}に\n{持|も}ち{物|もの}を{整理|せいり}しました！\c
msg_ui_bag_sort_msg_03	{番号順|ばんごうじゅん}に\n{持|も}ち{物|もの}を{整理|せいり}しました！\c
msg_ui_bag_sort_msg_05	お{気|き}に{入|い}りの\n{持|も}ち{物|もの}を{整理|せいり}しました！\c
msg_ui_bag_sort_msg_04	{新|あたら}しく{手|て}に{入|い}れた{持|も}ち{物|もの}を\n{上|うえ}から{順|じゅん}に{整理|せいり}しました！\c
msg_ui_bag_03_01	つかう
msg_ui_bag_03_02	もたせる
msg_fef24cf5d1dc20e6a1f263b344b0f181	[~ 88]
msg_fdb21451004b0d29afefee84008ea97b	[~ 89]
msg_e3aa63df13992548375aa2f0d51739ff	[~ 90]
msg_6bac00e1a94bd7ce64d74154ca2776a9	[~ 91]
msg_c17c1ec860555d4ff16339f951a427c0	[~ 92]
msg_ui_bag_03_08	お{気|き}に{入|い}り
msg_ui_bag_03_09	やめる
msg_ui_bag_03_10	そのまま{見守|みまも}る
msg_ui_bag_03_11	キャンセル
msg_ui_bag_03_12	にぎりしめる
msg_ui_bag_03_13	なにもしない
msg_ui_bag_03_14	えらぶ
msg_ui_bag_use_msg_00	[VAR 0109(0000)]をどうしますか？
msg_ui_bag_use_msg_01	[VAR 0102(0000)]の{体力|たいりょく}が\n[VAR 0202(0001)]{回復|かいふく}した！
msg_ui_bag_use_msg_02	[VAR 0102(0000)]は\n{元気|げんき}をとりもどした！
msg_ui_bag_use_msg_03	[VAR 0102(0000)]の　どくは\nきれいさっぱりなくなった！\c
msg_ui_bag_use_msg_04	[VAR 0102(0000)]の\n{体|からだ}のしびれがとれた！\c
msg_ui_bag_use_msg_05	[VAR 0102(0000)]の\nやけどが{治|なお}った！\c
msg_ui_bag_use_msg_06	[VAR 0102(0000)]の\n{体|からだ}のこおりがとけた！\c
msg_ui_bag_use_msg_08	[VAR 0102(0000)]は\n{目|め}を{覚|さ}ました！\c
msg_ui_bag_use_msg_09	[VAR 0102(0000)]は\n{健康|けんこう}になった！\c
msg_ui_bag_use_msg_35	[VAR 0102(0000)]の\n{混乱|こんらん}が{治|なお}った！\c
msg_ui_bag_use_msg_10	[VAR 0102(0000)]は　[VAR 010D(0001)]の\n{基礎|きそ}ポイントが{上|あ}がった！\c
msg_ui_bag_use_msg_11	[VAR 0102(0000)]は\nちょっとなついた！\c\n[VAR 010D(0001)]の\n{基礎|きそ}ポイントが{下|さ}がった！\c
msg_ui_bag_use_msg_12	[VAR 0102(0000)]は\n{最高|さいこう}になついている！\c\n[VAR 010D(0001)]の\n{基礎|きそ}ポイントが{下|さ}がった！\c
msg_ui_bag_use_msg_13	[VAR 0102(0000)]は\nちょっとなついた！\c\n[VAR 010D(0001)]の\n{基礎|きそ}ポイントはもう{下|さ}がらない！\c
msg_ui_bag_use_msg_34	[VAR 0102(0000)]は\n{最高|さいこう}になついている！\c\n[VAR 010D(0001)]の\n{基礎|きそ}ポイントはもう{下|さ}がらない！\c
msg_ui_bag_use_msg_14	[VAR 0100(0000)]は\n[VAR 0109(0001)]を{使|つか}った！\c
msg_d06ebd6e828f1ce2fd0803ce98b40c18	[~ 116]
msg_ui_bag_use_msg_16	[VAR 0109(0000)]を{持|も}たせた！\c
msg_ui_bag_use_msg_17	[VAR 0109(0000)]を{預|あず}かって\n[VAR 0109(0001)]を{持|も}たせた！\c
msg_ui_bag_use_msg_18	[VAR 0109(0000)]を\n{持|も}たせることはできません！\c
msg_ui_bag_use_msg_19	{使|つか}っても{効果|こうか}がないよ\c
msg_ui_bag_use_msg_20	{道具|どうぐ}には{使|つか}いどきがあります\c
msg_ui_bag_use_msg_21	ポケモンがいませんよ！\c
msg_56c2f9f64fb93c3f0561a6f3d36678d6	[~ 123]
msg_5792d5ca052e9ba52c700c4d0377fdbe	[~ 124]
msg_b952e542c4e056a39e4226aa10f2515f	[~ 125]
msg_d21b3fc21807354d510322808e9a2ac2	[~ 126]
msg_ui_bag_use_msg_26	[VAR 0109(0000)]と\n[VAR 0109(0001)]を{取|と}り{換|か}えますか？
msg_29d43dd0ae5f6d0d1f74c34a513a6096	[~ 128]
msg_5b8912558f56f003be08b868b3b4ca06	[~ 129]
msg_1976dfbbbbeba9be02987e7eb10faf7b	[~ 130]
msg_ui_bag_use_msg_30	ポーチが{一杯|いっぱい}で\n{道具|どうぐ}を{受|う}け{取|と}れません！\c
msg_d1f3864514e37431316a6fca85d89c1e	[~ 132]
msg_fae21cf158e8a2f296bf5df829670ad4	[~ 133]
msg_ui_bag_use_msg_33	[VAR 0109(0000)]を\n[VAR 0112(0001)]ポケットへ{戻|もど}した！\c
msg_ui_bag_use_msg_37	[VAR BE05(0005)][VAR 0102(0000)]は\nレベル[VAR 0202(0001)]にあがった！\c
msg_ui_bag_use_msg_39	ひんしのポケモンには\n{使|つか}えません\c
msg_8ed764fc79b05dc3251cec1f079c2e3b	[~ 137]
msg_dce7306d8d3111b7b8b985c9a11245b3	[~ 138]
msg_b8d1c66b2cf7433bfeb1bc02d4562b4d	[~ 139]
msg_83d222d880aa05c2918e1d26da290399	[~ 140]
msg_ui_bag_use_msg_47	[VAR 0107(0001)]の{効果|こうか}で\n[VAR 0102(0000)]には{使|つか}えません！\c
msg_ui_bag_use_msg_63	いまは{使|つか}えません
msg_ui_bag_use_msg_64	かいふくふうじの{効果|こうか}で\n{回復|かいふく}できません！\c
msg_ui_bag_waza_00	[VAR 0107(0000)]
msg_9de7ac6cd0389ec0465abc7ff36e884b	[~ 145]
msg_bf00e31eb8643f460740e125bb782002	[~ 146]
msg_b854d3e40f425d321e23fb96698748c6	[~ 147]
msg_35e209ad7f2ad585aab6d5fe2acb654c	[~ 148]
msg_3fd55a021f3d380b6b8c0e3bbecd4910	[~ 149]
msg_7b1e55d49b397bf60af2baa1bfcc921c	[~ 150]
msg_b1d7ef812d1d8b63656c6323cfefb5d6	[~ 151]
msg_bb874f2ace8fb6f1972625f6c5308193	[~ 152]
msg_e53935ac084e7ff7d27109413870cb4d	[~ 153]
msg_ui_bag_use_union_msg_04	[VAR 0102(0000)]は\n{別|べつ}の{姿|すがた}に{変化|へんか}した！
msg_90f1be3a27083fe1729bf2f211c9570a	[~ 155]
msg_2f11e8765f7bf2b131e47f897b15c2af	[~ 156]
msg_8e105e1fe01842aaa30148b4efcd2ad8	[~ 157]
msg_1d73450c29e63de5c655c39acb192182	[~ 158]
msg_970c40fd5777cdcdb7a269c05bc2701e	[~ 159]
msg_ui_bag_use_union_msg_09	いしころは\nジガルデナイトに{変化|へんか}した！
msg_4a37cee872660ecf59e7829d7134b81c	[~ 161]
msg_94a00e2cd4121404c41e09650782c166	[~ 162]
msg_ui_bag_lvup_00	こうげき
msg_ui_bag_lvup_01	ぼうぎょ
msg_ui_bag_lvup_02	とくこう
msg_ui_bag_lvup_03	とくぼう
msg_ui_bag_lvup_04	すばやさ
msg_ui_bag_lvup_05	[VAR 0202(0000)]
msg_ui_bag_lvup_06	+[VAR 0201(0000)]
msg_ui_bag_lvup_07	HP
msg_ui_bag_use_msg_48	[VAR 0102(0000)]の{能力|のうりょく}を\n{変化|へんか}させますか？
msg_ui_bag_use_msg_49	[VAR 0109(0000)]の{効果|こうか}で\n[VAR 0102(0001)]の{能力|のうりょく}に\r\n{変化|へんか}が{起|お}きたようだ！[VAR BE05(0005)][VAR BE05(0001)]\c
msg_246444c0e206b4ea047e3ec6d788b0de	[~ 173]
msg_af7babc9d8334095afcb6c7603f4b1a1	[~ 174]
msg_cb9f28f21db3cc70d5d2a0e3643be41c	[~ 175]
msg_6c87d97bd148295c992c332d56dcc9db	[~ 176]
msg_c4b53ba4c735aa4451bf0119f9dda8f5	[~ 177]
msg_b4989d601399d87b824116bbc9f664a3	[~ 178]
msg_834f1147735ea73b4d0c633297501ffd	
msg_d816fdfdd285eb9a2f0fa34fbfdc1c43	
msg_aa6553e7a67e6468ba8c3e7805c01159	
msg_88b4a9bd5fed99e36e08481bcead5947	
msg_fbdf883a4fc64d577ff2913eac0c649f	
msg_2598ccf6b3326e336fd149625788a0f2	
msg_4c95d92fb32b6ae1e8c7520be3144bcf	
msg_adf446ea55ad25236d4d28edfc753fd4	[~ 186]
msg_28601bc98ad28a33231e733ad1906e98	[~ 187]
msg_ui_bag_use_msg_67	{進化|しんか}をそのまま{見守|みまも}ります
msg_ui_bag_use_msg_68	……おや！？\n[VAR 0102(0000)]の{様子|ようす}が……！
msg_ui_bag_use_msg_69	[VAR 0102(0000)]は\n{経験値|けいけんち}をもらった！\c
msg_ui_bag_use_msg_70	[VAR 0102(0000)]は\nレベル[VAR 0202(0001)]にあがった！\c
msg_ui_bag_use_msg_71	[VAR 0102(0000)]は\n{新|あたら}しい{技|わざ}をひらめいた！\c
msg_ui_bag_use_msg_75	[VAR 0102(0000)]は\n{新|あたら}しい{技|わざ}をひらめいた！\c
msg_ui_bag_use_msg_72	[VAR 0102(0000)]は\n{進化|しんか}できるようになった！\c
msg_ui_bag_use_msg_73	[VAR 0102(0000)]は\n{技|わざ}をワザプラスした！\c
msg_ui_bag_use_msg_76	[VAR 0102(0000)]は\n{技|わざ}をワザプラスした！\c
msg_ui_bag_use_msg_74	いまはメガストーンを{外|はず}せません\c
msg_f43236fc716118fdfd93a8666bb1df5b	[~ 198]
msg_fd07a2a1d651d2138b18d2fd4f44316c	[~ 199]
msg_f184b42a4279a4c473ba4808b9c90951	[~ 200]
msg_eacc1584e22a2f4a489c56b68feaf98e	[~ 201]
msg_bag_06_91	[VAR 0102(0000)]は\n{別|べつ}の{姿|すがた}に{変化|へんか}した！
msg_71e9936c9c69e3c2e6c01352da6a410c	[~ 203]
msg_be70ac33bf850432038e4d6df82bc909	[~ 204]
msg_6a1d3077b7fc426b530bb03593059007	[~ 205]
msg_45e01c5992a0d3f6c27886530d85fd76	[~ 206]
msg_291a1ce269197b368fec8044aad9afff	[~ 207]
msg_bd917722182fd42b1431b410a50bf0cf	[~ 208]
msg_2d5be2607af859ec1b800acc6f8a72b8	[~ 209]
msg_ba51852b43bdc03089a61db7abce5f75	[~ 210]
msg_0fcd4fd8e71f276542dc037af7df8aaf	[~ 211]
msg_20611008ea3fe062cf1dc5e417d051e8	[~ 212]
msg_4bb0e423db8990d5da65895f1d164fc4	[~ 213]
msg_5fe4615cd684bf25edc82789866e9731	[~ 214]
msg_6b9accc6454c9a483d12e6fb4d90176e	[~ 215]
msg_6e92e0e94ad51245133eeee83264785c	[~ 216]
msg_5eb582ef1d876528daaafde6a852eab6	[~ 217]
msg_d29e023ac548f5df7535ad61dbb6499d	[~ 218]
msg_561544300df85a83d551cf09f65607a0	[~ 219]
msg_1ac67eeb2666efad7882f1dd566a3732	[~ 220]
msg_d8565981d1036061cf6fe3dda54f83a0	[~ 221]
msg_8c263de5de1a6e931527541476ee9912	[~ 222]
msg_4fa20304011c7cd035af6dea4bca5553	[~ 223]
msg_061fdaba8b0ca0958cc8b67dc21e2744	[~ 224]
msg_6893e18c6811c602d625e37f8bc0ae34	[~ 225]
msg_07f588e87156fc8a5cf68d76b55fe58a	[~ 226]
msg_9d76ee8cd2c98292b9a872c4b5a74af9	[~ 227]
msg_e89ccd066482ef34c5bfd4f0df869277	[~ 228]
msg_74ac06ace09e53ba05730323bed3cd00	[~ 229]
msg_eb2207eac7584ab0af750617d50b7884	[~ 230]
msg_ca248d4fb491c94f4b479826db6796f9	[~ 231]
msg_63c4bc5af8eddef2a7b12e174ce8b7f2	[~ 232]
msg_7c40ff549b5e63a4220a465d66477999	[~ 233]
msg_2d24e6f17edaee33d7836f79a391b23e	[~ 234]
msg_d8871dd85051ee4b3017b676dd19f1c6	[~ 235]
msg_e03d04ab258731d0df3242db75b21a8b	[~ 236]
msg_05c74b2553214faad025cc562adb5fe7	[~ 237]
msg_0f23ebb85c90638f901d9883cd2628ae	[~ 238]
msg_b248ce3292a7e99387493aeca6791f38	[~ 239]
msg_5ee1c1235215b70d76afad408feb44ff	[~ 240]
msg_9df6ca12bf0b1377dcf420ca96b06a8a	[~ 241]
msg_a0ce9dc8279f9d346072ea83e29f1385	[~ 242]
msg_10d90977466572bc98ffaa2148e177d1	[~ 243]
msg_a653d551df01537e96c092838b8c574b	[~ 244]
msg_ui_bag_shop_15	[VAR 0206(0000,0000)]{円|えん}を{受|う}けとった\c
msg_2f0b54c3dbc7a4a16c4e4941284a0fa6	[~ 246]
msg_ui_bag_shop_18	そちらは　[VAR 0206(0000,0000)]{円|えん}で\nお{引|ひ}きとり　します\c\n{持|も}ちきれない　おこづかいは\nなくなってしまいますが　よろしいですか？
msg_ui_bag_sort_msg_11	種類順
msg_ui_bag_sort_msg_12	番号順
msg_ui_bag_sort_msg_13	名前順
msg_ui_bag_sort_msg_14	NEW
msg_ui_bag_mg_01_01	[VAR 0102(0000)]のメガストーンを{戻|もど}して\n[VAR 0102(0001)]に{持|も}たせますか？
msg_ui_bag_mg_01_02	はい
msg_ui_bag_mg_01_03	いいえ
msg_ui_bag_mg_01_04	[VAR 0109(0000)]を\n[VAR 0102(0001)]に{持|も}たせた！\c
msg_ui_bag_mg_01_05	[VAR 0102(0000)]は\n[VAR 0109(0001)]を{持|も}っています\c
bag_pocket.txt
str_pocketname_001	かいふく
str_pocketname_002	ボール
str_pocketname_003	せんとう
str_pocketname_004	きのみ
