another_name.txt
msg_another_name_00	卡洛斯冠军[VAR 0102(0000)]
msg_another_name_44	被称作天才的[VAR 0102(0000)]
msg_another_name_45	曾经浑身肌肉的[VAR 0102(0000)]
msg_another_name_46	阿罗拉冠军[VAR 0102(0000)]
msg_another_name_47	皇家大师[VAR 0102(0000)]
msg_another_name_48	对战树赢家[VAR 0102(0000)]
msg_another_name_49	对战树大师[VAR 0102(0000)]
msg_another_name_50	伽勒尔冠军[VAR 0102(0000)]
msg_another_name_51	对战塔大师[VAR 0102(0000)]
msg_another_name_52	级别对战大师[VAR 0102(0000)]
msg_another_name_53	肚子饿扁了的[VAR 0102(0000)]
msg_another_name_54	想睡觉的[VAR 0102(0000)]
msg_another_name_55	开始犯困的[VAR 0102(0000)]
msg_another_name_56	很早就醒来的[VAR 0102(0000)]
msg_another_name_57	盯着云看的[VAR 0102(0000)]
msg_another_name_58	在雨中哽咽的[VAR 0102(0000)]
msg_another_name_59	对打雷大呼小叫的[VAR 0102(0000)]
msg_another_name_60	在雪里打滚的[VAR 0102(0000)]
msg_another_name_61	冻得发抖的[VAR 0102(0000)]
msg_another_name_62	喉咙干渴的[VAR 0102(0000)]
msg_another_name_63	满身沙子的[VAR 0102(0000)]
msg_another_name_64	对雾感到困惑的[VAR 0102(0000)]
msg_another_name_65	命中注定的[VAR 0102(0000)]
msg_another_name_66	刚钓上来活蹦乱跳的[VAR 0102(0000)]
msg_another_name_67	喜欢咖喱的[VAR 0102(0000)]
msg_another_name_68	不怕人的[VAR 0102(0000)]
msg_another_name_69	没见过人类的[VAR 0102(0000)]
msg_another_name_70	脾气暴躁的[VAR 0102(0000)]
msg_another_name_71	脑袋空空的[VAR 0102(0000)]
msg_another_name_72	心跳不已的[VAR 0102(0000)]
msg_another_name_73	兴奋期待的[VAR 0102(0000)]
msg_another_name_74	感觉到气场的[VAR 0102(0000)]
msg_another_name_75	酷酷的[VAR 0102(0000)]
msg_another_name_76	好斗的[VAR 0102(0000)]
msg_another_name_77	在发呆的[VAR 0102(0000)]
msg_another_name_78	看起来很幸福的[VAR 0102(0000)]
msg_another_name_79	气呼呼的[VAR 0102(0000)]
msg_another_name_80	笑眯眯的[VAR 0102(0000)]
msg_another_name_81	泪汪汪的[VAR 0102(0000)]
msg_another_name_82	心情好的[VAR 0102(0000)]
msg_another_name_83	心情不好的[VAR 0102(0000)]
msg_another_name_84	聪慧的[VAR 0102(0000)]
msg_another_name_85	狂暴的[VAR 0102(0000)]
msg_another_name_86	伺机而动的[VAR 0102(0000)]
msg_another_name_87	粗犷的[VAR 0102(0000)]
msg_another_name_88	温柔的[VAR 0102(0000)]
msg_another_name_89	慌慌张张的[VAR 0102(0000)]
msg_another_name_90	充满干劲的[VAR 0102(0000)]
msg_another_name_91	毫无干劲的[VAR 0102(0000)]
msg_another_name_92	嚣张跋扈的[VAR 0102(0000)]
msg_another_name_93	缺乏自信的[VAR 0102(0000)]
msg_another_name_94	朴素的[VAR 0102(0000)]
msg_another_name_95	装模作样的[VAR 0102(0000)]
msg_another_name_96	精力充沛的[VAR 0102(0000)]
msg_another_name_97	看似疲惫的[VAR 0102(0000)]
msg_another_name_98	遥远过去的[VAR 0102(0000)]
msg_another_name_99	闪亮之星[VAR 0102(0000)]
msg_another_name_100	帕底亚冠军[VAR 0102(0000)]
msg_another_name_101	大个子[VAR 0102(0000)]
msg_another_name_102	小不点[VAR 0102(0000)]
msg_another_name_103	寻宝猎人[VAR 0102(0000)]
msg_another_name_104	可靠搭档[VAR 0102(0000)]
msg_another_name_105	美食家[VAR 0102(0000)]
msg_another_name_106	千载难逢的[VAR 0102(0000)]
msg_another_name_107	曾是头目的[VAR 0102(0000)]
msg_another_name_108	最强的[VAR 0102(0000)]
msg_another_name_109	曾是宝主的[VAR 0102(0000)]
msg_another_name_110	[VAR 0100(0001)]的[VAR 0102(0000)]
app_common.txt
msg_common_18_keywait	ダミー
msg_common_28_keywait	ダミー
msg_common_30_keywait	ダミー
msg_common_01	ダミー
msg_common_02	ダミー
msg_common_03	ダミー
msg_common_04	ダミー
msg_common_05	ダミー
msg_common_06	ダミー
msg_common_07	ダミー
msg_common_08	ダミー
msg_common_08_02	ダミー
msg_common_09	ダミー
msg_common_10	ダミー
msg_common_10_03	ダミー
msg_common_11	ダミー
msg_common_11_02	ダミー
msg_common_12	ダミー
msg_common_12_02	ダミー
msg_common_12_03	ダミー
msg_common_12_08	ダミー
msg_common_13	ダミー
msg_common_13_09	ダミー
msg_common_14	ダミー
msg_common_14_02	ダミー
msg_common_14_03	ダミー
msg_common_14_08	ダミー
msg_common_15	ダミー
msg_common_15_03	ダミー
msg_common_15_04	ダミー
msg_common_16	ダミー
msg_common_16_ruby	ダミー
msg_common_16_02	ダミー
msg_common_16_03	ダミー
msg_common_16_04	ダミー
msg_common_16_05	ダミー
msg_common_16_07	ダミー
msg_common_17	ダミー
msg_common_18	ダミー
msg_common_18_02	ダミー
msg_common_18_03	ダミー
msg_common_18_ruby_03	ダミー
msg_common_18_04	ダミー
msg_common_18_05	ダミー
msg_common_18_07	ダミー
msg_common_18_10	ダミー
msg_common_20	ダミー
msg_common_20_02	ダミー
msg_common_20_05	ダミー
msg_common_20_ruby_05	ダミー
msg_common_20_07	ダミー
msg_common_20_ruby_07	ダミー
msg_common_20_11	ダミー
msg_common_21_03	ダミー
msg_common_22	ダミー
msg_common_22_02	ダミー
msg_common_22_03	ダミー
msg_common_23	ダミー
msg_common_23_02	ダミー
msg_common_24	ダミー
msg_common_25	ダミー
msg_common_26	ダミー
msg_common_27	ダミー
msg_common_27_02	ダミー
msg_common_37	ダミー
msg_common_S_01	ダミー
msg_common_S_02	ダミー
msg_common_S_03	ダミー
msg_common_S_04	ダミー
msg_common_S_05	ダミー
msg_common_S_06	ダミー
msg_common_S_07	ダミー
msg_common_S_08	ダミー
msg_common_S_09	ダミー
msg_common_S_10	ダミー
msg_common_S_11	ダミー
msg_common_S_12	ダミー
msg_common_S_14	ダミー
msg_common_S_16	ダミー
appli_header.txt
appli_header_00_01	包包
appli_header_00_04	设置发型
appli_header_00_05	服装
appli_header_00_06	预览
appli_header_00_07	脸部
appli_header_00_10	[VAR 01D2(0000)]：购买
appli_header_00_11	[VAR 01D2(0000)]：出售
appli_header_00_12	能力
appli_header_00_15	设置
appli_header_restaurant04	回转梦想家
appli_header_restaurant05	回转梦想家
bag.txt
msg_ui_bag_okodukai_01	[VAR 0206(0000,0000)]
msg_ui_bag_category	[VAR 0112(0000)]
msg_ui_bag_itemname	[VAR 0109(0000)]
msg_ui_bag_lv_00	Lv.[VAR 0202(0000)]
msg_ui_bag_lv_01	Next
msg_ui_bag_lv_02	[VAR 0206(0000,0000)]
msg_ui_bag_lv_03	/
msg_ui_bag_lv_04	-
msg_ui_bag_exp_01	EXP
msg_ui_bag_pokename	[VAR 0102(0000)]
msg_ui_bag_wazaname	[VAR 0107(0000)]
msg_ui_bag_hp_00	HP
msg_ui_bag_hp_04	[VAR 0202(0000)]/[VAR 0202(0001)]
msg_ui_bag_wazamachine_type	属性
msg_ui_bag_wazamachine_classification	分类
msg_ui_bag_wazamachine_power	威力
msg_ui_bag_wazamachine_power_00	[VAR 0202(0000)]
msg_5a68952e1cb67a3ea2d73d340fecdd45	[~ 17]
msg_0a1d5f615595c4fc8e02f7de19a035cc	[~ 18]
msg_ui_bag_wazamachine_nodata	-
msg_ui_bag_wazamachine_kaifuku_01	发动时间
msg_ui_bag_wazamachine_kaifuku_02	[VAR 0202(0000)]
msg_145c485c8b3a19927c44c44923bfb09c	[~ 22]
msg_a46feb6f904a316fd3a7a2f7cb879eaa	[~ 23]
msg_35679e6b9ed1e50bc97b901ea084010b	[~ 24]
msg_ui_bag_wazamachine_id	[VAR 0202(0000)]
msg_ui_bag_itemcount_01	[VAR 0202(0000)]
msg_ui_bag_05_01	返回
msg_ui_bag_05_02	返回
msg_ui_bag_05_03	我的最爱
msg_ui_bag_05_04	排列顺序
msg_ui_bag_05_06	查看能力
msg_ui_bag_05_07	使用
msg_ui_bag_05_08	替换
msg_ui_bag_05_09	放进腰包里
msg_ui_bag_05_10	替换持有物
msg_ui_bag_noitem	空空如也
msg_354870092a4377ad90971b50fba0e803	[~ 37]
msg_ui_bag_wazamashine_msg_01	[VAR 0102(0000)]\n和[VAR 0107(0001)]不匹配！\c\n[VAR 0107(0001)]是学不会的！\c
msg_ui_bag_wazamashine_msg_02	[VAR 0102(0000)]已经\n学会了[VAR 0107(0001)]。\c
msg_ui_bag_wazamashine_msg_05	启动了招式学习器！\c
msg_ui_bag_wazamashine_msg_06	[VAR 0102(0000)]\n学会了[VAR 0107(0001)]！[VAR BE05(0004)][VAR BE05(0001)]\c
msg_bcb16d034d7c4129980d88266cffc5fd	[~ 42]
msg_bf0dc9cd92f3083a3388a4bbf1682a34	[~ 43]
msg_d60d372d01587aab42f7a6759b82c67c	[~ 44]
msg_ui_bag_wazamashine_msg_10	为了学习[VAR 0107(0000)]，\n请选择要忘记的招式！\c
msg_9d642a260101ba8a14cc43ee0f7af1c0	[~ 46]
msg_ba8b41af65786629f13b86712321d466	[~ 47]
msg_60d6105c403bc733cba80f2d136caf9b	[~ 48]
msg_8e5f7c8c6099f2fbb66aff842faa31fd	[~ 49]
msg_710c13a6a2d37f7be415e0c2d02639b6	[~ 50]
msg_ui_bag_wazamashine_msg_15	是
msg_ui_bag_wazamashine_msg_16	否
msg_97f44595ff2455070d605aa60b495c23	[~ 53]
msg_205d458b975f9e2087a48db0d4aa3749	[~ 54]
msg_5c29f07b16062efbd9f0918cc8aae96c	[~ 55]
msg_ead34a2bda64a8d1e70e13403cd251c7	[~ 56]
msg_e085ddadffcd69c96d5234ef38d044ea	[~ 57]
msg_ui_bag_wazamashine_memory_02	已学会
msg_affd1e1499311ab8818e624a9855982e	[~ 59]
msg_b0ec2d585c5ba456b046462fe19df279	[~ 60]
msg_ui_bag_shop_01	[VAR 0202(0000)]
msg_ui_bag_shop_02	×
msg_ui_bag_shop_03	[VAR 0207(0000,0000)]
msg_7f56431edb9b0b68b999e40c2b817db7	[~ 64]
msg_ui_bag_shop_05	那么，我用[VAR 0207(0000,0000)]\n跟您收购吧？
msg_ui_bag_shop_06	是
msg_ui_bag_shop_07	否
msg_ui_bag_shop_08	---
msg_feb861b4a60617945419595e1a72cbf6	[~ 69]
msg_ui_bag_shop_10	无法收购[VAR 0109(0000)]。\c
msg_ui_bag_shop_11	给出[VAR 0109(0000)]，\n拿到了[VAR 0207(0001,0000)]。\c
msg_ui_bag_shop_11_s	给出[VAR 0109(0000)]，\n拿到了[VAR 0207(0001,0000)]。\c
msg_ui_bag_sort_01	类型排序
msg_ui_bag_sort_02	名称排序
msg_ui_bag_sort_04	NEW
msg_ui_bag_sort_03	编号排序
msg_ui_bag_sort_05	我的最爱
msg_ui_bag_sort_06	退出
msg_60edd0f1bb83f23e34b8691e931ae42e	[~ 79]
msg_9197af65cd294ed94eb149e09ac5169d	[~ 80]
msg_ui_bag_sort_msg_01	按类型排序整理了持有物！\c
msg_ui_bag_sort_msg_02	按名称排序整理了持有物！\c
msg_ui_bag_sort_msg_03	按编号排序整理了持有物！\c
msg_ui_bag_sort_msg_05	将我的最爱\n整理到列表上方了！\c
msg_ui_bag_sort_msg_04	将新获得的持有物\n整理到列表上方了！\c
msg_ui_bag_03_01	使用
msg_ui_bag_03_02	携带
msg_fef24cf5d1dc20e6a1f263b344b0f181	[~ 88]
msg_fdb21451004b0d29afefee84008ea97b	[~ 89]
msg_e3aa63df13992548375aa2f0d51739ff	[~ 90]
msg_6bac00e1a94bd7ce64d74154ca2776a9	[~ 91]
msg_c17c1ec860555d4ff16339f951a427c0	[~ 92]
msg_ui_bag_03_08	我的最爱
msg_ui_bag_03_09	取消
msg_ui_bag_03_10	继续守望
msg_ui_bag_03_11	取消
msg_ui_bag_03_12	紧握
msg_ui_bag_03_13	什么也不做
msg_ui_bag_03_14	选择
msg_ui_bag_use_msg_00	要拿[VAR 0109(0000)]做什么？
msg_ui_bag_use_msg_01	[VAR 0102(0000)]的体力回复了[VAR 0202(0001)]！
msg_ui_bag_use_msg_02	[VAR 0102(0000)]恢复了活力！
msg_ui_bag_use_msg_03	[VAR 0102(0000)]的毒消失得干干净净！\c
msg_ui_bag_use_msg_04	[VAR 0102(0000)]身体的麻痹状态消除了！\c
msg_ui_bag_use_msg_05	[VAR 0102(0000)]的灼伤治愈了！\c
msg_ui_bag_use_msg_06	[VAR 0102(0000)]身体的冰融化了！\c
msg_ui_bag_use_msg_08	[VAR 0102(0000)]醒过来了！\c
msg_ui_bag_use_msg_09	[VAR 0102(0000)]变得健康了！\c
msg_ui_bag_use_msg_35	[VAR 0102(0000)]的混乱治好了！\c
msg_ui_bag_use_msg_10	[VAR 0102(0000)][VAR 010D(0001)]的\n基础点数上升了！\c
msg_ui_bag_use_msg_11	[VAR 0102(0000)]和你有点亲密了！\c\n[VAR 010D(0001)]的基础点数降低了！\c
msg_ui_bag_use_msg_12	[VAR 0102(0000)]\n和你的亲密度已经最高了！\c\n[VAR 010D(0001)]的基础点数降低了！\c
msg_ui_bag_use_msg_13	[VAR 0102(0000)]和你有点亲密了！\c\n[VAR 010D(0001)]的基础点数不再降低！\c
msg_ui_bag_use_msg_34	[VAR 0102(0000)]\n和你的亲密度已经最高了！\c\n[VAR 010D(0001)]的基础点数不再降低！\c
msg_ui_bag_use_msg_14	[VAR 0100(0000)]\n使用了[VAR 0109(0001)]！\c
msg_d06ebd6e828f1ce2fd0803ce98b40c18	[~ 116]
msg_ui_bag_use_msg_16	让宝可梦携带了[VAR 0109(0000)]！\c
msg_ui_bag_use_msg_17	收回了[VAR 0109(0000)]，\n让宝可梦携带了[VAR 0109(0001)]！\c
msg_ui_bag_use_msg_18	无法携带[VAR 0109(0000)]！\c
msg_ui_bag_use_msg_19	就算使用也没有效果哦。\c
msg_ui_bag_use_msg_20	道具需要看场合来用。\c
msg_ui_bag_use_msg_21	没有宝可梦哦！\c
msg_56c2f9f64fb93c3f0561a6f3d36678d6	[~ 123]
msg_5792d5ca052e9ba52c700c4d0377fdbe	[~ 124]
msg_b952e542c4e056a39e4226aa10f2515f	[~ 125]
msg_d21b3fc21807354d510322808e9a2ac2	[~ 126]
msg_ui_bag_use_msg_26	要把[VAR 0109(0000)]\n替换成[VAR 0109(0001)]吗？
msg_29d43dd0ae5f6d0d1f74c34a513a6096	[~ 128]
msg_5b8912558f56f003be08b868b3b4ca06	[~ 129]
msg_1976dfbbbbeba9be02987e7eb10faf7b	[~ 130]
msg_ui_bag_use_msg_30	腰包已满，不能接收道具了！\c
msg_d1f3864514e37431316a6fca85d89c1e	[~ 132]
msg_fae21cf158e8a2f296bf5df829670ad4	[~ 133]
msg_ui_bag_use_msg_33	将[VAR 0109(0000)]\n放回了[VAR 0112(0001)]口袋！\c
msg_ui_bag_use_msg_37	[VAR BE05(0005)][VAR 0102(0000)]提高到\n等级[VAR 0202(0001)]了！\c
msg_ui_bag_use_msg_39	不能用于昏厥的宝可梦。\c
msg_8ed764fc79b05dc3251cec1f079c2e3b	[~ 137]
msg_dce7306d8d3111b7b8b985c9a11245b3	[~ 138]
msg_b8d1c66b2cf7433bfeb1bc02d4562b4d	[~ 139]
msg_83d222d880aa05c2918e1d26da290399	[~ 140]
msg_ui_bag_use_msg_47	因[VAR 0107(0001)]的效果，\n无法对[VAR 0102(0000)]使用！\c
msg_ui_bag_use_msg_63	现在无法使用。
msg_ui_bag_use_msg_64	因为回复封锁的效果，\n无法回复！\c
msg_ui_bag_waza_00	[VAR 0107(0000)]
msg_9de7ac6cd0389ec0465abc7ff36e884b	[~ 145]
msg_bf00e31eb8643f460740e125bb782002	[~ 146]
msg_b854d3e40f425d321e23fb96698748c6	[~ 147]
msg_35e209ad7f2ad585aab6d5fe2acb654c	[~ 148]
msg_3fd55a021f3d380b6b8c0e3bbecd4910	[~ 149]
msg_7b1e55d49b397bf60af2baa1bfcc921c	[~ 150]
msg_b1d7ef812d1d8b63656c6323cfefb5d6	[~ 151]
msg_bb874f2ace8fb6f1972625f6c5308193	[~ 152]
msg_e53935ac084e7ff7d27109413870cb4d	[~ 153]
msg_ui_bag_use_union_msg_04	[VAR 0102(0000)]变成其他样子了！
msg_90f1be3a27083fe1729bf2f211c9570a	[~ 155]
msg_2f11e8765f7bf2b131e47f897b15c2af	[~ 156]
msg_8e105e1fe01842aaa30148b4efcd2ad8	[~ 157]
msg_1d73450c29e63de5c655c39acb192182	[~ 158]
msg_970c40fd5777cdcdb7a269c05bc2701e	[~ 159]
msg_ui_bag_use_union_msg_09	小石头变成基格尔德进化石了！
msg_4a37cee872660ecf59e7829d7134b81c	[~ 161]
msg_94a00e2cd4121404c41e09650782c166	[~ 162]
msg_ui_bag_lvup_00	攻击
msg_ui_bag_lvup_01	防御
msg_ui_bag_lvup_02	特攻
msg_ui_bag_lvup_03	特防
msg_ui_bag_lvup_04	速度
msg_ui_bag_lvup_05	[VAR 0202(0000)]
msg_ui_bag_lvup_06	+[VAR 0201(0000)]
msg_ui_bag_lvup_07	HP
msg_ui_bag_use_msg_48	要改变[VAR 0102(0000)]的能力吗？
msg_ui_bag_use_msg_49	因[VAR 0109(0000)]的效果，\n[VAR 0102(0001)]的能力\r\n似乎发生了变化！[VAR BE05(0005)][VAR BE05(0001)]\c
msg_246444c0e206b4ea047e3ec6d788b0de	[~ 173]
msg_af7babc9d8334095afcb6c7603f4b1a1	[~ 174]
msg_cb9f28f21db3cc70d5d2a0e3643be41c	[~ 175]
msg_6c87d97bd148295c992c332d56dcc9db	[~ 176]
msg_c4b53ba4c735aa4451bf0119f9dda8f5	[~ 177]
msg_b4989d601399d87b824116bbc9f664a3	[~ 178]
msg_834f1147735ea73b4d0c633297501ffd	
msg_d816fdfdd285eb9a2f0fa34fbfdc1c43	
msg_aa6553e7a67e6468ba8c3e7805c01159	
msg_88b4a9bd5fed99e36e08481bcead5947	
msg_fbdf883a4fc64d577ff2913eac0c649f	
msg_2598ccf6b3326e336fd149625788a0f2	
msg_4c95d92fb32b6ae1e8c7520be3144bcf	
msg_adf446ea55ad25236d4d28edfc753fd4	[~ 186]
msg_28601bc98ad28a33231e733ad1906e98	[~ 187]
msg_ui_bag_use_msg_67	继续守望进化。
msg_ui_bag_use_msg_68	……哦！？\n[VAR 0102(0000)]的样子……！
msg_ui_bag_use_msg_69	[VAR 0102(0000)]\n获得了经验值！\c
msg_ui_bag_use_msg_70	[VAR 0102(0000)]提高到\n等级[VAR 0202(0001)]了！\c
msg_ui_bag_use_msg_71	[VAR 0102(0000)]灵光一闪\n想到新的招式了！\c
msg_ui_bag_use_msg_75	[VAR 0102(0000)]灵光一闪\n想到新的招式了！\c
msg_ui_bag_use_msg_72	[VAR 0102(0000)]\n能够进化了！\c
msg_ui_bag_use_msg_73	[VAR 0102(0000)]\n对招式进行招式加强了！\c
msg_ui_bag_use_msg_76	[VAR 0102(0000)]\n对招式进行招式加强了！\c
msg_ui_bag_use_msg_74	现在无法移除超级石。\c
msg_f43236fc716118fdfd93a8666bb1df5b	[~ 198]
msg_fd07a2a1d651d2138b18d2fd4f44316c	[~ 199]
msg_f184b42a4279a4c473ba4808b9c90951	[~ 200]
msg_eacc1584e22a2f4a489c56b68feaf98e	[~ 201]
msg_bag_06_91	[VAR 0102(0000)]变成其他样子了！
msg_71e9936c9c69e3c2e6c01352da6a410c	[~ 203]
msg_be70ac33bf850432038e4d6df82bc909	[~ 204]
msg_6a1d3077b7fc426b530bb03593059007	[~ 205]
msg_45e01c5992a0d3f6c27886530d85fd76	[~ 206]
msg_291a1ce269197b368fec8044aad9afff	[~ 207]
msg_bd917722182fd42b1431b410a50bf0cf	[~ 208]
msg_2d5be2607af859ec1b800acc6f8a72b8	[~ 209]
msg_ba51852b43bdc03089a61db7abce5f75	[~ 210]
msg_0fcd4fd8e71f276542dc037af7df8aaf	[~ 211]
msg_20611008ea3fe062cf1dc5e417d051e8	[~ 212]
msg_4bb0e423db8990d5da65895f1d164fc4	[~ 213]
msg_5fe4615cd684bf25edc82789866e9731	[~ 214]
msg_6b9accc6454c9a483d12e6fb4d90176e	[~ 215]
msg_6e92e0e94ad51245133eeee83264785c	[~ 216]
msg_5eb582ef1d876528daaafde6a852eab6	[~ 217]
msg_d29e023ac548f5df7535ad61dbb6499d	[~ 218]
msg_561544300df85a83d551cf09f65607a0	[~ 219]
msg_1ac67eeb2666efad7882f1dd566a3732	[~ 220]
msg_d8565981d1036061cf6fe3dda54f83a0	[~ 221]
msg_8c263de5de1a6e931527541476ee9912	[~ 222]
msg_4fa20304011c7cd035af6dea4bca5553	[~ 223]
msg_061fdaba8b0ca0958cc8b67dc21e2744	[~ 224]
msg_6893e18c6811c602d625e37f8bc0ae34	[~ 225]
msg_07f588e87156fc8a5cf68d76b55fe58a	[~ 226]
msg_9d76ee8cd2c98292b9a872c4b5a74af9	[~ 227]
msg_e89ccd066482ef34c5bfd4f0df869277	[~ 228]
msg_74ac06ace09e53ba05730323bed3cd00	[~ 229]
msg_eb2207eac7584ab0af750617d50b7884	[~ 230]
msg_ca248d4fb491c94f4b479826db6796f9	[~ 231]
msg_63c4bc5af8eddef2a7b12e174ce8b7f2	[~ 232]
msg_7c40ff549b5e63a4220a465d66477999	[~ 233]
msg_2d24e6f17edaee33d7836f79a391b23e	[~ 234]
msg_d8871dd85051ee4b3017b676dd19f1c6	[~ 235]
msg_e03d04ab258731d0df3242db75b21a8b	[~ 236]
msg_05c74b2553214faad025cc562adb5fe7	[~ 237]
msg_0f23ebb85c90638f901d9883cd2628ae	[~ 238]
msg_b248ce3292a7e99387493aeca6791f38	[~ 239]
msg_5ee1c1235215b70d76afad408feb44ff	[~ 240]
msg_9df6ca12bf0b1377dcf420ca96b06a8a	[~ 241]
msg_a0ce9dc8279f9d346072ea83e29f1385	[~ 242]
msg_10d90977466572bc98ffaa2148e177d1	[~ 243]
msg_a653d551df01537e96c092838b8c574b	[~ 244]
msg_ui_bag_shop_15	拿到了[VAR 0206(0000,0000)]。\c
msg_2f0b54c3dbc7a4a16c4e4941284a0fa6	[~ 246]
msg_ui_bag_shop_18	那么我用[VAR 0206(0000,0000)]\n跟您收购。\c\n拿不下的零花钱\n将会消失，可以吗？
msg_ui_bag_sort_msg_11	类型排序
msg_ui_bag_sort_msg_12	编号排序
msg_ui_bag_sort_msg_13	名称排序
msg_ui_bag_sort_msg_14	NEW
msg_ui_bag_mg_01_01	要取回[VAR 0102(0000)]的超级石，\n让[VAR 0102(0001)]携带吗？
msg_ui_bag_mg_01_02	是
msg_ui_bag_mg_01_03	否
msg_ui_bag_mg_01_04	让[VAR 0102(0001)]\n携带[VAR 0109(0000)]了！\c
msg_ui_bag_mg_01_05	[VAR 0102(0000)]\n正携带着[VAR 0109(0001)]。\c
bag_pocket.txt
str_pocketname_001	回复
str_pocketname_002	精灵球
str_pocketname_003	战斗
str_pocketname_004	树果
str_pocketname_005	道具
str_pocketname_006	招式学习器
str_pocketname_007	宝物
str_pocketname_009	重要物品
str_pocketname_010	超级石
box.txt
msg_ui_box_popup_00	[VAR 0102(0000)] Lv.[VAR 0202(0001)]
msg_ui_box_popup_01	[VAR 0102(0000)]
msg_ui_box_top_box_00	盒子
msg_ui_box_top_box_01	盒子一览
msg_ui_box_top_box_02	搜索
msg_ui_box_top_box_03	同行
msg_ui_box_top_box_10	整理
msg_ui_box_top_box_11	持有物
msg_ui_box_top_box_12	对战队伍
msg_ui_box_pokename	[VAR 0102(0000)]
msg_ui_box_lv_00	Lv.[VAR 0202(0000)]
msg_ui_box_lv_01	[VAR 0202(0000)]
msg_ui_box_pokedex_00	No.[VAR 0202(0000)]
msg_ui_box_pokedex_01	[VAR 0202(0000)]
msg_ui_box_pokedex_no	No.---
msg_ui_box_pokedex_question	？？？
msg_ui_box_pokerace_00	[VAR 0101(0000)]
msg_ui_box_hp_00	HP
msg_ui_box_hp_01	[VAR 0202(0000)]/[VAR 0202(0001)]
msg_ui_box_hp_02	[VAR 0202(0000)]
msg_ui_box_hp_03	[VAR 0202(0000)]
msg_ui_box_atk	攻击
msg_ui_box_def	防御
msg_ui_box_spatk	特攻
msg_ui_box_spdef	特防
msg_ui_box_agi	速度
msg_ui_box_status	[VAR 0202(0000)]
msg_faf783a0458598e694ace468eb8bedd0	[~ 27]
msg_b29abd389651b4fa9507b982a58b10a9	[~ 28]
msg_ui_box_item_00	持有物
msg_ui_box_item_01	[VAR 0109(0000)]
msg_0b45db51e934d9205e56a0648fb07c5a	[~ 31]
msg_ui_box_waza_00	[VAR 0107(0000)]
msg_ui_box_range	[VAR 0201(0000)]
msg_ui_box_seikaku_01	性格
msg_ui_box_seikaku_02	[VAR 0108(0000)]
msg_ui_box_context_01	移动
msg_ui_box_context_02	查看能力
msg_bd7950b16e180aff301acc87fe1f9caf	[~ 38]
msg_ui_box_context_04	标记
msg_ui_box_context_05	放生
msg_ui_box_context_06	取消
msg_ui_box_context_11	添加
msg_ui_box_context_12	从队伍中移除
msg_ui_box_context_13	昵称
msg_ui_box_context_14	选择可使用的招式
msg_ui_box_context_15	选择
msg_ui_box_context_16	替换
msg_ui_box_context_17	更改名字
msg_ui_box_context_18	创建相同队伍
msg_ui_box_context_21	携带持有物
