MESS_ARCHIVE_ソフィアの港_C


Message Name: Message


MID_ADV_C_パオラ_a: $t3$Wmパオラ|5$w0|$Wmセリカ|h$w0|$Wsパオラ|$Wa$SvpV_SC_3_19_ADV1_PAOLA_A_00|$E通常,|啊啊，太好了！$k$p$SvpV_SC_3_19_ADV1_PAOLA_A_01|我一直在找你们呢。$k$p$SvpV_SC_3_19_ADV1_PAOLA_A_02|$E笑,|谢谢你们在\n索菲亚海岸帮了我。$k$p$SvpV_SC_3_19_ADV1_PAOLA_A_03|$E通常,|然后呢，我们也\n四处调查了一下。$k$p$SvpV_SC_3_19_ADV1_PAOLA_A_04|我妹妹爱丝特，似乎被抓到\n名为吉斯的盗贼的堡垒。$k$p$SvpV_SC_3_19_ADV1_PAOLA_A_05|你们非常可靠……$k$p$SvpV_SC_3_19_ADV1_PAOLA_A_06|如果你们要去吉斯堡垒，\n我可以跟着一起去吗？$k
MID_SUB36_1_1: $Z$t1$Wm男性|5$VF隠|$w0|$Ws男性|$Wa$VNMPID_腕の良い漁師|诶？你就是那时候的那个人！\n在海的祠堂得到了你的照顾呢。$k$p有事找我吗？\n你是我的救命恩人，不要客气，尽管开口吧。$k$p……………………\n……………………$k$p哈哈，原来如此。\n“大衮鱼片”呀……$k$p大衮的外形像龙一样，\n是很可怕的鱼。$k$p虽然外表恐怖，\n但非常美味哟。$k$p只是那家伙的眼力很好，\n所以用普通的钓鱼线可是会被看穿的。$k$p如果说，\n有透明而且强韧的像线一样的东西，$k$p说不定可以做成不容易被大衮发现、\n又足够强韧的钓鱼线……$k$p总之，要是找到那种东西，\n就拿到我这里来吧。$k
MID_SUB36_1_確認1: 要给他“透明须”吗？
MID_SUB36_1_2: $Z$t1$Wm男性|5$VF隠|$w0|$Ws男性|$Wa$VNMPID_腕の良い漁師|这……这太厉害了！\n世上竟然有这种东西……$k$p有这个就能做出不被大衮\n发现和看见的钓鱼线了！$k$p好！我赶紧用这个\n去钓大衮了。$k$p你过几天再来找我吧！$k
MID_SUB36_1_3: $Z$t1$Wm男性|5$VF隠|$w0|$Ws男性|$Wa$VNMPID_腕の良い漁師|到底怎么了？\n这么吊人胃口……$k
MID_SUB36_2_1: $Z$t1$Wm男性|5$VF隠|$w0|$Ws男性|$Wa$VNMPID_腕の良い漁師|如果有透明强韧的像线一样的东西，\n拿到我这里来吧。$k$p那样应该就能做出\n可以钓起大衮的钓鱼线哦。 $k
MID_SUB36_3_1: $Z$t1$Wm男性|5$VF隠|$w0|$Ws男性|$Wa$VNMPID_腕の良い漁師|嘿！\n你们看看这个。$k$p成功钓起大衮了！\n那个线真的太棒了！！$k$p来，这是给你的部分。\n收下吧。$k
MID_SUB36_3_確認1: 你接受了“大衮鱼片”。
MID_SUB36_4_1: $Z$t1$Wm男性|5$VF隠|$w0|$Ws男性|$Wa$VNMPID_腕の良い漁師|嘿！\n我又钓到大衮了。$k$p这是给你的分。\n拿去吧。$k
MID_SUB40_1_1: $Z$t1$Wm貴族の老人|5$VF隠|$w0|$Ws貴族の老人|$Wa$VNMPID_異国の商人|我是来自位于瓦伦西亚大陆东方的\n阿卡奈亚大陆的商人。$k$p我在这里的生意结束了，\n想回阿卡奈亚……$k$p但海盗们似乎又开始作乱，\n所以我正在寻找有好身手的护卫。$k$p你们意下如何呢？\n可以当我的护卫吗？$k
MID_SUB40_1_確認1: 要接受护卫的任务吗？
MID_SUB40_1_2: $Z$t1$Wm貴族の老人|5$VF隠|$w0|$Ws貴族の老人|$Wa$VNMPID_異国の商人|哦哦，太感谢了。$k$p出了这个港口，\n向东直走，便是开往阿卡奈亚的航路。$k$p我随时都可以出发，\n就麻烦你们了。$k
MID_SUB40_1_確認2: 阿卡奈亚航路开启了。
MID_SUB40_1_確認3: 出了索菲亚港之后往东走，\n便可前往阿卡奈亚大陆。
MID_SUB40_1_3: $Z$t1$Wm貴族の老人|5$VF隠|$w0|$Ws貴族の老人|$Wa$VNMPID_異国の商人|这样呀。\n真是头痛呢……$k$p我暂时会留在这里，\n你如果改变心意的话请告诉我。$k
MID_SUB40_2_1: $Z$t1$Wm貴族の老人|5$VF隠|$w0|$Ws貴族の老人|$Wa$VNMPID_異国の商人|你可以成为护卫，\n送我到阿卡奈亚大陆吗？$k
MID_SUB24_1_6: $Z$t1$Wmソルジャー|5$VF隠|$w0|$Wsソルジャー|$Wa“利昂家之盾”吗？\n不，我没见过。$k$p听说多哲掠夺的宝物，\n有一部分转手卖给吉斯了。$k
MID_SUB711_0_確認1: 一名服饰华丽的男人，\n出现在索菲亚港。
MID_SUB711_1_1: $Z$t1$Wm派手な服の男|5$VF隠|$w0|$Ws派手な服の男|$Wa啊，我找你好久了！$k$p某位大人嘱咐我交给你这个东西。$k$p请收下。$k
MID_SUB711_1_確認1: 你接受了七星之剑！
MID_SUB711_1_確認2: 你接受了十一神盾！
MID_SUB711_1_確認3: $a你接受了$a0！
MID_SUB711_1_2: $Z$t1$Wm派手な服の男|5$VF隠|$w0|$Ws派手な服の男|$Wa那么，我就告辞了。$k
MID_SUB711_1_確認4: 服饰华丽的男人离开了。
MID_SUB711_2_確認1: 没有发生任何事。
