langid:95F1D726
14    {ts:0.9}５Ｆ{/ts}
44CBABF    {vs:-15}{ts:0.85}{rb}働{/rb}{rt}はたら{/rt}き{rb}者{/rb}{rt}もの{/rt}{p}{p}{/ts}{/vs}
45006D6    {ts:1.1}ギャラリーは{rb}準備中{/rb}{rt}じゅんびちゅう{/rt}じゃ！{p}ウラメ～シ{rb}屋敷{/rb}{rt}やしき{/rt}の{p}{rb}最初{/rb}{rt}さいしょ{/rt}のミッションを{p}{rb}終{/rb}{rt}お{/rt}わらせるのじゃ！！{/ts}
4A8FDD4    {tp:0.04}{rb}待{/rb}{rt}ま{/rt}っていたぞ、{clr:51E949}ルイージ{clr:pop}くん！{p}{p}あのストロングなオバケたち{p}{p}{rb}非常{/rb}{rt}ひじょう{/rt}に{rb}興味深{/rb}{rt}きょうみぶか{/rt}い　{rb}研究対象{/rb}{rt}けんきゅうたいしょう{/rt}じゃわい{p}{p}だが　わしらには　やらねばならん{p}とても{rb}重要{/rb}{rt}じゅうよう{/rt}なことがある！{p}わかるな？{/tp}
4A8FDD5    {tp:0.04}そう{p}{clr:A554D0}ダークムーンのかけら{clr:pop}の{rb}調査{/rb}{rt}ちょうさ{/rt}じゃ！{/tp}
4A8FDD6    {tp:0.01}そんなキミに{rb}朗報{/rb}{rt}ろうほう{/rt}じゃ！{p}{p}たった{rb}今{/rb}{rt}いま{/rt}　{clr:A554D0}かけら{clr:pop}の{rb}場所{/rb}{rt}ばしょ{/rt}が{p}{rb}特定{/rb}{rt}とくてい{/rt}できたぞい{p}かすかな{rb}反応{/rb}{rt}はんのう{/rt}を{rb}頼{/rb}{rt}たよ{/rt}りに{p}わしが{rb}必死{/rb}{rt}ひっし{/rt}に{rb}計算{/rb}{rt}けいさん{/rt}して{p}{clr:A554D0}かけら{clr:pop}がある{rb}場所{/rb}{rt}ばしょ{/rt}を{p}{rb}割{/rb}{rt}わ{/rt}り{rb}出{/rb}{rt}だ{/rt}したんじゃ！{p}あいかわらず　わしは{rb}天才{/rb}{rt}てんさい{/rt}じゃのう～{p}{p}{rb}自分自身{/rb}{rt}じぶんじしん{/rt}に　ほれぼれするわい{p}{p}フェッ　フェッ　フェッ！{/tp}
4A8FDD7    {tp:0.04}それで{p}{clr:A554D0}かけら{clr:pop}の{rb}場所{/rb}{rt}ばしょ{/rt}なんじゃが{p}{rb}深{/rb}{rt}ふか{/rt}い{rb}谷{/rb}{rt}たに{/rt}を{rb}渡{/rb}{rt}わた{/rt}った{rb}先{/rb}{rt}さき{/rt}にある・・・{p}{p}{clr:FF9754}メインラボ　{clr:pop}じゃ{p}{p}{clr:A554D0}ダークムーンのかけら{clr:pop}は{p}その{clr:FF9754}メインラボ{clr:pop}の{rb}中{/rb}{rt}なか{/rt}にあるぞ！{/tp}
4A8FDD8    {tp:0.04}ただのう・・・{p}{p}いつものように　{clr:71D2FF}ＧＣ{clr:pop}で{rb}送{/rb}{rt}おく{/rt}ってやりたい{p}ところなのじゃが・・・{p}{clr:FF9754}メインラボ{clr:pop}の{rb}前{/rb}{rt}まえ{/rt}にあるカメラが{p}{p}どういうわけか{p}まったく{rb}反応{/rb}{rt}はんのう{/rt}しないんじゃ{p}・・・ということでじゃ{p}{p}キミには　{rb}自力{/rb}{rt}じりき{/rt}で{rb}谷{/rb}{rt}たに{/rt}を{p}{rb}渡{/rb}{rt}わた{/rt}ってもらわねばならんぞい！{/tp}
4A8FDD9    {tp:0.04}たしか・・・{p}{p}{clr:FF9754}{rb} 地下{/rb}{rt}ちか{/rt}ターミナル{clr:pop}に　ゴンドラの{p}{clr:FF9754}{rb} 発着場{/rb}{rt}はっちゃくじょう{/rt}{clr:pop}があったような・・・{/tp}
4A8FDDA    {tp:0.04}う～ん・・・{p}{rb}思{/rb}{rt}おも{/rt}い{rb}出{/rb}{rt}だ{/rt}せんぞい{p}すまんが{p}{rb}自分{/rb}{rt}じぶん{/rt}で{rb}調{/rb}{rt}しら{/rt}べてくれんかのう？{/tp}
4A8FDDB    {tp:0.04}{clr:FF9754}{rb}地下{/rb}{rt}ちか{/rt}ターミナル{clr:pop}に{rb}行{/rb}{rt}い{/rt}けば{p}なんらかのヒントがあるはずじゃ！{/tp}
4A8FDDC    {tp:0.04}{rb}頼{/rb}{rt}たの{/rt}んだぞ、{clr:51E949}ルイージ{clr:pop}くん！{/tp}
4B1E2B0    {vs:-12}{ts:0.84}{p}{rb}地下回廊{/rb}{rt}ちかかいろう{/rt}{/ts}{/vs}
4D6FA46    {ts:0.9}　あかコインボーナス！{/ts}
4E24D2D    {tp:0.01}{ts:0.95}ダ～ブル　ビクトリ～！{/ts}{/tp}
4E24D2E    {tp:0.04}{ts:0.95}{clr:71D2FF}パーツ{clr:pop}と{rb}古代種{/rb}{rt}こだいしゅ{/rt}のオバケ・・・{/ts}{/tp}
4E24D2F    {tp:0.01}{ts:0.95}２つを{rb}同時{/rb}{rt}どうじ{/rt}にゲットするとは{p}{p}さすがじゃな、{clr:51E949}ルイージ{clr:pop}くん！{p}{p}{rb}早{/rb}{rt}はや{/rt}く{clr:FF9754}ベースラボ{clr:pop}に{p}もどるのじゃ～！{/ts}{/tp}
50C336E    {vs:5}はじめから{/vs}
51DBAA1    {ts:0.8}フロア{/ts}
559496F    ギャラリー{rb}合計{/rb}{rt}ごうけい{/rt}
5819C2D    {ts:0.9}いいえ{/ts}
58DC1AA    {vs:-12}{ts:0.84}{p}{rb}密林{/rb}{rt}みつりん{/rt}ゾーン{/ts}{/vs}
60D210D    ゲームをはじめる
63953AB    {ts:0.9}　ギャラリー{/ts}
6530CA7    {ts:0.95}だれとでも{/ts}
6DE4078    {ts:1.1}まずはウラメ～シ{rb}屋敷{/rb}{rt}やしき{/rt}の{p}{rb}調査{/rb}{rt}ちょうさ{/rt}を{rb}進{/rb}{rt}すす{/rt}めるのじゃ！{p}そうすればマルチプレイが{p}{rb}遊{/rb}{rt}あそ{/rt}べるようになるじゃろう！！{/ts}
7A533C9    {ts:0.9}　ランダムタワー{/ts}
83BDB75    {ts:0.8}{p}{p}ゴルフボールのような{p}{rb}見{/rb}{rt}み{/rt}た{rb}目{/rb}{rt}め{/rt}をしている{p}ゴルフ{rb}場{/rb}{rt}じょう{/rt}の{rb}障害物{/rb}{rt}しょうがいぶつ{/rt}にしか{p}ならないだろう{p}----------------------------{/ts}
8702C39    {tp:0.04}{rb}見事{/rb}{rt}みごと{/rt}じゃな、{clr:51E949}ルイージ{clr:pop}くん！{p}{p}さっそくじゃが{p}{rb}時計{/rb}{rt}とけい{/rt}の{clr:71D2FF}パーツ{clr:pop}・・・{p}{rb}今回{/rb}{rt}こんかい{/rt}は{clr:71D2FF}{rb}時計{/rb}{rt}とけい{/rt}の{rb}短針{/rb}{rt}たんしん{/rt}{clr:pop}じゃったな{p}{p}それを{rb}渡{/rb}{rt}わた{/rt}してもらおう{/tp}
8702C3A    {tp:0.01}グ～ッド！{p}{p}{clr:51E949}オバ{rb}犬{/rb}{rt}けん{/rt}{clr:pop}のやつ、これはかんで{p}なかったようじゃ！{/tp}
8702C3B    {tp:0.04}{rb}曲{/rb}{rt}ま{/rt}がってしまった{clr:71D2FF}{rb}時計{/rb}{rt}とけい{/rt}の{rb}短針{/rb}{rt}たんしん{/rt}{clr:pop}を{p}まっすぐにするのは{rb}大変{/rb}{rt}たいへん{/rt}じゃからな{p}{rb}一安心{/rb}{rt}ひとあんしん{/rt}じゃわい！{p}{p}では　{clr:71D2FF}オバキューム{clr:pop}の{rb}中身{/rb}{rt}なかみ{/rt}を{p}{rb}出{/rb}{rt}だ{/rt}してもらおうかの？{/tp}
8702C3C    {tp:0.12}さて、と・・・{p}{p}これで{rb}残{/rb}{rt}のこ{/rt}りの{clr:71D2FF}パーツ{clr:pop}は　あと１つ{/tp}
8702C3D    {tp:0.04}それは{clr:71D2FF}プロペラ{clr:pop}じゃ{p}{p}その{clr:71D2FF}プロペラ{clr:pop}さえ{rb}取{/rb}{rt}と{/rt}りもどせば{p}{p}{clr:FF9754}{rb}時計塔{/rb}{rt}とけいとう{/rt}ゲート{clr:pop}を{p}{rb}開{/rb}{rt}ひら{/rt}くことができるぞい！{/tp}
8702C3E    {tp:0.04}わしは　ひきつづき{p}{clr:71D2FF}プロペラ{clr:pop}のてがかりがないか{p}{rb}調{/rb}{rt}しら{/rt}べることにしよう{/tp}
8702C3F    {tp:0.04}はりきりすぎは{rb}体{/rb}{rt}からだ{/rt}に{rb}悪{/rb}{rt}わる{/rt}いぞ{p}{p}たまにはリラックスじゃ{p}{clr:51E949}ルイージ{clr:pop}くん{/tp}
87AE851    {p}プルシステムを{rb}強化{/rb}{rt}きょうか{/rt}したぞい！{p}さらに{rb}強力{/rb}{rt}きょうりょく{/rt}なＡプルが{p}{rb}使{/rb}{rt}つか{/rt}えるようになったぞ！
87AE852    {p}プルシステムをさらに{rb}強化{/rb}{rt}きょうか{/rt}じゃ！{p}{rb}最強{/rb}{rt}さいきょう{/rt}のＡプルで{p}オバケを{rb}吸{/rb}{rt}す{/rt}い{rb}込{/rb}{rt}こ{/rt}んでしまえ！
898D4A1    {vs:-12}{ts:0.84}{p}{rb}地下断層{/rb}{rt}ちかだんそう{/rt}{/ts}{/vs}
8FF848B    {ts:0.8}{p}{p}クリスタルが{rb}彼{/rb}{rt}かれ{/rt}らにどのような{p}{rb}変化{/rb}{rt}へんか{/rt}を{rb}与{/rb}{rt}あた{/rt}えたのかは{rb}不明{/rb}{rt}ふめい{/rt}{p}{rb}一説{/rb}{rt}いっせつ{/rt}には{rb}星{/rb}{rt}ほし{/rt}をあやつる{rb}力{/rb}{rt}ちから{/rt}を{rb}得{/rb}{rt}え{/rt}た{p}とあるが　{rb}詳{/rb}{rt}くわ{/rt}しい{rb}研究{/rb}{rt}けんきゅう{/rt}が{rb}必要{/rb}{rt}ひつよう{/rt}だ{p}----------------------------{/ts}
920E90F    {tp:0.04}ん？{p}{p}{rb}体{/rb}{rt}からだ{/rt}が{rb}震{/rb}{rt}ふる{/rt}えておるようじゃが・・・{p}まさか　おびえておるのかのう？{/tp}
920E910    {tp:0.04}あいかわらず{rb}弱虫{/rb}{rt}よわむし{/rt}じゃのう・・・{/tp}
920E911    {tp:0.04}さっそくじゃが　{clr:51E949}ルイージ{clr:pop}くん{p}{p}{rb}今{/rb}{rt}いま{/rt}すぐにでも{p}{clr:A554D0}ダークムーンのかけら{clr:pop}をさがしに{p}{rb}行{/rb}{rt}い{/rt}ってもらいたいんじゃが・・・{p}{p}{rb}困{/rb}{rt}こま{/rt}ったことに{p}{clr:FF9754}オバ{rb}渓谷{/rb}{rt}けいこく{/rt}{clr:pop}のいたるところで{p}オバケたちが{p}{rb}暴{/rb}{rt}あば{/rt}れまわっておるようでのう{p}さすがのキミでも{p}{p}{rb}素手{/rb}{rt}すで{/rt}ではオバケたちに{p}かなわんじゃろうな{/tp}
920E913    {tp:0.04}これはわしがつくり{rb}上{/rb}{rt}あ{/rt}げた{p}{rb}通信端末{/rb}{rt}つうしんたんまつ{/rt}・・・{p}その{rb}名{/rb}{rt}な{/rt}も{p}{p}{clr:71D2FF}「ドコデモシャベレ～ル」{clr:pop}！{p}{p}・・・{rb}通称{/rb}{rt}つうしょう{/rt}　{clr:71D2FF}ＤＳ{clr:pop}じゃ{p}{p}{clr:71D2FF}マップ{clr:pop}を{rb}見{/rb}{rt}み{/rt}たり{p}わしとおしゃべりしたり{p}その{rb}機能{/rb}{rt}きのう{/rt}はさまざまじゃ{/tp}
920E914    {tp:0.04}それと{clr:71D2FF}ハンディライト{clr:pop}も{rb}忘{/rb}{rt}わす{/rt}れずにな{p}{p}これで{rb}暗{/rb}{rt}くら{/rt}がりを{rb}照{/rb}{rt}て{/rt}らすとよいぞい{/tp}
920E916    {tp:0.01}では　わしの{rb}新{/rb}{rt}あたら{/rt}しい{rb}大発明{/rb}{rt}だいはつめい{/rt}！{p}{p}{clr:71D2FF}「ゴーゴーカメラ」{clr:pop}！{p}{p}・・・{rb}略{/rb}{rt}りゃく{/rt}して{clr:71D2FF}ＧＣ{clr:pop}で{p}{rb}屋敷{/rb}{rt}やしき{/rt}までひとっ{rb}飛{/rb}{rt}と{/rt}びじゃ！{/tp}
920E917    {tp:0.04}{rb}今度{/rb}{rt}こんど{/rt}も　キミの{rb}全身{/rb}{rt}ぜんしん{/rt}を{rb}転送{/rb}{rt}てんそう{/rt}できると{p}いいがのう・・・{p}フェッ　フェッ　フェッ{p}{p}{clr:71D2FF}ＧＣ　{clr:pop}スイッチオ～ン！{/tp}
98FD7EA    ＯＫ
9981119    {ts:0.75}{rb}他{/rb}{rt}ほか{/rt}のプレイヤーを{rb}待{/rb}{rt}ま{/rt}っています・・・{/ts}
9F6CF85    チェイサータワー {0}F
A23511F    {ts:1.1}ゲームをやめて{p}マルチプレイメニューにもどりますか？{/ts}
A26EC9E    {vs:-12}{ts:0.84}キッチン{/ts}{/vs}
A734D0B    B2
B1797FC    {ts:0.85}{p}　クリアできるか？{/ts}
B3B70EE    {ts:0.8}{p}{p}{rb}爆弾{/rb}{rt}ばくだん{/rt}で{rb}遊{/rb}{rt}あそ{/rt}ぶのが{rb}大好{/rb}{rt}だいす{/rt}きという{p}{rb}双子{/rb}{rt}ふたご{/rt}のルノーマ{p}とてもぶっそうで{rb}困{/rb}{rt}こま{/rt}った{rb}存在{/rb}{rt}そんざい{/rt}だ{p}{p}----------------------------{/ts}
BA17346    {tp:0.06}{ts:0.95}・・・{rb}聞{/rb}{rt}き{/rt}こえるか、{clr:51E949}ルイージ{clr:pop}くん！　　　　{p}{p}オバケのあつまる{rb}場所{/rb}{rt}ばしょ{/rt}がわかった{p}{p}{clr:71D2FF}ＤＳ{clr:pop}に{rb}情報{/rb}{rt}じょうほう{/rt}を{rb}送{/rb}{rt}おく{/rt}るぞ！　　　　　　　{p}{p}{clr:71D2FF}マップ{clr:pop}を{rb}見{/rb}{rt}み{/rt}るのじゃ　　　　　　　　　　　　　{/ts}{/tp}
BA17347    {tp:0.06}{ts:0.95}フェーッ　なんなんじゃ？　　　　　　　　{p}{p}オバケの{rb}反応{/rb}{rt}はんのう{/rt}が　　　　　　　　　{p}どんどん{rb}増{/rb}{rt}ふ{/rt}えておる！　　{p}{rb}今度{/rb}{rt}こんど{/rt}は２つの{rb}部屋{/rb}{rt}へや{/rt}からじゃ！　　　　　　　{p}{p}{clr:71D2FF}マップ{clr:pop}を{rb}見{/rb}{rt}み{/rt}てくれ！　　　　　　　　　　　　　{/ts}{/tp}
BA17348    {tp:0.04}{ts:0.95}わ、わ、わ！　　　　　　　　{p}{p}どんどん{rb}増{/rb}{rt}ふ{/rt}えとるぞい！　　　　　　　　{p}{p}{clr:71D2FF}マップ{clr:pop}じゃ{p}{clr:71D2FF}マップ{clr:pop}を{rb}見{/rb}{rt}み{/rt}てくれ！　　{p}{rb}急{/rb}{rt}いそ{/rt}いでつかまえるんじゃ～！　　　　　{/ts}{/tp}
BB86367    B1
C7BDBE1    {ts:0.85}ダークムーンのかけらは{p}{rb}時計塔{/rb}{rt}とけいとう{/rt}のてっぺんにある！{p}{rb}急{/rb}{rt}いそ{/rt}いで{rb}回収{/rb}{rt}かいしゅう{/rt}するんじゃ！{/ts}
CC53634    {ts:0.8}{p}{p}{rb}姿{/rb}{rt}すがた{/rt}を{rb}消{/rb}{rt}け{/rt}していないときも{p}{rb}完璧{/rb}{rt}かんぺき{/rt}にカモフラージュしたいと{p}{rb}思{/rb}{rt}おも{/rt}っているようだ{p}しかしこれでは{rb}逆{/rb}{rt}ぎゃく{/rt}に{rb}目立{/rb}{rt}めだ{/rt}つ{p}----------------------------{/ts}
CF461BB    {ts:0.85}ビルの{rb}様子{/rb}{rt}ようす{/rt}がおかしいぞい！{p}{rb}水力発電機{/rb}{rt}すいりょくはつでんき{/rt}も{rb}動{/rb}{rt}うご{/rt}いておらん・・・{p}{rb}給水{/rb}{rt}きゅうすい{/rt}システムに{p}{rb}問題{/rb}{rt}もんだい{/rt}があるのかもしれん{p}なんとかするんじゃ！{/ts}
D366B6F    {tp:0.12}{ts:0.95}・・・{clr:51E949}ルイージ{clr:pop}くん {clr:51E949}ルイ{clr:pop}・・くん{p}{rb}聞{/rb}{rt}き{/rt}こえ・・か？{p}{rb}無事{/rb}{rt}ぶじ{/rt}じゃ・・か？{/ts}{/tp}
D366B70    {tp:0.12}{ts:0.95}・・む、{rb}地下{/rb}{rt}ちか{/rt}・・{rb}落{/rb}{rt}お{/rt}ちた・・・じゃな{p}{p}{rb}通信{/rb}{rt}つうしん{/rt}・・とだえ・・じゃ{/ts}{/tp}
D366B71    {tp:0.12}{ts:0.95}そこ・・{rb}採掘場{/rb}{rt}さいくつじょう{/rt}だっ・・ころじゃ{p}{p}{rb}何{/rb}{rt}なに{/rt}・・ら{rb}危険{/rb}{rt}きけん{/rt}な{rb}感{/rb}{rt}かん{/rt}じ・・るぞい{/ts}{/tp}
D366B72    {tp:0.12}{ts:0.95}どこか・・{rb}上{/rb}{rt}うえ{/rt}にもどる・・の{p}{p}エレベーター・・・はず・・{p}{p}{clr:71D2FF}ＤＳの{clr:pop}{clr:71D2FF}マップ{clr:pop}・・てくれ！{/ts}{/tp}
D53F85D    {vs:-17}ボスを{rb}見{/rb}{rt}み{/rt}つけた！{/vs}
D775D51    {ts:0.8}{p}{p}{rb}時計塔{/rb}{rt}とけいとう{/rt}の{rb}上{/rb}{rt}うえ{/rt}でダークムーンのかけらを{p}{rb}守{/rb}{rt}まも{/rt}っていたヒョーイ{p}たくさんのオバケを{rb}指揮{/rb}{rt}しき{/rt}する{p}{rb}能力{/rb}{rt}のうりょく{/rt}をもった{rb}個体{/rb}{rt}こたい{/rt}のようだ{p}----------------------------{/ts}
DD87FE0    {ts:0.85}ɏ インフォメーション{/ts}
E0FB4F3    {vs:-15}{ts:0.85}お{rb}金{/rb}{rt}かね{/rt}もち{p}{p}{/ts}{/vs}
E49F02D    {ts:0.85}キミならもっとできるはず！{/ts}
F75080E    {vs:-12}スミレ{/vs}
105A690D    {vs:-12}{ts:0.84}メンテナンスルーム{/ts}{/vs}
10EF5138    {tp:0.04}キミのおかげで　{rb}給水{/rb}{rt}きゅうすい{/rt}システムも{p}なおったようじゃな{/tp}
10EF5139    {tp:0.04}さすがは{clr:51E949}ルイージ{clr:pop}くんとしか{p}{rb}言{/rb}{rt}い{/rt}いようがないわい　 フェーッ！{/tp}
110C0974    {ts:0.8}{p}{p}このオバケが{rb}吐{/rb}{rt}は{/rt}いてくるものは{p}ハチミツに{rb}似{/rb}{rt}に{/rt}ている{p}{rb}成分{/rb}{rt}せいぶん{/rt}に{rb}問題{/rb}{rt}もんだい{/rt}がなければ{p}これでビジネスができるかも・・・{p}----------------------------{/ts}
110EA2D1    {vs:-15}{ts:0.85}{p}クリアタイム{/ts}{/vs}
1130A3EC    {vs:-10}{ts:0.8}{p} うえをみる{p}{p} アクション{/ts}{/vs}
117F33CD    {vs:-12}ゾンビ{/vs}
11A096EB    {vs:-12}スーパールスニク{/vs}
12F1748A    {ts:1.1}システムバージョンの{rb}古{/rb}{rt}ふる{/rt}い{p}ニンテンドー３ＤＳ{rb}本体{/rb}{rt}ほんたい{/rt}とは{p}ダウンロードプレイができません{/ts}
132996BB    {tp:0.04}なんとも{rb}変{/rb}{rt}か{/rt}わった{rb}戦{/rb}{rt}たたか{/rt}いじゃったが・・・{p}いやはや　お{rb}見事{/rb}{rt}みごと{/rt}！{p}さすがは　{clr:51E949}ルイージ{clr:pop}くんじゃな！{/tp}
132996BC    {tp:0.04}{clr:51E949}ヒョーイ{clr:pop}の{rb}断末魔{/rb}{rt}だんまつま{/rt}の{rb}叫{/rb}{rt}さけ{/rt}びが{p}{clr:71D2FF}オバキューム{clr:pop}から{rb}聞{/rb}{rt}き{/rt}こえてきそうじゃ！{p}すぐ　きゃつを{clr:FF9754}ギャラリー{clr:pop}に{p}{rb}送{/rb}{rt}おく{/rt}り{rb}込{/rb}{rt}こ{/rt}むのじゃ{/tp}
