langid:CD72A3F6
14    {ts:0.9}５Ｆ{/ts}
6DE4078    {ts:1.1}首先要进行{p}怨恨宅邸的调查！{p}之后就能够玩{p}多人游戏！！{/ts}
7A533C9    {ts:0.9} 随机高塔{/ts}
83BDB75    {ts:0.8}{p}{p}外形和{p}　高尔夫球一样，{p}在高尔夫球场里{p}　只会成为障碍物吧。{p}-------------------------------------------------{/ts}
8702C39    {tp:0.04}漂亮，{clr:51E949}路易吉{clr:pop}！{p}{p}赶快啊，{p}时钟的{clr:71D2FF}零件{clr:pop}……{p}这次是{clr:71D2FF}时钟的时针{clr:pop}。{p}{p}把那个交给老夫吧。{/tp}
8702C3A    {tp:0.01}好～！{p}{p}{clr:51E949}鬼怪犬{clr:pop}那家伙，好像没有咬这个！{/tp}
8702C3B    {tp:0.04}把弯曲了的{clr:71D2FF}时钟的时针{clr:pop}{p}弄直真是很费劲啊，{p}总算安心了！{p}{p}那么，能帮老夫把{clr:71D2FF}鬼怪吸尘器{clr:pop}{p}里的东西取出来吗？{/tp}
8702C3C    {tp:0.12}那么……{p}{p}这样剩下的{clr:71D2FF}零件{clr:pop}还有１个。{/tp}
8702C3D    {tp:0.04}那就是{clr:71D2FF}螺旋桨{clr:pop}。{p}{p}只要夺回那个{clr:71D2FF}螺旋桨{clr:pop}，{p}就可以打开{clr:FF9754}钟塔大门{clr:pop}哩！{/tp}
8702C3E    {tp:0.04}老夫就继续调查有没有{p}{clr:71D2FF}螺旋桨{clr:pop}的线索吧。{/tp}
8702C3F    {tp:0.04}过度紧绷对身体不好喔。{p}{p}偶尔放松一下啊，{p}{clr:51E949}路易吉{clr:pop}。{/tp}
87AE851    {p}拖拽系统已经强化哩！{p}可以使用更强力的{p}Ａ拖拽了喔！
87AE852    {p}拖拽系统进一步强化！{p}用最强的Ａ拖拽{p}吸入鬼怪！
898D4A1    {ts:0.84}地下断层{/ts}
8FF848B    {ts:0.8}{p}{p}水晶给它们带来什么样的变化{p}还是未知，有一种说法是{p}　它们得到了操纵星星的力量，{p}　不过这还需要详细的研究。{p}-------------------------------------------------{/ts}
920E90F    {tp:0.04}嗯？{p}{p}你好像在发抖啊……{p}难道说是在害怕吗？{/tp}
920E910    {tp:0.04}一如既往还是个胆小鬼啊……{/tp}
920E911    {tp:0.04}事不宜迟，{clr:51E949}路易吉{clr:pop}，{p}{p}真想请你马上{p}去寻找{clr:A554D0}暗月碎片{clr:pop}……{p}但苦恼的是，{p}{clr:FF9754}鬼怪溪谷{clr:pop}里好像到处{p}都有鬼怪们在横行霸道。{p}{p}就算是厉害的你，{p}{p}赤手空拳{p}也是打不过鬼怪们的吧。{/tp}
920E913    {tp:0.04}这是老夫制造的{p}通信终端……{p}其名曰：{p}{p}{clr:71D2FF}“带哪儿～都能说”{clr:pop}！{p}{p}……通称{clr:71D2FF}ＤＳ{clr:pop}啊。{p}{p}可以看{clr:71D2FF}地图{clr:pop}啦，{p}和老夫对话啦等等，{p}有各种各样的功能。{/tp}
920E914    {tp:0.04}还有，{clr:71D2FF}手电{clr:pop}也别忘了。{p}{p}暗处就用这个照亮好哩。{/tp}
920E916    {tp:0.01}那么，就用老夫的最新大发明！{p}{p}{clr:71D2FF}“GOGO照相机”{clr:pop}！{p}{p}……简称{clr:71D2FF}ＧＣ{clr:pop}，{p}像飞似地瞬间到达宅邸吧！{/tp}
920E917    {tp:0.04}这次也能把你全身都{p}传送过去就好了……{p}呋、呋、呋。{p}{p}{clr:71D2FF}ＧＣ{clr:pop}，开关启～动！{/tp}
98FD7EA    ＯＫ
9981119    {ts:0.75}正在等待其他玩家……{/ts}
9F6CF85    追逐者高塔 {0}F
A23511F    {ts:1.1}退出游戏{p}　返回多人游戏菜单吗？{/ts}
A26EC9E    {ts:0.84}厨房{/ts}
A734D0B    B2
B1797FC    {ts:0.85}{p}　能通过吗？{/ts}
B3B70EE    {ts:0.8}{p}{p}非常喜欢拿炸弹玩的{p}　双胞胎噜普普，{p}　特别危险，{p}　所以是让人头疼的存在。{p}-------------------------------------------------{/ts}
BA17346    {tp:0.06}{ts:0.95}……听得见吗，{clr:51E949}路易吉{clr:pop}！　　　　{p}{p}鬼怪聚集的地方知道了，{p}{p}现在传送信息到{clr:71D2FF}ＤＳ{clr:pop}上喔！　　　{p}{p}要看{clr:71D2FF}地图{clr:pop}噢。　　　　　　　　　{/ts}{/tp}
BA17347    {tp:0.06}{ts:0.95}呋——，怎么回事呀？{p}{p}鬼怪反应　　　　　　　　　{p}一个劲儿增加！　　{p}这次是从２个房间发出！　　　　{p}{p}看{clr:71D2FF}地图{clr:pop}！　　　　　　　　　　{/ts}{/tp}
BA17348    {tp:0.04}{ts:0.95}哇、哇、哇！　　　　　　　　{p}{p}一个劲儿增加哩！　　　　　　　　{p}{p}{clr:71D2FF}地图{clr:pop}啊，{p}看{clr:71D2FF}地图{clr:pop}！　　{p}赶快捕捉～！　　　　　{/ts}{/tp}
BB86367    B1
C7BDBE1    {ts:0.85}暗月碎片就在时钟的顶端！{p}赶紧去收回吧！{/ts}
CC53634    {ts:0.8}{p}{p}　在没有消散身形时，{p}也想用迷彩斑纹来{p}　完美隐藏，{p}　结果却适得其反。{p}-------------------------------------------------{/ts}
CF461BB    {ts:0.85}大楼的状态很奇怪哩！{p}水力发电机也不运转了……{p}　也许是供水系统出了问题，{p}想想办法吧！{/ts}
D366B6F    {tp:0.12}{ts:0.95}……{clr:51E949}路易吉{clr:pop}，{clr:51E949}路易{clr:pop}……{p}听得……吗？{p}安然无恙……吗？{/ts}{/tp}
D366B70    {tp:0.12}{ts:0.95}……嗯，……落到地下……吗，{p}{p}通信……断……啦。{/ts}{/tp}
D366B71    {tp:0.12}{ts:0.95}那里……采掘场……吧，{p}{p}感觉……什么危险……哩。{/ts}{/tp}
D366B72    {tp:0.12}{ts:0.95}某个地方……应……有，{p}{p}回到上……电梯……{p}{p}……{clr:71D2FF}ＤＳ的{clr:pop}{clr:71D2FF}地图{clr:pop}！{/ts}{/tp}
D53F85D    找到魔头了！
D775D51    {ts:0.8}{p}{p}　在钟塔的上面，{p}　守护暗月碎片的附体鬼，{p}好像是一种拥有指挥很多鬼怪的{p}　能力的个体。{p}-------------------------------------------------{/ts}
DD87FE0    {ts:0.85}ɏ 信息{/ts}
E0FB4F3    {ts:0.85}有钱人{/ts}
E49F02D    {ts:0.85}你能做得更好！{/ts}
F75080E    紫罗兰
105A690D    {ts:0.84}维护间{/ts}
10EF5138    {tp:0.04}多亏了你，{p}供水系统好像也恢复了。{/tp}
10EF5139    {tp:0.04}只能说不愧是{clr:51E949}路易吉{clr:pop}啊，{p}呋——！{/tp}
110C0974    {ts:0.8}{p}{p}这个鬼怪吐出来的东西{p}　很像蜂蜜，{p}　如果成分也没问题的话，{p}说不定可以用来做生意……{p}-------------------------------------------------{/ts}
110EA2D1    {vs:-19}{ts:0.85}{p}通过时间{/ts}{/vs}
1130A3EC    {vs:-12}{ts:0.8}{p} 看上面{p}{p} 调查{/ts}{/vs}
117F33CD    僵尸
11A096EB    超级噜祟祟
12F1748A    {ts:1.1}无法与系统版本过旧的{p}Nintendo 3DS主机{p}　进行下载游戏。{/ts}
132996BB    {tp:0.04}实在是很奇特的战斗啊……{p}啊呀，干得漂亮！{p}不愧是{clr:51E949}路易吉{clr:pop}啊！{/tp}
132996BC    {tp:0.04}{clr:51E949}附体鬼{clr:pop}被捕捉到之前的大声喊叫{p}似乎从{clr:71D2FF}鬼怪吸尘器{clr:pop}中也能听到啊！{p}马上把那家伙送入{clr:FF9754}展览间{clr:pop}。{/tp}
132996BD    {tp:0.04}唔……{p}{p}这次的{clr:51E949}附体鬼{clr:pop}好像又是{p}比至今为止的家伙都要强的。{p}难不成……{p}{p}也许拿着{clr:A554D0}暗月碎片{clr:pop}的{p}时间越长，就会变得越强。{/tp}
132996BE    {tp:0.04}接下来老夫要好～好地{p}调查一下哇！{/tp}
132996BF    {tp:0.04}那么，能把{clr:A554D0}暗月碎片{clr:pop}给老夫吗？{p}{p}轮到{clr:71D2FF}ＧＢ{clr:pop}出场啦。{p}{p}Let's lock～！！{/tp}
132996C0    {tp:0.04}好了好了，雾又散去一些哩。{p}{p}多亏了你，调查很顺利啊！{p}{p}但是，{clr:A554D0}暗月碎片{clr:pop}还没有{p}全部夺回来呢。{/tp}
132996C1    {tp:0.04}以这个状态继续，拜托了，{clr:51E949}路易吉{clr:pop}。{p}{p}好的，看看{clr:FF9754}鬼怪溪谷{clr:pop}的情况吧。{/tp}
132996C2    {tp:0.04}下一个前往的目标是……{p}{p}山顶！{/tp}
132996C3    {tp:0.04}那里是{clr:FF9754}鬼怪溪谷{clr:pop}里{p}最寒冷的地方。{p}冬装的大衣……你似乎没有啊。{p}{p}老夫虽然很想把自己的借给你，{p}但是尺寸好像不合适哇，{p}忍着吧。{p}{p}前路漫漫哩。{p}{p}先喝点热茶什么的，{p}使体力恢复吧。{/tp}
13320671    {tp:0.12}{ts:0.95}哪里……，{clr:51E949}路{clr:pop}……{clr:51E949}吉{clr:pop}！{p}{p}哎……，听……？{/ts}{/tp}
13320672    {tp:0.12}{ts:0.95}有什……？{p}{p}夺……{clr:A554D0}暗{clr:pop}……！！{/ts}{/tp}
13320673    {tp:0.12}{ts:0.95}……{clr:FF9754}实验{clr:pop}……{clr:FF9754}基{clr:pop}……吧！{p}{p}好好地………！{/ts}{/tp}
13656646    {tp:0.04}{ts:0.95}请等一下，{clr:51E949}路易吉{clr:pop}先生，{p}{p}我已经受够齿轮了……{p}{p}请不要去那里……{/ts}{/tp}
1391BC2E    {ts:0.85}{p}通过本地联机游戏一起玩吧～！{p}　大家和睦相处，{p}登上恐怖高塔啊！{/ts}
13985FE6    昏倒了！
143602D0    {ts:0.95}正在连接互联网……{p}{/ts}
148300B5    {tp:0.04}{ts:0.95}够努力的了，{clr:51E949}路易吉{clr:pop}。{p}{p}就是稍微{p}花了点时间呢……{p}不过防止了惨剧发生。{p}{p}那么，回到这里来吧！{/ts}{/tp}
14AB1CE9    {tp:0.04}{ts:0.95}……唔，{p}和老夫想的一样，{p}果然是发电机停止了。{/ts}{/tp}
14AB1CEA    {tp:0.04}{ts:0.95}然而，看起来{p}并不像是坏掉了，{p}是供水系统的问题吧。{p}{p}哎，到底是{p}哪里堵住了呢……？{/ts}{/tp}
14AB1CEB    {tp:0.04}{ts:0.95}供水系统在{clr:FF9754}东馆屋顶{clr:pop}那里哩。{p}{p}首先去调查一下{p}供水系统吧！{/ts}{/tp}
15140474    高塔合计
152E68AD    {tp:0.04}{ts:0.95}{clr:51E949}路易吉{clr:pop}先生！{p}请不要放弃。{p}重物……，在哪里有呢？{p}{p}也许就在很近的地方哟？{/ts}{/tp}
156D28C4    {tp:0.12}{ts:0.95}干……好，{clr:51E949}路易{clr:pop}……！{p}{p}全部……封印都解……了，{p}{p}那么，乘……吊……！{p}越……山谷吧！{/ts}{/tp}
15AF27D6    {ts:0.84}主实验室过渡区{/ts}
15B0B53E    本地联机游戏
15E883A4    {tp:0.04}{ts:0.95}啊～{p}{p}看来这里没法前进了呢。{/ts}{/tp}
15E883A5    {tp:0.04}{ts:0.95}嗯，{clr:51E949}路易吉{clr:pop}先生？{p}{p}请看那个！{/ts}{/tp}
15E883A6    {tp:0.04}{ts:0.95}{clr:51E949}博士{clr:pop}所说的电梯{p}一定就是那个！{/ts}{/tp}
15E883A7    {tp:0.12}{ts:0.95}但是要怎么样{p}才能过去呢？{/ts}{/tp}
15EF7AC5    {ts:0.84}古代展区{/ts}
15F43ADF    {tp:0.04}{ts:0.95}……听得见吗，{clr:51E949}路易吉{clr:pop}？{p}{p}很厉害的鬼怪能量啊！{/ts}{/tp}
15F43AE0    {tp:0.04}{ts:0.95}不要慢吞吞的～！　　　　　　　{p}{p}现在马上去捕捉鬼怪！{p}{p}这样下去宫殿　　　　　　　　　{p}会被鬼怪的能量挤爆的，　　　　{p}继而引起大爆炸哩！{p}{p}赶紧啊～！！　　　　　　　　　{/ts}{/tp}
16393EE3    {tp:0.04}{ts:0.95}呋、呋、呋！{p}{p}漂亮，好像捕捉到了{p}{clr:D8BCE6}嘘嘘鬼{clr:pop}啊！{/ts}{/tp}
16393EE4    {tp:0.04}{ts:0.95}看来藏在{p}各种各样的地方呢……{p}说不定，在偷偷地{p}窥探着这边的情况哩。{/ts}{/tp}
16393EE5    {tp:0.04}{ts:0.95}这些家伙们长相差不多，{p}但性格似乎各不相同喔。{p}老夫也想试着详细调查一下哇。{/ts}{/tp}
16393EE6    {tp:0.04}{ts:0.95}要找出来很费事呢……{p}{p}以后，寻找{clr:D8BCE6}嘘嘘鬼{clr:pop}的事情也{p}麻烦你了，{clr:51E949}路易吉{clr:pop}！{/ts}{/tp}
1675B3FC    {tp:0.04}……{clr:51E949}鬼怪{clr:pop}{clr:51E949}犬{clr:pop}那个家伙，{p}{p}又逃走了吗？{p}{p}真的是让人头疼的家伙哇。{/tp}
16F3B589    鬼怪犬
16F5D326    {ts:0.84}车站{/ts}
16F9A181    {ts:0.7}最高到达楼层更新！{/ts}
17082C0B    {ts:0.9}这个区域用于挖掘蕴藏着{p}　神秘力量的矿物。{p}以前好像有很多科学家{p}　做着矿物的研究。{/ts}
1759EAD5    牛
1770A253    {tp:0.04}要收回{clr:A554D0}暗月碎片{clr:pop}{p}必须找到大树的门的{clr:71D2FF}钥匙{clr:pop}。{p}但是，现在没有任何线索，{p}真头疼呢……{p}噢，对了，{p}{p}忘得干干净净哩。{p}{p}{clr:51E949}奇诺比奥{clr:pop}带回来的相片数据的{p}解析完成了喔。{p}赶紧，查看一下相片吧。{/tp}
1770A254    {tp:0.01}你也看到了呢，{clr:51E949}路易吉{clr:pop}！{p}{p}{clr:D8BCE6}嘘嘘鬼{clr:pop}拿着{clr:71D2FF}钥匙{clr:pop}喔！！{/tp}
1770A255    {tp:0.01}那正是用来打开{p}{p}{clr:FF9754}大树的空洞{clr:pop}里{p}被封印的门的{clr:71D2FF}钥匙{clr:pop}！{/tp}
1770A256    {tp:0.04}大树的里面依然有{p}{clr:A554D0}暗月{clr:pop}的反应。{/tp}
1770A257    {tp:0.04}那些家伙们无论如何{p}都不想让你去大树的深处吧……{/tp}
1770A258    {tp:0.04}所以那些家伙们{p}才会把{clr:71D2FF}钥匙{clr:pop}夺走，运到那样的地方。{p}你也这样认为的吧，{clr:51E949}路易吉{clr:pop}？{/tp}
1770A259    {tp:0.01}但～是！{p}{p}那样的努力没用没用没用～啊。{/tp}
1770A25A    {tp:0.04}监视照相机的相片拍的是{p}西馆的{clr:FF9754}观景泳池{clr:pop}。{p}能去一下那里吗，{clr:51E949}路易吉{clr:pop}？{p}{p}一定要夺回{clr:71D2FF}钥匙{clr:pop}！{/tp}
17A9F1AC    {tp:0.04}{ts:0.95}没关系吧，{clr:51E949}路易吉{clr:pop}！？{p}{p}没想到{p}{clr:D8BCE6}嘘嘘鬼{clr:pop}会在这种地方……{/ts}{/tp}
17A9F1AD    {tp:0.12}{ts:0.95}而且，还操纵着{clr:51E949}诅咒球{clr:pop}啊？{p}{p}唔……{/ts}{/tp}
17A9F1AE    {tp:0.04}{ts:0.95}算了，{p}{p}不管怎样，回一趟{p}{clr:FF9754}实验室基地{clr:pop}来吧！！{/ts}{/tp}
17D43DBE    {vs:-10}{ts:1.1}{p}追加了新的任务哩！{/ts}{/vs}
18903B73    {ts:0.84}地下实验室{/ts}
18A5B03B    {vs:3}{ts:0.9}{p}捕捉魔头！{/ts}{/vs}
18FEDE6A    {ts:0.84}遗迹的溪谷{/ts}
193F41AA    {tp:0.04}{ts:0.95}喂～，{clr:51E949}路易吉{clr:pop}？{p}{p}准备去哪里啊？{p}{p}终于到了打开{clr:FF9754}钟塔{clr:pop}入口的{p}时候了喔！{/ts}{/tp}
193F41AB    {tp:0.04}{ts:0.95}{clr:FF9754}钟塔大门{clr:pop}{p}在等待着你哩，{p}{clr:A554D0}暗月碎片{clr:pop}在那里面哩！{/ts}{/tp}
193F41AC    {tp:0.04}{ts:0.95}{clr:51E949}路易吉{clr:pop}！{p}赶快前往{clr:FF9754}钟塔大门{clr:pop}！{/ts}{/tp}
194380F6    最佳评级：
19ED83D4    {ts:0.92}救救我！{/ts}
19F1F819    {ts:0.92}喂喂！{/ts}
1A0E7209    {tp:0.12}{ts:0.95}……{clr:51E949}路{clr:pop}……{clr:51E949}吉{clr:pop}，安全无……吧？{/ts}{/tp}
1A0E720A    {tp:0.12}{ts:0.95}似……到{clr:FF9754}维护间{clr:pop}了……{p}{p}不愧……{clr:51E949}路{clr:pop}……{clr:51E949}吉{clr:pop}啊！{/ts}{/tp}
1A0E720B    {tp:0.12}{ts:0.95}在那……启动{p}发电机……！{p}那样{clr:FF9754}主实验室{clr:pop}的门……{p}应该……可……使……{p}去调查……下！{/ts}{/tp}
1A1EBEF2    {ts:0.8}{p}{p}擒抱技术高超！{p}每支球队都想要！{p}但在鬼怪溪谷不需要！！{p}{p}-------------------------------------------------{/ts}
1A740178    {tp:0.04}回来啦，{clr:51E949}路易吉{clr:pop}！{/tp}
1A740179    {tp:0.04}那只喜欢恶作剧的{clr:51E949}鬼怪犬{clr:pop}好像也{p}终于进入{clr:71D2FF}鬼怪之笼{clr:pop}了。{p}这样一来也总算安心了！{p}{p}呋、呋、呋。{p}{p}…………那么，{p}{p}宫殿的情况怎么样！？{/tp}
1A74017A    {tp:0.04}从地下区域是无法知道{p}宫殿里面的情况的吗？{/tp}
1A74017B    {tp:0.04}没有办法啊。{/tp}
1A74017C    {tp:0.04}宫殿里到底有什么在等待着我们呢……{p}{p}无法预想呢。{/tp}
1A74017D    {tp:0.04}不管怎样都{p}不要泄气哩！{/tp}
1A74017E    {tp:0.04}那么一会儿再说，{clr:51E949}路易吉{clr:pop}！{/tp}
1B4CAA2D    {tp:0.01}{ts:0.95}啊哇哇哇，多么糟糕的事啊……{p}{p}{clr:71D2FF}时钟指针{clr:pop}呀，{clr:71D2FF}零件{clr:pop}呀，{p}全都没有了！{/ts}{/tp}
1B4CAA2E    {tp:0.04}{ts:0.95}这里的时钟应该是{p}开门的机关，{p}嗷～～！{p}{p}肯定又是鬼怪捣的鬼！{/ts}{/tp}
1B4CAA2F    {tp:0.04}{ts:0.95}老夫从这里开始调查{p}有没有可疑鬼怪的行踪吧。{p}你也在那一片试着找找{p}有没有线索留下来吧！{/ts}{/tp}
1B63B330    {ts:0.84}？？？{/ts}
1B7156D5    {tp:0.04}{ts:0.95}呜哇……呜哇，{p}{p}实际上应该{p}还有一个我的伙伴{p}被抓到什么地方去了……{p}{p}诶？{p}{p}{clr:51E949}博士{clr:pop}没有说这边{p}有２个人吗？{p}呜、呜……{p}{p}{clr:51E949}博士{clr:pop}真是很过分的人……{p}{p}{clr:51E949}路易吉{clr:pop}先生，{p}你肯定会去救的是吧？{/ts}{/tp}
1B7156D6    {tp:0.04}{ts:0.95}呜、呜……{p}{p}实际上应该{p}还有一个我的伙伴{p}被抓到什么地方去了……{p}{p}诶？{p}{p}{clr:51E949}博士{clr:pop}没有说这边{p}有２个人吗？{p}啊～{p}{p}{clr:51E949}博士{clr:pop}真是健忘的人……{p}{p}{clr:51E949}路易吉{clr:pop}先生，{p}你肯定会去救的是吧？{/ts}{/tp}
1BB01BD2    {tp:0.04}那么，{clr:51E949}路易吉{clr:pop}，{p}{p}新区域的调查开始啦！{p}{p}接下来的区域是……开门见山地说！{p}{p}是积着厚雪的山顶上的采掘场！{p}{p}老夫知道在过去，{p}可以从这座山的地下{p}取得蕴藏着{p}非常特殊力量的水晶。{p}为了采掘那些水晶，{p}{p}偷偷地建造了采掘场。{/tp}
1BB01BD4    {tp:0.04}不过哪种原因都无所谓啦，{p}{p}实际上呢……{p}{p}老夫早就想到可能会发生这种事，{p}于是先把{clr:51E949}奇诺比奥{clr:pop}给送了过去，{p}并给他下达了{p}找出{clr:A554D0}暗月碎片{clr:pop}下落的指示！{/tp}
1BB01BD5    {tp:0.01}不愧是老夫啊！{p}{p}预见能力真真了得。{p}{p}呋、呋、呋。{/tp}
1BB01BD8    {tp:0.04}拜托你啦！{/tp}
1BE96B2B    {tp:0.12}{ts:0.95}{clr:51E949}路易{clr:pop}……阿！{p}{p}阿、阿、阿、{/ts}{/tp}
1BE96B2C    {tp:0.01}{ts:1.25}阿～嚏！{/ts}{/tp}
