app_common.dat
msg_common_big_18_keywait	[~ 0]
msg_bag_01_23	[VAR 0202(0000)]
msg_bag_01_25	-
msg_bag_02_01	おこづかい
msg_bag_02_02	[VAR 0206(0000,0000)]円
msg_bag_02_03	[VAR 0206(0000,0000)]円
msg_bag_02_04	てもちポケモン
msg_bag_02_05	どの　ポケモンに　つかいますか？
msg_bag_02_06	うりものリスト
msg_bag_02_10	
msg_bag_02_11	いりょく
msg_bag_02_12	めいちゅう
msg_bag_02_20	ならびかえ
msg_bag_02_21	どうぐせいり
msg_bag_02_22	リセット
msg_bag_02_23	やめる
msg_bag_02_24	どれに　きがえる？
msg_bag_02_25	どこに　つける？
msg_bag_02_27	どこを　はずす？
msg_bag_02_26	かいてん
msg_bag_02_30	[VAR 01C6(0000)]
msg_bag_02_35	[VAR FF00(0006)][VAR 01C6(0000)][VAR FF00(0000)]
msg_bag_02_40	ぼうし
msg_bag_02_41	めがね
msg_bag_02_42	ようふく
msg_bag_02_43	こもの
msg_bag_02_44	うわぎ
msg_bag_02_45	ズボン
msg_bag_02_46	くつ
msg_bag_02_47	バッグ
msg_bag_02_48	[VAR 0102(0000)]にかえる
msg_bag_02_49	[VAR 0100(0000)]にかえる
msg_bag_02_50	[VAR 01C6(0000)]に\nきがえました！
msg_bag_02_55	[VAR 01C6(0000)]に\nきがえました！
msg_bag_02_56	つけているものを　はずします
msg_bag_02_60	みみ
msg_bag_02_61	むね
msg_bag_02_62	せなか
msg_bag_02_63	しっぽ
msg_bag_02_70	[VAR FF00(0006)]みみ[VAR FF00(0000)]
msg_bag_02_71	[VAR FF00(0006)]むね[VAR FF00(0000)]
msg_bag_02_72	[VAR FF00(0006)]せなか[VAR FF00(0000)]
msg_bag_02_73	[VAR FF00(0006)]しっぽ[VAR FF00(0000)]
msg_bag_03_01	つかう
msg_bag_03_02	[~ 66]
msg_bag_03_03	[~ 67]
msg_bag_03_04	[~ 68]
msg_bag_03_05	[~ 69]
msg_bag_03_06	[~ 70]
msg_bag_03_07	[~ 71]
msg_bag_03_08	オン
msg_bag_03_09	オフ
msg_bag_03_10	やめる
msg_bag_03_11	[~ 75]
msg_bag_03_12	[~ 76]
msg_bag_03_13	[~ 77]
msg_bag_03_14	ならびかえ
msg_bag_03_15	[VAR 0102(0000)]の　きがえを　えらぶ
msg_bag_03_16	[VAR 0100(0000)]の　きがえを　えらぶ
msg_bag_03_17	もつ
msg_bag_03_20	しゅるいじゅん
msg_bag_03_21	なまえじゅん
msg_bag_03_22	ばんごうじゅん
msg_bag_03_23	しぼりこみ
msg_bag_03_25	もっているかず　[VAR 0202(0000)]
msg_bag_03_30	うる
msg_bag_03_31	かう
msg_bag_03_32	やめる
msg_bag_04_01	[~ 90]
msg_bag_04_02	[~ 91]
msg_bag_04_03	どの　ならびに　かえますか？
msg_bag_04_04	しゅるいじゅんに\nもちものを　せいり　しました！
msg_bag_04_05	なまえじゅんに\nもちものを　せいり　しました！
msg_bag_04_06	ばんごうじゅんに\nもちものを　せいり　しました！
msg_bag_04_14	てもちポケモンが　おぼえられる\nわざマシンで　せいりしました！
msg_bag_04_15	てもちポケモンが　つかえる\nアメで　せいりしました！
msg_bag_04_17	しぼりこみを　リセットしました
msg_bag_04_16	[~ 99]
msg_bag_04_07	どのわざを　かいふくする？
msg_bag_04_08	どのわざを　ふやす？
msg_bag_04_09	[~ 102]
msg_bag_04_10	[~ 103]
msg_bag_04_11	[~ 104]
msg_bag_04_12	[~ 105]
msg_bag_04_13	[~ 106]
msg_bag_05_01	はい
msg_bag_05_02	いいえ
msg_bag_06_00	[~ 109]
msg_bag_06_01	[VAR 0102(0000)]の　たいりょくが\n[VAR 0202(0001)]　かいふくした！
msg_bag_06_02	[VAR 0102(0000)]は\nげんきを　とりもどした！
msg_bag_06_03	[VAR 0102(0000)]の　どくは\nきれい　さっぱり　なくなった！
msg_bag_06_04	[VAR 0102(0000)]の\nからだの　しびれが　とれた！
msg_bag_06_05	[VAR 0102(0000)]の\nやけどが　なおった！
msg_bag_06_06	[VAR 0102(0000)]の\nからだの　こおりが　とけた！
msg_bag_06_07	[VAR 0102(0000)]は\nめを　さました！
msg_bag_06_08	[VAR 0102(0000)]は\nけんこうに　なった！
msg_bag_06_10	[VAR 0102(0000)]は　[VAR 010D(0001)]の\nきそポイントが　あがった！
msg_bag_06_11	[VAR 0102(0000)]は\nちょっと　なついた！\c\n[VAR 010D(0001)]の\nきそポイントが　さがった！
msg_bag_06_12	[VAR 0102(0000)]は\nさいこうに　なついている！\c\n[VAR 010D(0001)]の\nきそポイントが　さがった！
msg_bag_06_13	[VAR 0102(0000)]は\nちょっと　なついた！\c\n[VAR 010D(0001)]の\nきそポイントは　もうさがらない！
msg_bag_06_20	[VAR 0100(0000)]は\n[VAR 0109(0001)]を　つかった！
msg_bag_06_23	[VAR 0109(0000)]を　つかった！\nポケモンたちが　にげていく！
msg_bag_06_24	[VAR 0109(0000)]を　つかった！\nふしぎな　かおりが　ひろがった！
msg_bag_06_21	まだ　まえに　つかった\nスプレーの　こうかが　のこってます！
msg_bag_06_22	まだ　まえに　つかった\nコロンの　こうかが　のこってます！
msg_bag_06_30	[~ 127]
msg_bag_06_31	[~ 128]
msg_bag_06_40	[~ 129]
msg_bag_06_41	[~ 130]
msg_bag_06_42	[~ 131]
msg_bag_06_43	[~ 132]
msg_bag_06_44	[~ 133]
msg_bag_06_50	つかっても　こうかがないよ
msg_bag_06_51	はかせの　ことば……\n[VAR 0100(0000)]よ！　こういうものには\r\nつかいどきが　あるのじゃ！
msg_bag_06_55	ここでは　つかえません
msg_bag_06_52	[~ 137]
msg_bag_06_53	[~ 138]
msg_bag_06_54	[~ 139]
msg_bag_06_70	パワーポイントが　かいふくした！
msg_bag_06_71	[VAR 0107(0000)]の\nパワーポイントが　ふえた！
msg_bag_06_80	[~ 142]
msg_bag_06_81	[~ 143]
msg_bag_06_82	それなら　[VAR 0207(0000,0000)]円で\nおひきとり　いたしましょう
msg_bag_06_83	[VAR 0109(0000)]を　わたして\n[VAR 0207(0001,0000)]円を　うけとった
msg_bag_06_90	[VAR BE05(0005)][VAR 0102(0000)]は\nレベル[VAR 0202(0001)]　に　あがった！[VAR BE05(0001)]
msg_bag_06_97	[VAR 0102(0000)]は\nつよくなった！
msg_bag_06_98	ほかの　ひとが　もっているので\nもつことが　できません
msg_bag_06_99	[VAR 0102(0000)]は　いやがっている！
msg_bag_06_91	[~ 150]
msg_bag_06_92	[~ 151]
msg_bag_06_93	[~ 152]
msg_bag_06_94	[~ 153]
msg_bag_06_95	[~ 154]
msg_bag_06_96	[~ 155]
msg_bag_06_100	[~ 156]
msg_bag_06_110	[~ 157]
msg_bag_06_120	[~ 158]
msg_bag_06_121	[~ 159]
msg_bag_06_122	[~ 160]
msg_bag_06_123	[~ 161]
msg_bag_06_124	[~ 162]
msg_bag_07_01	わざマシンを　きどうした！[VAR BE05(0002)][VAR BE05(0000)]
msg_bag_07_02	[VAR 0102(0000)]と　[VAR 0107(0001)]は\nあいしょうが　わるかった！\c\n[VAR 0107(0001)]は\nおぼえられない！
msg_bag_07_03	[VAR 0102(0000)]は　すでに\n[VAR 0107(0001)]を　おぼえています
msg_bag_07_04	[VAR 0107(0000)]の　かわりに\nわすれる　わざを　えらんでください！
msg_bag_07_05	[VAR 0102(0000)]は\n[VAR 0107(0001)]を　おぼえた！[VAR BE05(0004)][VAR BE05(0001)]
msg_bag_07_06	１[WAIT 20]　２の[WAIT 20]　…[WAIT 20]…[WAIT 20]　ポカン！[VAR BE05(0003)][VAR BE05(0000)]\c\n[VAR 0102(0000)]は　[VAR 0107(0001)]の\nつかいかたを　きれいにわすれた！\c\nそして……！\c\n[VAR 0102(0000)]は　あたらしく\n[VAR 0107(0002)]を　おぼえた！[VAR BE05(0004)][VAR BE05(0001)]
msg_bag_07_07	[VAR 0102(0000)]は　[VAR 0107(0001)]を\nおぼえずに　おわった！
msg_bag_07_08	[VAR 0102(0000)]は　あたらしく\n[VAR 0107(0001)]を　おぼえたい……\c\n[VAR 0107(0001)]の　かわりに\nほかの　わざを　わすれさせますか？
msg_bag_08_01	どの　ポケモンに\nつかいますか？
msg_bag_08_02	[~ 172]
msg_bag_08_03	[~ 173]
msg_bag_08_04	[~ 174]
msg_bag_09_01	おぼえる！
msg_bag_09_02	[VAR FF00(0001)]おぼえない[VAR FF00(0000)]
msg_bag_09_03	[VAR FF00(0002)]おぼえている[VAR FF00(0000)]
msg_bag_09_04	つかえます
msg_bag_09_05	[VAR FF00(0001)]つかえません[VAR FF00(0000)]
msg_bag_09_10	[~ 180]
msg_bag_09_11	[~ 181]
msg_bag_09_12	[~ 182]
msg_bag_09_20	[~ 183]
msg_bag_09_30	[~ 184]
msg_bag_09_50	[VAR 0107(0001)]の　こうかで\n[VAR 0102(0000)]には　つかえません！
msg_bag_09_60	ポケモンの　レベルが　たりないので\nつかえません
msg_bag_09_61	[VAR 0109(0000)]の　かずが\nたりません
msg_bag_09_62	[VAR 0109(0000)]では\nもう　あがりません
msg_bag_20_01	こうげき
msg_bag_20_02	ぼうぎょ
msg_bag_20_03	とくこう
msg_bag_20_04	とくぼう
msg_bag_20_05	すばやさ
msg_bag_20_06	HP
msg_bag_11_01	[~ 195]
msg_bag_11_02	[~ 196]
msg_bag_11_03	[~ 197]
msg_bag_11_04	[~ 198]
msg_bag_11_05	[~ 199]
msg_bag_082	[~ 200]
msg_bag_083	[~ 201]
mes_bag_300	[~ 202]
mes_bag_menu_003	[~ 203]
mes_bag_325	[~ 204]
mes_bag_326	[~ 205]
msg_bag_06_83_2	[VAR 0109(0000)]を　わたして\n[VAR 0207(0001,0000)]円を　うけとった
box.dat
msg_box_popup_01	[VAR 0102(0000)] Lv.[VAR 0202(0001)] ♂
msg_box_popup_02	[VAR 0102(0000)] Lv.[VAR 0202(0001)] ♀
msg_box_popup_03	[VAR 0102(0000)] Lv.[VAR 0202(0001)]
msg_box_popup_04	[VAR 0102(0000)] ♂
msg_box_popup_05	[VAR 0102(0000)] ♀
msg_box_popup_06	[VAR 0102(0002)]
msg_box_00_00	[VAR 0102(0000)]
msg_box_00_01	[VAR 0203(0000,0000)]/[VAR 0203(0001,0000)]
msg_box_00_02	おくれるかず　[VAR 0201(0000)]/[VAR 0201(0001)]
msg_box_00_06	Lv.[VAR 0202(0000)]
msg_box_00_06_num	Lv.[VAR 0202(0000)]
msg_box_00_07	[VAR 0202(0000)]/[VAR 0202(0001)]
msg_box_00_08	[VAR 0204(0000,0000)]
msg_box_00_09	ならびかえ
msg_box_00_10	てもちポケモン
msg_box_00_11	せいり／けんさく
msg_box_00_12	やめる
msg_box_00_13	えらんだポケモン
msg_box_00_14	おくる
msg_box_00_15	えらぶ
msg_box_00_21	はずす
msg_box_00_16	けんさくかいし
msg_box_00_17	リセット
msg_box_00_18	けんさくかいじょ
msg_box_00_19	セットする
msg_box_00_20	あいてのポケモン
PARAM_POKENAME	[~ 26]
PARAM_MALE	[~ 27]
PARAM_FEMALE	[~ 28]
PARAM_NONE	[~ 29]
PARAM_ZUKAN_NO_00	[~ 30]
PARAM_ZUKAN_NO_02	[~ 31]
PARAM_NAME_00	[~ 32]
PARAM_TYPE	[~ 33]
PARAM_OYANAME_00	[~ 34]
msg_box_00_22	[VAR 0100(0000)]
PARAM_HP_00	[~ 36]
PARAM_HP_01	[~ 37]
PARAM_ATK_00	[~ 38]
PARAM_DEF_00	[~ 39]
PARAM_SPATK_00	[~ 40]
PARAM_SPDEF_00	[~ 41]
PARAM_AGI_00	[~ 42]
PARAM_SEIKAKU_00	[~ 43]
PARAM_SEIKAKU_01	[~ 44]
PARAM_TOKUSEI_00	[~ 45]
PARAM_TOKUSEI_01	[~ 46]
PARAM_ITEM_00	[~ 47]
PARAM_ITEM_01	[VAR 0109(0000)]
PARAM_ITEM_02	×[VAR 0202(0000)]
PARAM_WAZA_00	[~ 50]
PARAM_WAZA_01	[~ 51]
msg_box_name	[~ 52]
msg_box_judge	[~ 53]
msg_team_name_00	[~ 54]
msg_team_name_dummy	[~ 55]
msg_group_name_02	[~ 56]
msg_group_name_03	[~ 57]
msg_group_name_04	[~ 58]
msg_box_01_01	てもちにいれる
msg_box_01_02	てもちからはずす
msg_box_01_03	ならびかえる
msg_box_01_41	[~ 62]
msg_box_01_04	ようすをみる
msg_box_01_19	なまえをかえる
msg_box_01_15	はかせにおくる
msg_box_01_16	こうかんにだす
msg_box_01_17	えらぶ
msg_box_01_18	はずす
msg_box_01_05	[~ 69]
msg_box_01_06	マーキング
msg_box_01_07	[~ 71]
msg_box_01_08	[~ 72]
msg_box_01_09	[~ 73]
msg_box_01_10	[~ 74]
msg_box_01_11	[~ 75]
msg_box_01_12	[~ 76]
msg_box_01_13	[~ 77]
msg_box_01_14	[~ 78]
msg_box_end	やめる
msg_box_01_20	[~ 80]
msg_box_01_21	[~ 81]
msg_box_01_22	[~ 82]
msg_box_01_23	[~ 83]
msg_box_01_24	[~ 84]
msg_box_01_25	[~ 85]
msg_box_01_26	[~ 86]
msg_box_01_27	[~ 87]
msg_box_01_28	[~ 88]
msg_box_01_29	[~ 89]
msg_box_01_30	[~ 90]
msg_box_01_31	[~ 91]
msg_box_01_32	[~ 92]
msg_box_01_33	[~ 93]
msg_box_01_34	[~ 94]
msg_box_01_35	[~ 95]
msg_box_01_36	[~ 96]
msg_box_01_37	[~ 97]
msg_box_01_38	[~ 98]
msg_box_01_39	[~ 99]
msg_box_01_40	[~ 100]
msg_box_01_50	[~ 101]
msg_box_yes	はい
msg_box_no	いいえ
msg_box_02_01	[~ 104]
msg_box_02_02	[~ 105]
msg_box_02_03	[~ 106]
msg_box_02_04	[~ 107]
msg_box_02_05	[~ 108]
msg_box_02_06	[~ 109]
msg_box_02_07	[~ 110]
msg_box_02_08	[~ 111]
msg_box_02_09	[~ 112]
msg_box_02_10	[~ 113]
msg_box_02_11	[~ 114]
msg_box_02_12	[~ 115]
msg_box_02_13	[~ 116]
msg_box_02_14	[~ 117]
msg_box_02_15	[~ 118]
msg_box_02_16	[~ 119]
msg_box_02_17	[~ 120]
msg_box_02_18	[~ 121]
msg_box_02_19	[~ 122]
msg_box_02_20	[~ 123]
msg_box_02_21	[~ 124]
msg_box_02_22	[~ 125]
msg_box_02_23	[~ 126]
msg_box_02_24	[~ 127]
msg_box_02_25	[~ 128]
msg_box_03_01	[~ 129]
msg_box_03_02	[~ 130]
msg_box_03_03	[~ 131]
msg_box_03_04	[~ 132]
msg_box_04_yes	[~ 133]
msg_box_04_no	[~ 134]
msg_box_04_01	こうかんする
msg_box_04_02	あいての　ポケモンをみる
msg_box_04_03	じぶんの　ポケモンをみる
msg_box_04_04	やめる
msg_box_05_00	ポケモンを　こうかん　します！\nよろしい　ですか？
msg_box_05_12	ポケモンの　こうかんを\nやめますか？
msg_box_05_13	えらんでいる　ポケモンを\nおくりますか？
msg_box_05_13_2	えらんでいる　ポケモンを\nおくりますか？
msg_box_05_18	おきにいり　ポケモンは　おくれません\nおきにいりを　はずしますか？
msg_box_05_19	[VAR FF00(0006)]この　ポケモンを　おくっても\nほんとうに　よろしいですか？[VAR FF00(0000)]
msg_box_05_30	ポケモンを　はかせに　おくった！\c\n……　……　……\nはかせから　メッセージが　きた！\c
msg_box_05_30_2	ポケモンを　はかせに　おくった！\c\n……　……　……\nはかせから　メッセージが　きた！\c
msg_box_05_31	オーキド『ポケモンを\nおくって　くれて　ありがとうよ！\c\nおかげで　けんきゅうが\nすすみそうじゃ！\c
msg_box_05_31_2	オーキド『ポケモンを\nおくって　くれて　ありがとうよ！\c\nおかげで　けんきゅうが\nすすみそうじゃ！\c
msg_box_05_32	オーキド『ありがとう！\nこれで　けんきゅうが　はかどるよ！\c
msg_box_05_33	[VAR 0101(0000)]は　[VAR 0208(0001,0000)]ひき\nおくって　くれた　ようじゃ\c
msg_box_05_34	[VAR 0102(0000)]は　なかなかの\nポケモン　じゃな！\c
msg_box_05_35	おれいに　ポケモンを　つよくする\n[VAR FF00(0006)]アメ[VAR FF00(0000)]を　おくろう！\r\nそだてたい　ポケモンに　あげなさい！\c
msg_box_05_36	おれいの　アメを\nうけとって　くれい！\c
msg_box_05_37	もらった　アメを\nバッグの　[VAR FF00(0006)]アメボトル[VAR FF00(0000)]に　しまった！\c
msg_box_05_38	これまでに　[VAR 0100(0000)]が　おくって\nくれた　ポケモンは　[VAR 0208(0001,0000)]ひき！\r\nひきつづき　たのむぞ！\c
msg_box_05_17	[~ 156]
msg_box_05_01	あいぼうや　ボールから　だしている\nポケモンは　こうかんに　だせません
msg_box_05_02	その　ポケモンを　こうかんすると\nぼうけん　できなく　なっちゃうよ！
msg_box_05_03	[~ 159]
msg_box_05_04	[~ 160]
msg_box_05_05	とくべつな　ポケモンなので\nこうかんに　だすことが　できません
msg_box_05_06	とくべつな　どうぐを　もっているので\nこうかんに　だすことが　できません
msg_box_05_07	つうしん　たいきちゅう\nしばらく　おまちください
msg_box_05_20	たたかうポケモンが　いなくなります！
msg_box_05_21	あいてが　ほしがっている　ポケモンを\nもって　いません
msg_box_05_08	[~ 166]
msg_box_05_09	[~ 167]
msg_box_05_10	[~ 168]
msg_box_05_11	[~ 169]
msg_box_05_14	[~ 170]
msg_box_05_15	[~ 171]
msg_box_05_16	[~ 172]
msg_box_time_01	[~ 173]
msg_box_time_02	[~ 174]
msg_box_10_01	[~ 175]
msg_box_15_01	えらんだ　ポケモンで　あそぶ
msg_box_15_02	つづけて　ポケモンを　えらぶ
msg_judge_01_01	[~ 178]
msg_judge_01_02	[~ 179]
msg_judge_01_03	[~ 180]
msg_judge_01_04	[~ 181]
msg_judge_01_05	[~ 182]
msg_judge_01_06	[~ 183]
msg_judge_02_01	[~ 184]
msg_judge_02_02	[~ 185]
msg_judge_02_03	[~ 186]
msg_judge_02_04	[~ 187]
msg_box_search_00_01	せいりする　しゅるいを　えらんでください
msg_box_search_01_01	つかまえたじゅん
msg_box_search_01_02	ずかんばんごうじゅん
msg_box_search_01_03	レベルたかいじゅん
msg_box_search_01_04	レベルひくいじゅん
msg_box_search_01_05	ＣＰたかいじゅん
msg_box_search_01_06	ＣＰひくいじゅん
msg_box_search_01_07	おきにいりじゅん
msg_box_search_01_08	ずかんのなまえじゅん
msg_box_search_01_09	ポケモンけんさく
msg_box_search_02_00	-
msg_box_search_02_01	ポケモンのなまえ
msg_box_search_02_02	[VAR 0101(0000)]
msg_box_search_02_03	タイプ１
msg_box_search_02_04	[VAR 0103(0000)]
msg_box_search_02_05	タイプ２
msg_box_search_02_06	[VAR 0103(0000)]
msg_box_search_02_07	わざ
msg_box_search_02_08	[VAR 0107(0000)]
msg_box_search_02_09	わざマシン
msg_box_search_02_10	[VAR 0107(0000)]
msg_box_search_02_11	[~ 209]
msg_box_search_02_12	[~ 210]
msg_box_search_02_13	せいかく
msg_box_search_02_14	[VAR 0108(0000)]
msg_box_search_02_15	せいべつ
msg_box_search_02_16	♂
msg_box_search_02_17	♀
msg_box_search_02_18	せいべつなし
msg_box_search_02_19	[~ 217]
msg_box_search_02_20	[~ 218]
msg_box_search_02_21	マーク
msg_box_search_02_28	けんさく　かいし
msg_box_search_02_22	[~ 221]
msg_box_search_02_23	[~ 222]
msg_box_search_02_24	[~ 223]
msg_box_search_02_25	[~ 224]
msg_box_search_02_26	[~ 225]
msg_box_search_02_27	[~ 226]
msg_box_search_03_01	[~ 227]
msg_box_search_04_01	[~ 228]
msg_box_search_04_02	[~ 229]
msg_box_search_04_03	[~ 230]
msg_box_search_04_04	[~ 231]
msg_box_search_04_05	[~ 232]
msg_box_search_04_06	[~ 233]
msg_box_search_04_07	[~ 234]
msg_box_search_04_08	[~ 235]
msg_box_search_04_09	[~ 236]
msg_box_search_04_10	[~ 237]
msg_box_search_04_11	[~ 238]
msg_box_search_04_12	[~ 239]
msg_box_search_04_13	[~ 240]
msg_box_search_04_14	[~ 241]
msg_box_search_04_15	[~ 242]
msg_box_search_05_01	[VAR 0103(0001)]
msg_box_search_05_02	[VAR 0103(0002)]
msg_box_search_05_03	[VAR 0107(0000)]
msg_box_search_05_04	[VAR 0106(0000)]
msg_box_search_05_05	[VAR 0108(0000)]
msg_box_search_06_00	ポケモンが　みつかりません
msg_box_search_06_01	つかまえたじゅんで　せいりしました
msg_box_search_06_02	ずかんの　ばんごうじゅんで\nせいりしました
msg_box_search_06_03	レベルの　たかいじゅんで\nせいりしました
msg_box_search_06_04	レベルの　ひくいじゅんで\nせいりしました
msg_box_search_06_05	ＣＰの　たかいじゅんで\nせいりしました
msg_box_search_06_06	ＣＰの　ひくいじゅんで\nせいりしました
msg_box_search_06_07	おきにいり　とうろくした　じゅんで\nせいりしました
msg_box_search_06_08	ずかんの　なまえじゅんで\nせいりしました
msg_box_search_07_01	おきにいり　ポケモン
msg_box_search_08_01	[~ 258]
msg_box_search_08_02	[~ 259]
msg_box_search_08_03	[~ 260]
msg_box_search_08_04	[~ 261]
msg_box_search_08_05	[~ 262]
msg_box_search_08_06	[~ 263]
msg_box_search_08_07	[~ 264]
msg_box_search_08_08	[~ 265]
msg_box_search_08_09	[~ 266]
msg_box_search_08_10	[~ 267]
msg_box_search_08_11	[~ 268]
msg_box_search_08_12	[~ 269]
msg_box_search_08_13	[~ 270]
msg_box_search_08_14	[~ 271]
msg_box_search_08_15	[~ 272]
msg_box_search_08_16	[~ 273]
msg_box_search_08_17	[~ 274]
msg_box_search_08_18	[~ 275]
msg_box_search_08_19	[~ 276]
msg_box_search_08_20	[~ 277]
msg_box_search_08_21	[~ 278]
msg_box_search_08_22	[~ 279]
msg_box_search_08_23	[~ 280]
msg_box_search_08_24	[~ 281]
msg_box_search_08_25	[~ 282]
msg_chat_list_01	[~ 283]
msg_chat_list_02	[~ 284]
msg_chat_list_03	[~ 285]
msg_box_p2ptrade_01	あいてが　こうかんを\nちゅうししました
msg_box_p2ptrade_02	こうかんを　ちゅうししました
msg_box_p2ptrade_03	あいての　ポケモンに　もんだいが\nあるため　こうかん　できません
msg_box_p2ptrade_04	ポケモンこうかんを\nしゅうりょう　しますか？
msg_box_p2ptrade_05	しゅうりょうが　えらばれました\nこうかんを　おわりに　します
msg_box_p2ptrade_06	つうしんを　しゅうりょう　しています\nしばらく　おまちください
msg_box_p2ptrade_07	[~ 292]
msg_box_p2ptrade_08	[~ 293]
msg_box_p2ptrade_09	[~ 294]
msg_judge_03_01	[~ 295]
btl_attack_zenryoku.dat
ATKMSG_Z_M_000	！
ATKMSG_Z_Y_000	！
ATKMSG_Z_E_000	！
ATKMSG_Z_N_000	！
ATKMSG_Z_M_001	[VAR 0101(0000)]の\nＺはたく　こうげき！
ATKMSG_Z_Y_001	やせいの　[VAR 0101(0000)]の\nＺはたく　こうげき！
ATKMSG_Z_E_001	あいての　[VAR 0101(0000)]の\nＺはたく　こうげき！
ATKMSG_Z_N_001	ぬしの　[VAR 0101(0000)]の\nＺはたく　こうげき！
ATKMSG_Z_M_002	[VAR 0101(0000)]の\nＺからてチョップ！
ATKMSG_Z_Y_002	やせいの　[VAR 0101(0000)]の\nＺからてチョップ！
ATKMSG_Z_E_002	あいての　[VAR 0101(0000)]の\nＺからてチョップ！
ATKMSG_Z_N_002	ぬしの　[VAR 0101(0000)]の\nＺからてチョップ！
ATKMSG_Z_M_003	[VAR 0101(0000)]の\nＺおうふくビンタ！
ATKMSG_Z_Y_003	やせいの　[VAR 0101(0000)]の\nＺおうふくビンタ！
ATKMSG_Z_E_003	あいての　[VAR 0101(0000)]の\nＺおうふくビンタ！
ATKMSG_Z_N_003	ぬしの　[VAR 0101(0000)]の\nＺおうふくビンタ！
ATKMSG_Z_M_004	[VAR 0101(0000)]の\nＺれんぞくパンチ！
ATKMSG_Z_Y_004	やせいの　[VAR 0101(0000)]の\nＺれんぞくパンチ！
ATKMSG_Z_E_004	あいての　[VAR 0101(0000)]の\nＺれんぞくパンチ！
ATKMSG_Z_N_004	ぬしの　[VAR 0101(0000)]の\nＺれんぞくパンチ！
ATKMSG_Z_M_005	[VAR 0101(0000)]の\nＺメガトンパンチ！
