TextDatabase_AC1
AC1_Graphic_text_00237	Another Code
AC1_Part_00524	ううん
AC1_Part_00544	…はぁ
AC1_Part_00547	そういえばね
AC1_Part_00548	そういえば…
AC1_Part_00549	えっと
AC1_Part_00550	えーっと…
AC1_Part_00551	そうそう
AC1_Part_00553	…そういえば
AC1_Part_00556	たしか
AC1_Part_00557	たしか…
AC1_Part_00562	もしかしたら…
AC1_Part_00563	もしかしたら
AC1_Part_00568	やっぱり
AC1_Part_00571	あ！
AC1_Part_00573	そうだ
AC1_Part_00578	あれ？
AC1_Part_00579	…おかしいな
AC1_Part_00586	えっ
AC1_Part_00587	えっ…？
AC1_Part_00592	ここ…
AC1_Part_00608	あそこ？
AC1_Part_00612	これは…！
AC1_Part_00613	これ…
AC1_Part_00614	これ
AC1_Part_00615	これは？
AC1_Part_00617	これは…
AC1_Part_00619	それは…！
AC1_Part_00634	へえ
AC1_Part_00640	ほら！
AC1_Part_00642	ほら
AC1_Part_00656	あははは！
AC1_Part_00658	ふふっ
AC1_Part_00659	やったね！
AC1_Part_00660	これでいけるね
AC1_Part_00661	さすが！
AC1_Part_00662	まあね
AC1_Part_00664	そうだ…！
AC1_Part_00666	ねえ
AC1_Part_00670	ねえ
AC1_Part_00671	えっとね…
AC1_Part_00672	えっと…
AC1_Part_00674	え…えっと…
AC1_Part_00675	ありがとう…！
AC1_Part_00679	ごめんね…
AC1_Part_00680	…ごめん
AC1_Part_00683	がんばって
AC1_Part_00701	平気？
AC1_Part_00706	うーん…
AC1_Part_00707	えーっと
AC1_Part_00709	う…うーん…
AC1_Part_00711	だれ？
AC1_Part_00723	なに？
AC1_Part_00734	どうしたの？
AC1_Part_00735	どうしたの？
AC1_Part_00737	なにこれ？
AC1_Part_00738	なんだろう？
AC1_Part_00740	アシュレイ
AC1_Part_00741	アシュレイ…
AC1_Part_00742	アシュレイ
AC1_Part_00743	アシュレイ？
AC1_Part_00744	アシュレイ！
AC1_Part_00745	アシュレイ…
AC1_Part_00746	アシュレイ…
AC1_Part_00747	ジェシカ
AC1_Part_00748	ジェシカ…
AC1_Part_00749	ジェシカ
AC1_Part_00750	ジェシカ？
AC1_Part_00751	ジェシカ！
AC1_Part_00752	ジェシカ…
AC1_Part_00753	ジェシカ…
AC1_Part_00754	フラニー
AC1_Part_00755	フラニー…
AC1_Part_00756	フラニー
AC1_Part_00757	フラニー？
AC1_Part_00758	フラニー！
AC1_Part_00759	フラニー…
AC1_Part_00760	フラニー…
AC1_Part_00761	ヘンリーおじさん
AC1_Part_00762	ヘンリーおじさん…
AC1_Part_00763	ヘンリーおじさん
AC1_Part_00764	ヘンリーおじさん？
AC1_Part_00765	ヘンリーおじさん！
AC1_Part_00766	ヘンリーおじさん…
AC1_Part_00767	ヘンリーおじさん…
AC1_Part_00768	父さん
AC1_Part_00769	父さん…
AC1_Part_00770	父さん
AC1_Part_00771	父さん？
AC1_Part_00772	父さん！
AC1_Part_00773	父さん…
AC1_Part_00774	父さん…
AC1_Part_00775	ひいおじいさま
AC1_Part_00776	ひいおじいさま…
AC1_Part_00777	ひいおじいさま
AC1_Part_00778	ひいおじいさま？
AC1_Part_00779	ひいおじいさま！
AC1_Part_00780	ひいおじいさま…
AC1_Part_00781	ひいおじいさま…
AC1_Part_00782	ウェルズ
AC1_Part_00783	ウェルズ…
AC1_Part_00784	ウェルズ
AC1_Part_00785	ウェルズ？
AC1_Part_00786	ウェルズ！
AC1_Part_00787	ウェルズ…
AC1_Part_00788	ウェルズ…
AC1_Part_00789	（ん？　と鼻に抜けるような）
AC1_Part_00790	（はっと驚くような）
AC1_Part_00791	（息をのむ）
AC1_Part_00794	まあ…
AC1_Part_00795	あのね
AC1_Part_00796	うう…
AC1_Part_00797	ふむ…？
AC1_Part_00798	そうだわ！
AC1_Part_00799	え…？
AC1_Part_00800	うぅ…
AC1_Part_00801	すごいわ！
AC1_Part_00815	いいかしら？
AC1_Part_00886	はぁ…
AC1_Part_00905	あら
AC1_Part_00966	さあ
AC1_Part_00996	そうだ
AC1_Part_01073	アシュレイ
AC1_Part_01074	アシュレイ
AC1_Part_01075	アシュレイ…
AC1_Part_01076	アシュレイ
AC1_Part_01077	アシュレイ？
AC1_Part_01078	アシュレイ！
AC1_Part_01079	アシュレイ…？
AC1_Part_01080	…アシュレイ
AC1_Part_01081	リチャード
AC1_Part_01082	リチャード！
AC1_Part_01083	リチャード…
AC1_Part_01084	リチャード
AC1_Part_01085	リチャード？
AC1_Part_01086	リチャード！
AC1_Part_01087	リチャード…？
AC1_Part_01088	…リチャード
AC1_Part_01089	サヨコ
AC1_Part_01090	サヨコ
AC1_Part_01091	サヨコ…
AC1_Part_01092	サヨコ
AC1_Part_01093	サヨコ？
AC1_Part_01094	サヨコ！
AC1_Part_01095	サヨコ…？
AC1_Part_01096	…サヨコ
AC1_Part_01097	ビル
AC1_Part_01098	ビル
AC1_Part_01099	ビル…
AC1_Part_01100	ビル
AC1_Part_01101	ビル？
AC1_Part_01102	ビル！
AC1_Part_01103	ビル…？
AC1_Part_01104	…ビル
AC1_Part_01105	船長
AC1_Part_01106	船長
AC1_Part_01112	おぉ…
AC1_Part_01113	おい…
AC1_Part_01114	そうか…
AC1_Part_01115	なんだ…？
AC1_Part_01116	…そうか
AC1_Part_01117	素晴らしい…
AC1_Part_01318	あぁ…
AC1_Part_01319	おい！
AC1_Part_01320	あぁ…
AC1_Part_01321	ふむ…
AC1_Part_01322	そうか
AC1_Part_01323	ああ…
AC1_Part_01324	あ、あぁ…
AC1_Part_01325	すごいぞ！
AC1_Part_01371	ああ
AC1_Part_01377	いいとも
AC1_Part_01412	すまないが
AC1_Part_01415	すまない
AC1_Part_01432	たしか
AC1_Part_01521	さあ…
AC1_Part_01541	ははっ
AC1_Part_01550	そうだ…
AC1_Part_01557	すまない…
AC1_Part_01558	すまない
AC1_Part_01622	アシュレイ！
AC1_Part_01623	アシュレイ！
AC1_Part_01624	アシュレイ…
AC1_Part_01625	アシュレイ
AC1_Part_01626	アシュレイ…？
AC1_Part_01627	…アシュレイ！
AC1_Part_01628	…アシュレイ？
AC1_Part_01629	…アシュレイ
AC1_Part_01630	ディー
AC1_Part_01631	…ディー？
AC1_Part_01632	ジェシカ！
AC1_Part_01633	ジェシカ！
AC1_Part_01634	ジェシカ…
AC1_Part_01635	ジェシカ
AC1_Part_01636	ジェシカ…？
AC1_Part_01637	…ジェシカ！
AC1_Part_01638	…ジェシカ？
AC1_Part_01639	…ジェシカ
AC1_Part_01640	サヨコ！
AC1_Part_01641	サヨコ！
AC1_Part_01642	サヨコ…
AC1_Part_01643	サヨコ
AC1_Part_01644	サヨコ…？
AC1_Part_01645	…サヨコ！
AC1_Part_01646	…サヨコ？
AC1_Part_01647	…サヨコ
AC1_Part_01648	ビル！
AC1_Part_01649	ビル！
AC1_Part_01650	ビル…
AC1_Part_01651	ビル
AC1_Part_01652	ビル…？
AC1_Part_01653	…ビル！
AC1_Part_01654	…ビル？
AC1_Part_01655	…ビル
AC1_Part_01656	（ん？　と鼻に抜けるような）
AC1_Part_01661	そうかい
AC1_Part_01662	あのな…
AC1_Part_01663	そうか…
AC1_Part_01664	なんだ？
AC1_Part_01665	そうか！
AC1_Part_01666	なんだよ…？
AC1_Part_01667	なんだ…
AC1_Part_01668	そりゃすごいな
AC1_Part_01678	なあ
AC1_Part_01696	それじゃあ…
AC1_Part_01710	ああ
AC1_Part_01756	ふぅん？
AC1_Part_01857	ほれ
AC1_Part_01860	ほれ
AC1_Part_01895	すまねえな
AC1_Part_01900	がんばれよ
AC1_Part_01916	おいおい…
AC1_Part_01956	じょうちゃん！
AC1_Part_01957	じょうちゃん…
AC1_Part_01958	じょうちゃん…
AC1_Part_01959	じょうちゃん
AC1_Part_01960	じょうちゃん？
AC1_Part_01961	じょうちゃん
AC1_Part_01962	…じょうちゃん
AC1_Part_01963	お客さん
AC1_Part_01964	親父さん
AC1_Part_01965	おっかさん
AC1_PuzzleHint_00001	橋が壊れて渡れない。\n橋を渡すためのものがないか探してみよう。
AC1_PuzzleHint_00002	壊れた橋に架ける板のようなものがないか\n橋の近くを探してみよう。
AC1_PuzzleHint_00003	壊れた橋の近くに落ちている『長い板』を\n調べてみよう。
AC1_PuzzleHint_00004	これで橋が渡れそうだ。\n壊れた橋に戻ってみよう。
AC1_PuzzleHint_00005	壊れた橋に『長い板』を使ってみよう。
AC1_PuzzleHint_00006	壊れた橋の前でアイテム画面にある\n『長い板』を使おう。\nアイテム画面はYボタンで開く。
AC1_PuzzleHint_00007	板を使って橋を渡れるようにしよう。\n板は移動と回転ができる。
AC1_PuzzleHint_00008	板を縦にして置くと橋を渡れそうだ。
AC1_PuzzleHint_00009	橋の左側の壊れたところに板を縦にして置こう。\n飛び出した部分に上手く乗せよう。
AC1_PuzzleHint_00013	門には鍵が掛かっている。\n開ける方法がないか探してみよう。
AC1_PuzzleHint_00014	閉ざされた門のそばに大きな木がある。\n大きな木の近くに気になるものはないだろうか。
AC1_PuzzleHint_00015	大きな木の近くにある『手作りの椅子』を\n調べてみよう。
AC1_PuzzleHint_00016	『手作りの椅子』の裏側にある鍵を手に入れよう。
AC1_PuzzleHint_00017	コントローラーや本体を傾けると鍵も動く。\n椅子の金網には鍵が通れそうな穴が開いている。
AC1_PuzzleHint_00018	穴まで鍵を移動させたら\n重力で鍵が落ちてくるように\nコントローラーや本体を裏返してみよう。
AC1_PuzzleHint_00019	屋敷につながる道があるか探してみよう。
AC1_PuzzleHint_00020	墓地の敷地内に屋敷につながる道がある。\n屋敷が見える方向に何かあるようだ。
AC1_PuzzleHint_00021	墓地の敷地内にある『閉じた木の扉』を\n調べてみよう。
AC1_PuzzleHint_00022	木の扉を開ける方法を探そう。
AC1_PuzzleHint_00023	墓地の正面には３つの墓が並んでいる。\n気になるものは調べてみよう。
AC1_PuzzleHint_00024	墓地の正面に並んだ３つの墓のうち\n『左側のお墓』を調べてみよう。
AC1_PuzzleHint_00025	木の扉を開ける方法を探そう。
AC1_PuzzleHint_00026	墓地の正面には３つの墓が並んでいる。\n気になるものは調べてみよう。
AC1_PuzzleHint_00027	墓地の正面に並んだ３つの墓のうち\n『真ん中のお墓』を調べてみよう。
AC1_PuzzleHint_00028	木の扉を開ける方法を探そう。
AC1_PuzzleHint_00029	墓地の正面には３つの墓が並んでいる。\n気になるものは調べてみよう。
AC1_PuzzleHint_00030	墓地の正面に並んだ３つの墓のうち\n『右側のお墓』を調べてみよう。
AC1_PuzzleHint_00031	墓地の正面に並んだ３つの墓を見比べてみよう。\nなにか足りないものはないだろうか。
AC1_PuzzleHint_00032	トーマスのお墓の穴にはまる物を探そう。\n墓地の敷地内にあるはずだ。
AC1_PuzzleHint_00033	墓地の茂みを通って少し立派なお墓の先にある\n『お墓』を見つけよう。\n見つけたら『石ころ』を調べてみよう。
AC1_PuzzleHint_00037	ローレンスのお墓の穴にはまる物を探そう。\n墓地の敷地内にあるはずだ。
AC1_PuzzleHint_00038	墓地の茂みを通って『用具箱』を見つけよう。
AC1_PuzzleHint_00039	『用具箱』にある『用具箱の扉』を調べてみよう。
AC1_PuzzleHint_00040	『ローレンスのお墓』に\n見つけた石のかけらをはめよう。
AC1_PuzzleHint_00041	ヘンリーのお墓には双葉をくわえた１羽の鳥が\n刻まれている。\nそして『ローレンスのお墓』には２羽の鳥が\n刻まれている。
AC1_PuzzleHint_00042	『ローレンスのお墓』の前で\nアイテム画面にある『四葉の石のかけら』を使おう。
AC1_PuzzleHint_00046	『トーマスのお墓』に\n見つけた石のかけらをはめよう。
AC1_PuzzleHint_00047	ヘンリーのお墓には双葉をくわえた１羽の鳥が\n刻まれている。\nそして『トーマスのお墓』にも１羽の鳥が\n刻まれている。
AC1_PuzzleHint_00048	『トーマスのお墓』の前で\nアイテム画面にある『双葉の石のかけら』を使おう。
AC1_PuzzleHint_00049	墓地の正面にある３つの墓には木の扉を開ける\nヒントが隠されている。\n墓に刻まれた鳥の絵に注目しよう。
AC1_PuzzleHint_00050	３つの墓に刻まれた鳥がくわえている葉の数は\n木の扉を開けるための答えを示している。
AC1_PuzzleHint_00051	木の扉を開ける答えは左から\n『縦向きの双葉』『四葉』『横向きの双葉』だ。
AC1_PuzzleHint_00052	屋敷のドアを開けるヒントを見つけよう。
AC1_PuzzleHint_00053	屋敷のドアには秘密があるようだ。\nディーが何か知っているかもしれない。
AC1_PuzzleHint_00054	ディーに話を聞いてみよう。
AC1_PuzzleHint_00055	屋敷のドアにある左右のドアノッカーは\n何度か叩けるようだ。\n叩く順番や回数に決まりがあるのかもしれない。
AC1_PuzzleHint_00056	正面玄関の前の地面には色の違うタイルがある。\n玄関に向かって色の違うタイルを踏みながら\nディーは遊んでいた。
AC1_PuzzleHint_00057	ドアノッカーを叩く順番は\n『右』『左』『右』『左』『右』『両方』だ。\nドアノッカーはしっかりと叩こう。
AC1_1_Scenario_Text_00001	{屋敷:やしき}の{裏口:うらぐち}→
AC1_1_Scenario_Text_00104	この{道:みち}、やっぱり\nお{屋敷:やしき}につながっているんだ
AC1_1_Scenario_Text_00006	「{落石注意:らくせきちゅうい}」
AC1_1_Scenario_Text_00007	…{先:さき}に{言:い}ってよ
AC1_1_Scenario_Text_00008	ここも{落石:らくせき}で{塞:ふさ}がれてる…
AC1_1_Scenario_Text_00009	あ　{水:みず}の{音:おと}が{聞:き}こえる
AC1_1_Scenario_Text_00011	なんだろ、あれ…
AC1_1_Scenario_Text_00012	なにか{方法:ほうほう}をみつけなくちゃ
AC1_1_Scenario_Text_00102	あの{道:みち}に{行:い}くには\nこの{橋:はし}を{渡:わた}らなきゃ…
AC1_1_Scenario_Text_00103	でも…\nどうやって{渡:わた}ろう…
AC1_1_Scenario_Text_00089	{戻:もど}ってもしょうがないよ…
AC1_1_Scenario_Text_00013	{長:なが}い{板:いた}がある
AC1_1_Scenario_Text_00014	{長:なが}い{板:いた}がある
AC1_1_Scenario_Text_00015	この{板:いた}、{使:つか}えるかな
AC1_1_Scenario_Text_00016	よし、これで…
AC1_1_Scenario_Text_00030	こうじゃないか…
AC1_1_Scenario_Text_00032	どうした？
AC1_1_Scenario_Text_00033	リチャード…\nどこにいるのかしら
AC1_1_Scenario_Text_00041	どうした、じょうちゃん？
AC1_1_Scenario_Text_00042	{船長:せんちょう}に{聞:き}き{忘:わす}れたこと、あったんだ
AC1_1_Scenario_Text_00043	なんだ？
AC1_1_Scenario_Text_00044	この{船:ふね}の{名前:なまえ}のこと
AC1_1_Scenario_Text_00045	「ROSA」って、{誰:だれ}かの{名前:なまえ}？
AC1_1_Scenario_Text_00046	ああ、{俺:おれ}のかみさんの{名前:なまえ}だ
AC1_1_Scenario_Text_00047	へえー
AC1_1_Scenario_Text_00048	{仲:なか}いいんだね\n{船:ふね}に{奥:おく}さんの{名前:なまえ}つけるなんて
AC1_1_Scenario_Text_00049	さあ、どうだかな
AC1_1_Scenario_Text_00050	{船長:せんちょう}の{奥:おく}さんって、どんな{人:ひと}？
AC1_1_Scenario_Text_00051	{口:くち}うるさくて{気:き}が{強:つよ}い\nおっかねえばあさんだ
AC1_1_Scenario_Text_00052	だが…こんな{俺:おれ}を{信:しん}じてくれる\n{港:みなと}みたいないい{女:おんな}だよ
AC1_1_Scenario_Text_00053	そうなんだ
AC1_1_Scenario_Text_00054	ほら、{気:き}が{済:す}んだら　\n{早:はや}く{叔母:おば}さんを{追:お}っていけ
AC1_1_Scenario_Text_00055	じょうちゃん、がんばれ
AC1_1_Scenario_Text_00056	うん
AC1_1_Scenario_Text_00057	じょうちゃん、がんばれよ
AC1_1_Scenario_Text_00058	ジェシカ、パパと{会:あ}えたのかな…\nうう、ドキドキしてきた
AC1_1_Scenario_Text_00059	あ、あれ…？
AC1_1_Scenario_Text_00060	どうしよう…
AC1_1_Scenario_Text_00061	{木陰:こかげ}に{椅子:いす}が{置:お}かれている
AC1_1_Scenario_Text_00066	こんなところに{椅子:いす}を{置:お}いて\n{鍵:かぎ}を{隠:かく}していたのは
