TextDatabase_AC1
AC1_Graphic_text_00237	Another Code
AC1_Part_00549	えっと
AC1_Part_00550	えーっと…
AC1_Part_00551	そうそう
AC1_Part_00553	…そういえば
AC1_Part_00556	たしか
AC1_Part_00557	たしか…
AC1_Part_00562	もしかしたら…
AC1_Part_00563	もしかしたら
AC1_Part_00568	やっぱり
AC1_Part_00571	あ！
AC1_Part_00573	そうだ
AC1_Part_00578	あれ？
AC1_Part_00579	…おかしいな
AC1_Part_00586	えっ
AC1_Part_00587	えっ…？
AC1_Part_00592	ここ…
AC1_Part_00608	あそこ？
AC1_Part_00612	これは…！
AC1_Part_00613	これ…
AC1_Part_00614	これ
AC1_Part_00615	これは？
AC1_Part_00617	これは…
AC1_Part_00619	それは…！
AC1_Part_00634	へえ
AC1_Part_00640	ほら！
AC1_Part_00642	ほら
AC1_Part_00656	あははは！
AC1_Part_00658	ふふっ
AC1_Part_00659	やったね！
AC1_Part_00660	これでいけるね
AC1_Part_00661	さすが！
AC1_Part_00662	まあね
AC1_Part_00664	そうだ…！
AC1_Part_00666	ねえ
AC1_Part_00670	ねえ
AC1_Part_00671	えっとね…
AC1_Part_00672	えっと…
AC1_Part_00674	え…えっと…
AC1_Part_00675	ありがとう…！
AC1_Part_00679	ごめんね…
AC1_Part_00680	…ごめん
AC1_Part_00683	がんばって
AC1_Part_00701	平気？
AC1_Part_00706	うーん…
AC1_Part_00707	えーっと
AC1_Part_00709	う…うーん…
AC1_Part_00711	だれ？
AC1_Part_00723	なに？
AC1_Part_00734	どうしたの？
AC1_Part_00735	どうしたの？
AC1_Part_00737	なにこれ？
AC1_Part_00738	なんだろう？
AC1_Part_00740	アシュレイ
AC1_Part_00741	アシュレイ…
AC1_Part_00742	アシュレイ
AC1_Part_00743	アシュレイ？
AC1_Part_00744	アシュレイ！
AC1_Part_00745	アシュレイ…
AC1_Part_00746	アシュレイ…
AC1_Part_00747	ジェシカ
AC1_Part_00748	ジェシカ…
AC1_Part_00749	ジェシカ
AC1_Part_00750	ジェシカ？
AC1_Part_00751	ジェシカ！
AC1_Part_00752	ジェシカ…
AC1_Part_00753	ジェシカ…
AC1_Part_00754	フラニー
AC1_Part_00755	フラニー…
AC1_Part_00756	フラニー
AC1_Part_00757	フラニー？
AC1_Part_00758	フラニー！
AC1_Part_00759	フラニー…
AC1_Part_00760	フラニー…
AC1_Part_00761	ヘンリーおじさん
AC1_Part_00762	ヘンリーおじさん…
AC1_Part_00763	ヘンリーおじさん
AC1_Part_00764	ヘンリーおじさん？
AC1_Part_00765	ヘンリーおじさん！
AC1_Part_00766	ヘンリーおじさん…
AC1_Part_00767	ヘンリーおじさん…
AC1_Part_00768	父さん
AC1_Part_00769	父さん…
AC1_Part_00770	父さん
AC1_Part_00771	父さん？
AC1_Part_00772	父さん！
AC1_Part_00773	父さん…
AC1_Part_00774	父さん…
AC1_Part_00775	ひいおじいさま
AC1_Part_00776	ひいおじいさま…
AC1_Part_00777	ひいおじいさま
AC1_Part_00778	ひいおじいさま？
AC1_Part_00779	ひいおじいさま！
AC1_Part_00780	ひいおじいさま…
AC1_Part_00781	ひいおじいさま…
AC1_Part_00782	ウェルズ
AC1_Part_00783	ウェルズ…
AC1_Part_00784	ウェルズ
AC1_Part_00785	ウェルズ？
AC1_Part_00786	ウェルズ！
AC1_Part_00787	ウェルズ…
AC1_Part_00788	ウェルズ…
AC1_Part_00789	（ん？　と鼻に抜けるような）
AC1_Part_00790	（はっと驚くような）
AC1_Part_00791	（息をのむ）
AC1_Part_00794	まあ…
AC1_Part_00795	あのね
AC1_Part_00796	うう…
AC1_Part_00797	ふむ…？
AC1_Part_00798	そうだわ！
AC1_Part_00799	え…？
AC1_Part_00800	うぅ…
AC1_Part_00801	すごいわ！
AC1_Part_00815	いいかしら？
AC1_Part_00886	はぁ…
AC1_Part_00905	あら
AC1_Part_00966	さあ
AC1_Part_00996	そうだ
AC1_Part_01073	アシュレイ
AC1_Part_01074	アシュレイ
AC1_Part_01075	アシュレイ…
AC1_Part_01076	アシュレイ
AC1_Part_01077	アシュレイ？
AC1_Part_01078	アシュレイ！
AC1_Part_01079	アシュレイ…？
AC1_Part_01080	…アシュレイ
AC1_Part_01081	リチャード
AC1_Part_01082	リチャード！
AC1_Part_01083	リチャード…
AC1_Part_01084	リチャード
AC1_Part_01085	リチャード？
AC1_Part_01086	リチャード！
AC1_Part_01087	リチャード…？
AC1_Part_01088	…リチャード
AC1_Part_01089	サヨコ
AC1_Part_01090	サヨコ
AC1_Part_01091	サヨコ…
AC1_Part_01092	サヨコ
AC1_Part_01093	サヨコ？
AC1_Part_01094	サヨコ！
AC1_Part_01095	サヨコ…？
AC1_Part_01096	…サヨコ
AC1_Part_01097	ビル
AC1_Part_01098	ビル
AC1_Part_01099	ビル…
AC1_Part_01100	ビル
AC1_Part_01101	ビル？
AC1_Part_01102	ビル！
AC1_Part_01103	ビル…？
AC1_Part_01104	…ビル
AC1_Part_01105	船長
AC1_Part_01106	船長
AC1_Part_01112	おぉ…
AC1_Part_01113	おい…
AC1_Part_01114	そうか…
AC1_Part_01115	なんだ…？
AC1_Part_01116	…そうか
AC1_Part_01117	素晴らしい…
AC1_Part_01318	あぁ…
AC1_Part_01319	おい！
AC1_Part_01320	あぁ…
AC1_Part_01321	ふむ…
AC1_Part_01322	そうか
AC1_Part_01323	ああ…
AC1_Part_01324	あ、あぁ…
AC1_Part_01325	すごいぞ！
AC1_Part_01371	ああ
AC1_Part_01377	いいとも
AC1_Part_01412	すまないが
AC1_Part_01415	すまない
AC1_Part_01432	たしか
AC1_Part_01521	さあ…
AC1_Part_01541	ははっ
AC1_Part_01550	そうだ…
AC1_Part_01557	すまない…
AC1_Part_01558	すまない
AC1_Part_01622	アシュレイ！
AC1_Part_01623	アシュレイ！
AC1_Part_01624	アシュレイ…
AC1_Part_01625	アシュレイ
AC1_Part_01626	アシュレイ…？
AC1_Part_01627	…アシュレイ！
AC1_Part_01628	…アシュレイ？
AC1_Part_01629	…アシュレイ
AC1_Part_01630	ディー
AC1_Part_01631	…ディー？
AC1_Part_01632	ジェシカ！
AC1_Part_01633	ジェシカ！
AC1_Part_01634	ジェシカ…
AC1_Part_01635	ジェシカ
AC1_Part_01636	ジェシカ…？
AC1_Part_01637	…ジェシカ！
AC1_Part_01638	…ジェシカ？
AC1_Part_01639	…ジェシカ
AC1_Part_01640	サヨコ！
AC1_Part_01641	サヨコ！
AC1_Part_01642	サヨコ…
AC1_Part_01643	サヨコ
AC1_Part_01644	サヨコ…？
AC1_Part_01645	…サヨコ！
AC1_Part_01646	…サヨコ？
AC1_Part_01647	…サヨコ
AC1_Part_01648	ビル！
AC1_Part_01649	ビル！
AC1_Part_01650	ビル…
AC1_Part_01651	ビル
AC1_Part_01652	ビル…？
AC1_Part_01653	…ビル！
AC1_Part_01654	…ビル？
AC1_Part_01655	…ビル
AC1_Part_01656	（ん？　と鼻に抜けるような）
AC1_Part_01661	そうかい
AC1_Part_01662	あのな…
AC1_Part_01663	そうか…
AC1_Part_01664	なんだ？
AC1_Part_01665	そうか！
AC1_Part_01666	なんだよ…？
AC1_Part_01667	なんだ…
AC1_Part_01668	そりゃすごいな
AC1_Part_01678	なあ
AC1_Part_01696	それじゃあ…
AC1_Part_01710	ああ
AC1_Part_01756	ふぅん？
AC1_Part_01857	ほれ
AC1_Part_01860	ほれ
AC1_Part_01895	すまねえな
AC1_Part_01900	がんばれよ
AC1_Part_01916	おいおい…
AC1_Part_01956	じょうちゃん！
AC1_Part_01957	じょうちゃん…
AC1_Part_01958	じょうちゃん…
AC1_Part_01959	じょうちゃん
AC1_Part_01960	じょうちゃん？
AC1_Part_01961	じょうちゃん
AC1_Part_01962	…じょうちゃん
AC1_Part_01963	お客さん
AC1_Part_01964	親父さん
AC1_Part_01965	おっかさん
AC1_PuzzleHint_00001	桥损坏了，没办法过去。\n找找有没有东西能把桥连接起来吧。
AC1_PuzzleHint_00002	在桥的附近找找有没有类似木板的东西\n把损坏的桥连接起来吧。
AC1_PuzzleHint_00003	调查一下掉落在损坏的桥附近的\n“长木板”吧。
AC1_PuzzleHint_00004	有了它应该就能过桥了。\n回到损坏的桥那里去吧。
AC1_PuzzleHint_00005	对着损坏的桥使用“长木板”试试吧。
AC1_PuzzleHint_00006	在损坏的桥面前使用道具画面中的\n“长木板”吧。\n按下Y键即可打开道具画面。
AC1_PuzzleHint_00007	试着利用木板来过桥吧。\n木板可以移动或旋转。
AC1_PuzzleHint_00008	把木板竖着放应该就能过桥了。
AC1_PuzzleHint_00009	把木板竖着放在桥左侧损坏的地方吧。\n精准地放在凸出的位置上吧。
AC1_PuzzleHint_00013	门上锁了。\n找找开锁的办法吧。
AC1_PuzzleHint_00014	紧闭的门旁有一棵大树。\n大树附近有没有什么令人在意的东西呢？
AC1_PuzzleHint_00015	调查一下大树附近的\n“手工椅子”吧。
AC1_PuzzleHint_00016	把“手工椅子”底部的钥匙\n拿到手吧。
AC1_PuzzleHint_00017	倾斜手柄或主机时钥匙也会移动。\n椅子的铁丝网上有个洞能让钥匙穿过去。
AC1_PuzzleHint_00018	把钥匙移到洞的位置后，\n为了让钥匙借着重力掉出来，\n试着翻转手柄或主机吧。
AC1_PuzzleHint_00019	找找看有没有通往屋子的路吧。
AC1_PuzzleHint_00020	坟场里有一条通往屋子的路。\n能看见屋子的那个方向上好像有线索。
AC1_PuzzleHint_00021	调查一下坟场里的“关上的木门”吧。
AC1_PuzzleHint_00022	想想办法打开木门吧。
AC1_PuzzleHint_00023	坟场的正面排着3座坟墓。\n调查一下在意的东西吧。
AC1_PuzzleHint_00024	坟场的正面排着3座坟墓。\n调查一下“左边的坟墓”吧。
AC1_PuzzleHint_00025	想想办法打开木门吧。
AC1_PuzzleHint_00026	坟场的正面排着3座坟墓。\n调查一下在意的东西吧。
AC1_PuzzleHint_00027	坟场的正面排着3座坟墓。\n调查一下“正中央的坟墓”吧。
AC1_PuzzleHint_00028	想想办法打开木门吧。
AC1_PuzzleHint_00029	坟场的正面排着3座坟墓。\n调查一下在意的东西吧。
AC1_PuzzleHint_00030	坟场的正面排着3座坟墓。\n调查一下“右边的坟墓”吧。
AC1_PuzzleHint_00031	比较一下坟场正面排着的3座坟墓吧。\n是不是缺少了什么呢？
AC1_PuzzleHint_00032	汤玛斯的坟墓有个洞，找一找能嵌在\n洞里的东西吧。在坟场里应该就能找到。
AC1_PuzzleHint_00033	坟场的草丛中有一块略为气派的坟墓，\n寻找草丛更深处的“坟墓”吧。\n找到之后调查一下“石块”吧。
AC1_PuzzleHint_00037	罗伦斯的坟墓有个洞，找一找能嵌在\n洞里的东西吧。在坟场里应该就能找到。
AC1_PuzzleHint_00038	穿过坟场的草丛，找到“工具柜”吧。
AC1_PuzzleHint_00039	调查一下“工具柜的门”吧。
AC1_PuzzleHint_00040	把找到的石块嵌进“罗伦斯的坟墓”吧。
AC1_PuzzleHint_00041	亨利的坟墓上雕着一只衔着双叶的鸟。\n而“罗伦斯的坟墓”上雕着两只鸟。
AC1_PuzzleHint_00042	在“罗伦斯的坟墓”面前\n使用道具画面中的“四叶石块”吧。
AC1_PuzzleHint_00046	把找到的石块嵌进“汤玛斯的坟墓”吧。
AC1_PuzzleHint_00047	亨利的坟墓上雕着一只衔着双叶的鸟。\n而“汤玛斯的坟墓”上也雕着一只鸟。
AC1_PuzzleHint_00048	在“汤玛斯的坟墓”面前\n使用道具画面中的“双叶石块”吧。
AC1_PuzzleHint_00049	坟场正面的3座坟墓中，\n隐藏着打开木门的提示。\n仔细观察坟墓上雕刻的鸟形图案吧。
AC1_PuzzleHint_00050	3座坟墓上雕刻的鸟所衔着的叶子数量，\n暗示着打开木门的方法。
AC1_PuzzleHint_00051	打开木门的方法：从左往右分别设为\n“纵向的双叶”“四叶”“横向的双叶”。
AC1_PuzzleHint_00052	找到打开屋子大门的提示吧。
AC1_PuzzleHint_00053	屋子大门似乎隐藏着秘密。\nD说不定知道些什么。
AC1_PuzzleHint_00054	去问问看D吧。
AC1_PuzzleHint_00055	屋子大门上左右两个门叩\n好像能敲击好几次。\n说不定有特定的敲击顺序和次数。
AC1_PuzzleHint_00056	正面玄关前的地面上有着颜色不同的瓷砖。\nD曾经面向玄关，\n踩着这些颜色不同的瓷砖玩过。
AC1_PuzzleHint_00057	敲击门叩的顺序是：\n“右”“左”“右”“左”“右”“两边同时”。\n用力敲击门叩吧。
AC1_1_Scenario_Text_00001	屋子后门→
AC1_1_Scenario_Text_00104	这条路果然能通到屋子。
AC1_1_Scenario_Text_00006	“注意落石”
AC1_1_Scenario_Text_00007	倒是早点说啊。
AC1_1_Scenario_Text_00008	这里也被落石堵住了……
AC1_1_Scenario_Text_00009	啊，能听见水流声。
AC1_1_Scenario_Text_00011	那是什么啊……
AC1_1_Scenario_Text_00012	得找到办法才行。
AC1_1_Scenario_Text_00102	要到那条路上，\n得先过了这座桥才行……
AC1_1_Scenario_Text_00103	但是……\n怎么才能过去呢……
AC1_1_Scenario_Text_00089	回去也无济于事……
AC1_1_Scenario_Text_00013	有块长木板。
AC1_1_Scenario_Text_00014	有块长木板。
AC1_1_Scenario_Text_00015	这块木板能用吗？
AC1_1_Scenario_Text_00016	好了，这样的话……
AC1_1_Scenario_Text_00030	不是这么用的……
AC1_1_Scenario_Text_00032	怎么了？
AC1_1_Scenario_Text_00033	理查……\n会在哪里呢？
AC1_1_Scenario_Text_00041	小妹妹，怎么了？
AC1_1_Scenario_Text_00042	有件事我忘了问船长。
AC1_1_Scenario_Text_00043	什么事？
AC1_1_Scenario_Text_00044	这艘船的名字……
AC1_1_Scenario_Text_00045	“ROSA”是个人名吗？
AC1_1_Scenario_Text_00046	嗯，是我老婆的名字。
AC1_1_Scenario_Text_00047	这样啊……
AC1_1_Scenario_Text_00048	给船起了自己妻子的名字，\n你们感情真好。
AC1_1_Scenario_Text_00049	或许吧。
AC1_1_Scenario_Text_00050	船长，你的妻子是个什么样的人？
AC1_1_Scenario_Text_00051	是个烦人强势的可怕老太婆。
AC1_1_Scenario_Text_00052	不过……她愿意相信我，\n是个像港湾一样的好女人。
AC1_1_Scenario_Text_00053	这样啊。
AC1_1_Scenario_Text_00054	好了，\n问完了就快去找你姑姑吧。
AC1_1_Scenario_Text_00055	小妹妹，加油。
AC1_1_Scenario_Text_00056	嗯。
AC1_1_Scenario_Text_00057	小妹妹，加油啊。
AC1_1_Scenario_Text_00058	不知道洁西卡见到了爸爸没有……\n唔，我都紧张起来了。
AC1_1_Scenario_Text_00059	奇、奇怪……？
AC1_1_Scenario_Text_00060	怎么办……
AC1_1_Scenario_Text_00061	树荫下放着一把椅子。
AC1_1_Scenario_Text_00066	是谁在这种地方放了椅子，\n还藏了钥匙？
AC1_1_Scenario_Text_00067	莫非是……
AC1_1_Scenario_Text_00068	爸爸？
AC1_1_Scenario_Text_00090	好了，打开门锁，\n去追洁西卡吧。
AC1_1_Scenario_Text_00091	这扇门的钥匙一定是……
AC1_1_Scenario_Text_00069	谁把门锁上了？\n洁西卡又是怎么进去的？
AC1_1_Scenario_Text_00070	当前无法使用该道具。
AC1_1_Scenario_Text_00071	唔……\n该怎么办才好呢……
AC1_1_Scenario_Text_00093	洁西卡去哪里了呢……
AC1_1_Scenario_Text_00094	窗帘被拉起来了吗……？\n什么都看不见……
AC1_1_Scenario_Text_00095	屋子里太黑了，\n什么都看不见。
AC1_1_Scenario_Text_00096	全是杂草……\n或许是没有人打理吧。
AC1_1_Scenario_Text_00097	篱笆上长满了杂草。
AC1_1_Scenario_Text_00098	窗帘被拉起来了吗……？\n什么都看不见……
AC1_1_Scenario_Text_00099	屋子里太黑了，\n什么都看不见。
AC1_1_Scenario_Text_00073	门关着。
AC1_1_Scenario_Text_00074	不行，打不开……\n洁西卡应该就在里面。
AC1_1_Scenario_Text_00075	我该怎么上那座楼梯呢？
AC1_1_Scenario_Text_00100	现在得去屋子。
AC1_1_Scenario_Text_00076	啊，能看见屋子了……
