TextDatabase_AC1
AC1_Graphic_text_00237	Another Code
AC1_Part_00548	そういえば…
AC1_Part_00549	えっと
AC1_Part_00550	えーっと…
AC1_Part_00551	そうそう
AC1_Part_00553	…そういえば
AC1_Part_00556	たしか
AC1_Part_00557	たしか…
AC1_Part_00562	もしかしたら…
AC1_Part_00563	もしかしたら
AC1_Part_00568	やっぱり
AC1_Part_00571	あ！
AC1_Part_00573	そうだ
AC1_Part_00578	あれ？
AC1_Part_00579	…おかしいな
AC1_Part_00586	えっ
AC1_Part_00587	えっ…？
AC1_Part_00592	ここ…
AC1_Part_00608	あそこ？
AC1_Part_00612	これは…！
AC1_Part_00613	これ…
AC1_Part_00614	これ
AC1_Part_00615	これは？
AC1_Part_00617	これは…
AC1_Part_00619	それは…！
AC1_Part_00634	へえ
AC1_Part_00640	ほら！
AC1_Part_00642	ほら
AC1_Part_00656	あははは！
AC1_Part_00658	ふふっ
AC1_Part_00659	やったね！
AC1_Part_00660	これでいけるね
AC1_Part_00661	さすが！
AC1_Part_00662	まあね
AC1_Part_00664	そうだ…！
AC1_Part_00666	ねえ
AC1_Part_00670	ねえ
AC1_Part_00671	えっとね…
AC1_Part_00672	えっと…
AC1_Part_00674	え…えっと…
AC1_Part_00675	ありがとう…！
AC1_Part_00679	ごめんね…
AC1_Part_00680	…ごめん
AC1_Part_00683	がんばって
AC1_Part_00701	平気？
AC1_Part_00706	うーん…
AC1_Part_00707	えーっと
AC1_Part_00709	う…うーん…
AC1_Part_00711	だれ？
AC1_Part_00723	なに？
AC1_Part_00734	どうしたの？
AC1_Part_00735	どうしたの？
AC1_Part_00737	なにこれ？
AC1_Part_00738	なんだろう？
AC1_Part_00740	アシュレイ
AC1_Part_00741	アシュレイ…
AC1_Part_00742	アシュレイ
AC1_Part_00743	アシュレイ？
AC1_Part_00744	アシュレイ！
AC1_Part_00745	アシュレイ…
AC1_Part_00746	アシュレイ…
AC1_Part_00747	ジェシカ
AC1_Part_00748	ジェシカ…
AC1_Part_00749	ジェシカ
AC1_Part_00750	ジェシカ？
AC1_Part_00751	ジェシカ！
AC1_Part_00752	ジェシカ…
AC1_Part_00753	ジェシカ…
AC1_Part_00754	フラニー
AC1_Part_00755	フラニー…
AC1_Part_00756	フラニー
AC1_Part_00757	フラニー？
AC1_Part_00758	フラニー！
AC1_Part_00759	フラニー…
AC1_Part_00760	フラニー…
AC1_Part_00761	ヘンリーおじさん
AC1_Part_00762	ヘンリーおじさん…
AC1_Part_00763	ヘンリーおじさん
AC1_Part_00764	ヘンリーおじさん？
AC1_Part_00765	ヘンリーおじさん！
AC1_Part_00766	ヘンリーおじさん…
AC1_Part_00767	ヘンリーおじさん…
AC1_Part_00768	父さん
AC1_Part_00769	父さん…
AC1_Part_00770	父さん
AC1_Part_00771	父さん？
AC1_Part_00772	父さん！
AC1_Part_00773	父さん…
AC1_Part_00774	父さん…
AC1_Part_00775	ひいおじいさま
AC1_Part_00776	ひいおじいさま…
AC1_Part_00777	ひいおじいさま
AC1_Part_00778	ひいおじいさま？
AC1_Part_00779	ひいおじいさま！
AC1_Part_00780	ひいおじいさま…
AC1_Part_00781	ひいおじいさま…
AC1_Part_00782	ウェルズ
AC1_Part_00783	ウェルズ…
AC1_Part_00784	ウェルズ
AC1_Part_00785	ウェルズ？
AC1_Part_00786	ウェルズ！
AC1_Part_00787	ウェルズ…
AC1_Part_00788	ウェルズ…
AC1_Part_00789	（ん？　と鼻に抜けるような）
AC1_Part_00790	（はっと驚くような）
AC1_Part_00791	（息をのむ）
AC1_Part_00794	まあ…
AC1_Part_00795	あのね
AC1_Part_00796	うう…
AC1_Part_00797	ふむ…？
AC1_Part_00798	そうだわ！
AC1_Part_00799	え…？
AC1_Part_00800	うぅ…
AC1_Part_00801	すごいわ！
AC1_Part_00815	いいかしら？
AC1_Part_00886	はぁ…
AC1_Part_00905	あら
AC1_Part_00966	さあ
AC1_Part_00996	そうだ
AC1_Part_01073	アシュレイ
AC1_Part_01074	アシュレイ
AC1_Part_01075	アシュレイ…
AC1_Part_01076	アシュレイ
AC1_Part_01077	アシュレイ？
AC1_Part_01078	アシュレイ！
AC1_Part_01079	アシュレイ…？
AC1_Part_01080	…アシュレイ
AC1_Part_01081	リチャード
AC1_Part_01082	リチャード！
AC1_Part_01083	リチャード…
AC1_Part_01084	リチャード
AC1_Part_01085	リチャード？
AC1_Part_01086	リチャード！
AC1_Part_01087	リチャード…？
AC1_Part_01088	…リチャード
AC1_Part_01089	サヨコ
AC1_Part_01090	サヨコ
AC1_Part_01091	サヨコ…
AC1_Part_01092	サヨコ
AC1_Part_01093	サヨコ？
AC1_Part_01094	サヨコ！
AC1_Part_01095	サヨコ…？
AC1_Part_01096	…サヨコ
AC1_Part_01097	ビル
AC1_Part_01098	ビル
AC1_Part_01099	ビル…
AC1_Part_01100	ビル
AC1_Part_01101	ビル？
AC1_Part_01102	ビル！
AC1_Part_01103	ビル…？
AC1_Part_01104	…ビル
AC1_Part_01105	船長
AC1_Part_01106	船長
AC1_Part_01112	おぉ…
AC1_Part_01113	おい…
AC1_Part_01114	そうか…
AC1_Part_01115	なんだ…？
AC1_Part_01116	…そうか
AC1_Part_01117	素晴らしい…
AC1_Part_01318	あぁ…
AC1_Part_01319	おい！
AC1_Part_01320	あぁ…
AC1_Part_01321	ふむ…
AC1_Part_01322	そうか
AC1_Part_01323	ああ…
AC1_Part_01324	あ、あぁ…
AC1_Part_01325	すごいぞ！
AC1_Part_01371	ああ
AC1_Part_01377	いいとも
AC1_Part_01412	すまないが
AC1_Part_01415	すまない
AC1_Part_01432	たしか
AC1_Part_01521	さあ…
AC1_Part_01541	ははっ
AC1_Part_01550	そうだ…
AC1_Part_01557	すまない…
AC1_Part_01558	すまない
AC1_Part_01622	アシュレイ！
AC1_Part_01623	アシュレイ！
AC1_Part_01624	アシュレイ…
AC1_Part_01625	アシュレイ
AC1_Part_01626	アシュレイ…？
AC1_Part_01627	…アシュレイ！
AC1_Part_01628	…アシュレイ？
AC1_Part_01629	…アシュレイ
AC1_Part_01630	ディー
AC1_Part_01631	…ディー？
AC1_Part_01632	ジェシカ！
AC1_Part_01633	ジェシカ！
AC1_Part_01634	ジェシカ…
AC1_Part_01635	ジェシカ
AC1_Part_01636	ジェシカ…？
AC1_Part_01637	…ジェシカ！
AC1_Part_01638	…ジェシカ？
AC1_Part_01639	…ジェシカ
AC1_Part_01640	サヨコ！
AC1_Part_01641	サヨコ！
AC1_Part_01642	サヨコ…
AC1_Part_01643	サヨコ
AC1_Part_01644	サヨコ…？
AC1_Part_01645	…サヨコ！
AC1_Part_01646	…サヨコ？
AC1_Part_01647	…サヨコ
AC1_Part_01648	ビル！
AC1_Part_01649	ビル！
AC1_Part_01650	ビル…
AC1_Part_01651	ビル
AC1_Part_01652	ビル…？
AC1_Part_01653	…ビル！
AC1_Part_01654	…ビル？
AC1_Part_01655	…ビル
AC1_Part_01656	（ん？　と鼻に抜けるような）
AC1_Part_01661	そうかい
AC1_Part_01662	あのな…
AC1_Part_01663	そうか…
AC1_Part_01664	なんだ？
AC1_Part_01665	そうか！
AC1_Part_01666	なんだよ…？
AC1_Part_01667	なんだ…
AC1_Part_01668	そりゃすごいな
AC1_Part_01678	なあ
AC1_Part_01696	それじゃあ…
AC1_Part_01710	ああ
AC1_Part_01756	ふぅん？
AC1_Part_01857	ほれ
AC1_Part_01860	ほれ
AC1_Part_01895	すまねえな
AC1_Part_01900	がんばれよ
AC1_Part_01916	おいおい…
AC1_Part_01956	じょうちゃん！
AC1_Part_01957	じょうちゃん…
AC1_Part_01958	じょうちゃん…
AC1_Part_01959	じょうちゃん
AC1_Part_01960	じょうちゃん？
AC1_Part_01961	じょうちゃん
AC1_Part_01962	…じょうちゃん
AC1_Part_01963	お客さん
AC1_Part_01964	親父さん
AC1_Part_01965	おっかさん
AC1_PuzzleHint_00001	橋斷了，無法通行。\n找看看有沒有東西能連接橋吧。
AC1_PuzzleHint_00002	在橋附近找看看有沒有\n木板之類的東西能連接斷橋吧。
AC1_PuzzleHint_00003	調查一下掉在斷橋附近的「長木板」吧。
AC1_PuzzleHint_00004	用它應該就能過橋了，\n回到斷橋那裡吧。
AC1_PuzzleHint_00005	對斷橋使用「長木板」吧。
AC1_PuzzleHint_00006	在斷橋前面使用\n道具畫面中的「長木板」吧。\n按下Ｙ鍵即可開啟道具畫面。
AC1_PuzzleHint_00007	利用木板過橋吧。\n木板可以移動和旋轉。
AC1_PuzzleHint_00008	將木板直著擺放應該就能過橋了。
AC1_PuzzleHint_00009	將木板直著擺放在斷橋的左側，\n好好擺在凸出的地方吧。
AC1_PuzzleHint_00013	門鎖住了，\n找看看有沒有方法能開鎖吧。
AC1_PuzzleHint_00014	緊閉的門旁邊有一棵大樹，\n大樹附近有沒有什麼可疑的東西呢？
AC1_PuzzleHint_00015	調查一下大樹附近的\n「手工椅子」吧。
AC1_PuzzleHint_00016	取得「手工椅子」底部的鑰匙吧。
AC1_PuzzleHint_00017	只要傾斜控制器或主機，鑰匙也會跟著移動。\n椅子上的鐵絲網似乎有能讓鑰匙穿過的洞。
AC1_PuzzleHint_00018	讓鑰匙移動到左下的洞之後，\n再試著將控制器或主機翻轉，\n讓鑰匙因地心引力掉下來吧。
AC1_PuzzleHint_00019	找看看有沒有能通往屋子的路吧。
AC1_PuzzleHint_00020	墳場內有一條能通往屋子的路，\n屋子的方向好像有什麼線索。
AC1_PuzzleHint_00021	調查一下墳場內的「關上的木門」吧。
AC1_PuzzleHint_00022	找出打開木門的方法吧。
AC1_PuzzleHint_00023	墳場正面有三座墳墓，\n調查一下可疑的東西吧。
AC1_PuzzleHint_00024	調查一下墳場正面三座墳墓中的\n「左側墳墓」吧。
AC1_PuzzleHint_00025	找出打開木門的方法吧。
AC1_PuzzleHint_00026	墳場正面有三座墳墓，\n調查一下可疑的東西吧。
AC1_PuzzleHint_00027	調查一下墳場正面三座墳墓中的\n「正中央墳墓」吧。
AC1_PuzzleHint_00028	找出打開木門的方法吧。
AC1_PuzzleHint_00029	墳場正面有三座墳墓，\n調查一下可疑的東西吧。
AC1_PuzzleHint_00030	調查一下墳場正面三座墳墓中的\n「右側墳墓」吧。
AC1_PuzzleHint_00031	比較一下墳場正面的三座墳墓，\n是不是有少了什麼東西呢？
AC1_PuzzleHint_00032	湯瑪斯的墳墓有個洞，找出能嵌進此洞的東西吧。\n那個東西應該就在這座墳場裡面。
AC1_PuzzleHint_00033	穿過墳場的草叢，會看到一座有點豪華的墳墓，\n再過去還會有另一座「墳墓」。\n找到它之後，就調查一下「石塊」吧。
AC1_PuzzleHint_00037	羅倫斯的墳墓有個洞，找出能嵌進此洞的東西吧。\n那個東西應該就在這座墳場裡面。
AC1_PuzzleHint_00038	穿過墳場的草叢，找出「工具櫃」吧。
AC1_PuzzleHint_00039	調查一下「工具櫃的門」吧。
AC1_PuzzleHint_00040	把找到的石塊\n嵌進「羅倫斯的墳墓」吧。
AC1_PuzzleHint_00041	亨利的墳墓上刻了一隻叼著雙葉的鳥兒，\n「羅倫斯的墳墓」上則刻了兩隻。
AC1_PuzzleHint_00042	在「羅倫斯的墳墓」前面使用\n道具畫面中的「四葉石塊」吧。
AC1_PuzzleHint_00046	把找到的石塊\n嵌進「湯瑪斯的墳墓」吧。
AC1_PuzzleHint_00047	亨利的墳墓上刻了一隻叼著雙葉的鳥兒，\n「湯瑪斯的墳墓」上也刻了一隻。
AC1_PuzzleHint_00048	在「湯瑪斯的墳墓」前面使用\n道具畫面中的「雙葉石塊」吧。
AC1_PuzzleHint_00049	墳場正面的三座墳墓\n藏有打開木門的提示，\n仔細觀察墓碑上刻的小鳥圖案吧。
AC1_PuzzleHint_00050	三座墓碑上刻有小鳥，\n小鳥叼的葉片數量顯示了打開木門的謎底。
AC1_PuzzleHint_00051	打開木門的謎底由左到右為：\n「縱向的雙葉」「四葉」「橫向的雙葉」。
AC1_PuzzleHint_00052	找出打開屋子大門的提示吧。
AC1_PuzzleHint_00053	屋子大門似乎藏有秘密，\nＤ或許會知道些什麼。
AC1_PuzzleHint_00054	去問問Ｄ吧。
AC1_PuzzleHint_00055	屋子大門的左右各有一個能敲好幾下的門叩，\n敲的順序跟次數說不定是固定的。
AC1_PuzzleHint_00056	正門玄關前的地面上有一些不同顏色的瓷磚，\nＤ以前曾面向玄關，\n踩著這些不同顏色的瓷磚上玩耍。
AC1_PuzzleHint_00057	用門叩敲門的順序為：\n「右」「左」「右」「左」「右」「兩邊同時」。\n用門叩用力敲門吧。
AC1_1_Scenario_Text_00001	屋子的後門→
AC1_1_Scenario_Text_00104	這條路\n果然能通到屋子。
AC1_1_Scenario_Text_00006	「注意落石」
AC1_1_Scenario_Text_00007	……早點說啊。
AC1_1_Scenario_Text_00008	這裡也被落石堵住了……
AC1_1_Scenario_Text_00009	啊，可以聽見水流聲。
AC1_1_Scenario_Text_00011	那是什麼啊……？
AC1_1_Scenario_Text_00012	得想點辦法才行。
AC1_1_Scenario_Text_00102	過了這座橋，才能到那條路上……
AC1_1_Scenario_Text_00103	但是要怎麼過去呢……
AC1_1_Scenario_Text_00089	回去也沒有路走……
AC1_1_Scenario_Text_00013	有塊長木板
AC1_1_Scenario_Text_00014	有塊長木板
AC1_1_Scenario_Text_00015	這塊木板能不能拿來用呢？
AC1_1_Scenario_Text_00016	很好，這樣的話……
AC1_1_Scenario_Text_00030	不能這樣放……
AC1_1_Scenario_Text_00032	怎麼了？
AC1_1_Scenario_Text_00033	理查……\n他到底在哪裡？
AC1_1_Scenario_Text_00041	怎麼了，小妹妹？
AC1_1_Scenario_Text_00042	有事情忘記問船長了。
AC1_1_Scenario_Text_00043	什麼事？
AC1_1_Scenario_Text_00044	這艘船的名字——
AC1_1_Scenario_Text_00045	「ROSA」是指誰呢？
AC1_1_Scenario_Text_00046	喔，那是我老婆的名字。
AC1_1_Scenario_Text_00047	哦——
AC1_1_Scenario_Text_00048	會幫船取和太太一樣的名字，\n你們感情一定很好吧。
AC1_1_Scenario_Text_00049	這很難說。
AC1_1_Scenario_Text_00050	船長，你太太是怎麼樣的人呢？
AC1_1_Scenario_Text_00051	他囉嗦又強勢，\n是很可怕的老太婆喔。
AC1_1_Scenario_Text_00052	但是……他非常信任我，\n是個像港口一樣的好女人。
AC1_1_Scenario_Text_00053	這樣啊。
AC1_1_Scenario_Text_00054	好啦，問完的話，\n就快去找你姑姑吧。
AC1_1_Scenario_Text_00055	小妹妹，加油啊。
AC1_1_Scenario_Text_00056	嗯。
AC1_1_Scenario_Text_00057	小妹妹，加油啊。
AC1_1_Scenario_Text_00058	不知道潔西卡見到爸爸了沒……\n嗚嗚，好緊張喔。
AC1_1_Scenario_Text_00059	咦……？
AC1_1_Scenario_Text_00060	怎麼辦……
AC1_1_Scenario_Text_00061	樹蔭下放著一張椅子
AC1_1_Scenario_Text_00066	在這種地方放椅子，\n還藏起鑰匙的人……
AC1_1_Scenario_Text_00067	該不會是……
AC1_1_Scenario_Text_00068	爸爸？
AC1_1_Scenario_Text_00090	打開門鎖，\n去追潔西卡吧。
AC1_1_Scenario_Text_00091	這扇門的鑰匙一定是……
AC1_1_Scenario_Text_00069	鎖上這扇門的人會是誰？\n潔西卡又是怎麼進去的？
AC1_1_Scenario_Text_00070	現在無法使用這項道具
AC1_1_Scenario_Text_00071	嗯——\n該怎麼辦才好呢……
AC1_1_Scenario_Text_00093	潔西卡去哪裡了？
AC1_1_Scenario_Text_00094	窗簾好像被拉起來了？\n完全看不見屋內……
AC1_1_Scenario_Text_00095	屋子裡面非常暗\n什麼都看不見
AC1_1_Scenario_Text_00096	雜草叢生呢……\n是不是沒有人在照顧？
AC1_1_Scenario_Text_00097	圍籬上青草茂盛
AC1_1_Scenario_Text_00098	窗簾好像被拉起來了？\n完全看不見屋內……
AC1_1_Scenario_Text_00099	屋子裡面非常暗\n什麼都看不見
AC1_1_Scenario_Text_00073	門扉緊閉著
