adventure_note
DLP_adventure_note_001_00	什麼是冒險？
DLP_adventure_note_004_02	在圖鑑裡可以確認寶可夢的分類、\n外觀、屬性、性別等所有相關資訊。\n此外，還能從分佈了解牠們的棲息地。
DLP_adventure_note_004_03	在叫聲畫面裡揮動Joy-Con，\n就能聽寶可夢的叫聲。\n隨著揮動方式不同，叫聲會變模糊，\n或同時發出多個聲音等等。\n請一定要試試看。
DLP_adventure_note_005_00	寶可夢中心
DLP_adventure_note_005_01	神奧地區的各地設有[VAR FF00(0001)]寶可夢中心[VAR FF00(0000)]。\n在那裡能讓受傷的寶可夢恢復活力。\n紅色屋頂是這個設施的醒目特色。
DLP_adventure_note_005_02	[VAR FF00(0001)]寶可夢中心[VAR FF00(0000)]的[VAR FF00(0001)]電腦盒子[VAR FF00(0000)]\n可以用來寄放自己的寶可夢。\n無論使用哪個[VAR FF00(0001)]寶可夢中心[VAR FF00(0000)]的[VAR FF00(0001)]電腦[VAR FF00(0000)]，\n都能取回寄放的寶可夢。
DLP_adventure_note_006_00	寶可夢盒
DLP_adventure_note_006_01	只要使用[VAR FF00(0001)]寶可夢盒[VAR FF00(0000)]，\n就能將同行寶可夢和寄放在寶可夢中心的\n電腦裡面的寶可夢進行替換。\n從選單選擇[VAR FF00(0001)]寶可夢[VAR FF00(0000)]後按下[VAR FF00(0001)]Ｒ鍵[VAR FF00(0000)]就能使用。
DLP_adventure_note_007_00	寶可錶
DLP_adventure_note_007_01	[VAR FF00(0001)]寶可錶[VAR FF00(0000)]能為寶可夢訓練家\n提供許多冒險上的幫助，\n是相當方便的最新型器具。\n內有數位錶、計算機等\n各種不同的應用程式。
DLP_adventure_note_007_02	要使用[VAR FF00(0001)]寶可錶[VAR FF00(0000)]的話，請先按下[VAR FF00(0001)]Ｒ鍵[VAR FF00(0000)]。\n繼續按[VAR FF00(0001)]Ｒ鍵[VAR FF00(0000)]的話，畫面將放大／縮小。\n用[VAR FF00(0001)]Ｌ操控搖桿[VAR FF00(0000)]移動手指游標，\n再按下[VAR FF00(0001)]Ａ鍵[VAR FF00(0000)]或直接點觸畫面\n來操作應用程式。\n按下右端的[VAR FF00(0001)]紅色按鈕[VAR FF00(0000)]\n會切換至下一個應用程式。\n要關閉畫面的話，請長按[VAR FF00(0001)]Ｒ鍵[VAR FF00(0000)]。
DLP_adventure_note_007_03	跟神奧地區裡許許多多的人交流，\n會讓應用程式的數量逐漸增加。\n其中有些是冒險途中不可或缺的應用程式，\n所以請仔細地把它們找出來。
DLP_adventure_note_008_00	秘傳招式
DLP_adventure_note_008_01	想清除擋在路上的樹木及岩石，\n或返回某個城鎮等等的時候，\n就從[VAR FF00(0001)]寶可錶[VAR FF00(0000)]的應用程式裡使用[VAR FF00(0001)]秘傳招式[VAR FF00(0000)]。\n野生的寶可夢會助你一臂之力。
DLP_adventure_note_008_02	訓練家獲得特定的招式學習器後，\n[VAR FF00(0001)]秘傳招式[VAR FF00(0000)]會被新增至[VAR FF00(0001)]寶可錶[VAR FF00(0000)]的「秘傳招式」。\n不過，想使用這些[VAR FF00(0001)]秘傳招式[VAR FF00(0000)]的話，\n必須先向各地的道館館主取得道館徽章。
DLP_adventure_note_009_00	垂釣
DLP_adventure_note_009_01	面向水面使用[VAR FF00(0001)]釣竿[VAR FF00(0000)]就可以[VAR FF00(0001)]垂釣[VAR FF00(0000)]。\n當有寶可夢上鉤，而出現「！」時，\n迅速按下[VAR FF00(0001)]Ａ鍵[VAR FF00(0000)]就能把牠釣上來。\n多到不同的地方試試看，\n釣出各式各樣的寶可夢吧！
DLP_adventure_note_010_00	自行車
DLP_adventure_note_010_01	在[VAR FF00(0001)]包包[VAR FF00(0000)]的[VAR FF00(0001)]重要物品[VAR FF00(0000)]口袋裡\n使用[VAR FF00(0001)]自行車[VAR FF00(0000)]，就能騎上[VAR FF00(0001)]自行車[VAR FF00(0000)]。\n騎乘自行車可以渡過細長的獨木橋，\n但是無法進入高草叢。
DLP_adventure_note_010_02	騎乘[VAR FF00(0001)]自行車[VAR FF00(0000)]時，可以按[VAR FF00(0001)]Ｂ鍵[VAR FF00(0000)]換檔。\n３檔容易控制，４檔則是能飛快地奔馳，\n還可以越過沙坡喔！
DLP_adventure_note_011_00	帶著寶可夢一起走
DLP_adventure_note_011_01	從選單的[VAR FF00(0001)]寶可夢[VAR FF00(0000)]裡挑選自己喜歡的寶可夢，\n再選擇「[VAR FF00(0001)]一起走[VAR FF00(0000)]」的話，就算不在互動廣場，\n寶可夢也會跟在你的後面一起行動！
DLP_adventure_note_012_00	製作寶芬
DLP_adventure_note_012_01	[VAR FF00(0001)]寶芬[VAR FF00(0000)]是寶可夢的食物，由[VAR FF00(0001)]樹果[VAR FF00(0000)]所做成。\n在[VAR FF00(0001)]家緣市[VAR FF00(0000)]的互動廣場\n以及寶芬料理廚房可以製作寶芬。
DLP_adventure_note_012_02	將最多４個[VAR FF00(0001)]樹果[VAR FF00(0000)]放入鍋裡攪拌，\n小心不要燒焦或灑出去。\n隨著[VAR FF00(0001)]樹果[VAR FF00(0000)]的組合以及攪拌的情況不同，\n最後做出來的[VAR FF00(0001)]寶芬[VAR FF00(0000)]也會不一樣！
DLP_adventure_note_012_03	讓寶可夢吃做好的[VAR FF00(0001)]寶芬[VAR FF00(0000)]，可以提升\n牠的帥氣、可愛等各種狀態！\n狀態提升後，牠在超級華麗大賽上的評價\n說不定會水漲船高？
DLP_adventure_note_013_00	超級華麗大賽
DLP_adventure_note_013_01	[VAR FF00(0001)]超級華麗大賽[VAR FF00(0000)]可以從[VAR FF00(0001)]家緣市[VAR FF00(0000)]的\n[VAR FF00(0001)]華麗大賽會場[VAR FF00(0000)]報名參加。\n參賽的４隻寶可夢將在視覺、\n舞蹈、招式等３種評審中彼此較量，\n以成為最佳表演者為目標！
DLP_adventure_note_013_02	視覺評審是從外表進行評價。\n用寶芬提升寶可夢的狀態，\n或是用貼紙裝飾球殼等方式\n有助於獲得高分！
DLP_adventure_note_013_03_01	舞蹈評審是從節奏感進行評價。\n配合隨著音樂流過來的音符\n準確地按下[VAR FF00(0001)]Ａ鍵[VAR FF00(0000)]！\n以最高評價「Brilliant」為目標吧！
DLP_adventure_note_013_03_02	舞蹈評審是從節奏感進行評價。\n配合隨著音樂流過來的音符\n準確地按下[VAR FF00(0001)]Ａ鍵[VAR FF00(0000)]！\n以最高評價「Shining」為目標吧！
DLP_adventure_note_013_04	招式評審是從華麗大賽招式進行評價。\n在櫃台處從擁有各種效果的\n招式中挑選１個吧。\n在評審期間只能使用[VAR FF00(0001)]１次[VAR FF00(0000)]，\n所以請看準最佳時機，好好地表現吧！
DLP_adventure_note_013_05	[VAR FF00(0001)]超級華麗大賽[VAR FF00(0000)]並非只是\n以表演者間的競爭為目的。\n跟大家合力炒熱舞台的氣氛，\n來完成一場成功的表演吧！\n成功表演的話，\n會場或許會變得更豪華？
DLP_adventure_note_014_00	換裝
DLP_adventure_note_014_01	在[VAR FF00(0001)]帷幕市[VAR FF00(0000)]的[VAR FF00(0001)]揮指時尚精品館[VAR FF00(0000)]\n能購買和替換服飾。\n依照當下的心情，\n穿出屬於自己的風格吧！
DLP_adventure_note_015_00	探險組合
DLP_adventure_note_015_01	[VAR FF00(0001)]探險組合[VAR FF00(0000)]是進入地下大洞窟用的道具，\n可以從[VAR FF00(0001)]包包[VAR FF00(0000)]的[VAR FF00(0001)]重要物品[VAR FF00(0000)]口袋裡使用。\n不過，也有些地方無法使用探險組合。\n例如室內、迷宮內等等。
DLP_adventure_note_016_00	地下大洞窟
DLP_adventure_note_016_01	[VAR FF00(0001)]地下大洞窟[VAR FF00(0000)]是存在於神奧地區的\n廣闊地下空間，其中分成好幾個區域。\n隨著使用[VAR FF00(0001)]探險組合[VAR FF00(0000)]的場所不同，\n進入的區域也不一樣。
DLP_adventure_note_016_02	[VAR FF00(0001)]地下大洞窟[VAR FF00(0000)]裡有些地方聚集著寶可夢。\n這種地方稱為「[VAR FF00(0001)]寶可夢秘巢[VAR FF00(0000)]」。\n隨著秘巢的面積和地形不同，\n出現的寶可夢也不一樣，\n所以多去各種地方尋找看看吧！
DLP_adventure_note_016_03	在通道中的一些地點能挖掘出[VAR FF00(0001)]化石[VAR FF00(0000)]。\n按下[VAR FF00(0001)]Ｒ鍵[VAR FF00(0000)]的話，\n能夠挖掘化石的地點就會在\n雷達上出現發光反應。
DLP_adventure_note_016_04	在[VAR FF00(0001)]地下大洞窟[VAR FF00(0000)]裡能建造個人專屬的[VAR FF00(0001)]秘密基地[VAR FF00(0000)]。\n只要面向牆壁使用[VAR FF00(0001)]挖洞鑽[VAR FF00(0000)]，就能立刻完成。\n建造好[VAR FF00(0001)]秘密基地[VAR FF00(0000)]後，在裡面擺放石像，\n並且把擺設改變成喜歡的樣子吧！
DLP_adventure_note_017_00	挖掘化石
DLP_adventure_note_017_01	在[VAR FF00(0001)]挖掘化石[VAR FF00(0000)]時，除了化石之外，\n也會發現各式各樣的道具和寶物。\n但是在每次挖掘時，牆壁的裂縫會越來越大，\n最後導致崩塌，所以挖掘時要小心謹慎！
DLP_adventure_note_017_02	為了順利開挖牆壁，\n最好靈活地使用道具。\n[VAR FF00(0001)]鎬子[VAR FF00(0000)]的挖掘範圍小，\n造成的裂縫也小。\n[VAR FF00(0001)]鎚子[VAR FF00(0000)]會造成較大的裂縫，\n但挖掘範圍也比較大。
DLP_adventure_note_017_03	牆壁有不同的堅硬度。從牆上岩石的\n大小和顏色能區分它堅硬的程度。\n其中也存在無法繼續挖掘的牆壁，\n所以請多加留意。
DLP_adventure_note_017_04	有時候能從牆壁中挖出石盒，\n石盒裡裝著石像。\n把石像裝飾在秘密基地的話，\n將會得到特別的效果！
DLP_adventure_note_018_00	寶可夢秘巢
DLP_adventure_note_018_01	[VAR FF00(0001)]寶可夢秘巢[VAR FF00(0000)]是會聚集寶可夢的舒適空間。\n這裡和地表上不同，寶可夢們不會躲藏，\n而是自由自在地生活著。\n只要觸碰到牠們，就會開始戰鬥喔！
DLP_adventure_note_018_02	秘巢裡有沙地、地底湖等許多不同的環境，\n聚集在各個環境的寶可夢也有所不同。\n此外，秘巢的面積也大小各異，\n體型越大的寶可夢越喜歡寬廣的秘巢。
DLP_adventure_note_019_00	秘密基地
DLP_adventure_note_019_01	在[VAR FF00(0001)]秘密基地[VAR FF00(0000)]裡能裝飾擁有的[VAR FF00(0001)]石像[VAR FF00(0000)]。\n[VAR FF00(0001)]石像[VAR FF00(0000)]也可以擺放在台座上。
DLP_adventure_note_019_02	擺放[VAR FF00(0001)]石像[VAR FF00(0000)]後，在[VAR FF00(0001)]寶可夢秘巢[VAR FF00(0000)]聚集的\n寶可夢種類和數量似乎會發生變化。\n不妨試著擺放各種不同的[VAR FF00(0001)]石像[VAR FF00(0000)]，\n看看會有什麼樣的寶可夢聚集。
DLP_adventure_note_019_03	[VAR FF00(0001)]秘密基地[VAR FF00(0000)]的空間可以擴大。\n基地擴大後，能擺放的[VAR FF00(0001)]石像[VAR FF00(0000)]數也會增加。\n若要擴大基地，必須使用在挖掘化石的\n過程中得到的各種[VAR FF00(0001)]玉[VAR FF00(0000)]。
DLP_adventure_note_019_04	先進行連線再進入[VAR FF00(0001)]地下大洞窟[VAR FF00(0000)]的話，\n將有機會發現其他玩家的[VAR FF00(0001)]秘密基地[VAR FF00(0000)]。\n發現到的秘密基地內的[VAR FF00(0001)]石像[VAR FF00(0000)]\n能透過那個基地的[VAR FF00(0001)]選單[VAR FF00(0000)]開啟效果！
DLP_adventure_note_020_00	玫瑰公園
DLP_adventure_note_020_01	座落在[VAR FF00(0001)]２２１號道路[VAR FF00(0000)]盡頭的[VAR FF00(0001)]玫瑰公園[VAR FF00(0000)]\n是全國的訓練家和寶可夢都會造訪的地方。\n不論是過去還是現在，綻放的玫瑰\n都被說是帶有吸引強者前來的力量。
DLP_adventure_note_020_02	在地下大洞窟內挖出的[VAR FF00(0001)]謎之碎片[VAR FF00(0000)]\n可以在[VAR FF00(0001)]玫瑰公園[VAR FF00(0000)]交換成[VAR FF00(0001)]石板[VAR FF00(0000)]。\n[VAR FF00(0001)]石板[VAR FF00(0000)]會在[VAR FF00(0001)]玫瑰公園[VAR FF00(0000)]內各處的房間使用到。
DLP_adventure_note_020_03	各個房間裡擺放著台座。\n若使用跟台座吻合的[VAR FF00(0001)]石板[VAR FF00(0000)]，\n你將被引導至別的空間。\n在那個空間裡，能遇見傳說的寶可夢！
DLP_adventure_note_021_00	聯盟交誼廳
DLP_adventure_note_021_01a	在[VAR FF00(0001)]聯盟交誼廳[VAR FF00(0000)]裡，能透過鄰近主機通訊\n和網路跟其他的玩家交換寶可夢或對戰。\n從[VAR FF00(0001)]寶可夢中心[VAR FF00(0000)]的櫃台\n可以進入聯盟交誼廳。
DLP_adventure_note_021_02	若要和身邊的玩家一起玩，\n就用鄰近主機通訊進入[VAR FF00(0001)]社群交誼廳[VAR FF00(0000)]。\n連上網路進入[VAR FF00(0001)]全球交誼廳[VAR FF00(0000)]的話，\n可以跟全世界的玩家一起遊玩！
DLP_adventure_note_022_00	GMStation
DLP_adventure_note_022_01	在[VAR FF00(0001)]祝慶市[VAR FF00(0000)]的[VAR FF00(0001)]全球奇跡交換中心[VAR FF00(0000)]\n能跟全世界的玩家[VAR FF00(0001)]奇跡交換[VAR FF00(0000)]。\n在交換完成之前，你不會知道\n自己將換到什麼寶可夢！
DLP_adventure_note_022_02	交換來的寶可夢會被記錄到\n名為「寰宇網」的地球儀上。\n不斷地跟其他人[VAR FF00(0001)]奇跡交換[VAR FF00(0000)]，\n製作出你專屬的寶可夢分佈圖吧！
DLP_adventure_note_023_00	大濕地
DLP_adventure_note_023_01	在[VAR FF00(0001)]野原市[VAR FF00(0000)]的[VAR FF00(0001)]大濕地[VAR FF00(0000)]能參加[VAR FF00(0001)]狩獵遊戲[VAR FF00(0000)]。\n在狩獵遊戲中遇見的寶可夢\n只能用專用的「[VAR FF00(0001)]狩獵球[VAR FF00(0000)]」來捕捉。
DLP_adventure_note_023_02	遊戲開始時，你擁有[VAR FF00(0001)]３０個狩獵球[VAR FF00(0000)]。\n當用完所有[VAR FF00(0001)]狩獵球[VAR FF00(0000)]，或走滿[VAR FF00(0001)]５００步[VAR FF00(0000)]時，\n[VAR FF00(0001)]狩獵遊戲[VAR FF00(0000)]就會結束。
DLP_adventure_note_023_03	去[VAR FF00(0001)]展望台入口[VAR FF00(0000)]的２樓，用望遠鏡眺望看看。\n這樣一來，就能知道[VAR FF00(0001)]大濕地[VAR FF00(0000)]的什麼地方\n有什麼樣的寶可夢。說不定還有機會發現\n只能在這裡遇到的寶可夢喔？
DLP_adventure_note_024_00	貼紙與球殼裝飾
DLP_adventure_note_024_01	在球殼上貼上[VAR FF00(0001)]貼紙[VAR FF00(0000)]，\n為喜歡的寶可夢裝飾牠的精靈球吧。\n寶可夢從精靈球裡出來時，\n會迸出亮麗的特效！
DLP_adventure_note_024_02	[VAR FF00(0001)]貼紙[VAR FF00(0000)]分成各式各樣的種類，\n各個種類會產生不同的特效。\n例如迸出愛心，飄下紙片雨……等等。\n而且，將[VAR FF00(0001)]貼紙[VAR FF00(0000)]貼在不同位置的話，\n迸出特效的方式也會改變。
DLP_adventure_note_024_03	從選單裡選擇[VAR FF00(0001)]球殼裝飾[VAR FF00(0000)]，就能為球殼貼[VAR FF00(0001)]貼紙[VAR FF00(0000)]。\n視需要來切換２Ｄ模式／３Ｄ模式，\n依照喜好裝飾好[VAR FF00(0001)]貼紙[VAR FF00(0000)]後，\n設定給你喜歡的寶可夢使用吧！
DLP_adventure_note_uitext_001	[VAR 0201(0000)]/[VAR 0201(0001)]
DLP_adventure_note_uitext_002	繼續
DLP_adventure_note_uitext_003	關閉
DLP_adventure_note_002_simplified	會在冒險中派上用場的資訊\n將一一地被記錄下來喔！\n從包包的重要物品裡確認吧！
DLP_adventure_note_007_simplified	按下Ｒ鍵來啟動，用點觸來操作。\n長按Ｒ鍵就能收回去喔！
DLP_adventure_note_008_simplified	秘傳招式就在寶可錶的應用程式裡！\n用秘傳招式來清除障礙物吧！
DLP_adventure_note_010_simplified	從包包的重要物品裡\n選擇自行車來騎乘吧！\n按Ｂ鍵可換檔，使速度更快！
DLP_adventure_note_015_simplified	從包包的重要物品裡\n使用探險組合，\n前往地下大洞窟吧！
DLP_adventure_note_021_01b	在[VAR FF00(0001)]聯盟交誼廳[VAR FF00(0000)]裡可透過鄰近主機通訊\n和附近的玩家交換寶可夢。\n聯盟交誼廳可從\n[VAR FF00(0001)]寶可夢中心[VAR FF00(0000)]的櫃台進入。
DLP_adventure_note_021_simplified	從寶可夢中心進入聯盟交誼廳！\n跟其他玩家交流吧！
DLP_adventure_note_022_simplified	在GMStation進行奇跡交換，\n製作專屬於自己的地球儀吧！
DLP_adventure_note_021_01a_patch1	在[VAR FF00(0001)]聯盟交誼廳[VAR FF00(0000)]裡，能透過鄰近主機通訊\n和網路跟其他的玩家交換寶可夢。\n從[VAR FF00(0001)]寶可夢中心[VAR FF00(0000)]的櫃台\n可以進入聯盟交誼廳。
contestwaza_info
CONTESTWAZA_INFO_000	―\n―\n―
CONTESTWAZA_INFO_001	沒有追加效果。
CONTESTWAZA_INFO_002	[VAR 0201(0000)]秒之內，\n音符不會被判定為失敗。
CONTESTWAZA_INFO_018	無法使用此招式。\n雖然忘記後將無法再想起來，\n但還是建議忘記此招式。
CONTESTWAZA_INFO_005	[VAR 0201(0000)]秒之內，\nHIGH度不會降低。
CONTESTWAZA_INFO_008	[VAR 0201(0000)]秒之內，\n愛心計量槽變得稍微容易增加。
CONTESTWAZA_INFO_009	[VAR 0201(0000)]秒之內，\n愛心計量槽變得容易增加。
CONTESTWAZA_INFO_010	[VAR 0201(0000)]秒之內，\n愛心計量槽變得非常容易增加。
CONTESTWAZA_INFO_011	若寶可夢的HIGH度為提高的狀態，\n可獲得的華麗點數將增加[VAR 0200(0000)]。
CONTESTWAZA_INFO_014	若寶可夢的HIGH度為降低的狀態，\n可獲得的華麗點數將增加[VAR 0200(0000)]。
CONTESTWAZA_INFO_017	依照寶可夢的HIGH度，\n獲得１～５華麗點數。
gmstation
DLP_GMStation_001	若要使用GMStation，\n需加入Nintendo Switch Online。\c\n非常抱歉，\n請加入Nintendo Switch Online後\r\n再試一次。
DLP_GMStation_002	請確認連線環境。
DLP_GMStation_003	要結束GMStation嗎？
DLP_GMStation_004	確定要刪除這個標記嗎？
DLP_GMStation_006	確定要在寫入紀錄後\n開始奇跡交換嗎？
DLP_GMStation_007	正在尋找可以交換的對象……
DLP_GMStation_008	這個地點上已標記了\n其他的寶可夢。\c\n請決定要標記在這個\n地點上的寶可夢。
DLP_GMStation_009	已標記\n新的寶可夢。
DLP_GMStation_010	已維持寶可夢的標記。
DLP_GMStation_011	查看詳情
DLP_GMStation_012	刪除
DLP_GMStation_013	將變更標記在這個\n地點的寶可夢。\c\n確定要繼續嗎？
DLP_GMStation_014	已標記新的寶可夢。
DLP_GMStation_015	已刪除標記。
DLP_GMStation_016	GMStation
DLP_GMStation_017	New
DLP_GMStation_018	地點[VAR 0202(0000)]
DLP_GMStation_019	紀錄
DLP_GMStation_020	[VAR 0102(0000)]
DLP_GMStation_021	♀
DLP_GMStation_022	♂
DLP_GMStation_023	Lv.[VAR 0202(0000)]
DLP_GMStation_024	No.[VAR 0202(0000)]
DLP_GMStation_025	No.[VAR 0202(0000)]
DLP_GMStation_026	[VAR 0101(0000)]
DLP_GMStation_027	JPN
DLP_GMStation_028	ENG
DLP_GMStation_029	SPA
DLP_GMStation_030	FRA
DLP_GMStation_031	GER
DLP_GMStation_032	ITA
DLP_GMStation_033	KOR
DLP_GMStation_034	CHT
DLP_GMStation_035	CHS
DLP_GMStation_036	[VAR 0203(0000)]/[VAR 0201(0001)]/[VAR 0201(0002)]
DLP_GMStation_037	[VAR 0202(0000)]/[VAR 0202(0001)]
DLP_GMStation_038	旋轉
DLP_GMStation_039	放大
DLP_GMStation_040	縮小
DLP_GMStation_041	使用GMStation
DLP_GMStation_042	聽說明
DLP_GMStation_043	取消
DLP_GMStation_044	交換
DLP_GMStation_045	查看地球儀
DLP_GMStation_046	選擇
DLP_GMStation_047	查看能力
DLP_GMStation_048	是
DLP_GMStation_049	否
DLP_GMStation_050	取消
DLP_GMStation_051	已取消交換。
DLP_GMStation_052	沒有找到對象。
DLP_GMStation_053	已找到交換對象！\n開始交換。
DLP_GMStation_054	寶可夢的紀錄已滿。\n請選擇要替換的寶可夢。
DLP_GMStation_055	要替換寶可夢的紀錄嗎？
DLP_GMStation_056	已替換寶可夢的紀錄。
DLP_GMStation_057	要維持寶可夢的紀錄嗎？
DLP_GMStation_058	已維持寶可夢的紀錄。
DLP_GMStation_059	要維持寶可夢的標記嗎？
DLP_GMStation_060	達成標記[VAR 0202(0000)]個地點！
DLP_GMStation_061	完成標記所有地點！
DLP_GMStation_062	ーーーーー
DLP_GMStation_063	暱稱
DLP_GMStation_064	圖鑑No.
DLP_GMStation_065	名字
DLP_GMStation_066	屬性
DLP_GMStation_067	初訓家
DLP_GMStation_068	[VAR 0103(0000)]
DLP_GMStation_069	[VAR 0100(0000)]
DLP_GMStation_070	標記中
DLP_GMStation_071	----/--/--
DLP_GMStation_072	標記
DLP_GMStation_073	已刪除寶可夢的紀錄。
DLP_GMStation_074	交換看看寶可夢吧！
DLP_GMStation_075	確定
DLP_GMStation_076	返回
DLP_GMStation_077	要繼續奇跡交換嗎？
DLP_GMStation_078	請選擇地點。
DLP_GMStation_079	將刪除寶可夢的紀錄。\n確定要繼續嗎？
DLP_GMStation_083	在GMStation，\n可以透過網路與世界各地的人們\r\n進行寶可夢的奇跡交換。\c\n當奇跡交換成立時，\n寶可夢會被標記在地球儀上。\c\n標記的地點數量變多了之後，\n我們將贈送您紀念品喔！\c\n反覆進行奇跡交換，\n完成屬於您的地球儀吧！
DLP_GMStation_084	進行奇跡交換時，\n首先要選擇想用來交換的寶可夢。\c\n但有一部分的寶可夢\n是不能用來交換的。\c\n接著選擇地球儀上您喜歡的地點。\c\n比如可以選擇看看\n您所選的寶可夢\r\n可能會居住的地點。\c\n當奇跡交換成立時，\n對方的寶可夢會被標記在\r\n您的地球儀上。\c\n相同地，您的寶可夢\n也會被標記在對方的地球儀上。\c\n在接收寶可夢之前，\n無法知道會交換到哪一種寶可夢。\c\n總覺得真叫人興奮呢！
DLP_GMStation_085	可以查看反覆進行奇跡交換\n所打造出屬於您自己的\r\n地球儀與地點。\c\n在１個被標記的地點上，\n最多可記錄５隻寶可夢。\c\n此外，從紀錄當中\n可變更標記的寶可夢，\r\n也可以刪除紀錄。\c\n其他還可以轉動或\n放大縮小地球儀。\r\n請嘗試看看各種操作喔。
DLP_GMStation_080	什麼是GMStation
DLP_GMStation_081	奇跡交換
DLP_GMStation_082	查看地球儀
DLP_GMStation_086	取消
DLP_GMStation_087	作為達成標記的紀念品，\n獲得了[VAR 0202(0000)]個神奇糖果！
DLP_GMStation_088	叫聲
DLP_GMStation_089	加速
halloffame_demo
DLP_halloffame_demo_014	[VAR 0102(0000)]
DLP_halloffame_demo_015	Lv.[VAR 0202(0000)]
DLP_halloffame_demo_013	[VAR 0100(0000)]　ID[VAR 0205(0001)]　遊戲時間[VAR 0202(0002)]:[VAR 0201(0003)]
net_union_room
DLP_net_union_room_001	在這裡可以查看\n彼此的訓練家卡。\c\n對方經歷過什麼樣的冒險，\n總是很讓人好奇對吧！
DLP_net_union_room_002	這裡有許許多多的人，\n所以是個很好的機會。\c\n請積極地向他們搭話，\n並且進行寶可夢對戰，\r\n增進您身為訓練家的本領吧！
DLP_net_union_room_003	交換寶可夢時，\n如果選擇能讓對方高興的寶可夢，\r\n交換成立的機會將會提高喔！
DLP_net_union_room_004	使用紀錄混合把大家的紀錄\n都混合在一起的話，\r\n似乎會有令人開心的事情發生喔！
DLP_net_union_room_005	連線的狀況好像不太好。\n請下次再來找我吧！
DLP_net_union_room_006	切換連線
DLP_net_union_room_007	……哎呀？\c\n這位客人，您沒有加入\nNintendo Switch Online呢。\c\n若要使用全球俱樂部，\n需加入Nintendo Switch Online。\c\n請在加入Nintendo Switch Online後\n再次蒞臨。
DLP_net_union_room_008	這位客人，您現在的心情\n是想做些什麼呢？
DLP_net_union_room_009	什麼都想做
DLP_net_union_room_010	我想對戰
DLP_net_union_room_011	我想交換
DLP_net_union_room_012	來，請進。
DLP_net_union_room_013	要使用聯盟交誼廳嗎？
DLP_net_union_room_014	進入社群交誼廳
DLP_net_union_room_015	進入全球交誼廳
DLP_net_union_room_016	退出
DLP_net_union_room_017	即將離開社群交誼廳。\n確定要繼續嗎？
DLP_net_union_room_018	即將離開全球交誼廳。\n確定要繼續嗎？
DLP_net_union_room_019	已經離開社群交誼廳。
DLP_net_union_room_020	已經離開全球交誼廳。
DLP_net_union_room_021	辛苦了。那麼，請下次再來。
DLP_net_union_room_022	要設定密碼嗎？
DLP_net_union_room_023	密碼錯誤。
DLP_net_union_room_024	正在募集成員。
DLP_net_union_room_025	未招募到足夠的成員。
DLP_net_union_room_026	正在進行分組。
DLP_net_union_room_027	要參加多人對戰嗎？
DLP_net_union_room_028	抱歉啊，名額已經滿了。\n請下次再來喔。
DLP_net_union_room_114	已貼上現有的貼紙！
DLP_net_union_room_030	您好。初次見面！
DLP_net_union_room_031	即將取消對戰。\n確定要繼續嗎？
DLP_net_union_room_032	現在將移動到全球交誼廳。
DLP_net_union_room_033	現在將移動到社群交誼廳。
DLP_net_union_room_034	已經移動到全球交誼廳。
DLP_net_union_room_035	已經移動到社群交誼廳。
