adventure_note
DLP_adventure_note_001_00	ぼうけん　とは？
DLP_adventure_note_010_01	[VAR FF00(0001)]バッグ[VAR FF00(0000)]の　[VAR FF00(0001)]たいせつなもの[VAR FF00(0000)]ポケットに\nはいっている　[VAR FF00(0001)]じてんしゃ[VAR FF00(0000)]を　つかうと\n[VAR FF00(0001)]じてんしゃ[VAR FF00(0000)]に　のることが　できます。\nのっているときは　ほそいまるたを\nわたれますが　せの　たかい\nくさむらには　はいれません。
DLP_adventure_note_010_02	[VAR FF00(0001)]じてんしゃ[VAR FF00(0000)]に　のっているときに\n[VAR FF00(0001)]Ｂボタン[VAR FF00(0000)]で　ギアを　きりかえられます。\nギアが　３そくだと　そうさが　しやすく\n４そくだと　いどうが　はやく　なって\nすなのさかを　こえられます！
DLP_adventure_note_011_00	ポケモンをつれあるく
DLP_adventure_note_011_01	メニューの　[VAR FF00(0001)]ポケモン[VAR FF00(0000)]から　じぶんの\nすきな　ポケモンを　えらんで\n[VAR FF00(0001)]いっしょにあるく[VAR FF00(0000)]を　せんたくすると\nふれあいひろばの　そとでも　ポケモンが\nうしろを　ついてくるように　なります！
DLP_adventure_note_012_00	ポフィンづくり
DLP_adventure_note_012_01	[VAR FF00(0001)]ポフィン[VAR FF00(0000)]は　[VAR FF00(0001)]きのみ[VAR FF00(0000)]から　つくる\nポケモンの　たべもの　です。\n[VAR FF00(0001)]ヨスガシティ[VAR FF00(0000)]の　ふれあいひろばや\nポフィンハウスで　つくれます。
DLP_adventure_note_012_02	さいだい　４つの　[VAR FF00(0001)]きのみ[VAR FF00(0000)]を\nなべに　いれて　こがさないように\nこぼさないように　かきまぜましょう。\n[VAR FF00(0001)]きのみ[VAR FF00(0000)]の　くみあわせや\nかきまぜ　ぐあいによって\nできあがる　[VAR FF00(0001)]ポフィン[VAR FF00(0000)]が　かわります！
DLP_adventure_note_012_03	かんせいした　[VAR FF00(0001)]ポフィン[VAR FF00(0000)]を　ポケモンに\nあげると　かっこよさや　かわいさなどの\nコンディションが　アップします！\nコンディションを　あげれば\nスーパーコンテストショー！の\nひょうかも　うなぎのぼり？
DLP_adventure_note_013_00	スーパーコンテストショー！
DLP_adventure_note_013_01	[VAR FF00(0001)]スーパーコンテストショー！[VAR FF00(0000)]は\n[VAR FF00(0001)]ヨスガシティ[VAR FF00(0000)]の　[VAR FF00(0001)]コンテストかいじょう[VAR FF00(0000)]で\nさんか　できます。\n４ひきの　ポケモンが　ビジュアル　ダンス\nわざの　３つの　しんさで　きそいあい\nベストパフォーマーを　めざします！
DLP_adventure_note_013_02	ビジュアルしんさ　では\nみためが　ひょうか　されます。\nポケモンに　ポフィンを　あげて\nコンディションを　アップさせたり\nボールカプセルに　シールを　はると\nこうとくてんが　ねらえます！
DLP_adventure_note_013_03_01	ダンスしんさ　では\nリズムかんが　ひょうか　されます。\nおんがくに　のって　ながれてくる\nノーツに　あわせて　[VAR FF00(0001)]Ａボタン[VAR FF00(0000)]！\nタイミングよく　たたいて　さいこう\nひょうかの　Brilliantを　ねらいましょう！
DLP_adventure_note_013_03_02	ダンスしんさ　では\nリズムかんが　ひょうか　されます。\nおんがくに　のって　ながれてくる\nノーツに　あわせて　[VAR FF00(0001)]Ａボタン[VAR FF00(0000)]！\nタイミングよく　たたいて　さいこう\nひょうかの　Shiningを　ねらいましょう！
DLP_adventure_note_013_04	わざしんさ　では\nコンテストわざが　ひょうか　されます。\nさまざまな　こうかが　ある　わざから\nうけつけで　１つ　えらびましょう。\nしんさで　つかえるのは　[VAR FF00(0001)]１かい[VAR FF00(0000)]だけ。\nここぞという　タイミングで　アピール！
DLP_adventure_note_013_05	[VAR FF00(0001)]スーパーコンテストショー！[VAR FF00(0000)]は\nパフォーマーどうし　きそいあうこと\nだけが　もくてきでは　ありません。\nきょうりょくして　ステージを　もりあげ\nショーの　せいこうを　めざしましょう！\nせいこうすれば　かいじょうが　ごうかに？
DLP_adventure_note_014_00	きせかえ
DLP_adventure_note_014_01	[VAR FF00(0001)]トバリシティ[VAR FF00(0000)]に　ある\n[VAR FF00(0001)]ファッションスタイル　ゆびをふる[VAR FF00(0000)]　では\nふくを　かったり　きがえたり　できます。\nきぶんに　あわせて　じぶんだけの\nスタイルを　たのしみましょう！
DLP_adventure_note_015_00	たんけんセット
DLP_adventure_note_015_01	[VAR FF00(0001)]たんけんセット[VAR FF00(0000)]は　ちかだいどうくつに\nはいる　ための　どうぐです。\n[VAR FF00(0001)]バッグ[VAR FF00(0000)]の　[VAR FF00(0001)]たいせつなもの[VAR FF00(0000)]ポケットから\nつかうことが　できます。\nただし　しつないや　ダンジョンなど\nつかえない　ばしょも　あります。
DLP_adventure_note_016_00	ちかだいどうくつ
DLP_adventure_note_016_01	[VAR FF00(0001)]ちかだいどうくつ[VAR FF00(0000)]は　シンオウちほうに\nひろがる　こうだいな　ちかくうかんです。\nいくつかの　エリアに　わかれていて\n[VAR FF00(0001)]たんけんセット[VAR FF00(0000)]を　つかう　ばしょで\nはいれる　エリアが　かわります。
DLP_adventure_note_016_02	[VAR FF00(0001)]ちかだいどうくつ[VAR FF00(0000)]には　ポケモンが\nあつまっている　ばしょが　あります。\nこれを　[VAR FF00(0001)]ポケモンのかくれが[VAR FF00(0000)]と　よびます。\nかくれがの　ひろさや　ちけいによって\nあらわれる　ポケモンが　かわるので\nいろいろな　ばしょを　さがしましょう！
DLP_adventure_note_016_03	つうろには　[VAR FF00(0001)]かせき[VAR FF00(0000)]を　ほりだせる\nポイントが　あります。\n[VAR FF00(0001)]Ｒボタン[VAR FF00(0000)]を　おすと\nほりだせる　ポイントが　レーダーに\nはんのうして　ひかります。
DLP_adventure_note_016_04	[VAR FF00(0001)]ちかだいどうくつ[VAR FF00(0000)]では　じぶんだけの\n[VAR FF00(0001)]ひみつきち[VAR FF00(0000)]を　つくれます。\nかべに　むかって　[VAR FF00(0001)]あなほりドリル[VAR FF00(0000)]を\nつかえば　あっというまに　かんせいです。\n[VAR FF00(0001)]ひみつきち[VAR FF00(0000)]には　せきぞうを　おいたりして\nすきなように　もようがえ　しましょう！
DLP_adventure_note_017_00	かせきほり
DLP_adventure_note_017_01	[VAR FF00(0001)]かせきほり[VAR FF00(0000)]　では　かせきの　ほか\nいろいろな　どうぐや　おたからが\nみつかります。\nただし　ほるたびに　かべの　ひびわれは\nおおきくなり　さいごには　くずれて\nしまうので　しんちょうに　ほりましょう！
DLP_adventure_note_017_02	うまく　かべを　ほりすすめる　ために\nどうぐを　つかいわけましょう。\n[VAR FF00(0001)]ピッケル[VAR FF00(0000)]は　ほる　はんいは　せまいですが\nひびわれは　ちいさく　すみます。\n[VAR FF00(0001)]ハンマー[VAR FF00(0000)]は　おおきな　ひびわれが\nできますが　ひろい　はんいを　ほれます。
DLP_adventure_note_017_03	かべには　いくつかの\nかたさが　あります。\nかたさは　いしの　おおきさや\nいろで　みわけられます。\nなかには　それいじょう　ほれない\nかべも　あるので　きを　つけましょう。
DLP_adventure_note_017_04	かべの　なかからは　いしのはこを\nほりだせることが　あります。\nいしのはこには\nせきぞうが　はいっていて\nひみつきちに　かざれば\nとくべつな　こうかが　えられます！
DLP_adventure_note_018_00	ポケモンのかくれが
DLP_adventure_note_018_01	[VAR FF00(0001)]ポケモンのかくれが[VAR FF00(0000)]は\nポケモンたちが　あつまる\nいごこちのいい　くうかんです。\nちじょうとは　ちがい　すがたを\nかくさず　じゆうに　くらしています。\nポケモンに　ふれると　せんとう　かいし！
DLP_adventure_note_018_02	かくれがには　すなちや　ちていこなど\nいろいろな　かんきょうが　あり\nあつまる　ポケモンも　かわります。\nまた　ひろさも　さまざまで\nおおきい　ポケモンほど\nひろい　かくれがを　このみます。
DLP_adventure_note_019_00	ひみつきち
DLP_adventure_note_019_01	[VAR FF00(0001)]ひみつきち[VAR FF00(0000)]では\nもっている　[VAR FF00(0001)]せきぞう[VAR FF00(0000)]を　かざれます。\n[VAR FF00(0001)]せきぞう[VAR FF00(0000)]は　だいざに\nのせることも　できます。
DLP_adventure_note_019_02	[VAR FF00(0001)]せきぞう[VAR FF00(0000)]を　おくと　[VAR FF00(0001)]ポケモンのかくれが[VAR FF00(0000)]に\nあつまる　ポケモンの　しゅるいや\nかずに　へんかが　でるようです。\nいろいろな　[VAR FF00(0001)]せきぞう[VAR FF00(0000)]を　おいて\nどんな　ポケモンが　あつまるか\nためして　みましょう。
DLP_adventure_note_019_03	[VAR FF00(0001)]ひみつきち[VAR FF00(0000)]は　ひろげることが　できます。\nきちが　ひろくなると　おける　[VAR FF00(0001)]せきぞう[VAR FF00(0000)]の\nかずも　ふえます。\nひろげるには　かせきほりで　ほれる\nさまざまな　[VAR FF00(0001)]タマ[VAR FF00(0000)]が　ひつようです。
DLP_adventure_note_019_04	つうしんを　してから　[VAR FF00(0001)]ちかだいどうくつ[VAR FF00(0000)]に\nはいると　ほかの　プレイヤーの\n[VAR FF00(0001)]ひみつきち[VAR FF00(0000)]を　みかけることが　あります。\nみつけた　きちの　[VAR FF00(0001)]せきぞう[VAR FF00(0000)]の　こうかは\nその　きちの　[VAR FF00(0001)]メニュー[VAR FF00(0000)]から\nオンに　することが　できます！
DLP_adventure_note_020_00	ハマナスパーク
DLP_adventure_note_020_01	[VAR FF00(0001)]２２１ばんどうろ[VAR FF00(0000)]の　さきに　たたずむ\n[VAR FF00(0001)]ハマナスパーク[VAR FF00(0000)]には　ぜんこくから\nトレーナーや　ポケモンが　おとずれます。\nむかしも　いまも　さきみだれる\nハマナスの　はなには　つよい　ものを\nひきつける　ちからが　あると　いわれます。
DLP_adventure_note_020_02	ちかだいどうくつで　ほりだした\n[VAR FF00(0001)]なぞのかけら[VAR FF00(0000)]を　もっていくと\n[VAR FF00(0001)]せきばん[VAR FF00(0000)]に　こうかんできます。\n[VAR FF00(0001)]せきばん[VAR FF00(0000)]は　[VAR FF00(0001)]ハマナスパーク[VAR FF00(0000)]の\nあちこちに　ある　へやで　つかいます。
DLP_adventure_note_020_03	それぞれの　へやには　だいざが\nおかれていて　だいざに　あった\n[VAR FF00(0001)]せきばん[VAR FF00(0000)]を　つかうと\nべつの　くうかんに　みちびかれます。\nそこでは　でんせつの　ポケモンに\nであうことが　できます！
DLP_adventure_note_021_00	ユニオンルーム
DLP_adventure_note_021_01a	[VAR FF00(0001)]ユニオンルーム[VAR FF00(0000)]では　ローカルつうしんや\nインターネットを　とおして\nほかの　プレイヤーと　ポケモンの\nこうかんや　たいせんが　おこなえます。\n[VAR FF00(0001)]ポケモンセンター[VAR FF00(0000)]の\nうけつけから　はいれます。
DLP_adventure_note_021_02	ちかくに　いる　プレイヤーと　あそぶには\nローカルつうしんで　[VAR FF00(0001)]コミュニティルーム[VAR FF00(0000)]に\nまた　インターネットに　つないで\n[VAR FF00(0001)]グローバルルーム[VAR FF00(0000)]に　はいれば\nせかいじゅうの　プレイヤーと　あそべます！
DLP_adventure_note_022_00	GMStation
DLP_adventure_note_022_01	[VAR FF00(0001)]コトブキシティ[VAR FF00(0000)]にある\n[VAR FF00(0001)]グローバルミラクルトレードステーション[VAR FF00(0000)]では\nせかいじゅうの　プレイヤーと\n[VAR FF00(0001)]ミラクルこうかん[VAR FF00(0000)]が　できます。\nどんな　ポケモンが　やってくるかは\nこうかん　してみての　おたのしみです！
DLP_adventure_note_022_02	こうかんした　ポケモンは\nジオネットと　よばれる　ちきゅうぎに\nきろくされて　いきます。\n[VAR FF00(0001)]ミラクルこうかん[VAR FF00(0000)]を　くりかえして\nじぶんだけの　ポケモンぶんぷずを\nつくりましょう！
DLP_adventure_note_023_00	だいしつげん
DLP_adventure_note_023_01	[VAR FF00(0001)]ノモセシティ[VAR FF00(0000)]にある　[VAR FF00(0001)]だいしつげん[VAR FF00(0000)]では\n[VAR FF00(0001)]サファリゲーム[VAR FF00(0000)]が　あそべます。\nここで　であう　ポケモンは\n[VAR FF00(0001)]サファリボール[VAR FF00(0000)]と　よばれる\nせんようの　ボールでしか\nつかまえられません。
DLP_adventure_note_023_02	はじめに　[VAR FF00(0001)]サファリボール[VAR FF00(0000)]を\n[VAR FF00(0001)]３０こ[VAR FF00(0000)]　もらえます。\n[VAR FF00(0001)]サファリボール[VAR FF00(0000)]を　つかいきるか\n[VAR FF00(0001)]５００ぽ[VAR FF00(0000)]　あるくと\n[VAR FF00(0001)]サファリゲーム[VAR FF00(0000)]は　しゅうりょう　します。
DLP_adventure_note_023_03	[VAR FF00(0001)]てんぼうだい　ゲート[VAR FF00(0000)]の　２かいにある\nぼうえんきょうを　のぞいて　みましょう。\n[VAR FF00(0001)]だいしつげん[VAR FF00(0000)]の　どこに\nどんな　ポケモンが　いるか　わかります。\nここでしか　あえない　ポケモンが\nみつかる　かも？
DLP_adventure_note_024_00	シールとボールデコ
DLP_adventure_note_024_01	[VAR FF00(0001)]シール[VAR FF00(0000)]を　ボールカプセルに　はって\nすきな　ポケモンの　モンスターボールを\nデコレーション　しましょう。\nポケモンが　とびだすとき\nきれいに　はじけます！
DLP_adventure_note_024_02	[VAR FF00(0001)]シール[VAR FF00(0000)]には　いろんな　しゅるいが　あり\nハートが　とびだすものや\nかみふぶきが　まいおちるもの　など\nその　こうかも　さまざま　です。\nまた　[VAR FF00(0001)]シール[VAR FF00(0000)]を　はる　いちに　よって\nはじける　ときの　うごきも　かわります。
DLP_adventure_note_024_03	ボールカプセルに　[VAR FF00(0001)]シール[VAR FF00(0000)]を　はるには\nメニューから　[VAR FF00(0001)]ボールデコ[VAR FF00(0000)]を　えらびます。\n２Ｄモード／３Ｄモードを　つかいわけて\nこのみの　いちに　[VAR FF00(0001)]シール[VAR FF00(0000)]を　はり\nデコレーションした　ボールカプセルを\nすきな　ポケモンに　セット　しましょう。
DLP_adventure_note_uitext_001	[VAR 0201(0000)]/[VAR 0201(0001)]
DLP_adventure_note_uitext_002	すすむ
DLP_adventure_note_uitext_003	とじる
DLP_adventure_note_002_simplified	ぼうけんに　やくだつ　じょうほうが\nかきこまれて　いくよ！\nバッグの　たいせつなものから　かくにん！
DLP_adventure_note_007_simplified	Ｒボタンで　きどうして　タッチで　そうさ\nＲボタンの　ながおしで　しまえるよ！
DLP_adventure_note_008_simplified	ポケッチの　アプリに　はいってるよ！\nひでんわざで　しょうがいぶつを\nとりのぞこう！
DLP_adventure_note_010_simplified	バッグの　たいせつなものから\nじてんしゃに　のろう！\nＢボタンで　ギアをかえて　スピードアップ！
DLP_adventure_note_015_simplified	バッグの　たいせつなものから\nたんけんセットを　つかって\nちかだいどうくつへ　いこう！
DLP_adventure_note_021_01b	[VAR FF00(0001)]ユニオンルーム[VAR FF00(0000)]では\nローカルつうしんを　とおして\nちかくに　いる　プレイヤーと\nポケモンの　こうかんが　おこなえます。\n[VAR FF00(0001)]ポケモンセンター[VAR FF00(0000)]の\nうけつけから　はいれます。
DLP_adventure_note_021_simplified	ポケモンセンターから　ユニオンルームへ！\nほかの　プレイヤーと　こうりゅう　しよう！
DLP_adventure_note_022_simplified	GMStationで　ミラクルこうかん　して\nじぶんだけの　ちきゅうぎを　つくろう！
DLP_adventure_note_021_01a_patch1	[VAR FF00(0001)]ユニオンルーム[VAR FF00(0000)]では　ローカルつうしんや\nインターネットを　とおして\nほかの　プレイヤーと　ポケモンの\nこうかんが　おこなえます。\n[VAR FF00(0001)]ポケモンセンター[VAR FF00(0000)]の\nうけつけから　はいれます。
contestwaza_info
CONTESTWAZA_INFO_000	―\n―\n―
CONTESTWAZA_INFO_001	ついかこうか　なし
CONTESTWAZA_INFO_002	[VAR 0201(0000)]びょうの　あいだ\nノーツはんていが　しっぱいに　ならない
CONTESTWAZA_INFO_018	このわざは　つかえません\nおもいだすことが　できなくなりますが\nわざを　わすれることを　おすすめします
CONTESTWAZA_INFO_005	[VAR 0201(0000)]びょうの　あいだ\nテンションが　さがらなくなる
CONTESTWAZA_INFO_008	[VAR 0201(0000)]びょうの　あいだ\nハートゲージが　すこし　たまりやすくなる
CONTESTWAZA_INFO_009	[VAR 0201(0000)]びょうの　あいだ\nハートゲージが　たまりやすくなる
CONTESTWAZA_INFO_010	[VAR 0201(0000)]びょうの　あいだ\nハートゲージが　とても　たまりやすくなる
CONTESTWAZA_INFO_011	ポケモンの　テンションが　プラスの　ばあい\nもらえる　ショーポイントが　[VAR 0200(0000)]ふえる
CONTESTWAZA_INFO_014	ポケモンの　テンションが　マイナスの　ばあい\nもらえる　ショーポイントが　[VAR 0200(0000)]ふえる
CONTESTWAZA_INFO_017	ポケモンの　テンション　によって\nショーポイントが　１～５　もらえる
gmstation
DLP_GMStation_001	GMStationを　ごりよう　いただくには\nNintendo Switch Onlineへの\r\nかにゅうが　ひつようです\c\nおそれいりますが\nNintendo Switch Onlineに\r\nごかにゅう　いただいた　あと\r\nさいど　おためしください
DLP_GMStation_002	つうしん　かんきょうを\nおたしかめ　ください
DLP_GMStation_003	GMStationを　しゅうりょう　しますか？
DLP_GMStation_004	このマークを　さくじょ　します\nよろしいですか？
DLP_GMStation_006	レポートを　かいて　ミラクルこうかんを\nはじめても　よろしいですか？
DLP_GMStation_007	こうかんできる　ひとを\nさがしています……
DLP_GMStation_008	この　ポイントには\nすでに　べつの　ポケモンが\r\nマーク　されています\c\nこの　ポイントに　マークする\nポケモンを　きめてください
DLP_GMStation_009	あたらしい　ポケモンが\nマーク　されました
DLP_GMStation_010	ポケモンの　マークを\nそのままに　しました
DLP_GMStation_011	くわしく　みる
DLP_GMStation_012	さくじょする
DLP_GMStation_013	この　ポイントに　マークされている\nポケモンを　へんこう　します\c\nよろしいですか？
DLP_GMStation_014	あらたな　ポケモンを　マークしました
DLP_GMStation_015	マークを　さくじょ　しました
DLP_GMStation_016	GMStation
DLP_GMStation_017	New
DLP_GMStation_018	ポイント[VAR 0202(0000)]
DLP_GMStation_019	きろく
DLP_GMStation_020	[VAR 0102(0000)]
DLP_GMStation_021	♀
DLP_GMStation_022	♂
DLP_GMStation_023	Lv.[VAR 0202(0000)]
DLP_GMStation_024	No.[VAR 0202(0000)]
DLP_GMStation_025	No.[VAR 0202(0000)]
DLP_GMStation_026	[VAR 0101(0000)]
DLP_GMStation_027	JPN
DLP_GMStation_028	ENG
DLP_GMStation_029	SPA
DLP_GMStation_030	FRA
DLP_GMStation_031	GER
DLP_GMStation_032	ITA
DLP_GMStation_033	KOR
DLP_GMStation_034	CHT
DLP_GMStation_035	CHS
DLP_GMStation_036	[VAR 0203(0000)]/[VAR 0201(0001)]/[VAR 0201(0002)]
DLP_GMStation_037	[VAR 0202(0000)]/[VAR 0202(0001)]
DLP_GMStation_038	かいてん
DLP_GMStation_039	かくだい
DLP_GMStation_040	しゅくしょう
DLP_GMStation_041	GMStationを　つかう
DLP_GMStation_042	せつめいを　きく
DLP_GMStation_043	やめる
DLP_GMStation_044	こうかんする
DLP_GMStation_045	ちきゅうぎを　みる
DLP_GMStation_046	えらぶ
DLP_GMStation_047	つよさを　みる
DLP_GMStation_048	はい
DLP_GMStation_049	いいえ
DLP_GMStation_050	やめる
DLP_GMStation_051	こうかんを　キャンセル　しました
DLP_GMStation_052	あいてが　みつかりませんでした
DLP_GMStation_053	こうかんする　あいてが　みつかりました！\nこうかんを　かいしします
DLP_GMStation_054	ポケモンの　きろくが　いっぱいです\nいれかえる　ポケモンを　えらんでください
DLP_GMStation_055	ポケモンの　きろくを　いれかえますか？
DLP_GMStation_056	ポケモンの　きろくを　いれかえました
DLP_GMStation_057	ポケモンの　きろくを　そのままに　しますか？
DLP_GMStation_058	ポケモンの　きろくを　そのままに　しました
DLP_GMStation_059	ポケモンの　マークを　そのままに　しますか？
DLP_GMStation_060	[VAR 0202(0000)]ポイント　マークたっせい！
DLP_GMStation_061	すべての　マークを　コンプリート！
DLP_GMStation_062	ーーーーー
DLP_GMStation_063	ニックネーム
DLP_GMStation_064	ずかんNo.
DLP_GMStation_065	なまえ
DLP_GMStation_066	タイプ
DLP_GMStation_067	おや
DLP_GMStation_068	[VAR 0103(0000)]
DLP_GMStation_069	[VAR 0100(0000)]
DLP_GMStation_070	マークちゅう
DLP_GMStation_071	----/--/--
DLP_GMStation_072	マークする
DLP_GMStation_073	ポケモンの　きろくを　さくじょ　しました
DLP_GMStation_074	ポケモンを\nこうかん　してみよう！
DLP_GMStation_075	けってい
DLP_GMStation_076	もどる
DLP_GMStation_077	ミラクルこうかんを　つづけますか？
DLP_GMStation_078	ポイントを　えらんで　ください
DLP_GMStation_079	ポケモンの　きろくを　さくじょします\nよろしいですか？
DLP_GMStation_083	GMStationでは　インターネットを\nとおして　せかいじゅうの　ひとと\r\nポケモンの　ミラクルこうかんが\r\nできます\c\nミラクルこうかんが　せいりつ　すると\nちきゅうぎに　ポケモンが\r\nマークされます\c\nマークされた　ポイントの　かずが\nふえていけば\r\nきねんひんも　さしあげますよ！\c\nミラクルこうかんを　くりかえして\nあなただけの　ちきゅうぎを\r\nかんせい　させてください！
